OG #	S.cer	K.marx	Y.lipo
OG0002370	YBR282W	KMXK_0E00950	YALI1_A03278g
OG0002371	YBR261C	KMXK_0E00980	YALI1_A00801g
OG0002372	YBR260C	KMXK_0E00990	YALI1_A02615g
OG0002373	YBR257W	KMXK_0E01030	YALI1_C04996g
OG0002374	YJL046W	KMXK_0E01040	YALI1_C04991g
OG0002375	YFR029W	KMXK_0E01050	YALI1_D03278g
OG0002376	YOR340C	KMXK_0E01080	YALI1_F09265g
OG0002377	YAL034W-A	KMXK_0E01090	YALI1_F09211g
OG0002378	YOR336W	KMXK_0E01120	YALI1_C17848g
OG0002379	YOR335C	KMXK_0E01130	YALI1_B05571g
OG0002380	YAL033W	KMXK_0E01140	YALI1_B06487g
OG0002381	YAL032C	KMXK_0E01150	YALI1_C16395g
OG0002382	YOR332W	KMXK_0E01180	YALI1_F20965g
OG0002383	YOR330C	KMXK_0E01190	YALI1_F25852g
OG0002384	YOR329C	KMXK_0E01200	YALI1_E14003g
OG0002385	YOR326W	KMXK_0E01220	YALI1_E00510g
OG0002386	YOR323C	KMXK_0E01250	YALI1_E35815g
OG0002387	YAL026C	KMXK_0E01260	YALI1_E41057g
OG0002389	YAL025C	KMXK_0E01270	YALI1_C10730g
OG0002390	YAL024C	KMXK_0E01280	YALI1_E41206g
OG0002391	YOR322C	KMXK_0E01300	YALI1_E00280g
OG0002392	YDR214W	KMXK_0E01320	YALI1_B20802g
OG0002393	YDR212W	KMXK_0E01340	YALI1_B20730g
OG0002394	YLR229C	KMXK_0E01350	YALI1_B20717g
OG0002395	YDR211W	KMXK_0E01360	YALI1_B20589g
OG0002396	YDR208W	KMXK_0E01370	YALI1_F30903g
OG0002397	YMR063W	KMXK_0E01380	YALI1_E39886g
OG0002398	YLR290C	KMXK_0E01390	YALI1_E32754g
OG0002399	YLR292C	KMXK_0E01410	YALI1_D06251g
OG0002400	YGR145W	KMXK_0E01470	YALI1_A22157g
OG0002401	YGR163W	KMXK_0E01480	YALI1_D12996g
OG0002402	YGL048C	KMXK_0E01500	YALI1_D21167g
OG0002403	YGL047W	KMXK_0E01510	YALI1_E39395g
OG0002404	YGL019W	KMXK_0E01530	YALI1_E24793g
OG0002405	YGL018C	KMXK_0E01540	YALI1_D00231g
OG0002406	YGL017W	KMXK_0E01550	YALI1_E04688g
OG0002407	YGL016W	KMXK_0E01560	YALI1_E35329g
OG0002408	YBL008W	KMXK_0E01580	YALI1_E24886g
OG0002409	YGL009C	KMXK_0E01590	YALI1_B02345g
OG0002410	YBL007C	KMXK_0E01600	YALI1_A06672g
OG0002411	YGL010W	KMXK_0E01610	YALI1_E41610g
OG0002412	YGL011C	KMXK_0E01620	YALI1_C07770g
OG0002413	YML069W	KMXK_0E01670	YALI1_D33229g
OG0002414	YML068W	KMXK_0E01680	YALI1_C28879g
OG0002415	YML067C	KMXK_0E01700	YALI1_A17720g
OG0002416	YML064C	KMXK_0E01740	YALI1_D03990g
OG0002417	YLR441C	KMXK_0E01760	YALI1_F08431g
OG0002418	YML060W	KMXK_0E01800	YALI1_B17039g
OG0002419	YLR439W	KMXK_0E01810	YALI1_B14680g
OG0002420	YLR438C-A	KMXK_0E01820	YALI1_B14686g
OG0002421	YML059C	KMXK_0E01830	YALI1_B14733g
OG0002422	YLR438W	KMXK_0E01840	YALI1_C05908g
OG0002423	YLR435W	KMXK_0E01870	YALI1_E18514g
OG0002424	YLR430W	KMXK_0E01910	YALI1_A20320g
OG0002425	YOR151C	KMXK_0E01920	YALI1_D04680g
OG0002426	YDR405W	KMXK_0E01930	YALI1_E15274g
OG0002427	YGR037C	KMXK_0E01950	YALI1_E27279g
OG0002428	YLR347C	KMXK_0E01960	YALI1_D15114g
OG0002429	YGR036C	KMXK_0E01970	YALI1_D26639g
OG0002430	YLR345W	KMXK_0E01980	YALI1_D26610g
OG0002431	YGR033C	KMXK_0E02000	YALI1_D00754g
OG0002432	YGR031W	KMXK_0E02040	YALI1_D10812g
OG0002433	YLR340W	KMXK_0E02060	YALI1_B18707g
OG0002434	YLR337C	KMXK_0E02090	YALI1_D34621g
OG0002435	YGR029W	KMXK_0E02100	YALI1_D34258g
OG0002437	YGR028W	KMXK_0E02110	YALI1_C32771g
OG0002438	YLR336C	KMXK_0E02120	YALI1_D20164g
OG0002439	YGR026W	KMXK_0E02150	YALI1_D00273g
OG0002440	YGR024C	KMXK_0E02160	YALI1_E12223g
OG0002441	YPR010C	KMXK_0E02180	YALI1_E12244g
OG0002442	YKL095W	KMXK_0E02200	YALI1_B23176g
OG0002443	YKL094W	KMXK_0E02210	YALI1_C20224g
OG0002444	YMR080C	KMXK_0E02230	YALI1_D30941g
OG0002445	YKL092C	KMXK_0E02240	YALI1_D30999g
OG0002446	YMR079W	KMXK_0E02250	YALI1_D05633g
OG0002447	YKL197C	KMXK_0E02270	YALI1_C21682g
OG0002448	YJR058C	KMXK_0E02280	YALI1_B05690g
OG0002450	YJR057W	KMXK_0E02290	YALI1_C18590g
OG0002451	YFR028C	KMXK_0E02300	YALI1_E19201g
OG0002452	YFR027W	KMXK_0E02310	YALI1_E14824g
OG0002453	YDR020C	KMXK_0E02320	YALI1_F03974g
OG0002454	YDR019C	KMXK_0E02340	YALI1_F04082g
OG0002455	YBR043C	KMXK_0E02360	YALI1_F04185g
OG0002456	YBR042C	KMXK_0E02370	YALI1_F04157g
OG0002458	YBR041W	KMXK_0E02380	YALI1_E19172g
OG0002459	YBR040W	KMXK_0E02390	YALI1_A13962g
OG0002460	YBR039W	KMXK_0E02400	YALI1_F04110g
OG0002461	YDR017C	KMXK_0E02410	YALI1_F18897g
OG0002462	YDR016C	KMXK_0E02420	YALI1_B18205g
OG0002463	YBR035C	KMXK_0E02440	YALI1_D17482g
OG0002464	YDR013W	KMXK_0E02460	YALI1_A09524g
OG0002465	YBR034C	KMXK_0E02470	YALI1_E21983g
OG0002466	YBR030W	KMXK_0E02490	YALI1_B11648g
OG0002467	YKL167C	KMXK_0E02500	YALI1_F23399g
OG0002468	YKL165C	KMXK_0E02530	YALI1_F27343g
OG0002469	YJL157C	KMXK_0E02590	YALI1_F27529g
OG0002470	YJL156C	KMXK_0E02600	YALI1_E05329g
OG0002471	YJL155C	KMXK_0E02610	YALI1_E20885g
OG0002472	YJL154C	KMXK_0E02620	YALI1_E20677g
OG0002473	YKR066C	KMXK_0E02630	YALI1_F27211g
OG0002474	YJL187C	KMXK_0E02640	YALI1_F02697g
OG0002475	YCR032W	KMXK_0E02690	YALI1_E05180g
OG0002476	YOL097C	KMXK_0E02720	YALI1_B12010g
OG0002477	YDR487C	KMXK_0E02730	YALI1_B12042g
OG0002478	YLR370C	KMXK_0E02760	YALI1_B26451g
OG0002479	YGR063C	KMXK_0E02840	YALI1_F17907g
OG0002480	YGR062C	KMXK_0E02850	YALI1_F17930g
OG0002481	YLR363W-A	KMXK_0E02860	YALI1_F37540g
OG0002482	YGR061C	KMXK_0E02870	YALI1_F37559g
OG0002483	YGR060W	KMXK_0E02880	YALI1_F14958g
OG0002484	YGR058W	KMXK_0E02910	YALI1_B25795g
OG0002485	YOR292C	KMXK_0E02940	YALI1_B07210g
OG0002486	YOR291W	KMXK_0E02950	YALI1_D30058g
OG0002487	YMR229C	KMXK_0E02960	YALI1_E35580g
OG0002488	YMR228W	KMXK_0E02980	YALI1_B02931g
OG0002489	YMR227C	KMXK_0E02990	YALI1_B01644g
OG0002490	YMR226C	KMXK_0E03010	YALI1_C09773g
OG0002491	YER086W	KMXK_0E03020	YALI1_D03047g
OG0002492	YLR191W	KMXK_0E03040	YALI1_C07451g
OG0002493	YLR192C	KMXK_0E03070	YALI1_F37890g
OG0002494	YDL171C	KMXK_0E03090	YALI1_B26112g
OG0002495	YDL170W	KMXK_0E03100	YALI1_D25813g
OG0002496	YLR193C	KMXK_0E03110	YALI1_C28166g
OG0002497	YLR195C	KMXK_0E03130	YALI1_E01614g
OG0002498	YLR196W	KMXK_0E03140	YALI1_E01623g
OG0002499	YLR197W	KMXK_0E03160	YALI1_D21076g
OG0002500	YLR200W	KMXK_0E03180	YALI1_D21031g
OG0002501	YLR201C	KMXK_0E03190	YALI1_F34675g
OG0002502	YDL168W	KMXK_0E03200	YALI1_F13170g
OG0002503	YDL167C	KMXK_0E03210	YALI1_F28897g
OG0002504	YDL166C	KMXK_0E03220	YALI1_B29895g
OG0002505	YDL165W	KMXK_0E03230	YALI1_B29905g
OG0002506	YLR203C	KMXK_0E03240	YALI1_E38491g
OG0002507	YLR205C	KMXK_0E03250	YALI1_D33552g
OG0002508	YDL164C	KMXK_0E03260	YALI1_F01696g
OG0002509	YMR193W	KMXK_0E03290	YALI1_B10552g
OG0002510	YPL249C	KMXK_0E03300	YALI1_F24079g
OG0002511	YMR190C	KMXK_0E03350	YALI1_F39603g
OG0002512	YAL067C	KMXK_0E03360	YALI1_F18152g
OG0002513	YMR189W	KMXK_0E03370	YALI1_A09694g
OG0002514	YPL247C	KMXK_0E03380	YALI1_F39550g
OG0002515	YMR188C	KMXK_0E03400	YALI1_C10492g
OG0002516	YPL246C	KMXK_0E03410	YALI1_B27280g
OG0002517	YPL244C	KMXK_0E03430	YALI1_E27113g
OG0002518	YPL243W	KMXK_0E03440	YALI1_C26138g
OG0002519	YHR074W	KMXK_0E03510	YALI1_A21156g
OG0002520	YHR075C	KMXK_0E03520	YALI1_A21120g
OG0002521	YDR322W	KMXK_0E03550	YALI1_E38113g
OG0002522	YDR322C-A	KMXK_0E03560	YALI1_E38131g
OG0002523	YHR076W	KMXK_0E03570	YALI1_E32445g
OG0002524	YHR077C	KMXK_0E03580	YALI1_E29330g
OG0002525	YDR323C	KMXK_0E03590	YALI1_E25826g
OG0002526	YHR078W	KMXK_0E03600	YALI1_B21466g
OG0002527	YDR324C	KMXK_0E03610	YALI1_F12080g
OG0002528	YDR325W	KMXK_0E03620	YALI1_F12089g
OG0002529	YHR079C	KMXK_0E03630	YALI1_A14783g
OG0002530	YDR346C	KMXK_0E03700	YALI1_C24303g
OG0002531	YIR006C	KMXK_0E03730	YALI1_D18646g
OG0002532	YIR005W	KMXK_0E03740	YALI1_C23415g
OG0002533	YER010C	KMXK_0E03750	YALI1_F29424g
OG0002534	YIR004W	KMXK_0E03760	YALI1_F15990g
OG0002535	YER009W	KMXK_0E03780	YALI1_C16275g
OG0002536	YER008C	KMXK_0E03790	YALI1_F28633g
OG0002537	YIR002C	KMXK_0E03800	YALI1_C28963g
OG0002538	YER007C-A	KMXK_0E03810	YALI1_A17511g
OG0002539	YER007W	KMXK_0E03820	YALI1_A17486g
OG0002540	YER006W	KMXK_0E03830	YALI1_F28744g
OG0002541	YPR086W	KMXK_0E03850	YALI1_C03582g
OG0002542	YER003C	KMXK_0E03890	YALI1_B23834g
OG0002544	YER002W	KMXK_0E03900	YALI1_B23798g
OG0002545	YIR001C	KMXK_0E03910	YALI1_E19696g
OG0002546	YIL001W	KMXK_0E03930	YALI1_D12760g
OG0002547	YEL002C	KMXK_0E03960	YALI1_D08429g
OG0002548	YEL003W	KMXK_0E03970	YALI1_D08408g
OG0002549	YIL003W	KMXK_0E03990	YALI1_E22865g
OG0002550	YIL004C	KMXK_0E04000	YALI1_F32546g
OG0002551	YIL005W	KMXK_0E04010	YALI1_E03067g
OG0002552	YEL009C	KMXK_0E04040	YALI1_E32722g
OG0002553	YIL007C	KMXK_0E04050	YALI1_E23302g
OG0002554	YIL008W	KMXK_0E04060	YALI1_E23313g
OG0002555	YPL259C	KMXK_0E04090	YALI1_B15482g
OG0002556	YIL010W	KMXK_0E04100	YALI1_E23292g
OG0002557	YPL260W	KMXK_0E04110	YALI1_A13412g
OG0002558	YOL030W	KMXK_0E04150	YALI1_D06131g
OG0002559	YMR009W	KMXK_0E04160	YALI1_A14287g
OG0002560	YMR010W	KMXK_0E04170	YALI1_E28755g
OG0002561	YOR017W	KMXK_0E04180	YALI1_B17592g
OG0002562	YHL021C	KMXK_0E04190	YALI1_F21813g
OG0002563	YHL022C	KMXK_0E04200	YALI1_F21804g
OG0002564	YPR108W	KMXK_0E04220	YALI1_B29108g
OG0002565	YGR090W	KMXK_0E04250	YALI1_E37387g
OG0002566	YPR110C	KMXK_0E04270	YALI1_E28465g
OG0002567	YGR091W	KMXK_0E04280	YALI1_B18207g
OG0002568	YGR093W	KMXK_0E04300	YALI1_B29153g
OG0002569	YPR112C	KMXK_0E04310	YALI1_B16110g
OG0002570	YGR094W	KMXK_0E04320	YALI1_F26873g
OG0002571	YGR095C	KMXK_0E04330	YALI1_F26915g
OG0002572	YGR096W	KMXK_0E04340	YALI1_F26924g
OG0002573	YPR113W	KMXK_0E04350	YALI1_F27002g
OG0002574	YGR098C	KMXK_0E04400	YALI1_C12282g
OG0002575	YGR099W	KMXK_0E04410	YALI1_D29668g
OG0002576	YPR117W	KMXK_0E04420	YALI1_E36308g
OG0002578	YGR100W	KMXK_0E04430	YALI1_B02550g
OG0002579	YGR101W	KMXK_0E04440	YALI1_B30218g
OG0002580	YGR103W	KMXK_0E04460	YALI1_B30214g
OG0002581	YGR104C	KMXK_0E04470	YALI1_B30182g
OG0002582	YGR105W	KMXK_0E04480	YALI1_B30163g
OG0002583	YPR118W	KMXK_0E04530	YALI1_A16642g
OG0002584	YGR111W	KMXK_0E04600	YALI1_E06441g
OG0002585	YBR252W	KMXK_0E04610	YALI1_F25908g
OG0002586	YBR253W	KMXK_0E04620	YALI1_F14168g
OG0002588	YBR254C	KMXK_0E04640	YALI1_E04201g
OG0002589	YBR255W	KMXK_0E04650	YALI1_E04278g
OG0002590	YIR011C	KMXK_0E04670	YALI1_A12245g
OG0002591	YIR012W	KMXK_0E04680	YALI1_C02402g
OG0002592	YBR256C	KMXK_0E04690	YALI1_C01520g
OG0002593	YFR030W	KMXK_0E04730	YALI1_E19603g
OG0002594	YFR031C	KMXK_0E04740	YALI1_F32167g
OG0002595	YFR033C	KMXK_0E04780	YALI1_F32010g
OG0002596	YFR034C	KMXK_0E04790	YALI1_F07747g
OG0002597	YIL019W	KMXK_0E04800	YALI1_F07819g
OG0002598	YIL020C	KMXK_0E04810	YALI1_F07827g
OG0002599	YIL021W	KMXK_0E04820	YALI1_F08292g
OG0002600	YIL022W	KMXK_0E04840	YALI1_D26730g
OG0002601	YGR132C	KMXK_0E04870	YALI1_E05668g
OG0002602	YLR127C	KMXK_0E04880	YALI1_E05866g
OG0002603	YLR128W	KMXK_0E04890	YALI1_F33594g
OG0002604	YDR145W	KMXK_0E04900	YALI1_C04389g
OG0002605	YLR129W	KMXK_0E04910	YALI1_C01297g
OG0002606	YJL153C	KMXK_0E04920	YALI1_B05798g
OG0002607	YLR130C	KMXK_0E04930	YALI1_F28590g
OG0002608	YLR133W	KMXK_0E04960	YALI1_E20159g
OG0002609	YDR148C	KMXK_0E04970	YALI1_E20192g
OG0002610	YDR150W	KMXK_0E04990	YALI1_B12529g
OG0002611	YDR152W	KMXK_0E05030	YALI1_D16679g
OG0002612	YDR158W	KMXK_0E05070	YALI1_D16809g
OG0002613	YLR137W	KMXK_0E05080	YALI1_D16783g
OG0002614	YDR159W	KMXK_0E05090	YALI1_F35406g
OG0002615	YLR138W	KMXK_0E05100	YALI1_C00999g
OG0002616	YDR161W	KMXK_0E05120	YALI1_D16672g
OG0002617	YDR162C	KMXK_0E05130	YALI1_F32688g
OG0002618	YLR142W	KMXK_0E05170	YALI1_B12966g
OG0002619	YLR143W	KMXK_0E05180	YALI1_F19381g
OG0002620	YDR164C	KMXK_0E05200	YALI1_E26021g
OG0002621	YLR145W	KMXK_0E05220	YALI1_E05681g
OG0002622	YDR165W	KMXK_0E05240	YALI1_E05709g
OG0002623	YDR166C	KMXK_0E05260	YALI1_A19989g
OG0002624	YLR147C	KMXK_0E05270	YALI1_A19974g
OG0002625	YLR148W	KMXK_0E05280	YALI1_A19965g
OG0002626	YDR167W	KMXK_0E05290	YALI1_E21430g
OG0002627	YDR168W	KMXK_0E05300	YALI1_E22126g
OG0002628	YLR149C	KMXK_0E05310	YALI1_F36996g
OG0002629	YDR169C	KMXK_0E05320	YALI1_C12845g
OG0002630	YLR150W	KMXK_0E05330	YALI1_C12900g
OG0002631	YLR151C	KMXK_0E05340	YALI1_F33426g
OG0002632	YDR170C	KMXK_0E05370	YALI1_D30324g
OG0002633	YDR173C	KMXK_0E05390	YALI1_B14978g
OG0002634	YDR172W	KMXK_0E05400	YALI1_B11083g
OG0002635	YDR175C	KMXK_0E05440	YALI1_D10858g
OG0002636	YDR176W	KMXK_0E05450	YALI1_A14390g
OG0002637	YLR163C	KMXK_0E05460	YALI1_A14736g
OG0002638	YDR179W-A	KMXK_0E05490	YALI1_A14670g
OG0002639	YDR180W	KMXK_0E05510	YALI1_A14658g
OG0002640	YDR181C	KMXK_0E05520	YALI1_C11096g
OG0002641	YDR182W	KMXK_0E05530	YALI1_C11715g
OG0002642	YLR166C	KMXK_0E05540	YALI1_C02188g
OG0002643	YDR183W	KMXK_0E05550	YALI1_A00983g
OG0002644	YLR167W	KMXK_0E05560	YALI1_F13373g
OG0002645	YLR168C	KMXK_0E05580	YALI1_D23785g
OG0002646	YLR246W	KMXK_0E05590	YALI1_D27339g
OG0002647	YLR245C	KMXK_0E05610	YALI1_D21023g
OG0002648	YLR244C	KMXK_0E05620	YALI1_D21100g
OG0002649	YDR188W	KMXK_0E05630	YALI1_D25744g
OG0002650	YDR189W	KMXK_0E05640	YALI1_D25851g
OG0002651	YDR190C	KMXK_0E05650	YALI1_C30187g
OG0002652	YDR191W	KMXK_0E05660	YALI1_C31830g
OG0002653	YLR243W	KMXK_0E05670	YALI1_C28412g
OG0002654	YLR242C	KMXK_0E05690	YALI1_F37878g
OG0002655	YLR241W	KMXK_0E05700	YALI1_F29168g
OG0002656	YLR240W	KMXK_0E05710	YALI1_F13097g
OG0002657	YDR196C	KMXK_0E05740	YALI1_F13202g
OG0002658	YDR198C	KMXK_0E05760	YALI1_F27812g
OG0002659	YLR239C	KMXK_0E05770	YALI1_F34729g
OG0002660	YDR204W	KMXK_0E05810	YALI1_F34625g
OG0002661	YNL201C	KMXK_0E05820	YALI1_A17927g
OG0002662	YDL226C	KMXK_0E05840	YALI1_C03988g
OG0002663	YNL206C	KMXK_0E05860	YALI1_A07668g
OG0002664	YNL207W	KMXK_0E05870	YALI1_F39041g
OG0002665	YDL230W	KMXK_0E05900	YALI1_F38595g
OG0002666	YDL231C	KMXK_0E05910	YALI1_F38551g
OG0002667	YNL211C	KMXK_0E05930	YALI1_D07299g
OG0002668	YNL212W	KMXK_0E05940	YALI1_D07271g
OG0002669	YDL233W	KMXK_0E05970	YALI1_C06486g
OG0002670	YDL234C	KMXK_0E05990	YALI1_F39527g
OG0002671	YNL217W	KMXK_0E06010	YALI1_E41569g
OG0002672	YDL235C	KMXK_0E06020	YALI1_C06414g
OG0002673	YNL218W	KMXK_0E06030	YALI1_C06459g
OG0002674	YDL236W	KMXK_0E06040	YALI1_E34218g
OG0002675	YNL219C	KMXK_0E06050	YALI1_E34238g
OG0002676	YNL220W	KMXK_0E06060	YALI1_E34269g
OG0002677	YNL221C	KMXK_0E06070	YALI1_E34290g
OG0002678	YDL237W	KMXK_0E06080	YALI1_D07549g
OG0002679	YDL238C	KMXK_0E06090	YALI1_E30496g
OG0002680	YNL222W	KMXK_0E06100	YALI1_F24151g
OG0002681	YNL223W	KMXK_0E06110	YALI1_A13349g
OG0002682	YNL224C	KMXK_0E06120	YALI1_F14900g
OG0002683	YNL227C	KMXK_0E06140	YALI1_B20188g
OG0002684	YNL229C	KMXK_0E06150	YALI1_C04143g
OG0002685	YNL230C	KMXK_0E06160	YALI1_C23563g
OG0002686	YNL231C	KMXK_0E06170	YALI1_A08206g
OG0002687	YNL232W	KMXK_0E06180	YALI1_A05821g
OG0002688	YNL233W	KMXK_0E06190	YALI1_A07977g
OG0002689	YNL237W	KMXK_0E06230	YALI1_F23616g
OG0002690	YNL238W	KMXK_0E06240	YALI1_F17637g
OG0002691	YNL240C	KMXK_0E06250	YALI1_B06245g
OG0002692	YNL241C	KMXK_0E06260	YALI1_E26811g
OG0002693	YDL240W	KMXK_0E06270	YALI1_F17657g
OG0002694	YNL242W	KMXK_0E06280	YALI1_E10161g
OG0002695	YBR296C	KMXK_0F00130	YALI1_E28300g
OG0002696	YBR053C	KMXK_0F00180	YALI1_F11292g
OG0002697	YDR028C	KMXK_0F00200	YALI1_B21855g
OG0002698	YDR027C	KMXK_0F00210	YALI1_B21885g
OG0002699	YIL125W	KMXK_0F00260	YALI1_E39693g
OG0002700	YIL128W	KMXK_0F00300	YALI1_D20758g
OG0002701	YIL129C	KMXK_0F00310	YALI1_D31274g
OG0002702	YIL134W	KMXK_0F00360	YALI1_A16988g
OG0002703	YNL071W	KMXK_0F00380	YALI1_D30618g
OG0002704	YNL072W	KMXK_0F00390	YALI1_D30593g
OG0002705	YNL073W	KMXK_0F00400	YALI1_D30570g
OG0002706	YKL045W	KMXK_0F00410	YALI1_F06991g
OG0002707	YDL145C	KMXK_0F00440	YALI1_E23691g
OG0002708	YLR215C	KMXK_0F00480	YALI1_F27099g
OG0002709	YDL143W	KMXK_0F00490	YALI1_F27101g
OG0002710	YDL142C	KMXK_0F00500	YALI1_F31283g
OG0002711	YDL141W	KMXK_0F00510	YALI1_E35955g
OG0002712	YDL140C	KMXK_0F00520	YALI1_C23707g
OG0002713	YLR216C	KMXK_0F00530	YALI1_C23926g
OG0002714	YDL139C	KMXK_0F00540	YALI1_F31292g
OG0002715	YLR218C	KMXK_0F00550	YALI1_E35971g
OG0002716	YDL195W	KMXK_0F00560	YALI1_E35988g
OG0002717	YDL193W	KMXK_0F00580	YALI1_F26726g
OG0002718	YDL190C	KMXK_0F00610	YALI1_D15523g
OG0002719	YDL185W	KMXK_0F00670	YALI1_A09766g
OG0002720	YDL183C	KMXK_0F00680	YALI1_D15568g
OG0002721	YDL133W	KMXK_0F00690	YALI1_D15597g
OG0002722	YDL132W	KMXK_0F00700	YALI1_D15622g
OG0002723	YDL181W	KMXK_0F00720	YALI1_C07170g
OG0002724	YDL130W	KMXK_0F00730	YALI1_B16968g
OG0002725	YDL128W	KMXK_0F00760	YALI1_B12409g
OG0002726	YDL126C	KMXK_0F00780	YALI1_F16035g
OG0002727	YDL125C	KMXK_0F00790	YALI1_B20043g
OG0002728	YDL178W	KMXK_0F00800	YALI1_C08548g
OG0002729	YDL124W	KMXK_0F00810	YALI1_B20108g
OG0002731	YDL177C	KMXK_0F00820	YALI1_C11707g
OG0002732	YIL078W	KMXK_0F00860	YALI1_F14882g
OG0002733	YCR047C	KMXK_0F00880	YALI1_F09627g
OG0002734	YCR046C	KMXK_0F00890	YALI1_F31744g
OG0002735	YNR018W	KMXK_0F00900	YALI1_F31822g
OG0002736	YNR017W	KMXK_0F00920	YALI1_F36760g
OG0002737	YNR016C	KMXK_0F00940	YALI1_C15991g
OG0002738	YNR015W	KMXK_0F00950	YALI1_F36794g
OG0002739	YNR012W	KMXK_0F00990	YALI1_E36477g
OG0002740	YNR011C	KMXK_0F01000	YALI1_D12626g
OG0002741	YML004C	KMXK_0F01010	YALI1_E28631g
OG0002742	YMR203W	KMXK_0F01040	YALI1_F38882g
OG0002744	YNR008W	KMXK_0F01080	YALI1_E20049g
OG0002745	YNR007C	KMXK_0F01090	YALI1_E29137g
OG0002746	YLR377C	KMXK_0F01110	YALI1_A15925g
OG0002747	YDL052C	KMXK_0F01120	YALI1_E22736g
OG0002748	YDL051W	KMXK_0F01140	YALI1_E22592g
OG0002749	YML127W	KMXK_0F01160	YALI1_F37508g
OG0002750	YML126C	KMXK_0F01180	YALI1_F38116g
OG0002751	YPR161C	KMXK_0F01190	YALI1_D29549g
OG0002752	YLR452C	KMXK_0F01200	YALI1_D22368g
OG0002753	YER025W	KMXK_0F01210	YALI1_A04022g
OG0002754	YLR451W	KMXK_0F01220	YALI1_D17249g
OG0002755	YJR123W	KMXK_0F01250	YALI1_F11930g
OG0002756	YJR122W	KMXK_0F01260	YALI1_D19321g
OG0002757	YJR121W	KMXK_0F01270	YALI1_B05364g
OG0002758	YER023W	KMXK_0F01280	YALI1_B18955g
OG0002759	YJR119C	KMXK_0F01290	YALI1_B18975g
OG0002760	YJR118C	KMXK_0F01300	YALI1_E30743g
OG0002761	YER022W	KMXK_0F01310	YALI1_F36152g
OG0002762	YER021W	KMXK_0F01320	YALI1_F36132g
OG0002763	YJR117W	KMXK_0F01330	YALI1_F14688g
OG0002764	YJR116W	KMXK_0F01340	YALI1_B02781g
OG0002765	YJR105W	KMXK_0F01350	YALI1_F30754g
OG0002766	YER020W	KMXK_0F01380	YALI1_A09372g
OG0002767	YHR137W	KMXK_0F01450	YALI1_C06681g
OG0002768	YNL153C	KMXK_0F01460	YALI1_A02083g
OG0002769	YFL018C	KMXK_0F01480	YALI1_D26360g
OG0002770	YMR013C	KMXK_0F01490	YALI1_E22718g
OG0002771	YMR015C	KMXK_0F01510	YALI1_A18344g
OG0002772	YFR052W	KMXK_0F01590	YALI1_A19483g
OG0002773	YFR051C	KMXK_0F01600	YALI1_E38593g
OG0002774	YGL250W	KMXK_0F01620	YALI1_C29402g
OG0002775	YGL252C	KMXK_0F01640	YALI1_B29191g
OG0002776	YFR050C	KMXK_0F01650	YALI1_E38526g
OG0002777	YGL248W	KMXK_0F01660	YALI1_E38561g
OG0002778	YFR049W	KMXK_0F01670	YALI1_E38512g
OG0002779	YDR255C	KMXK_0F01730	YALI1_A19731g
OG0002780	YPL046C	KMXK_0F01740	YALI1_A03809g
OG0002781	YPL045W	KMXK_0F01750	YALI1_A03803g
OG0002782	YDR254W	KMXK_0F01760	YALI1_A03763g
OG0002783	YPL043W	KMXK_0F01770	YALI1_A03757g
OG0002784	YPL042C	KMXK_0F01780	YALI1_C15398g
OG0002785	YPL041C	KMXK_0F01790	YALI1_C15105g
OG0002786	YPL040C	KMXK_0F01800	YALI1_C15180g
OG0002787	YPL031C	KMXK_0F01860	YALI1_D33418g
OG0002788	YPL030W	KMXK_0F01870	YALI1_D33428g
OG0002789	YPL029W	KMXK_0F01880	YALI1_F20330g
OG0002790	YPL028W	KMXK_0F01890	YALI1_B11532g
OG0002791	YDR248C	KMXK_0F01900	YALI1_F11199g
OG0002792	YDR246W	KMXK_0F01920	YALI1_B29202g
OG0002793	YPL023C	KMXK_0F01940	YALI1_B19021g
OG0002794	YPL022W	KMXK_0F01950	YALI1_B29051g
OG0002795	YPL016W	KMXK_0F01960	YALI1_E30759g
OG0002796	YPL196W	KMXK_0F01980	YALI1_E35280g
OG0002797	YGL079W	KMXK_0F01990	YALI1_E35265g
OG0002798	YPL195W	KMXK_0F02000	YALI1_F00229g
OG0002799	YGL080W	KMXK_0F02020	YALI1_F00288g
OG0002800	YPL190C	KMXK_0F02070	YALI1_F31102g
OG0002801	YGL083W	KMXK_0F02090	YALI1_E10811g
OG0002802	YGL084C	KMXK_0F02110	YALI1_E35652g
OG0002803	YGL085W	KMXK_0F02120	YALI1_E35677g
OG0002804	YGL086W	KMXK_0F02130	YALI1_E35027g
OG0002805	YGL087C	KMXK_0F02140	YALI1_E35023g
OG0002806	YPL188W	KMXK_0F02150	YALI1_E21312g
OG0002807	YPL184C	KMXK_0F02190	YALI1_C21755g
OG0002808	YGL091C	KMXK_0F02210	YALI1_E02966g
OG0002809	YGL092W	KMXK_0F02220	YALI1_D22157g
OG0002810	YPL183W-A	KMXK_0F02240	YALI1_E34870g
OG0002812	YPL183C	KMXK_0F02250	YALI1_D29699g
OG0002813	YGL094C	KMXK_0F02260	YALI1_E34784g
OG0002814	YPL180W	KMXK_0F02270	YALI1_E34711g
OG0002815	YGL095C	KMXK_0F02280	YALI1_E34708g
OG0002816	YPL181W	KMXK_0F02290	YALI1_F32512g
