genes,direction
YALI1_A02190g,mixed
YALI1_D28963g,mixed
YALI1_C10318g,up
YALI1_C08922g,up
YALI1_F11605g,mixed
YALI1_F36584g,up
YALI1_B25868g,up
YALI1_B12409g,down
YALI1_E33799g,mixed
YALI1_B02430g,up
YALI1_B01698g,down
YALI1_B30214g,down
YALI1_B07696g,up
YALI1_D06094g,up
YALI1_B21935g,up
YALI1_F09720g,mixed
YALI1_D26438g,down
YALI1_B28053g,down
YALI1_D32424g,down
YALI1_F01755g,up
YALI1_F12330g,down
YALI1_A12037g,up
YALI1_C06222g,mixed
YALI1_D00376g,mixed
YALI1_E21786g,up
YALI1_B14236g,down
YALI1_E36437g,mixed
YALI1_D02804g,up
YALI1_A04261g,up
YALI1_E35249g,up
YALI1_D00515g,mixed
YALI1_B25676g,down
YALI1_E32664g,down
YALI1_E02744g,up
YALI1_F21467g,up
YALI1_F39494g,mixed
YALI1_F26793g,mixed
YALI1_E29939g,down
YALI1_E24532g,mixed
YALI1_E40603g,up
YALI1_C05972g,up
YALI1_A22369g,up
YALI1_E04719g,down
YALI1_B13259g,up
YALI1_F18664g,mixed
YALI1_F18696g,up
YALI1_B23237g,up
YALI1_D17814g,up
YALI1_D23237g,up
YALI1_F08784g,up
YALI1_A06823g,up
YALI1_D32111g,down
YALI1_E21779g,up
YALI1_F26399g,up
YALI1_F13953g,up
YALI1_A06229g,mixed
YALI1_E02162g,up
YALI1_D19187g,mixed
YALI1_D19721g,mixed
YALI1_A21477g,up
YALI1_F18152g,mixed
YALI1_F38220g,mixed
YALI1_B02604g,up
YALI1_E23136g,up
YALI1_F12810g,up
YALI1_D13124g,down
YALI1_C09750g,up
YALI1_C05022g,up
YALI1_A06311g,up
YALI1_F13268g,mixed
YALI1_B08374g,up
YALI1_E13453g,down
YALI1_E04023g,down
YALI1_F25444g,down
YALI1_E28779g,down
YALI1_D00062g,up
YALI1_E02850g,down
YALI1_D26666g,up
YALI1_D11514g,mixed
YALI1_E20845g,up
YALI1_A03450g,down
YALI1_D26671g,up
YALI1_C24891g,down
YALI1_D17462g,up
YALI1_F03830g,up
YALI1_E28863g,mixed
YALI1_D00094g,up
YALI1_B10525g,mixed
YALI1_B08247g,mixed
YALI1_F26367g,mixed
YALI1_C22282g,up
YALI1_A01537g,down
YALI1_D18251g,up
YALI1_B27179g,up
YALI1_D08174g,down
YALI1_C19072g,up
YALI1_D08564g,down
YALI1_B21381g,up
YALI1_E01530g,down
YALI1_E27997g,up
YALI1_D24333g,up
YALI1_F16551g,down
YALI1_E14274g,mixed
YALI1_E27625g,up
YALI1_D06442g,up
YALI1_C09260g,down
YALI1_E13863g,down
YALI1_A01786r,mixed
YALI1_C10385g,down
YALI1_E20125g,up
YALI1_D27057g,up
YALI1_D24466g,mixed
YALI1_E00239g,mixed
YALI1_C24434g,up
YALI1_D18890g,up
YALI1_C01161g,up
YALI1_A08126g,mixed
YALI1_D26454g,down
YALI1_B03290g,up
YALI1_D06434g,up
YALI1_F31587g,down
YALI1_F15286g,down
YALI1_F15769g,up
YALI1_A06989g,up
YALI1_E10148g,up
YALI1_D08195r,mixed
YALI1_F06410g,mixed
YALI1_B25258g,down
YALI1_E09051g,down
YALI1_B03288g,up
YALI1_E32247g,up
YALI1_F15047g,down
YALI1_E41251g,down
YALI1_E14619g,up
YALI1_A17239g,down
YALI1_A07376g,mixed
YALI1_E10140g,up
YALI1_C19058g,up
YALI1_B08868g,up
YALI1_F30086g,down
YALI1_A12756g,mixed
YALI1_E39570g,mixed
YALI1_D17829g,up
YALI1_D00929g,up
YALI1_A18590g,mixed
YALI1_B03429g,up
YALI1_D17832g,up
YALI1_E13627g,down
YALI1_A11612g,up
YALI1_D31258g,up
YALI1_C29302g,up
YALI1_A02365g,up
YALI1_E02906g,mixed
YALI1_A06402g,up
YALI1_F00534g,up
YALI1_D22568g,up
YALI1_B22321g,up
YALI1_B18292g,up
YALI1_F25924g,down
YALI1_D08317g,mixed
YALI1_C16091g,up
YALI1_E21799g,mixed
YALI1_D23785g,down
YALI1_E36494g,down
YALI1_F38056g,up
YALI1_B26033g,up
YALI1_D22053g,up
YALI1_F00399g,up
YALI1_E01352g,mixed
YALI1_F06426g,mixed
YALI1_C05931g,mixed
YALI1_A16808g,up
YALI1_A19010g,mixed
YALI1_D26218g,up
YALI1_E08228g,mixed
YALI1_B24564g,down
YALI1_F15641g,down
YALI1_C08923g,up
YALI1_E08620g,mixed
YALI1_D23612g,up
YALI1_D17842g,up
YALI1_E21256g,down
YALI1_B16087g,up
YALI1_A11010g,mixed
YALI1_E22840g,down
YALI1_F39818g,up
YALI1_B09002g,up
YALI1_C00107g,up
YALI1_C31649g,down
YALI1_D15030g,mixed
YALI1_D00422g,down
YALI1_E30849g,down
YALI1_D26006g,mixed
YALI1_C13919g,up
YALI1_F21504g,down
YALI1_D16843g,up
YALI1_D20398g,up
YALI1_F22115g,mixed
YALI1_A00058g,up
YALI1_E30561g,up
YALI1_B13641g,up
YALI1_D18845g,mixed
YALI1_C28686g,up
YALI1_F13452g,down
YALI1_F32910g,down
YALI1_D28437g,up
YALI1_B03910g,down
YALI1_A19898g,mixed
YALI1_E28052g,down
YALI1_C15526g,up
YALI1_C25747g,up
YALI1_D17725g,up
YALI1_B26659g,up
YALI1_D20968g,down
YALI1_E03973g,mixed
YALI1_F02132g,mixed
YALI1_B27929g,down
YALI1_C30310g,mixed
YALI1_B27968g,up
YALI1_C05734g,up
YALI1_E08689g,up
YALI1_A02301g,up
YALI1_C13928g,up
YALI1_A16809g,up
YALI1_B08588g,up
YALI1_B08461g,mixed
YALI1_A21175g,up
YALI1_A03512g,up
YALI1_C07360g,up
YALI1_D19980g,mixed
YALI1_C01843g,up
YALI1_E20791g,up
YALI1_F24578g,down
YALI1_F24564g,down
YALI1_D12567g,mixed
YALI1_F17094g,up
YALI1_A08931g,up
YALI1_D19623g,mixed
YALI1_A20242g,up
YALI1_A08107g,mixed
YALI1_E06737g,up
YALI1_E11181g,up
YALI1_A11622g,up
YALI1_A21012g,up
YALI1_A21021g,up
YALI1_D35025g,up
YALI1_E09835g,down
YALI1_E34586g,mixed
YALI1_D16531g,up
YALI1_A11439g,down
YALI1_C28456g,up
YALI1_F16715g,up
YALI1_B09476g,up
YALI1_A02335g,mixed
YALI1_F33273g,mixed
YALI1_C24589g,down
YALI1_E41699g,up
YALI1_E02143g,mixed
YALI1_C10086g,down
YALI1_F16735g,up
YALI1_A12676r,down
YALI1_F26474g,down
YALI1_A05737g,up
YALI1_B29364g,down
YALI1_C11843g,down
YALI1_E31540g,down
YALI1_C28263g,mixed
YALI1_F11866g,up
YALI1_E20142g,mixed
YALI1_B17569g,down
YALI1_E28259g,up
YALI1_B02035g,up
YALI1_D12587g,up
YALI1_C21516g,up
YALI1_F06198g,down
YALI1_B29360g,down
YALI1_F23214g,up
YALI1_D26529g,up
YALI1_B24836g,down
YALI1_E23280g,up
YALI1_B15036g,down
YALI1_F05448g,up
YALI1_B17261g,mixed
YALI1_D29630g,up
YALI1_B12489g,down
YALI1_D09308g,up
YALI1_D18442g,up
YALI1_E36619g,up
YALI1_D01905g,down
YALI1_E22414g,up
YALI1_E23068g,up
YALI1_D12723g,down
YALI1_F28915g,up
YALI1_C32721g,up
YALI1_F09056g,down
YALI1_B29753g,down
YALI1_C12317g,up
YALI1_F22674g,up
YALI1_E04143g,up
YALI1_D06195g,down
YALI1_A01394g,down
YALI1_F14072g,down
YALI1_D16783g,up
YALI1_B26596g,up
YALI1_C11382g,down
YALI1_B27144g,up
YALI1_E22718g,down
YALI1_C26377g,up
YALI1_E01741g,down
YALI1_B15151g,down
YALI1_E00628g,up
YALI1_B24638g,down
YALI1_E37234g,up
YALI1_E31154g,up
YALI1_C04490g,down
YALI1_E13329g,down
YALI1_C29618g,down
YALI1_E03220g,down
YALI1_F37320g,up
YALI1_E12847g,up
YALI1_A15544g,up
YALI1_C02332g,down
YALI1_E41148g,down
YALI1_A03837g,up
YALI1_E26229g,down
YALI1_C03674g,down
YALI1_C29506g,up
YALI1_D10458g,down
YALI1_C24262g,down
YALI1_F03136g,up
YALI1_F24963g,up
YALI1_F35753g,down
YALI1_A17957g,up
YALI1_A05795g,up
YALI1_F09155g,down
YALI1_F14495g,down
YALI1_C07081g,down
YALI1_A21871g,down
YALI1_E20963g,up
YALI1_C24124g,down
YALI1_C23950g,down
YALI1_C29595g,down
YALI1_E33459g,up
YALI1_F05088g,down
YALI1_C06071g,down
YALI1_B07413g,up
YALI1_F23551g,up
YALI1_C04031g,up
YALI1_D25037g,up
YALI1_D23067g,down
YALI1_B13536g,down
YALI1_F38191g,up
YALI1_E40640g,down
YALI1_E37982g,down
YALI1_D25664g,up
YALI1_F22376g,down
YALI1_F14090g,down
YALI1_C02402g,down
YALI1_C16347g,down
YALI1_A12403g,down
YALI1_E22238g,down
YALI1_A11079g,down
YALI1_F11481g,up
YALI1_B24129g,down
YALI1_C00694g,down
YALI1_F15533g,down
YALI1_D14986g,down
YALI1_E22613g,down
YALI1_E27600g,up
YALI1_F31353r,down
YALI1_D01378g,up
YALI1_C09606g,down
YALI1_C32352g,up
YALI1_C25621g,down
YALI1_A12411g,down
YALI1_E24078g,up
YALI1_E23629g,down
YALI1_B25387g,down
YALI1_C12121g,up
YALI1_E13541g,up
YALI1_F25885g,down
YALI1_C13973g,down
YALI1_A09010g,up
YALI1_E28903g,down
YALI1_C29854g,down
YALI1_C10232g,down
YALI1_F35274g,down
YALI1_C32886g,down
YALI1_F10866g,up
YALI1_D08186g,up
YALI1_E29433g,down
YALI1_D32754g,down
YALI1_B01839g,down
YALI1_A10798g,up
YALI1_E29665g,down
YALI1_F19697g,down
YALI1_A20937g,down
YALI1_E40571g,up
YALI1_C28817g,up
YALI1_D08734g,down
YALI1_F23664g,up
YALI1_E38034g,up
YALI1_C28166g,down
YALI1_D25400g,up
YALI1_D05901g,down
YALI1_C25979g,down
YALI1_D03216g,down
YALI1_F28333g,up
YALI1_D00888g,down
YALI1_F17082g,up
YALI1_F30593g,up
YALI1_B18572g,up
YALI1_C09718g,down
YALI1_B25553g,down
YALI1_F09161g,down
YALI1_C08040g,up
YALI1_D25178g,down
YALI1_A07575g,down
YALI1_E23988g,down
YALI1_E31865g,down
YALI1_B25833g,up
YALI1_F30061g,up
YALI1_D35575g,down
YALI1_C06770g,down
YALI1_E24052g,up
YALI1_E02481g,down
YALI1_E23961g,up
YALI1_C18391g,down
YALI1_E15398g,down
YALI1_C19636g,up
YALI1_C30287g,down
YALI1_C32667g,up
YALI1_D21327g,up
YALI1_A14568g,down
YALI1_B23443g,down
YALI1_F11093g,down
YALI1_E27441g,up
YALI1_F04314g,up
YALI1_C32184g,up
YALI1_F12138g,up
YALI1_F05253g,up
YALI1_A12225g,down
YALI1_C18892g,down
YALI1_D17370g,down
YALI1_F06351g,down
YALI1_A21372g,up
YALI1_C07451g,down
YALI1_B24351g,up
YALI1_C01590g,down
YALI1_F24197g,down
YALI1_A08759g,down
YALI1_D04969g,down
YALI1_F36290g,down
YALI1_A04119g,down
YALI1_F39108g,down
YALI1_F14958g,up
YALI1_C05423g,up
YALI1_D07344g,down
YALI1_B19336g,up
YALI1_E31005g,down
YALI1_E37921r,down
YALI1_F07318g,down
YALI1_C08983g,down
YALI1_F22935g,up
YALI1_C30235g,up
YALI1_D34119g,up
YALI1_A09626g,down
YALI1_E20099g,down
YALI1_E37387g,down
YALI1_E10899g,up
YALI1_C04351g,up
YALI1_A13596g,down
YALI1_E01649g,down
YALI1_B28150g,up
YALI1_C05636g,down
YALI1_C18396g,down
YALI1_B14492g,down
YALI1_A06612g,down
YALI1_F11449g,up
YALI1_D10721g,up
YALI1_E01463g,up
YALI1_E21364g,down
YALI1_A07472g,down
YALI1_A07635g,down
YALI1_E32946g,down
YALI1_C00999g,down
YALI1_E02767g,down
YALI1_E38706g,up
YALI1_B13586g,down
YALI1_E32315g,up
YALI1_C09137g,down
YALI1_E41325g,down
YALI1_E36206g,up
YALI1_A22157g,down
YALI1_A21852g,down
YALI1_C12941g,up
YALI1_D29335g,down
YALI1_F23560g,up
YALI1_E13280g,down
YALI1_C07562g,down
YALI1_D27946g,down
YALI1_E27927g,down
YALI1_F12080g,down
YALI1_B04831g,down
YALI1_A11797g,up
YALI1_E27313g,up
YALI1_F29196g,down
YALI1_A03757g,down
YALI1_C00503g,down
YALI1_E18441g,down
YALI1_B25744g,up
YALI1_D10264g,down
YALI1_F23109g,down
YALI1_B20243g,down
YALI1_E07259g,up
YALI1_D33820g,down
YALI1_A00375g,down
YALI1_A21617g,up
YALI1_D29500r,down
YALI1_E26257g,down
YALI1_E22697g,down
YALI1_E31351g,down
YALI1_B17908g,down
YALI1_E13287g,down
YALI1_C00710g,down
YALI1_F15291g,down
YALI1_F30004g,down
YALI1_D07232g,down
YALI1_F04938g,down
YALI1_D31948g,up
YALI1_A04976g,down
YALI1_D16144g,up
YALI1_F27141g,down
YALI1_B18134g,down
YALI1_D10495g,up
YALI1_D09566g,up
YALI1_E28919g,down
YALI1_D23094g,down
YALI1_A12617g,down
YALI1_D05343g,down
YALI1_E33024g,down
YALI1_E15093g,up
YALI1_F37714g,up
YALI1_C07152g,down
YALI1_E05390g,down
YALI1_D34232g,down
YALI1_F32744g,down
YALI1_C01596g,down
YALI1_F07990g,down
YALI1_E12614g,down
YALI1_A05571g,down
YALI1_D11115g,down
YALI1_E06882g,down
YALI1_D32342g,down
YALI1_D12403g,up
YALI1_B14013g,up
YALI1_C12038g,down
YALI1_F27041g,down
YALI1_F10530g,up
YALI1_A03721g,up
YALI1_F37963g,down
YALI1_E01081g,down
YALI1_D31083g,down
YALI1_D35509g,down
YALI1_C04067g,down
YALI1_C08262g,up
YALI1_F26519g,up
YALI1_B22375g,up
YALI1_F31947g,down
YALI1_B20153g,down
YALI1_F39128g,down
YALI1_D18727g,down
YALI1_D07162g,down
YALI1_C00230g,down
YALI1_F21875g,up
YALI1_E36937g,down
YALI1_F14239g,up
YALI1_E18281g,up
YALI1_D17268g,down
YALI1_D18475g,down
YALI1_F06896g,down
YALI1_E08198g,down
YALI1_F11493g,down
YALI1_D06380g,up
YALI1_E05309g,up
YALI1_F08075g,up
YALI1_E04672g,up
YALI1_B19388g,down
YALI1_F03269g,down
YALI1_C33055g,up
YALI1_B23447g,down
YALI1_F26654g,down
YALI1_A21835g,down
YALI1_E01947g,up
YALI1_C11365g,down
YALI1_E40251g,down
YALI1_C29141g,up
YALI1_C03887g,down
YALI1_D08749g,down
YALI1_F33951g,down
YALI1_B28659g,up
YALI1_B13948g,down
YALI1_D28518g,down
YALI1_F12666g,up
YALI1_A22275g,up
YALI1_C03415g,down
YALI1_C20554g,down
YALI1_B07500g,down
YALI1_F24881g,down
YALI1_B08721g,up
YALI1_F08757g,down
YALI1_E18927g,down
YALI1_C28310g,down
YALI1_C05908g,up
YALI1_F13001g,down
YALI1_B19153g,down
YALI1_F07573g,up
YALI1_C22986g,up
YALI1_D12074g,down
YALI1_D13201g,up
YALI1_E13899g,down
YALI1_F28274g,down
YALI1_E30815g,up
YALI1_E33400g,up
YALI1_B20378g,up
YALI1_D23479g,down
YALI1_B22015g,down
YALI1_E12703g,down
YALI1_A08073g,up
YALI1_B00133g,up
YALI1_D30922g,down
YALI1_F09088g,down
YALI1_B28268g,up
YALI1_E01971r,down
YALI1_F09137g,down
YALI1_D15792g,down
YALI1_B23798g,down
YALI1_F19169g,up
YALI1_E01033g,down
YALI1_F39789g,down
YALI1_B29310g,up
YALI1_C21891g,down
YALI1_D13341g,up
YALI1_E29959g,up
YALI1_A12302g,down
YALI1_F02238g,up
YALI1_E30707g,down
YALI1_F20462g,down
YALI1_E22503g,up
YALI1_A06396g,up
YALI1_B16110g,down
YALI1_B10990g,up
YALI1_C25171g,up
YALI1_E16202g,down
YALI1_F18459g,down
YALI1_A17433g,down
YALI1_D23753g,down
YALI1_D12056g,down
YALI1_E08937g,up
YALI1_B25062g,down
YALI1_D33168g,up
YALI1_D07576g,up
YALI1_F24359g,down
YALI1_E23659g,up
YALI1_E05145g,up
YALI1_F34187g,up
YALI1_F13384g,up
YALI1_F27871g,up
YALI1_F35647g,up
YALI1_F02592g,down
YALI1_A09593g,down
YALI1_E02626g,down
YALI1_B26845g,up
YALI1_F19610g,up
YALI1_E37264g,down
YALI1_B02151g,up
YALI1_E15115g,up
YALI1_E31446g,down
YALI1_C20078g,up
YALI1_F10552g,up
YALI1_D00951g,down
YALI1_D14125g,down
YALI1_F36178g,down
YALI1_D08339g,down
YALI1_F25035g,down
YALI1_C02160g,down
YALI1_C04456r,down
YALI1_D25899g,down
YALI1_C14273g,down
YALI1_D20050g,up
YALI1_C29402g,down
YALI1_D30097g,down
YALI1_A07632g,down
YALI1_C30749g,up
YALI1_E09924g,up
YALI1_B05005g,down
YALI1_B08321g,up
YALI1_F34818g,up
YALI1_C33444g,down
YALI1_E25424g,up
YALI1_D00412g,down
YALI1_E27939g,down
YALI1_E07099g,down
YALI1_E23472g,up
YALI1_E36308g,down
YALI1_D35809g,up
YALI1_F13709r,down
YALI1_C07288g,up
YALI1_B15015g,down
YALI1_C19500g,down
YALI1_E28599g,down
YALI1_A08828g,up
YALI1_C11521g,up
YALI1_D05320g,down
YALI1_D31402g,up
YALI1_E40754g,down
YALI1_B27500g,down
YALI1_B03673g,down
YALI1_E12793g,up
YALI1_B25906g,up
YALI1_F15568g,up
YALI1_F01172g,down
YALI1_D11114g,down
YALI1_D25968g,up
YALI1_B04637g,down
YALI1_E32868g,up
YALI1_B15346g,down
YALI1_A09654g,down
YALI1_D04997g,down
YALI1_E03623g,down
YALI1_C10990g,down
YALI1_E07950g,up
YALI1_C06006g,up
YALI1_E21097g,up
YALI1_E07306g,down
YALI1_E12103g,down
YALI1_B06537g,down
YALI1_D26844g,down
YALI1_F11337g,down
YALI1_D05739g,up
YALI1_C06368g,down
YALI1_C00826g,down
YALI1_E27930g,down
YALI1_D32181g,down
YALI1_D28537g,up
YALI1_D07252g,up
YALI1_F07181g,down
YALI1_D03144g,down
YALI1_E02616g,up
YALI1_E09643g,down
YALI1_A21630g,down
YALI1_B26550g,up
YALI1_D13545g,up
YALI1_D01739g,down
YALI1_C05178g,down
YALI1_A21203g,up
YALI1_F29944g,down
YALI1_A09021g,up
YALI1_D33780g,down
YALI1_F36966g,down
YALI1_A18752g,down
YALI1_E03723g,up
YALI1_F06797g,up
YALI1_E39171g,up
YALI1_C06753g,down
YALI1_A20370g,up
YALI1_F34397g,up
YALI1_E11565g,down
YALI1_E30914g,up
YALI1_F31215g,up
YALI1_F01532g,down
YALI1_F07819g,down
YALI1_A07937g,up
YALI1_B06146g,up
YALI1_A05052g,down
YALI1_A13591g,down
YALI1_E02959g,down
YALI1_D15245g,up
YALI1_C23902g,down
YALI1_E05496g,down
YALI1_C21626g,down
YALI1_B04779g,down
YALI1_B21966g,up
YALI1_F35690g,down
YALI1_E06535g,up
YALI1_D21511g,down
YALI1_E18622g,down
YALI1_A21620g,up
YALI1_E05329g,up
YALI1_E39886g,up
YALI1_C30181g,down
YALI1_D24037g,down
YALI1_C05880g,up
YALI1_F27574g,down
YALI1_B16922g,down
YALI1_D33397g,down
YALI1_D21631g,down
YALI1_F37658g,up
YALI1_F25650g,up
YALI1_F25309g,up
YALI1_F39106g,down
YALI1_F22957g,down
YALI1_F31102g,down
YALI1_F38756g,down
YALI1_F10184g,down
YALI1_F17805g,down
YALI1_B25223g,up
YALI1_F07604g,up
YALI1_F35791g,up
YALI1_B01628g,down
YALI1_C21664g,up
YALI1_E17389g,up
YALI1_C01129g,down
YALI1_B29505g,down
YALI1_F19370g,down
YALI1_B22883g,up
YALI1_D24490g,down
YALI1_D00326g,down
YALI1_F16426g,up
YALI1_E30173g,up
YALI1_B13137g,down
YALI1_D10160g,up
YALI1_A20176g,down
YALI1_B06110g,down
YALI1_C01297g,down
YALI1_F16234g,down
YALI1_B00829g,up
YALI1_D01094g,up
YALI1_F29483g,up
YALI1_D10535g,up
YALI1_C13522g,up
YALI1_C16080g,down
YALI1_B09497g,up
YALI1_E05701g,down
YALI1_E04060g,down
YALI1_D00474g,down
YALI1_D13510g,down
YALI1_C23021g,down
YALI1_C03848g,down
YALI1_C23948g,down
YALI1_E34100g,down
YALI1_E27532g,up
YALI1_E02432g,down
YALI1_E00680g,up
YALI1_B25963g,up
YALI1_C10730g,down
YALI1_B21562g,down
YALI1_A17289g,down
YALI1_A07357g,up
YALI1_E27383g,up
YALI1_D34643g,up
YALI1_F02434g,down
YALI1_D10197g,down
YALI1_E23292g,up
YALI1_F32989g,down
YALI1_F21279g,down
YALI1_A01777g,down
YALI1_C14249g,down
YALI1_B17805g,up
YALI1_F38296g,down
YALI1_B19932g,up
YALI1_C24200g,up
YALI1_F34556g,down
YALI1_D31823g,down
YALI1_C02152g,down
YALI1_C14027g,down
YALI1_F34083g,down
YALI1_A06099g,down
YALI1_D16656g,down
YALI1_A01505g,down
YALI1_F02518g,down
YALI1_C18082g,up
YALI1_C02086g,up
YALI1_F08146g,up
YALI1_B27211g,down
YALI1_F03284g,down
YALI1_E38266g,down
YALI1_E27649g,down
YALI1_B29266g,up
YALI1_E24174g,up
YALI1_D23169g,up
YALI1_E06068g,down
YALI1_C17995g,down
YALI1_D19515g,down
YALI1_B05520g,down
YALI1_E16451g,down
YALI1_F05871g,up
YALI1_A15073g,up
YALI1_F10342g,down
YALI1_C17440g,up
YALI1_C14024g,down
YALI1_D20164g,down
YALI1_F02508g,down
YALI1_D01910g,down
YALI1_E03904g,down
YALI1_D14329g,down
YALI1_D00311g,down
YALI1_F19192g,down
YALI1_D16151g,up
YALI1_E08043g,down
YALI1_E24149g,up
YALI1_F23963g,down
YALI1_D08798g,up
YALI1_F17522g,down
YALI1_D24361g,up
YALI1_F03028g,down
YALI1_E11402g,up
YALI1_A07349g,up
YALI1_F29356g,down
YALI1_C24460g,down
YALI1_B21618g,up
YALI1_A21841g,down
YALI1_A14368g,up
YALI1_A14513g,down
YALI1_D23668g,down
YALI1_B19143r,down
YALI1_C13676g,down
YALI1_B15592g,down
YALI1_B04690g,down
YALI1_D14695g,down
YALI1_B11715g,up
YALI1_E11630g,down
YALI1_D27148g,down
YALI1_C31549g,up
YALI1_B11167g,up
YALI1_E41569g,up
YALI1_D28993g,down
YALI1_A03170g,up
YALI1_E31805g,down
YALI1_F29751g,up
YALI1_D33763g,down
YALI1_F11781g,down
YALI1_E26377g,up
YALI1_D07525g,down
YALI1_F16417g,up
YALI1_F13446g,down
YALI1_E39284g,down
YALI1_A06615g,down
YALI1_D09034g,down
YALI1_D25175g,down
YALI1_B17155g,up
YALI1_B20521g,down
YALI1_D21076g,down
YALI1_A14510g,down
YALI1_A06530g,down
YALI1_C00331g,up
YALI1_B19079g,up
YALI1_A09325g,down
YALI1_C13186g,down
YALI1_F04185g,down
YALI1_A22105g,up
YALI1_A00829g,down
YALI1_C30706g,down
YALI1_B27645g,up
YALI1_A15132g,up
YALI1_A18062g,up
YALI1_A18728g,down
YALI1_F01078g,down
YALI1_A18133g,up
YALI1_F05137g,down
YALI1_A10784g,up
YALI1_B01030g,down
YALI1_C06259g,up
YALI1_A13593g,down
YALI1_E39414g,down
YALI1_C23150g,up
YALI1_C17078g,down
YALI1_F28868g,down
YALI1_B16277g,down
YALI1_B06141g,up
YALI1_F14443g,up
YALI1_D09297g,down
YALI1_E34238g,up
YALI1_B29243g,down
YALI1_E07899g,up
YALI1_C19316g,down
YALI1_D03805g,up
YALI1_E19201g,up
YALI1_B22351g,up
YALI1_D10304g,up
YALI1_D02599g,down
YALI1_B26205g,up
YALI1_A12688g,up
YALI1_A13649g,down
YALI1_D20784g,up
YALI1_E02468g,up
YALI1_B06745g,down
YALI1_E40502g,up
YALI1_F38161g,down
YALI1_E35580g,down
YALI1_B12101g,up
YALI1_E13848g,down
YALI1_D09285g,down
YALI1_B08493g,down
YALI1_E07234g,up
YALI1_B02637g,up
YALI1_F16270g,down
YALI1_E08575g,down
YALI1_A21993g,down
YALI1_F15053g,down
YALI1_C29676g,up
YALI1_A19549g,down
YALI1_F02545g,down
YALI1_F06353g,down
YALI1_D16891g,down
YALI1_F19218g,down
YALI1_E00389g,up
YALI1_C17524g,up
YALI1_B11794g,down
YALI1_F34324g,up
YALI1_C07170g,down
YALI1_B02696g,up
YALI1_C30022g,up
YALI1_C08218g,down
YALI1_F16839g,up
YALI1_F10660g,up
YALI1_A02394g,up
YALI1_A07051g,down
YALI1_F12616g,up
YALI1_E08782g,down
YALI1_D33552g,down
YALI1_E19494g,down
YALI1_A04620g,up
YALI1_E16493g,down
YALI1_B27150g,up
YALI1_F17797g,down
YALI1_E20766g,up
YALI1_A17470g,up
YALI1_F32948g,down
YALI1_E33599g,down
YALI1_D36182g,down
YALI1_B21030g,up
YALI1_E06056g,down
YALI1_B18887g,down
YALI1_C18791g,down
YALI1_D01345g,up
YALI1_F33524g,down
YALI1_F17788g,down
YALI1_E02121g,down
YALI1_E38020g,down
YALI1_C33098g,down
YALI1_D35148g,down
YALI1_C18668g,down
YALI1_C26501g,down
YALI1_E41276g,down
YALI1_F35508g,down
YALI1_E36079g,down
YALI1_D34149g,up
YALI1_F02481g,down
YALI1_F05509g,down
YALI1_F28590g,up
YALI1_F19058g,up
YALI1_D06638g,up
YALI1_D01676g,down
YALI1_B23744g,down
YALI1_F03481g,up
YALI1_E01689g,down
YALI1_C32392g,up
YALI1_D01890g,down
