genes,logFC,logCPM,PValue,FDR
YALI1_D34933g,-4.31985095070231,4.84798335846893,0,0
YALI1_A22496g,2.69130399194797,3.5668851487078,4.983746166052e-131,1.74480953273481e-127
YALI1_E09329g,-1.53547049346865,8.54987390226246,5.53918372639817e-127,1.29284548174133e-123
YALI1_F15357g,2.59572595417932,3.53120854981329,5.80379263219187e-105,1.01595390026519e-101
YALI1_E14350g,1.57822071921666,5.6034824303507,7.25009508002919e-97,1.01530331500729e-93
YALI1_B17292g,1.39229178677883,6.09063169206861,6.30755235768292e-87,7.36091360141597e-84
YALI1_B21155g,1.67303805577235,4.93202347123627,2.59132613536228e-83,2.5920665142581e-80
YALI1_E12561g,1.21260437233114,6.4127402707027,2.60933715183324e-77,2.28382234214205e-74
YALI1_A17749g,2.37862611052061,3.42648238706765,4.55210642993629e-69,3.54153880249043e-66
YALI1_A12772g,-2.39506004645277,5.01419545220285,9.35291436079112e-68,6.54891063542594e-65
YALI1_F14136g,-0.771428361430654,9.55648674338606,3.13283374772253e-62,1.99419108195938e-59
YALI1_A15105g,1.14073785502984,7.43607536671185,2.17839685023737e-61,1.2710945621135e-58
YALI1_E17849g,-0.906821324817056,7.91151543498056,1.93553409852074e-60,1.04250844291094e-57
YALI1_C21789g,-1.15290768341595,5.69910945414773,3.23438844300116e-59,1.61765627699244e-56
YALI1_E10295g,1.10517870404736,4.24137206163735,5.54529669782791e-59,2.58854449854607e-56
YALI1_E20794g,1.12162981107192,5.07223423191137,7.44943197908521e-59,3.26005766984717e-56
YALI1_E30677g,-0.927008441361462,5.85879627895091,5.46245059333897e-58,2.24988700320938e-55
YALI1_B12966g,1.18597050716491,6.6925574042982,2.64363043607143e-57,1.02837223963179e-54
YALI1_C31408g,1.17846489881502,8.11019681078012,2.68520318436719e-56,9.89568036681005e-54
YALI1_A12356g,-0.905223591929587,6.0630115126645,1.29600606594578e-54,4.53731723687617e-52
YALI1_E34842g,-0.75802795705889,6.43605201236564,8.25572686112345e-54,2.75269521340888e-51
YALI1_B13328g,-1.23419433191998,6.86526771256656,1.03412524052184e-53,3.29133860642452e-51
YALI1_C24850g,-0.981067020062052,10.4187274172594,1.41978467519762e-53,4.32231838944944e-51
YALI1_B15587g,-0.957324696229552,6.55406823133461,1.77010004643554e-52,5.16426688547568e-50
YALI1_C25391g,1.3910937120017,6.68022313463174,2.44757570344514e-52,6.85517003020916e-50
YALI1_D31482g,-1.7597687106041,8.23892953778428,2.4661987183354e-51,6.64166285607095e-49
YALI1_A05254g,-0.8906115865653,6.16651729647399,4.49506768550977e-51,1.1657208864422e-48
YALI1_B11759g,-0.809665024519514,6.44467539695388,7.92127261672679e-51,1.93792746565485e-48
YALI1_C15454g,1.99967374811011,2.89309698458072,8.02626342530571e-51,1.93792746565485e-48
YALI1_B02047g,1.7220674207015,2.83191753749862,1.84456910448053e-50,4.30522428985755e-48
YALI1_D17666g,-0.977700748463587,5.90803074036453,8.75893053677355e-50,1.97838811672543e-47
YALI1_A16681g,1.68718481074011,3.93401804436362,1.12982815559013e-49,2.47220523295065e-47
YALI1_A19070g,2.30794078317966,2.71988021264701,3.97750737345034e-49,8.43954746330281e-47
YALI1_F37171g,1.59132479886486,2.64204151046799,7.81092277200027e-49,1.60859062498664e-46
YALI1_E21983g,-1.11110058953862,6.71301736403938,8.91342719989245e-49,1.78319477867563e-46
YALI1_A06594g,0.632083582888999,6.73461465606967,9.14591782799562e-48,1.77888101754515e-45
YALI1_F03120g,-1.15549512836264,5.14891762555166,1.26517717156371e-47,2.39426231224029e-45
YALI1_F17988g,-1.20739643921672,7.58660859970353,1.22443739332308e-46,2.25618700738111e-44
YALI1_D13126g,-0.87233219990462,5.96745168345966,5.568594336828e-46,9.99776860165889e-44
YALI1_F29798g,1.92737920115571,3.76365090623646,1.78878190274249e-45,3.13126272075073e-43
YALI1_F12649g,1.03820278750753,4.33821364648493,3.70493916595743e-45,6.32731318049609e-43
YALI1_C04925g,0.871586097185144,7.25698232605205,1.19689346090695e-44,1.99539238411202e-42
YALI1_C30454g,1.05045835048812,5.52481498891615,4.48954093703452e-44,7.31064317235249e-42
YALI1_A12540g,2.6905910424365,3.27670903287846,5.54246408116358e-44,8.82007579461531e-42
YALI1_E01649g,-0.639553386188796,5.88618691299084,7.03034773711105e-44,1.09392210789448e-41
YALI1_B05832g,-1.077878306658,7.82281050754922,1.37739594017054e-43,2.09663616805959e-41
YALI1_E40251g,-0.690914314276533,6.12868574418802,1.67331329307096e-43,2.49288078257083e-41
YALI1_B10231g,0.897396111108574,7.71511449727226,2.30358196728418e-43,3.36035019477579e-41
YALI1_C15465g,1.19921466360845,4.0591739388005,2.46650886533178e-43,3.52459083164349e-41
YALI1_C04720g,1.27334884038182,5.07250606799493,4.84364183553347e-43,6.78303602648107e-41
YALI1_E26492g,1.66737742778413,3.4484066573324,5.97743913611317e-43,8.20667231981656e-41
YALI1_B05313g,0.721817150970034,5.54775567424071,1.24463407978682e-42,1.67594765897449e-40
YALI1_F26427g,0.839555477868115,6.72522979959352,4.89712781674203e-42,6.46975263638259e-40
YALI1_E19483g,-0.814390630139342,6.84474887628942,5.5624832986609e-42,7.21268667726363e-40
YALI1_F09433g,0.5720791456822,6.559166008527,6.32598646247188e-42,8.05355585640511e-40
YALI1_F04848g,0.686257698637533,5.89989947124333,1.33411139408288e-41,1.66811571095863e-39
YALI1_F07318g,-0.739667643502888,6.13121240898816,2.66838405376599e-41,3.27789914815254e-39
YALI1_E02317g,-0.773955340764928,6.99365730960177,5.25885011531229e-41,6.34870146679597e-39
YALI1_D10565g,0.799396838872094,5.82502754420926,4.90946918071695e-40,5.82645817006442e-38
YALI1_F07042g,-1.37009652683032,3.71051803549173,9.03481126621307e-40,1.05436247476707e-37
YALI1_F39001g,-0.770961353605589,6.50364978751939,4.56278532974782e-39,5.23747916047446e-37
YALI1_D16144g,-0.6434206153281,6.70546006542849,4.70506000942671e-38,5.31368228806546e-36
YALI1_F03215g,0.927092699252064,8.49667803552844,9.89887488595959e-38,1.10018923732522e-35
YALI1_A21594g,1.39943855504465,4.63403694790136,1.33965572584945e-37,1.46566709256216e-35
YALI1_D18770g,-0.752903773994769,7.18270230992874,2.69075541840106e-37,2.89856452917603e-35
