V1	V2	V3
YALI1_F32597g	0.902089958926755	0.968431347168532	0.799038299211597
YALI1_D10458g	0.790507824593082	0.813017595761275	0.580012765310275
YALI1_D28273g	0.764635326653103	0.787078054560868	0.571302624872838
YALI1_C24707g	0.622463473982706	0.714418727738216	0.64522834534588
YALI1_A00102g	0.575100440310275	0.520486969752459	0.60838735724822
YALI1_A22539g	0.524008169532045	0.566379546422516	0.413711368845371
YALI1_E16731g	0.378333683799593	0.438102458290946	0.451190008367243
YALI1_C08262g	2.86705756332655	2.12363893387589	3.67881306892167
YALI1_F22436g	1.89901158214649	1.53978222278739	1.6133037878942
YALI1_F00654g	1.17529132650051	1.50190551271617	1.22419662082909
YALI1_E15659g	0.927621711164802	0.618664295761275	1.0441101136826
YALI1_D11984g	0.661783024796541	0.60319454238725	0.698138208418108
YALI1_E17935g	0.117271261856562	0.102901275323839	0.117005680595117
YALI1_C12642g	1.23264900483215	1.11881155205154	1.18846368234995
YALI1_B05364g	1.11124911225839	0.98245429833842	1.10693840335707
YALI1_F04433g	0.900529049821974	0.930140634587996	0.956320286241099
YALI1_E18441g	0.584014198067141	0.5787970813157	0.483655288708037
YALI1_B28659g	0.409844958621567	0.40111609664293	0.552226649898271
YALI1_D34353g	1.04940009783825	0.969040023940319	0.686991025203459
YALI1_D20676g	1.33033704908444	1.19927417836555	1.32568960045778
YALI1_E03300g	0.694276161444558	0.739233022482197	0.599649414521872
YALI1_E01019g	0.26180801861648	0.264373292132926	0.201713151246185
YALI1_F23664g	0.550560837970498	0.461735843167175	1.4977375422177
YALI1_F12842g	0.692978747660224	0.686347331163106	0.823600171337742
YALI1_C10555g	0.438683183926755	0.635923609901662	0.458087969862665
YALI1_F13373g	1.01950627922177	1.12370254899966	0.895466810122075
YALI1_E30886g	1.07613830208545	0.981477512919634	0.978896830035605
YALI1_A00406g	0.43476772835707	0.382969763445236	0.485634074821974
YALI1_B20462g	0.75467958949644	0.73263704065785	0.53146578224822
YALI1_B10813g	0.58821681190234	0.5086435865039	0.558581492115972
YALI1_C33152g	0.269342835147508	0.239180123906409	0.234815484918616
YALI1_D15424g	0.622028750279756	0.590156629162428	0.694832801271618
YALI1_E17214g	1.2395601697355	1.02075599996609	1.14752215579858
YALI1_F04045g	0.363658894099695	0.565442383858935	0.460680342192269
YALI1_E39693g	0.285494631052899	0.304102459138691	0.207068170473042
YALI1_F14495g	0.26694071698881	0.241255725567989	0.198280214038657
YALI1_C32886g	0.137302933748728	0.156082482638182	0.0483290602034588
YALI1_E07899g	0.0767258260452696	0.0274491148558834	0.114556457446592
YALI1_E32603g	0.0306023109028484	0.00886147463886063	0.0680145098499491
YALI1_E38912g	0.038721173560529	0.0255278931739573	0.0319452266200407
YALI1_D10600g	0.687023365437436	0.757657770837572	0.733864334231943
YALI1_C15832g	0.920815378255341	0.837421878806375	0.76708169750763
YALI1_D33380g	0.588997568234995	0.720435405730756	0.499745816378433
YALI1_D16029g	1.07538935584944	0.829623328552052	1.00752870783316
YALI1_F27211g	0.809120475635809	0.930409018887759	0.579240312258393
YALI1_E07744g	0.372409392370295	0.349610031536114	0.315580781637843
YALI1_D30618g	0.50811151180061	0.543548345066124	0.554751252644964
YALI1_E16255g	0.215380024516785	0.218858197117667	0.23825354242116
YALI1_B18499g	0.465504975127162	0.356150210885046	0.396176293031536
YALI1_F27556g	0.623138588479145	0.558388955781621	0.554182530289929
YALI1_F20914g	0.747053746388606	0.691317860800271	0.552811956002035
YALI1_E41315g	0.316388771236012	0.247289755815531	0.408707099415056
YALI1_F07847g	0.816686168489318	0.872870860664632	0.93304077629705
YALI1_F11049g	0.390389256332655	0.326048734079349	0.349078332477111
YALI1_F32090g	0.848630626220753	0.736281465445914	0.852021032095626
YALI1_F19345g	0.174728789343845	0.174585765038996	0.124125125584944
YALI1_F12013g	0.497831522609359	0.47593775249237	0.477645323677518
YALI1_B19844g	0.0991249392726348	0.0761779606035944	0.110458904664293
YALI1_E01589g	0.201314353051882	0.167521321329264	0.183848939267548
YALI1_E24201g	0.283449778433367	0.324345404950831	0.355147595574771
YALI1_C09094g	0.547472143794507	0.479861842048152	0.549563714343845
YALI1_C09033g	0.436474857375381	0.408603768972533	0.386538179984741
YALI1_B03198g	0.452037289725331	0.406816723194303	0.430285053687691
YALI1_D03952g	0.59460369870295	0.468771677721261	0.514333300050865
YALI1_F08431g	0.688522700483215	0.655733520583249	0.72252875302645
YALI1_B18572g	0.304203063224822	0.103540119437097	0.460485107604273
YALI1_F03803g	0.430796553738555	0.407411664157341	0.277724181332655
YALI1_D22124g	0.331280469455748	0.252128940996948	0.266212221312309
YALI1_D32268g	0.361660306103764	0.259904366225839	0.456479884079349
YALI1_B19079g	0.430038499084435	0.517369366666667	0.451047792243133
YALI1_D26360g	0.385361366607325	0.360099322210919	0.381959414140387
YALI1_D08082g	0.545650554933876	0.49758200003391	0.45747848008647
YALI1_C14450g	1.18554619860122	1.2649238311292	0.697443762029502
YALI1_A14736g	0.409476479374364	0.35199350515429	0.35948707706002
YALI1_F08845g	0.294111089267548	0.247175232485588	0.212589157731434
YALI1_B12993g	0.232308768133266	0.34098710332316	0.288906647202442
YALI1_E28033g	0.757205005340793	0.631504044727026	0.708522367497457
YALI1_F15517g	0.342513441759919	0.3532103152255	0.409723840106816
YALI1_E16202g	0.235333365793489	0.249146763072228	0.238463263936928
YALI1_A16292g	0.278678897126144	0.362008219633774	0.136293411342828
YALI1_E21128g	0.228659040513733	0.310503405459478	0.193426731612411
YALI1_C00739g	0.232929180773143	0.246851231739573	0.24220483214649
YALI1_F16035g	0.188780727772126	0.157758576568328	0.18410821017294
YALI1_D32002g	0.114111968751272	0.121381343926755	0.116520135274669
YALI1_B26112g	0.0593901487105799	0.0527040248728383	0.107739711070702
YALI1_C29810g	0.387760257121058	0.370729577653442	0.482292805595117
YALI1_B25427g	0.0916835513046795	0.0821374363140047	0.116373002848423
YALI1_E19557g	0.253610329374364	0.199290117633096	0.19315394783825
YALI1_D28569g	0.183398031739573	0.129789341098678	0.164618121337742
YALI1_D10535g	0.361477513708037	0.410826699457443	0.494547566709054
YALI1_A10708g	0.366251305111902	0.454783538318074	0.43639963084944
YALI1_F37463g	0.379300728229908	0.35081523723296	0.0878526932375382
YALI1_E31947g	0.429905289267548	0.393767527975585	0.419850255467955
YALI1_D20222g	0.172196523041709	0.192394656900644	0.138231053179044
YALI1_C15991g	0.0579150641505595	0.0592029578094269	0.0859789713708037
YALI1_E23912g	0.534543277288911	0.479155448524924	0.451809140615463
YALI1_F12874g	0.920897679399796	0.766465713326551	0.97276299112411
YALI1_A10827g	0.826892093743642	0.810940571515768	0.883631076220753
YALI1_A02775g	0.323704015818922	0.314212665276365	0.281129858748728
YALI1_F38629g	0.446655410961343	0.443519332621228	0.493355857731434
YALI1_D32209g	0.241286721083418	0.231938553001017	0.261760494175992
YALI1_E22238g	0.39349526223296	0.412601857544931	0.330572416429298
YALI1_E03584g	0.259472655645982	0.278944429365887	0.291879851246185
YALI1_E18927g	0.25360490681587	0.280026706035944	0.181112402848423
YALI1_B28292g	0.0887631404170905	0.106118139708376	0.124981030976602
YALI1_F06197g	0.291581094532045	0.309892243099356	0.332367872863683
YALI1_F25001g	0.549134793769074	0.495900119023398	0.651465291759919
YALI1_A20408g	0.195405916810783	0.184500073041709	0.191084245193286
YALI1_F32305g	0.684023687461851	0.609839207527976	0.670915532222787
YALI1_C33458g	0.195940594252289	0.224134730959647	0.175952761088505
YALI1_B16544g	0.153569458494405	0.208249517768735	0.17086753819939
YALI1_D19252g	0.291079624745677	0.31221179837233	0.304027536164802
YALI1_C24891g	0.614232120803662	0.309867790776534	0.523726746439471
YALI1_A17177g	0.0747319388987792	0.0721500377653442	0.0769377189013225
YALI1_A22454g	0.266949268413021	0.424705320040692	0.289516137487284
YALI1_F19090g	0.306008349389624	0.334668329331977	0.324706583723296
YALI1_D14058g	0.0876316635834181	0.0821307661817565	0.0880409984181078
YALI1_E13899g	0.236331925979145	0.330655970871482	0.339720560045778
YALI1_D14260g	0.17836484783825	0.18671338643608	0.162129174796541
YALI1_E31389g	1.2831620283825	0.842672375551034	0.847994052212614
YALI1_E32332g	0.235370184231943	0.216152956222448	0.243230756129196
YALI1_B27320g	0.305794255773143	0.348102751000339	0.296205095091556
YALI1_B13948g	0.179084828687691	0.19711363397762	0.187443637258393
YALI1_D30506g	0.152558409155646	0.142823759070871	0.184992170244151
YALI1_D35768g	0.103408469282808	0.0840806121227535	0.171433653763988
YALI1_D05873g	0.233294984587996	0.26444051858257	0.305693380162767
YALI1_B11532g	0.295331776881994	0.25337296615802	0.313108531485249
YALI1_B27874g	0.145545781256358	0.194921459409969	0.162710348855544
YALI1_E11943g	0.107558882037131	0.103415896992201	0.12393513896236
YALI1_F12917g	0.229714014903357	0.219576930993557	0.230314322685656
YALI1_D07379g	0.824853608062055	0.717958276602238	0.820588833290946
YALI1_D07981g	0.280611396998983	0.245632842217701	0.196239913911495
YALI1_E07676g	0.0787949414852492	0.0838923244760936	0.0696080985350966
YALI1_F18105g	0.347148718031536	0.32769281024076	0.317339550584944
YALI1_E02906g	0.595322005289929	0.327174221295354	0.63502723128179
YALI1_C22922g	0.601753162054934	0.530401634350627	0.56661499025941
YALI1_E33056g	0.136970283748728	0.156523616581892	0.0809630883214649
YALI1_C28513g	0.382117257833164	0.489864725194981	0.377107161826043
YALI1_E14988g	0.804910211826043	0.925956305323839	0.459431187919634
YALI1_B18707g	0.328515225457782	0.309483121736182	0.384993920396745
YALI1_E06015g	0.324713715157681	0.295024229942353	0.273028898677518
YALI1_D14199g	0.377805091200407	0.373850476975246	0.308320405976602
YALI1_B18645g	0.0992356631154629	0.155698359986436	0.125728610139878
YALI1_E19014g	0.193890463326551	0.198188571820956	0.212757713021363
YALI1_E24442g	0.731028306637843	0.806776665581553	0.951124206230926
YALI1_D13238g	0.262563800076297	0.251186630790098	0.254108234944049
YALI1_E29319g	0.0856140640717192	0.0953626916276704	0.0953281871490336
YALI1_D29481g	0.275656166353001	0.198381500949474	0.233637649287894
YALI1_F30459g	0.194468196439471	0.182141276059681	0.184760692115972
YALI1_E26336g	0.379845487258393	0.27733089148864	0.365619142828077
YALI1_F37559g	0.0739359735045778	0.0750779246117328	0.0744731624109868
YALI1_F26873g	0.0953330460859613	0.103440837239742	0.0887896338173957
YALI1_E16649g	0.417100821261445	0.352997444387928	0.407237265488301
YALI1_B22853g	0.117016307985758	0.125619261614106	0.110086254272635
YALI1_D17206g	0.702228794150559	0.527990222210919	0.57327024275178
YALI1_E17466g	0.295263794608342	0.371900409359105	0.408353783799593
YALI1_A09766g	0.168959425305188	0.15957617799254	0.172506284359105
YALI1_A20370g	0.424274276271618	0.379820356290268	0.480328401932859
YALI1_F32232g	0.116798902324517	0.132998095761275	0.145315825279756
YALI1_F27731g	0.613301970549339	0.465242380366226	0.559745707222787
YALI1_D07089g	0.130244092522889	0.149544898711428	0.127984938224822
YALI1_D09870g	0.28673741948118	0.358776767310953	0.242603521312309
YALI1_E16359g	0.292151981968464	0.281130535130553	0.266083502543235
YALI1_D01188g	0.265114601551373	0.298464793387589	0.228941995422177
YALI1_F07344g	0.480476981256358	0.479317502746694	0.38961242792472
YALI1_D16249g	0.264897494888098	0.215176221566633	0.274437697304171
YALI1_E07302g	0.0845016257960326	0.0888326848897932	0.0960210249186165
YALI1_B18930g	0.250202957400814	0.270325646965073	0.312756275305188
YALI1_C07239g	0.0568212298041709	0.071598434408274	0.0536419365386572
YALI1_F02309g	0.849438946363174	0.762997370464564	0.456088468997965
YALI1_B04138g	0.30914654534588	0.374833492709393	0.336628873753815
YALI1_B19932g	0.465372833367243	0.491489753916582	0.452235483723296
YALI1_C00293g	0.123233610244151	0.125158443268905	0.121340429704985
YALI1_F11583g	0.400101733494405	0.404624086944727	0.310434788758901
YALI1_A18557g	0.334677164649034	0.271194606171584	0.320857475356053
YALI1_E02616g	0.103016419964395	0.139986525127162	0.122355532655137
YALI1_C24850g	0.182145901525941	0.133219635164463	0.252093979730417
YALI1_C08017g	0.240593734562564	0.2540880339098	0.244731277314344
YALI1_E30815g	0.147747638880977	0.118296958358766	0.182429348550356
YALI1_D17030g	0.639644788173957	0.604440488301119	0.682885422761953
YALI1_E40394g	0.373032192090539	0.280050778467277	0.197583352644964
YALI1_C24367g	0.151163234486267	0.122841996517464	0.158413351856562
YALI1_B16419g	0.149978437156663	0.154807447711089	0.177793731002035
YALI1_F34933g	0.117852371093591	0.165463369820278	0.1537721241353
YALI1_B02345g	0.112696132850966	0.101361457592404	0.107604275714649
YALI1_C24124g	0.228900185554425	0.165180715123771	0.152734862843337
YALI1_E25317g	0.56363370628179	0.537701850118684	0.730193249338759
YALI1_E11255g	0.145502428509664	0.153728700373008	0.14931765595117
YALI1_B11131g	0.10512146068413	0.116549108884368	0.0745812784842319
YALI1_B19044g	0.198648527670397	0.212932170430654	0.158297640666328
YALI1_B17008g	0.537498268591048	0.52466900176331	0.591695079552391
YALI1_D15734g	0.342120059842319	0.389864918446931	0.386962151780264
YALI1_C12900g	0.307640599084435	0.29093656432689	0.277097172456765
YALI1_E20192g	0.147471668367243	0.212336495252628	0.140183437461851
YALI1_F31760g	0.150963072227874	0.203031801220753	0.179293886266531
YALI1_F37354g	0.0922561478916582	0.10521664823669	0.0940784701119023
YALI1_D00173g	0.167757369760936	0.146167068796202	0.183433997711089
YALI1_C15964g	0.874322979348932	0.721810189420142	0.676834449593082
YALI1_B11853g	0.055115768680061	0.0584569777653442	0.101312809173449
YALI1_B30024g	0.271328880595117	0.222155149542218	0.254638659333672
YALI1_D26051g	0.557067183596134	0.775189748694473	0.35136993474059
YALI1_B05571g	0.0708026672889115	0.0732218905323839	0.0857363077466938
YALI1_F32043g	0.243779668514751	0.268135013224822	0.324612285579858
YALI1_E32842g	0.362057332655137	0.374821485927433	0.473904069989827
YALI1_C09230g	0.552127078636826	0.419876935164463	0.429822575915565
YALI1_F19249g	0.476156398499491	0.448708067344863	0.440243928535097
YALI1_E34344g	0.416828507960326	0.307706921939641	0.446139162995931
YALI1_E24922g	0.155548589954222	0.144275067175314	0.130629550127162
YALI1_D13298g	0.212562313606307	0.194355125296711	0.214781040412004
YALI1_E11768g	0.0297999282451679	0.036018795927433	0.0355416244557477
YALI1_F23706g	0.156896122456765	0.163097587521194	0.147001676449644
YALI1_B23708g	0.154839375915565	0.127733591285181	0.121525683115463
YALI1_B17493g	0.106528555859613	0.132871646785351	0.143050125890132
YALI1_E15991g	0.145629553942014	0.154574713886063	0.159441911291963
YALI1_E17574g	0.0963329918972533	0.127613396880298	0.0914850196032553
YALI1_D33599g	0.164161981510682	0.118214090264496	0.128588956027467
YALI1_E23184g	0.147681223056968	0.135711366327569	0.187791550050865
YALI1_F03573g	0.273142716759919	0.227367476941336	0.255958092675483
YALI1_F14882g	0.0782688446795524	0.0903353137131231	0.107888279239573
YALI1_F31531g	0.41057899534588	0.425779279993218	0.629193022482197
YALI1_F11930g	0.35773656146999	0.313046489521872	0.338773035910478
YALI1_B11934g	0.385215215539166	0.297090692675483	0.421180918921668
YALI1_F32792g	0.493286300559512	0.468794319938962	0.587596792777213
YALI1_E26811g	0.136465140737538	0.158529761173279	0.119281455722279
YALI1_E17100g	0.159983654089522	0.183956447371991	0.162908551322482
YALI1_F24667g	0.0867847059435402	0.0930773479925398	0.101143546027467
YALI1_E27441g	0.0708944968641912	0.0360653606205493	0.23371708268057
YALI1_D06828g	0.250516205289929	0.225319793828416	0.184775731358087
YALI1_E19603g	0.0628752343896236	0.0552099007358427	0.0634562187487284
YALI1_E36758g	0.0343526002339776	0.0388315880332316	0.0321525911749746
YALI1_F27904g	0.0802369537614446	0.0863754338555442	0.0751307916047813
YALI1_E05929g	0.109853120806205	0.14656123892845	0.126910219023398
YALI1_A15925g	0.195242716276704	0.180823599016616	0.184861185986775
