V1	V2	V3
YALI1_D26146g	0.505029520752798	0.416216013157002	0.402728751678535
YALI1_E19172g	0.0700316022380468	0.09409913	0.0998743421871821
YALI1_B19276g	0.0674233538657172	0.064883879321804	0.0762229299287894
YALI1_C33005g	0.0677463202110885	0.0403308420786707	0.057991659155646
YALI1_E35988g	0.0517619470396745	0.0530359797049847	0.047146613344354
YALI1_B21070g	0.10911543395473	0.127554023058664	0.116869802688199
YALI1_F08284g	0.346590237436419	0.348988712750085	0.304001159587996
YALI1_E41251g	0.220396128560529	0.0454918420888437	0.0720913165462869
YALI1_D07348g	0.504299679298067	0.354205513733469	0.473651462207528
YALI1_F32659g	0.114184894885554	0.0993747699660902	0.107259248084944
YALI1_F21769g	0.109245195890132	0.0954027709189556	0.118235949465921
YALI1_B14044g	0.180506869328586	0.199725533231604	0.184281680467955
YALI1_A00309g	0.0672771271592065	0.0615167614784673	0.0641634895167854
YALI1_F39620g	0.11343425231943	0.128220144489658	0.103353127174466
YALI1_C05908g	0.120393323753815	0.131749269111563	0.176102064954222
YALI1_D28087g	0.0940452487843337	0.107365344940658	0.112097749855036
YALI1_E36437g	0.0954369860325534	0.246503134825365	0.0357853895523906
YALI1_E30028g	0.39529861439471	0.381934772702611	0.254835214750763
YALI1_B27485g	0.454281385859613	0.397277967344863	0.451832618540183
YALI1_B02696g	0.12905496785351	0.197384282841641	0.182251039420142
YALI1_C23948g	0.127640282426246	0.147729151746355	0.118779674516785
YALI1_F08705g	0.173847232553408	0.218760258528315	0.115341688644456
YALI1_F24773g	0.178780108189217	0.191480903899627	0.165452326932859
YALI1_E33633g	0.0832524171820956	0.0862871071278399	0.0967280733468973
YALI1_E28575g	0.153453820829095	0.173957026890471	0.208408447736521
YALI1_C29762g	0.0333980430264496	0.0282105302780604	0.014999671688708
YALI1_E36179g	0.455568004272635	0.472918900542557	0.55721941103764
YALI1_E01105g	0.0990821733494405	0.11312387799254	0.19093656223296
YALI1_F31215g	0.107037472571211	0.134821623126484	0.0941060853306206
YALI1_F26967g	0.267535851347915	0.265319358121397	0.262797012639878
YALI1_F34429g	0.154418471948118	0.157974130824008	0.153326594811801
YALI1_B16996g	0.322342702238047	0.251356575788403	0.277403163173957
YALI1_F12138g	0.128768726602238	0.0941874426381824	0.216513178255341
YALI1_F06351g	0.0949405917243133	0.0633667265920651	0.0475636388504578
YALI1_F08635g	0.407940011597152	0.396881112919634	0.407685405824008
YALI1_D26586g	0.17502410292472	0.151209986842998	0.143293877238047
YALI1_D17108g	0.719066681205493	0.64028004920312	0.757432374465921
YALI1_E21915g	0.12983127576297	0.1586908660902	0.0980716289191251
YALI1_B14187g	0.0942180884282808	0.105527012183791	0.113057534814344
YALI1_C22857g	0.181256756485249	0.186291237639878	0.19564366180061
YALI1_A13454g	0.0880590960554425	0.0887637211970159	0.127501769532045
YALI1_F04110g	0.136402243873347	0.188909839979654	0.231762986546287
YALI1_B23834g	0.159849785045778	0.119401956324178	0.129945597937436
YALI1_E37886g	0.255652085376399	0.272256474737199	0.274872716225839
YALI1_E00928g	0.29959822706002	0.358106284910139	0.319153753382503
YALI1_E36334g	0.114457482812818	0.125453832349949	0.148977764216684
YALI1_D12930g	0.321117556790437	0.408243983655476	0.471581739903357
YALI1_E41367g	0.534649611749746	0.665856852153272	0.812142275101729
YALI1_C14369g	0.119160178903866	0.145663102271957	0.115897912489827
YALI1_F33681g	0.100713549272635	0.130659743913191	0.0903050828942014
YALI1_F02655g	0.0488661838072228	0.0688866617056629	0.0554577370066124
YALI1_B09266g	0.473496490157681	0.460430674059003	0.464334788301119
YALI1_C03874g	0.214818249847406	0.206515614513394	0.173946373321465
YALI1_E06616g	0.237708959944049	0.151454834520176	0.165588527517803
YALI1_C33299g	0.139798239801628	0.16544032719566	0.23943897293998
YALI1_C04067g	0.186793326932859	0.164966612309257	0.134469003280773
YALI1_E17355g	0.0425898721846389	0.0397307031875212	0.0367097330824008
YALI1_E15398g	0.116083447278739	0.114481024452357	0.0633371671414039
YALI1_E00869g	0.0701955091098678	0.0800409655340793	0.0601292873728382
YALI1_F06858g	0.0707864552365209	0.0519511772431333	0.085590631136826
YALI1_D10197g	0.049052601190234	0.0581528423262123	0.0370486786063072
YALI1_F36966g	0.12934963956765	0.141739231298745	0.113875269440488
YALI1_D34865g	0.103639714483723	0.100599299159037	0.139662020651068
YALI1_D16290g	0.205792829781282	0.195710907561885	0.233296124008138
YALI1_F14712g	0.410815925584944	0.25096396273313	0.38449988138352
YALI1_F27871g	0.0466166657019329	0.0626821220854527	0.105697884778739
YALI1_C29141g	0.144539019786368	0.122187588070532	0.164418697177009
YALI1_E37930g	0.299154216734486	0.293368649067481	0.471106015869786
YALI1_F39051g	0.200522227128688	0.171118524211597	0.28083993560529
YALI1_F08260g	0.282023491963377	0.25935813051882	0.421829230391658
YALI1_E35815g	0.116373814849949	0.10358997290607	0.11511277886826
YALI1_C08702g	0.150154822711089	0.174904053170566	0.140385948830112
YALI1_B27534g	0.175577719557477	0.146192168721601	0.215667798982706
YALI1_D05474g	0.0736231301475076	0.07281686660902	0.0672440485503561
YALI1_B26153g	0.108600569216684	0.0849773824923703	0.0779801406739573
YALI1_C09308g	0.0784429780900305	0.069421897290607	0.0885461044964395
YALI1_D18408g	0.0842887901042726	0.11265055415395	0.0517877786063072
YALI1_D05633g	0.102013477352492	0.11526793726687	0.091828739956765
YALI1_C12788g	0.219540098346897	0.195871693014581	0.361326121922686
YALI1_C32609g	0.182561238751272	0.242063629196338	0.135657916770092
YALI1_B19897g	0.244046366149542	0.3439909626314	0.312292823067141
YALI1_D16809g	0.115462240414547	0.14999622027806	0.140498553942014
YALI1_B29419g	0.0532242219811801	0.0921400331163106	0.245931992700916
YALI1_E23691g	0.0450738784791455	0.0434260448796202	0.0402941538809766
YALI1_C02550g	0.0843107888835198	0.134813039640556	0.0741527450254323
YALI1_C31408g	0.128608702616989	0.204653494370973	0.0317767334587996
YALI1_C00464g	0.179029909842319	0.133112523296033	0.111220788514751
YALI1_A20484g	0.175451185198372	0.125688927534758	0.112330343550356
YALI1_F38116g	0.128318216854018	0.0833353517904374	0.122027509628688
YALI1_F25254g	0.0431022841505595	0.0561826773855544	0.0564675655162767
YALI1_D21120g	0.0618713971057986	0.0891800233502882	0.0954989998779247
YALI1_B12337g	0.164574549669379	0.200226990166158	0.122136027360122
YALI1_F11787g	0.351900342446592	0.333430807087148	0.353361536495422
YALI1_F06830g	0.109263462510173	0.140475479925398	0.139066809206511
YALI1_A10318g	0.0688724430976602	0.0498694730857918	0.0628550558672431
YALI1_F38776g	0.139004322634791	0.0806892147609359	0.0979105095930824
YALI1_F20965g	0.166349898753815	0.22478347962021	0.208601219455748
YALI1_D21076g	0.0875174530976602	0.088594333567311	0.0916664836139369
YALI1_D27148g	0.102481342100712	0.0906317211325873	0.0681906368565616
YALI1_E21406g	0.134898039903357	0.120892665479824	0.0786201502848423
YALI1_D07729g	0.0736129960834181	0.0743367841607324	0.0963039877873856
YALI1_B11983g	0.102817854498983	0.22279522197355	0.170703948514751
YALI1_F27175g	0.297315728738555	0.271234523363852	0.320934329399797
YALI1_C32184g	0.0412715205315361	0.0584180543540183	0.0777146239750763
YALI1_E08382g	0.155830877733978	0.178028263072228	0.172598356698881
YALI1_D13510g	0.219578958214649	0.161416541742964	0.0978458854399797
YALI1_B29133g	0.0723297918413021	0.1039413926314	0.0627586818972533
YALI1_C18771g	0.129544374384537	0.119703159928789	0.115292517370295
YALI1_C16108g	0.192795812962869	0.225367272465242	0.274673172583927
YALI1_E00760g	0.178709762283825	0.231484409087826	0.307302157299084
YALI1_B21493g	0.0736896523423194	0.0668767902305866	0.129715310986775
YALI1_E20269g	0.0648635562131231	0.0552633181010512	0.0545014570549339
YALI1_E05907g	0.0792661943413021	0.0811533754493048	0.0738848836546287
YALI1_F23922g	0.0218914284816887	0.0132575536080027	0.0380982720091556
YALI1_A11270g	0.107342070274669	0.103058075055951	0.0686522002365209
YALI1_C20198g	0.160172054348932	0.13767015245846	0.139584840310275
YALI1_D27500g	0.0247204777583927	0.0325682540149203	0.0288895050050865
YALI1_A20995g	0.169344459562564	0.123376309006443	0.0384881895803662
YALI1_D09055g	0.186424336953204	0.16321749660902	0.126605122461851
YALI1_E27880g	0.264746859460834	0.218906584537131	0.326227331739573
YALI1_C04882g	0.0481970577263479	0.0580910435028823	0.0457587609867752
YALI1_B20289g	0.149581372100712	0.112381827694134	0.0977569964165819
YALI1_E26930g	0.0598999093336724	0.0497825490403527	0.0597777172914547
YALI1_D10424g	0.177666328942014	0.212764209359105	0.180278972711089
YALI1_E02377g	0.0610587024771109	0.0710934121837911	0.0854115921922686
YALI1_B01628g	0.106948830261953	0.100386634120041	0.0761120669125127
YALI1_B09090g	0.316060099516785	0.244328224279417	0.194553428942014
YALI1_B15380g	0.0546541845981689	0.0570230075652764	0.0417436572177009
YALI1_D20329g	0.1093141091353	0.114590896012208	0.105670185582401
YALI1_F16984g	0.0291302592446592	0.0210284303696168	0.0287849447227874
YALI1_F30754g	0.126051648786877	0.119036763750424	0.142606420694303
YALI1_A14345g	0.0572050135808749	0.0691707735808749	0.0624580292217701
YALI1_E27144g	0.0570333157197355	0.0625379085656155	0.0805702859689725
YALI1_B08885g	0.202430950890132	0.299677137504239	0.237005402644964
YALI1_E39221g	0.124276019361648	0.164060476907426	0.142795069125127
YALI1_E17243g	0.248044404145473	0.349657198101051	0.30650858171414
YALI1_C13355g	0.151753237563581	0.148516895964734	0.175984768540183
YALI1_E29150g	0.338579125788403	0.328835505595117	0.398420085910478
YALI1_D30256g	0.13835713854527	0.180477675347575	0.135729897985758
YALI1_B09367g	0.152357810478128	0.168011213123093	0.106986746861648
YALI1_E19852g	0.109772160760427	0.0980449322787386	0.070807213474059
YALI1_E03762g	0.0845181178407935	0.0999965753034927	0.0531955587970498
YALI1_B09592g	0.0652515156739573	0.0724849874940658	0.0608956582451678
YALI1_F18920g	0.116177574847406	0.099221005934215	0.0983218863224822
YALI1_C32921g	0.0308983441327569	0.0381765329365887	0.0324411769354018
YALI1_A17570g	0.0989743737716175	0.116061728073923	0.115455386406409
YALI1_F04082g	0.0767081723830112	0.111130499355714	0.0947489507756867
YALI1_C08523g	0.093415074285351	0.059684900847745	0.088782023896236
YALI1_B20802g	0.0673057386139369	0.200010916378433	0.1151157107706
YALI1_E27249g	0.143737532632248	0.195378262122753	0.176914441607325
YALI1_E03387g	0.0663850659791455	0.0520595495388267	0.0616757720956256
YALI1_E20596g	0.0872057668056968	0.096788050847745	0.0433259381027467
YALI1_C09773g	0.111800661744659	0.147386366361478	0.128280863260427
YALI1_F21850g	0.0228203514318413	0.0295531569752458	0.019946939707528
YALI1_D12282g	0.0212476176983723	0.0282400020447609	0.0356233584511699
YALI1_F03908g	0.0850288355976602	0.0797500214750763	0.0943870854374364
YALI1_F13220g	0.133200790363683	0.173096465717192	0.262760445422177
YALI1_D10961g	0.0602119627543235	0.0589493300949474	0.0378392904526958
YALI1_F08392g	0.118209337321974	0.0881034027907765	0.0608976775737538
YALI1_E14505g	0.16387282311292	0.178132458290946	0.104031480757884
YALI1_F33345g	0.273357232019329	0.264387026619193	0.268971893819939
YALI1_C26167g	0.0690580679908444	0.0916073086775178	0.086396276363174
YALI1_E05668g	0.116224644537131	0.125731797687352	0.134252310885046
YALI1_B17871g	0.10793602897762	0.120194294045439	0.148602062487284
YALI1_B05350g	0.0387016424872838	0.029748783906409	0.0522301332960326
YALI1_A21775g	0.247554280671414	0.288823563411326	0.242862426576806
YALI1_C09072g	0.0597246286622584	0.0574106921498813	0.0581027952416073
YALI1_E02529g	0.0369827441937945	0.0353202151475076	0.0275647830645982
YALI1_B04853g	0.168389316734486	0.171068060868091	0.139153211419125
YALI1_E32816g	0.0839791643972533	0.0918809778942014	0.0866315929450661
