genes,logFC,logCPM,PValue,FDR
KMXK0E04700,-3.781064496,8.589006575,4.51E-47,2.29E-43
KMXK0C03420,-3.103756246,6.970006858,2.46E-44,6.26E-41
KMXK0C00790,1.259238884,5.814115914,2.64E-29,4.49E-26
KMXK0F03890,2.671675825,10.05636252,5.73E-29,7.29E-26
KMXK0H04040,-1.062463359,6.440930547,1.26E-24,1.29E-21
KMXK0A08360,3.721661608,5.023691254,1.28E-23,1.09E-20
KMXK0A04840,-2.866074542,7.297439098,1.65E-22,1.20E-19
KMXK0D01390,-1.976094952,7.374448392,6.37E-21,4.05E-18
KMXK0B08170,2.380456743,8.124712005,3.46E-20,1.96E-17
KMXK0D01050,4.987927631,6.590568293,2.04E-19,1.04E-16
KMXK0A03190,4.530645869,6.281453494,2.43E-19,1.12E-16
KMXK0E03750,1.936775778,6.279765443,1.01E-18,4.29E-16
KMXK0A06760,1.495299245,9.500635923,1.77E-18,6.93E-16
KMXK0B03310,-2.90954713,8.271855706,4.50E-18,1.64E-15
KMXK0H04290,-2.604517245,9.131329481,1.71E-17,5.81E-15
KMXK0A00200,2.078829591,6.745093492,6.86E-17,2.18E-14
KMXK0G00120,-3.572514425,4.027176715,7.60E-17,2.28E-14
KMXK0H03090,-1.581992335,7.992976547,1.00E-16,2.83E-14
KMXK0D03570,0.958873208,7.264583919,2.43E-16,6.51E-14
KMXK0F02400,-1.284344079,6.267893281,3.44E-16,8.75E-14
KMXK0E02790,-1.039383502,6.4631979,8.91E-16,2.16E-13
KMXK0A02460,-1.301502903,6.82787016,1.55E-15,3.59E-13
KMXK0G00390,-1.712601958,5.452554996,2.29E-15,5.07E-13
KMXK0C02810,-1.526283067,7.446027455,8.29E-15,1.76E-12
KMXK0H01830,2.281248983,7.782093398,1.48E-14,2.91E-12
KMXK0B00180,-1.623458179,10.61256797,1.49E-14,2.91E-12
KMXK0E05010,2.752696899,8.110988827,4.52E-14,8.52E-12
KMXK0F01440,-2.479409292,6.588684077,4.71E-14,8.56E-12
KMXK0C05790,-0.862097599,7.268541184,5.99E-14,1.05E-11
KMXK0B04680,-2.251209864,4.956728703,9.68E-14,1.64E-11
KMXK0C04630,1.065555209,5.303368645,1.10E-13,1.81E-11
KMXK0C07290,-1.120285753,9.250392662,1.32E-13,2.10E-11
KMXK0E06310,2.483461129,4.704612428,2.17E-13,3.35E-11
KMXK0A01850,-1.746544293,10.42617595,2.46E-13,3.60E-11
KMXK0B08160,0.935498574,6.667542109,2.47E-13,3.60E-11
KMXK0B02900,-0.927167396,5.863936549,2.79E-13,3.95E-11
KMXK0A02950,-2.208797863,7.459492248,4.61E-13,6.34E-11
KMXK0A01430,-1.153454827,6.356927531,4.98E-13,6.67E-11
KMXK0C05760,-1.022009209,6.533800533,6.36E-13,8.29E-11
KMXK0A07740,-1.484194318,3.809321859,7.79E-13,9.91E-11
KMXK0D06590,-2.468323341,8.674730106,1.73E-12,2.14E-10
KMXK0E03530,-1.191463744,8.173142741,1.80E-12,2.18E-10
KMXK0D02250,-3.532285885,4.338148579,3.32E-12,3.93E-10
KMXK0G00130,-2.188953666,4.367143508,3.60E-12,4.17E-10
KMXK0G00550,-0.95803168,6.006152629,1.01E-11,1.12E-09
KMXK0B01120,-2.789279777,8.3141751,1.02E-11,1.12E-09
KMXK0D01860,-1.891957064,5.710580727,1.39E-11,1.51E-09
KMXK0D03110,1.018313877,6.949269636,4.26E-11,4.52E-09
KMXK0D03400,-1.071676615,6.980949665,5.74E-11,5.96E-09
KMXK0G00230,-1.50074417,10.41918144,6.61E-11,6.73E-09
KMXK0D05590,-2.339853951,9.268580818,7.88E-11,7.86E-09
KMXK0A07780,-1.92901467,6.503290301,1.03E-10,1.01E-08
KMXK0F04480,-1.072495275,6.512756122,1.73E-10,1.66E-08
KMXK0F00170,0.784248693,7.216404842,1.97E-10,1.85E-08
KMXK0B04440,0.701603259,6.310847689,2.11E-10,1.95E-08
KMXK0B03320,-1.684548792,7.404895891,3.13E-10,2.85E-08
KMXK0C06160,1.151440118,9.43928203,3.30E-10,2.94E-08
KMXK0H04430,-1.692679536,10.29952407,3.94E-10,3.46E-08
KMXK0B05620,1.54208512,6.462376353,4.31E-10,3.72E-08
KMXK0A04140,-1.016978156,7.894699042,4.56E-10,3.87E-08
KMXK0A00530,-1.200723997,7.543785029,4.89E-10,4.08E-08
KMXK0C06530,-1.122514959,9.460834785,5.36E-10,4.40E-08
KMXK0B01780,-4.082756541,8.368868927,5.73E-10,4.63E-08
KMXK0E03360,-1.836444658,6.753970559,6.10E-10,4.85E-08
KMXK0D01780,-1.176603793,6.421701387,6.57E-10,5.14E-08
KMXK0E03520,0.924684397,6.481073593,7.28E-10,5.62E-08
KMXK0C02480,-1.245928403,7.207142713,7.51E-10,5.70E-08
KMXK0F00180,1.060639189,7.810417882,1.12E-09,8.41E-08
KMXK0D00130,-1.739242412,5.867474232,1.40E-09,1.03E-07
KMXK0F05010,-2.955433217,8.371970979,1.70E-09,1.24E-07
KMXK0G00180,-2.507453546,6.729655832,1.73E-09,1.24E-07
KMXK0H00910,-1.368867115,7.361079029,2.04E-09,1.44E-07
KMXK0F00160,0.928836722,8.542861879,2.46E-09,1.72E-07
KMXK0G01980,-1.765696163,8.153051093,3.01E-09,2.07E-07
KMXK0C03260,-1.002280315,6.506580506,4.23E-09,2.87E-07
KMXK0E05350,-0.808872798,8.431195959,5.94E-09,3.98E-07
KMXK0D03850,0.981279203,6.786685978,6.60E-09,4.37E-07
KMXK0C03640,-0.86650466,10.05816859,8.28E-09,5.40E-07
KMXK0B07320,-2.291276315,5.312838659,8.86E-09,5.71E-07
KMXK0H03370,0.757980271,6.338496523,1.04E-08,6.62E-07
KMXK0D02180,0.719086444,5.914408934,1.07E-08,6.75E-07
KMXK0E06300,2.194172817,5.342828283,1.15E-08,7.12E-07
KMXK0D06170,-0.716961724,5.550350127,1.17E-08,7.15E-07
KMXK0H04350,0.791592429,7.910993322,1.21E-08,7.30E-07
KMXK0F05380,0.767365782,6.740333472,1.23E-08,7.38E-07
KMXK0A05660,1.258463153,6.610943544,1.47E-08,8.72E-07
KMXK0D04330,0.684320407,6.523716396,1.82E-08,1.07E-06
KMXK0A05650,1.283336622,6.352535638,2.00E-08,1.16E-06
KMXK0C01550,1.631198646,3.058855974,2.07E-08,1.18E-06
KMXK0C00560,-0.943998537,7.378858459,2.11E-08,1.19E-06
KMXK0E06290,0.660765367,6.765086189,2.90E-08,1.62E-06
KMXK0F01910,-1.878315607,6.56049739,2.97E-08,1.64E-06
KMXK0H04500,-0.87569676,5.856761915,3.35E-08,1.83E-06
KMXK0C06280,-1.485843448,7.50651053,3.92E-08,2.11E-06
KMXK0G02070,-1.066487959,5.818327044,3.93E-08,2.11E-06
KMXK0G01990,-0.941193051,9.075706052,4.03E-08,2.14E-06
KMXK0A00380,4.049198969,2.742952111,4.20E-08,2.21E-06
KMXK0G00160,-1.369723317,7.606291724,4.39E-08,2.28E-06
KMXK0B01680,-1.073543204,9.286639172,4.44E-08,2.28E-06
KMXK0E01380,-1.139153949,3.92003918,4.79E-08,2.44E-06
KMXK0C05900,0.802115109,6.540017774,5.09E-08,2.57E-06
KMXK0A04920,-0.57539146,7.259665657,5.29E-08,2.64E-06
KMXK0A05150,-0.974062814,7.319998243,5.56E-08,2.73E-06
KMXK0A03210,-1.16878875,7.416004097,5.58E-08,2.73E-06
KMXK0G00200,-0.906996075,7.487336036,5.82E-08,2.81E-06
KMXK0E03420,-2.24505046,2.863881543,5.85E-08,2.81E-06
KMXK0D00650,-1.061631896,6.257335537,6.01E-08,2.86E-06
KMXK0B08060,0.775269206,8.112018797,6.16E-08,2.90E-06
KMXK0F05320,-0.873847949,7.814845552,7.00E-08,3.24E-06
KMXK0D02420,-1.450699145,9.376280751,7.01E-08,3.24E-06
KMXK0E02630,-1.892149893,9.364269508,7.16E-08,3.26E-06
KMXK0A08390,4.896210305,4.018273923,7.18E-08,3.26E-06
KMXK0F02610,1.072534521,5.472546526,7.44E-08,3.35E-06
KMXK0D03050,1.313336132,8.49481929,8.48E-08,3.78E-06
KMXK0B07880,-1.061587855,8.355684039,8.98E-08,3.97E-06
KMXK0D00630,-1.455939666,8.168026563,1.05E-07,4.62E-06
KMXK0D01040,1.005748869,6.893957889,1.21E-07,5.25E-06
KMXK0D01710,-0.916292248,8.08114591,1.24E-07,5.35E-06
KMXK0G03130,-0.881865971,7.691090288,1.33E-07,5.70E-06
KMXK0B02330,-0.660672685,6.770337093,1.58E-07,6.72E-06
KMXK0F04490,-0.850630154,6.108166552,1.61E-07,6.77E-06
KMXK0A00810,-1.340443673,8.070056854,1.95E-07,8.12E-06
KMXK0A08140,0.556520047,7.477720431,1.96E-07,8.12E-06
KMXK0E01460,-0.593705519,5.883525708,2.06E-07,8.47E-06
KMXK0B06950,-0.736771455,6.06998687,2.36E-07,9.61E-06
KMXK0B07870,-2.280939554,8.506031689,2.46E-07,9.92E-06
KMXK0H03020,-1.25541503,6.405720985,2.49E-07,9.99E-06
KMXK0E05360,-0.804161182,8.395255246,2.73E-07,1.09E-05
KMXK0G03870,-0.637743092,7.584105522,2.94E-07,1.16E-05
KMXK0A08350,4.542758927,4.897756014,3.15E-07,1.23E-05
KMXK0F03570,-0.8745283,7.710623709,3.50E-07,1.36E-05
KMXK0F01690,0.747381029,7.346411905,3.84E-07,1.48E-05
KMXK0B01990,-0.902154247,5.438674806,3.91E-07,1.50E-05
KMXK0B00520,-0.851617621,7.447473736,3.98E-07,1.51E-05
KMXK0A04440,-0.628844244,7.84475545,4.16E-07,1.57E-05
KMXK0C03250,-1.7593621,5.925237973,4.69E-07,1.75E-05
KMXK0F05050,1.334846392,4.963123907,5.07E-07,1.88E-05
KMXK0D06600,1.931679806,4.432370735,5.16E-07,1.90E-05
KMXK0H03570,-1.122726882,9.240098031,5.65E-07,2.07E-05
KMXK0E00110,1.159424647,6.759761479,5.75E-07,2.08E-05
KMXK0B01010,0.792596483,5.907218631,5.77E-07,2.08E-05
KMXK0A05260,0.656015033,8.968495021,5.83E-07,2.09E-05
KMXK0H03460,0.721086643,8.049887753,6.33E-07,2.25E-05
KMXK0D05930,1.004060521,8.185054548,6.36E-07,2.25E-05
KMXK0F00790,0.660831043,8.053216743,6.59E-07,2.31E-05
KMXK0G00810,-0.733011304,6.750947704,6.98E-07,2.43E-05
KMXK0D01060,-1.861500352,4.98269349,7.19E-07,2.49E-05
KMXK0A04060,0.602192287,7.938644305,7.29E-07,2.51E-05
KMXK0H02920,-0.740958308,4.880458272,8.16E-07,2.79E-05
KMXK0B00170,-1.188308945,6.882915752,8.38E-07,2.84E-05
KMXK0B03280,0.763342665,6.931081968,9.31E-07,3.14E-05
KMXK0E03190,0.600576962,7.846843045,9.98E-07,3.34E-05
KMXK0D00840,0.795584995,6.082212715,1.01E-06,3.35E-05
KMXK0D05630,-0.906629179,5.066743082,1.06E-06,3.50E-05
KMXK0A02960,-3.34858118,9.957088575,1.10E-06,3.60E-05
KMXK0A00920,-3.991308617,4.602501081,1.14E-06,3.73E-05
KMXK0A03310,0.709646632,7.360755064,1.17E-06,3.80E-05
KMXK0D01280,0.656949848,7.788981055,1.22E-06,3.91E-05
KMXK0E02550,0.864023068,5.372943717,1.24E-06,3.97E-05
KMXK0A01440,-1.309648526,7.951463441,1.25E-06,3.98E-05
KMXK0E06320,1.85861382,5.10724217,1.32E-06,4.16E-05
KMXK0H01790,-0.656934256,6.946571067,1.56E-06,4.88E-05
KMXK0C06710,-0.677545612,6.366800307,1.57E-06,4.88E-05
KMXK0D04350,-0.779437742,6.55599653,1.57E-06,4.88E-05
KMXK0B08120,-0.530202435,7.190082972,1.59E-06,4.90E-05
KMXK0B00840,0.624298912,7.288052075,1.60E-06,4.90E-05
KMXK0D02260,-0.791245961,9.640289268,1.63E-06,4.95E-05
KMXK0C06020,-0.828560517,12.35769067,1.65E-06,5.00E-05
KMXK0A08370,1.8571917,6.284671836,1.81E-06,5.45E-05
KMXK0F03750,-1.957419832,1.79077124,1.85E-06,5.53E-05
KMXK0D00910,-0.487649998,7.205415641,1.87E-06,5.54E-05
KMXK0E04320,-0.759256963,7.514405055,1.87E-06,5.54E-05
KMXK0E06230,0.805157215,5.686990283,1.89E-06,5.55E-05
KMXK0B01500,0.610685163,7.015306438,2.21E-06,6.45E-05
KMXK0F03580,1.545276934,3.113791898,2.59E-06,7.50E-05
KMXK0A01840,-0.674581959,7.700401523,2.59E-06,7.50E-05
KMXK0D02710,1.156031462,8.819718212,2.69E-06,7.72E-05
KMXK0A01860,-1.073658399,5.868239217,2.72E-06,7.79E-05
KMXK0C07370,-1.269874178,11.89930851,2.79E-06,7.94E-05
KMXK0B02720,-1.039890248,10.50721692,2.84E-06,8.02E-05
KMXK0E04920,3.30547109,10.06303071,2.87E-06,8.07E-05
KMXK0D03630,-1.835709032,6.096533761,2.99E-06,8.36E-05
KMXK0E05380,0.861898698,4.802680282,3.16E-06,8.78E-05
KMXK0F00970,-0.934429257,7.61580422,3.20E-06,8.85E-05
KMXK0D00940,2.253668749,4.875537283,3.26E-06,8.96E-05
KMXK0B07600,-0.694740156,8.186373939,3.31E-06,9.07E-05
KMXK0B08020,-0.706089796,6.96937231,3.41E-06,9.28E-05
KMXK0H02150,-0.704082922,7.6017377,3.56E-06,9.65E-05
KMXK0E06330,1.635934928,5.891951134,4.01E-06,0.000106662
KMXK0H01020,-2.44875315,5.59307539,4.02E-06,0.000106662
KMXK0C02800,-1.187107907,7.254376076,4.02E-06,0.000106662
KMXK0E01210,0.611058308,7.721591864,4.02E-06,0.000106662
KMXK0D02580,0.689770083,7.438549676,4.12E-06,0.000108555
KMXK0A06270,-0.674391505,7.662589256,4.30E-06,0.000112825
KMXK0A07770,-1.437626503,6.983813193,4.41E-06,0.000115068
KMXK0F01520,0.489615656,7.018885734,5.08E-06,0.000131943
