genes,HiT,LpH
YALI1_E41251g,-2.4575520261624,-3.49681300515769
YALI1_E24343g,-1.49749681608571,-2.2677161872593
YALI1_D00474g,-0.753601671003342,-1.99183567187214
YALI1_B25553g,-0.999387324233734,-1.36414389892712
