"genes","direction"
"KMXK0C05810","down"
"KMXK0B08460","up"
"KMXK0H00230","down"
"KMXK0B06140","down"
"KMXK0B08350","down"
"KMXK0D01170","down"
"KMXK0A00670","down"
"KMXK0C02470","down"
"KMXK0E04540","up"
"KMXK0F01700","down"
"KMXK0C05500","down"
"KMXK0C06140","down"
"KMXK0B03410","down"
"KMXK0C00340","up"
"KMXK0F02330","up"
"KMXK0D01770","down"
"KMXK0C06000","down"
"KMXK0F02210","down"
"KMXK0A03540","down"
"KMXK0D00370","up"
"KMXK0E00120","up"
"KMXK0D00180","up"
"KMXK0H01890","up"
"KMXK0E01310","up"
"KMXK0C04270","down"
"KMXK0A06920","up"
"KMXK0C05240","down"
"KMXK0C00960","down"
"KMXK0A06280","down"
"KMXK0C03050","down"
"KMXK0D03580","up"
"KMXK0B03890","up"
"KMXK0H03580","down"
"KMXK0G01030","up"
"KMXK0D01320","up"
"KMXK0B07560","up"
"KMXK0G01890","up"
"KMXK0D06230","down"
"KMXK0B00600","up"
"KMXK0C06380","down"
"KMXK0A04630","up"
"KMXK0E04080","up"
"KMXK0G00150","down"
"KMXK0E03660","down"
"KMXK0D00460","up"
"KMXK0B04800","up"
"KMXK0B04070","down"
"KMXK0A00210","up"
"KMXK0F04340","down"
"KMXK0C00130","up"
"KMXK0C01780","down"
"KMXK0E01420","up"
"KMXK0E02210","down"
"KMXK0H00430","up"
"KMXK0D00220","up"
"KMXK0B05020","up"
"KMXK0C05620","down"
"KMXK0D01310","up"
"KMXK0B07810","up"
"KMXK0H00420","down"
"KMXK0A01630","down"
"KMXK0A07110","down"
"KMXK0A03320","up"
"KMXK0F03080","down"
"KMXK0G00640","down"
"KMXK0A07880","up"
"KMXK0F02440","down"
"KMXK0E01560","down"
"KMXK0A07850","up"
"KMXK0F03410","down"
"KMXK0H03920","down"
"KMXK0H02570","down"
"KMXK0G02510","down"
"KMXK0A05990","down"
"KMXK0H02650","down"
"KMXK0A07120","down"
"KMXK0C06690","down"
"KMXK0F01480","up"
"KMXK0H04420","down"
"KMXK0H01640","down"
"KMXK0A00820","down"
"KMXK0F01240","down"
"KMXK0A03510","down"
"KMXK0C00140","up"
"KMXK0G03410","down"
"KMXK0B07930","up"
"KMXK0C00190","up"
"KMXK0A03220","up"
"KMXK0F01500","down"
"KMXK0B00390","up"
"KMXK0B01290","down"
"KMXK0B07000","down"
"KMXK0B04790","up"
"KMXK0C05910","up"
"KMXK0F04750","up"
"KMXK0C02010","up"
"KMXK0G02330","down"
"KMXK0D03430","down"
"KMXK0E03120","up"
"KMXK0H04090","up"
"KMXK0A02050","down"
"KMXK0H02420","down"
"KMXK0B04910","up"
"KMXK0A01070","up"
"KMXK0F05160","down"
"KMXK0F01850","down"
"KMXK0A00190","up"
"KMXK0A00150","down"
"KMXK0A03770","down"
"KMXK0A04670","down"
"KMXK0F05020","down"
"KMXK0B06110","up"
"KMXK0F05530","down"
"KMXK0A01550","down"
"KMXK0B00280","up"
"KMXK0G00480","up"
"KMXK0F01900","down"
"KMXK0C05830","down"
"KMXK0F01080","down"
"KMXK0D03460","down"
"KMXK0E04150","down"
"KMXK0B03600","up"
"KMXK0G01280","up"
"KMXK0A00880","down"
"KMXK0B01730","down"
"KMXK0E02340","up"
"KMXK0B07890","up"
"KMXK0C06090","down"
"KMXK0D01480","down"
"KMXK0B07710","up"
"KMXK0B04310","down"
"KMXK0C07210","down"
"KMXK0A08160","down"
"KMXK0B02540","down"
"KMXK0B02980","up"
"KMXK0E01650","up"
"KMXK0A02280","up"
"KMXK0B06050","up"
"KMXK0A03970","up"
"KMXK0E04140","up"
"KMXK0A05770","up"
"KMXK0C02880","up"
"KMXK0C00440","up"
"KMXK0C06890","down"
"KMXK0G00110","down"
"KMXK0B02650","down"
"KMXK0E03200","up"
"KMXK0C04700","up"
"KMXK0D06580","up"
"KMXK0A06370","up"
"KMXK0H00900","up"
"KMXK0E03870","up"
"KMXK0B02100","down"
"KMXK0B06830","up"
"KMXK0C01360","up"
"KMXK0A02270","down"
"KMXK0E02020","down"
"KMXK0D02100","up"
"KMXK0H02550","down"
