"","genes","logFC","logCPM","PValue","FDR"
"KMXK0E04700","KMXK0E04700",-3.77388366424714,8.53049622258515,1.36799951042917e-55,6.89471753256303e-52
"KMXK0C03420","KMXK0C03420",-3.09683467203815,6.93767958443079,3.99563189116207e-51,1.00689923657284e-47
"KMXK0F03890","KMXK0F03890",2.68011868385628,10.0151035983741,4.03900373272548e-36,6.78552627097881e-33
"KMXK0C00790","KMXK0C00790",1.26612334269292,5.84736757210826,1.01632303273782e-35,1.28056702124965e-32
"KMXK0H04040","KMXK0H04040",-1.05580575040918,6.50529934585214,1.02302646332356e-29,1.03121067503015e-26
"KMXK0A08360","KMXK0A08360",3.72959800060837,5.04067243079446,1.37227061470304e-25,1.15270731635055e-22
"KMXK0A04840","KMXK0A04840",-2.85937319127921,7.45318797540703,4.14491305023473e-25,2.984337396169e-22
"KMXK0A06760","KMXK0A06760",1.50283987225808,9.51557045664989,4.06241655911447e-24,2.55932243224212e-21
"KMXK0D01390","KMXK0D01390",-1.97025114356128,7.3211557067641,2.24623773661627e-23,1.25789313250511e-20
"KMXK0B08170","KMXK0B08170",2.38713946028543,8.05567671812652,4.03505916680112e-22,2.03366982006777e-19
"KMXK0E03750","KMXK0E03750",1.94444488080715,6.24346743581214,1.07789642635396e-21,4.93872544438543e-19
"KMXK0D01050","KMXK0D01050",4.99466107634383,6.5021666977699,4.83586035636752e-21,2.03106134967436e-18
"KMXK0A03190","KMXK0A03190",4.53712451712242,6.18684592696622,6.92572351307513e-21,2.68504973122297e-18
"KMXK0B03310","KMXK0B03310",-2.90287139395469,8.17664641722398,1.97596637570664e-20,7.04989927810816e-18
"KMXK0H04290","KMXK0H04290",-2.59892407586434,9.08723178552315,2.09818430896076e-20,7.04989927810816e-18
"KMXK0D03570","KMXK0D03570",0.966085784058279,7.27294617465005,9.48031279312069e-20,2.98629852983302e-17
"KMXK0H03090","KMXK0H03090",-1.57581804086678,7.99695564260768,1.96896188258609e-19,5.83739287543171e-17
"KMXK0G00120","KMXK0G00120",-3.5648672925928,3.94536368092032,7.15220150692757e-19,2.00261642193972e-16
"KMXK0A00200","KMXK0A00200",2.08517725775382,6.71503132625704,1.07502352169671e-18,2.85164134176389e-16
"KMXK0F02400","KMXK0F02400",-1.27701803337076,6.28415093899785,2.99893777994904e-18,7.55732320547158e-16
"KMXK0E02790","KMXK0E02790",-1.03301433607941,6.5062217680569,5.36617379909238e-18,1.28788171178217e-15
"KMXK0C07290","KMXK0C07290",-1.11346901659722,9.22957078866992,1.02177957477435e-17,2.34080411675578e-15
"KMXK0G00390","KMXK0G00390",-1.70647085860071,5.4320149183082,4.98558587275192e-17,1.09249359994216e-14
"KMXK0H01830","KMXK0H01830",2.290468612102,7.78854412071236,7.77594658908411e-17,1.63294878370766e-14
"KMXK0A02460","KMXK0A02460",-1.29521469555968,6.97898970424725,9.17433846422627e-17,1.84954663438802e-14
"KMXK0B00180","KMXK0B00180",-1.61713035435635,10.6357260085089,1.11475865068103e-16,2.16091676901246e-14
"KMXK0C02810","KMXK0C02810",-1.51916413172077,7.42429665046782,1.37193167059983e-16,2.56093911845301e-14
"KMXK0C05790","KMXK0C05790",-0.855597830578059,7.27098520589192,2.43888988317968e-16,4.39000178972342e-14
"KMXK0A07740","KMXK0A07740",-1.47714315871495,3.86144455406845,3.93688974610421e-16,6.84204286909145e-14
"KMXK0A01850","KMXK0A01850",-1.74073887125817,10.4112566225106,5.03772158931359e-16,8.46337227004682e-14
"KMXK0B02900","KMXK0B02900",-0.920139684620955,5.92729406160854,6.70801792427512e-16,1.09059388188215e-13
"KMXK0C04630","KMXK0C04630",1.07246990493692,5.29176804017136,9.28556281517563e-16,1.46247614339016e-13
"KMXK0E05010","KMXK0E05010",2.75936064494982,8.0753241201875,1.21676561555114e-15,1.85833294011447e-13
"KMXK0B04680","KMXK0B04680",-2.245809703283,4.93672834720102,1.831213882275e-15,2.71450528431353e-13
"KMXK0C05760","KMXK0C05760",-1.01592912287424,6.54408375764997,3.49691141932845e-15,5.01854495898344e-13
"KMXK0A01430","KMXK0A01430",-1.14670750563747,6.36159043943532,3.58467497070246e-15,5.01854495898344e-13
"KMXK0F01440","KMXK0F01440",-2.47415667894733,6.66170267171996,3.93908039899268e-15,5.36566627322246e-13
"KMXK0E06310","KMXK0E06310",2.49185972982352,4.68546866797575,1.26868605171383e-14,1.68267834227308e-12
"KMXK0B08160","KMXK0B08160",0.941995628154712,6.66440611846257,1.86261862220807e-14,2.37506743094299e-12
"KMXK0A02950","KMXK0A02950",-2.20233543225717,7.42012067492465,1.88497415154206e-14,2.37506743094299e-12
"KMXK0D06590","KMXK0D06590",-2.46370853020718,8.58229115800799,4.73123149798975e-14,5.81595286582154e-12
"KMXK0E03530","KMXK0E03530",-1.18473941637161,8.24401325381561,8.22448551460501e-14,9.86938261752602e-12
"KMXK0G00130","KMXK0G00130",-2.18083201315053,4.31704661994406,9.21669602443708e-14,1.08028251077123e-11
"KMXK0D02250","KMXK0D02250",-3.52817063533212,4.30327937453282,1.94176396708447e-13,2.22420236229676e-11
"KMXK0G00550","KMXK0G00550",-0.951506045230243,6.04394509302463,2.84092244140848e-13,3.1818331343775e-11
"KMXK0D01860","KMXK0D01860",-1.88403036147015,5.65202998871795,6.06966756624803e-13,6.65024446388914e-11
"KMXK0B01120","KMXK0B01120",-2.78415788685559,8.23489423638916,6.7314629886011e-13,7.21841988564884e-11
"KMXK0D03400","KMXK0D03400",-1.06449637288168,7.08888375200111,1.61744642397066e-12,1.69831874516919e-10
"KMXK0G00230","KMXK0G00230",-1.49381895447043,10.4647668472439,1.9744597626365e-12,2.03087289871183e-10
"KMXK0B04440","KMXK0B04440",0.708390817858517,6.29045617175889,2.04467257338996e-12,2.06102995397708e-10
"KMXK0C06530","KMXK0C06530",-1.11641408074352,9.44610553461317,2.21048121671099e-12,2.18447555533792e-10
"KMXK0C06160","KMXK0C06160",1.1578702473092,9.4630721573437,2.65979644805097e-12,2.57795655734171e-10
"KMXK0H04430","KMXK0H04430",-1.68604939036548,10.2621444422038,4.64344406760864e-12,4.41565247183916e-10
"KMXK0F00160","KMXK0F00160",0.936232001781531,8.51712776452205,4.73657618582138e-12,4.42080444009995e-10
"KMXK0A07780","KMXK0A07780",-1.92256595047946,6.51048345143693,7.565184353945e-12,6.93245984434232e-10
"KMXK0C03640","KMXK0C03640",-0.859826853052141,10.068785708976,1.06768972185677e-11,9.60920749671094e-10
"KMXK0D03110","KMXK0D03110",1.02492339034894,6.93735823461704,1.09027694583239e-11,9.64034352104426e-10
"KMXK0C02480","KMXK0C02480",-1.23907604515121,7.24966888536566,1.25243385232075e-11,1.06462286874941e-09
"KMXK0E05350","KMXK0E05350",-0.801776795049046,8.38763673635157,1.25718885808192e-11,1.06462286874941e-09
"KMXK0D05590","KMXK0D05590",-2.33388941899234,9.45800530368766,1.26740817708264e-11,1.06462286874941e-09
"KMXK0D01780","KMXK0D01780",-1.17054024150485,6.48839346665879,1.69246022150841e-11,1.39836057645941e-09
"KMXK0E03360","KMXK0E03360",-1.82866245957571,6.83105393824212,2.21644997135659e-11,1.80175933155439e-09
"KMXK0A00530","KMXK0A00530",-1.19473648616882,7.51930050501739,2.26310725526042e-11,1.81048580420834e-09
"KMXK0F04480","KMXK0F04480",-1.06533772037872,6.50299977344058,3.04602977545054e-11,2.3987484481673e-09
"KMXK0B03320","KMXK0B03320",-1.67871199273192,7.3712487058099,3.22151933425706e-11,2.49791652994701e-09
"KMXK0F00170","KMXK0F00170",0.790805390283856,7.19521722808305,3.50292072670746e-11,2.67495764584933e-09
"KMXK0E03520","KMXK0E03520",0.931505173426922,6.51767409392975,4.9894216010003e-11,3.75323654761813e-09
"KMXK0A04140","KMXK0A04140",-1.01037823852244,8.01819998472107,6.59342647926588e-11,4.8868925669853e-09
"KMXK0B01780","KMXK0B01780",-4.0764097902836,8.39455273453069,7.89388450137747e-11,5.7659678097018e-09
"KMXK0F00180","KMXK0F00180",1.06769564672732,7.82877086323869,1.01165884068221e-10,7.2839436529119e-09
"KMXK0D02180","KMXK0D02180",0.725934394665101,5.90878644667645,1.12619629451103e-10,7.94792412969723e-09
