genes,direction
KMXK0D01720,down
KMXK0B04700,down
KMXK0E04920,up
KMXK0F03310,up
KMXK0E04960,up
KMXK0G03730,up
KMXK0B02730,down
KMXK0B05960,up
KMXK0H04430,down
KMXK0H04290,down
KMXK0F00530,up
KMXK0E02560,up
KMXK0E02400,up
KMXK0A06440,down
KMXK0B05840,up
KMXK0B00860,up
KMXK0E05330,up
KMXK0G03470,up
KMXK0E04230,up
KMXK0E03010,up
KMXK0B02970,up
KMXK0F01270,up
KMXK0F05650,up
KMXK0E03200,up
KMXK0E00880,up
KMXK0H00770,down
KMXK0H01120,down
KMXK0B05880,up
KMXK0B02910,down
KMXK0G02750,down
KMXK0A04010,up
KMXK0F04380,up
KMXK0C06300,down
KMXK0F05000,up
KMXK0D05580,down
KMXK0G01390,down
KMXK0E02330,up
KMXK0C05530,up
KMXK0B01630,up
KMXK0A06960,down
KMXK0E02060,down
KMXK0H03480,down
KMXK0B02080,up
KMXK0B05040,down
KMXK0H03160,up
KMXK0H03340,down
KMXK0B03200,down
KMXK0C03590,up
KMXK0G03150,up
KMXK0H00280,up
KMXK0G02240,up
KMXK0F00490,up
KMXK0C03650,up
KMXK0G03550,down
KMXK0A08010,up
KMXK0F04390,down
KMXK0H00260,up
KMXK0A02540,up
KMXK0C04800,up
KMXK0A06690,mixed
KMXK0E00190,up
KMXK0D02420,mixed
KMXK0H03230,up
KMXK0B00330,up
KMXK0D03970,up
KMXK0C01510,down
KMXK0E03480,up
KMXK0H04100,down
KMXK0B05430,up
KMXK0A00130,up
KMXK0F01280,up
KMXK0H02960,down
KMXK0A03790,down
KMXK0D06490,up
KMXK0G00610,up
KMXK0F05580,up
KMXK0E03750,up
KMXK0D01210,up
KMXK0F00350,down
KMXK0B03140,down
KMXK0C00260,down
KMXK0C05220,up
KMXK0C06930,down
KMXK0B08260,up
KMXK0D02570,up
KMXK0C03310,up
KMXK0E02210,up
KMXK0D05750,down
KMXK0C07040,down
KMXK0E05830,down
KMXK0C02130,down
KMXK0D05310,down
KMXK0B07910,up
KMXK0B01800,down
KMXK0B02830,down
KMXK0G00340,up
KMXK0B03850,up
KMXK0E02340,up
KMXK0B04960,down
KMXK0F05610,down
KMXK0D01320,up
KMXK0C05600,up
KMXK0E00470,down
KMXK0G02360,down
KMXK0F03440,down
KMXK0A00570,up
KMXK0B06870,up
KMXK0G02030,up
KMXK0E04070,down
KMXK0G02120,up
KMXK0F00780,up
KMXK0A02840,up
KMXK0A00120,up
KMXK0E04690,down
KMXK0E05560,down
KMXK0H00360,down
KMXK0A01850,down
KMXK0H03430,up
KMXK0D01690,up
KMXK0G01680,down
KMXK0D04270,down
KMXK0F05540,up
KMXK0D04580,up
KMXK0A07750,up
KMXK0D05020,down
KMXK0E03160,down
KMXK0D06030,up
KMXK0C01890,down
KMXK0E01660,up
KMXK0B04420,up
KMXK0A00540,up
KMXK0E01500,up
KMXK0G03710,down
KMXK0D06570,up
KMXK0A06380,down
KMXK0D03320,down
KMXK0C05990,mixed
KMXK0H01820,down
KMXK0A02060,down
KMXK0A07830,up
KMXK0C01390,down
KMXK0H03040,down
KMXK0F04090,up
KMXK0B07510,down
KMXK0C04200,up
KMXK0A04730,down
KMXK0E06260,up
KMXK0G04160,down
KMXK0B05660,down
KMXK0A01390,down
KMXK0E05840,up
KMXK0B03030,down
KMXK0F03710,up
KMXK0A01320,up
KMXK0E05880,down
KMXK0D06250,up
KMXK0B04790,down
KMXK0E06060,down
KMXK0B04080,up
KMXK0A03540,up
KMXK0D02230,down
KMXK0F01190,up
KMXK0F00670,down
KMXK0A06750,down
KMXK0A05580,up
KMXK0B05700,down
KMXK0B05930,up
KMXK0A01280,up
KMXK0C03060,down
KMXK0B01210,down
KMXK0E01310,down
KMXK0E02660,down
KMXK0E04110,up
KMXK0B04910,up
KMXK0E05050,up
KMXK0E00250,up
KMXK0F04730,up
KMXK0A01400,down
KMXK0C04750,down
KMXK0F03890,up
KMXK0E02630,down
KMXK0E03660,down
KMXK0A06760,up
KMXK0B07870,down
KMXK0D03890,up
KMXK0B00390,up
KMXK0D05930,up
KMXK0A06250,down
KMXK0D02270,up
KMXK0A05260,up
KMXK0B00180,down
KMXK0F00380,up
KMXK0C01370,up
KMXK0C03640,down
KMXK0D04930,up
KMXK0C04080,up
KMXK0C05770,up
KMXK0G00460,down
KMXK0H04420,down
KMXK0C02060,down
KMXK0B02720,down
KMXK0H00100,down
KMXK0F04580,down
KMXK0C07290,down
KMXK0G01820,up
KMXK0F03040,up
KMXK0A01630,down
KMXK0C02820,down
KMXK0D03920,up
KMXK0B01680,down
KMXK0D01380,down
