NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
KMXK_0H00650			8.114091061	8.202035418	8.183700502	7.936683286	7.913300059	7.84506059	7.78201914	8.048327969	7.988822291	7.916686767	8.006161545	8.018998202
KMXK_0F05610	W0TD95	KLMA_60019	7.121117975	6.877570268	6.786786589	6.542501832	6.571037945	6.304902512	6.916112138	6.91823871	7.003695854	6.831412617	6.570718723	6.802188345
KMXK_0C03650	W0TA26	KLMA_30371	6.976634582	7.045005292	6.93163538	7.393643257	7.283152868	7.67482674	7.446014176	7.363500336	7.290308797	6.986919887	7.254370612	7.141249006
KMXK_0F04370	W0TCR9	KLMA_60131	7.424879633	7.541496781	7.248844138	7.430254236	7.318123648	7.269741876	7.552110855	7.522107445	7.651467636	7.202007559	6.952602088	7.199267872
KMXK_0C07020	W0T9A7	KLMA_30695	7.751287287	7.569022216	7.532951338	7.373428849	7.276811474	7.218664813	7.424473522	7.580838533	7.581655967	7.419141521	7.373351856	7.467453377
KMXK_0H00530	W0TIE6	KLMA_70056	7.260632419	7.014258263	7.04185234	6.703370284	6.771587251	6.840326033	7.171017865	7.051584996	7.251771895	6.955522101	7.151657013	6.987216901
KMXK_0C05530	W0TAN7	KLMA_30556	6.813674237	6.822233463	6.876985204	7.273079001	7.398027223	7.166458763	6.756615079	7.175553731	6.939356765	6.936101627	7.008105148	7.073752722
KMXK_0G01970	W0TFT2	KLMA_80186	6.838491011	6.894084229	6.852645549	6.601959403	6.599681899	6.7701505	6.997716367	6.856289795	6.955183069	6.887336483	7.02833754	6.845317511
KMXK_0C04790			7.360327191	7.499119867	7.673524469	7.075673251	6.675693312	6.574946486	7.391691747	7.229430188	7.19417531	7.182469232	6.817625156	7.17649658
KMXK_0E03550	W0TFX2	KLMA_50350	7.170417897	7.033971819	7.083664788	7.198099322	7.275035732	7.125254453	6.854157807	6.987786251	6.617626784	7.208942587	7.147702728	7.278878986
KMXK_0A07800	W0T6G9	KLMA_10072	6.678326529	6.96477321	6.717200896	7.001054596	6.78216444	6.638902139	7.109954469	6.945443861	7.065493664	6.603631269	6.538329675	6.341951305
KMXK_0D05830	W0TAY6	KLMA_40556	6.745280972	6.79729922	6.819184715	6.795023684	6.681601062	6.838523913	6.909560102	7.051412397	6.871062091	6.704349104	6.689927123	6.658824799
KMXK_0E02960	W0TC11	KLMA_50291	6.692004263	6.671507462	6.653762486	6.34934548	6.486123509	6.437565524	6.607716564	6.619378998	6.851030221	6.683737482	6.707757891	6.650510991
KMXK_0C04540	W0TAB0	KLMA_30456	7.665020315	7.588545788	7.51904017	7.205038597	7.177204656	7.375072383	7.382145159	7.537401467	7.390031686	7.440757703	7.631006523	7.594002992
KMXK_0F05420	W0TE50	KLMA_60037	7.216358914	7.11156837	7.103954591	6.9068094	6.966954911	6.866303761	7.065051645	7.037903964	7.213456031	6.864598077	7.004000915	6.81578365
KMXK_0D02060	W0T997	KLMA_40178	7.015531501	7.165692289	6.953490776	7.195256641	7.432113554	7.246784493	6.968146872	7.149076212	6.761929253	6.890516986	6.85275974	6.943575274
KMXK_0F03610	W0TFA6	KLMA_60210	7.348950841	7.292221383	7.422701389	7.564450291	7.615968777	7.607382887	7.354308135	7.398220407	7.071064116	7.571852246	7.568291146	7.537967583
KMXK_0E04870	W0TBW3	KLMA_50483	6.791904957	6.78343435	6.730161496	6.804845077	6.909060538	6.91443626	6.581383026	6.785628176	6.553457957	6.808754576	6.904544018	6.921178305
KMXK_0G04050	W0TGE1	KLMA_80401	7.235309775	7.123610518	7.243088491	7.060499087	6.988997673	7.040768756	7.104477176	7.145299167	7.133917947	7.126885266	7.174861762	7.103981632
KMXK_0E01130	W0TCJ3	KLMA_50104	7.306188917	7.156208497	7.23805596	7.077969123	6.77087693	6.866709132	7.211619921	7.172459549	7.279162083	7.105803742	7.210700405	7.117255921
KMXK_0F00670	W0TFF0	KLMA_60497	7.20066201	7.09593569	7.244860552	6.896284548	6.742695218	6.832425451	7.134270708	7.06391252	7.374222116	7.035316707	7.036879559	6.866096514
KMXK_0E04750	W0TBV5	KLMA_50473	7.823789001	7.800007765	7.830248446	7.583902328	7.70409459	7.647514727	7.485307467	7.714732121	7.595042279	7.848878305	7.77768153	7.770142117
KMXK_0E01660	W0TBQ4	KLMA_50161	6.655512513	6.66257201	7.089685856	7.150894341	7.333108574	7.37811236	7.122809749	7.204319788	6.86064385	7.411005852	7.405675032	7.379059741
KMXK_0F01250	W0THX4	KLMA_60438	7.402654319	7.42431559	7.144777799	7.115045905	7.109483433	7.052342201	7.388128332	7.339793388	7.397990397	7.037018443	7.05768161	7.202570815
KMXK_0A03230	W0T408	KLMA_10518	7.921002744	7.85123612	7.985729962	7.186547095	7.315805965	7.336454269	7.656934605	7.207569594	8.105135884	7.027120127	7.208095239	7.189185202
KMXK_0A06380	W0T2P5	KLMA_10220	7.172683052	7.12079842	6.823635411	6.76365011	6.184116296	6.433867537	7.130786641	7.013266249	7.266019015	6.873843103	7.021828007	7.021737485
KMXK_0E04960	W0TEA1	KLMA_50492	7.247216686	7.268411379	7.327945644	7.895072775	8.083122834	7.886051912	7.402082495	7.431477468	6.704373723	7.660239904	7.506920305	7.694870487
KMXK_0C02060	W0TBM3	KLMA_30204	7.252098069	7.233373796	7.022486009	7.030461057	7.551893951	7.440596729	6.962056991	6.951912886	6.853099303	6.719521433	6.707539507	6.861910376
KMXK_0C04800	W0T9Q0	KLMA_30483	6.160913153	6.40857712	6.015763401	6.514048781	6.930869385	6.773589809	6.539167861	6.628304081	6.145147044	6.585681102	6.670915976	6.377558476
KMXK_0B04370	W0T5J3	KLMA_20424	6.121467237	6.439389126	6.499840532	6.123818125	6.028951923	6.098948535	6.680206496	6.627029984	NA	6.45842961	6.763270485	6.544853106
KMXK_0B03790	W0T5E5	KLMA_20364	6.766547885	6.960822184	6.818378267	6.965262259	6.763441061	6.736482955	7.136129451	7.012989776	7.140223165	6.803079062	6.789938752	6.773432156
KMXK_0B02790	W0T523	KLMA_20264	6.94968756	6.876715566	7.03448248	6.640308077	6.790095487	6.702487831	6.896055512	6.988321635	6.833535906	6.951852142	7.076801409	6.930614705
KMXK_0C01110	W0T7M0	KLMA_30105	7.265612064	7.277538042	7.416844766	7.23538511	7.12229268	7.077089783	7.100089469	7.195283963	7.163837387	7.357125611	7.366678462	7.29703455
KMXK_0A04530			7.160961201	7.533722342	7.187905765	7.152001346	7.233957668	6.993194339	7.352908437	7.452854802	7.290404341	7.021961998	7.057907937	7.053928498
KMXK_0E02660	W0TDN9	KLMA_50262	7.288680993	7.384199356	7.263971681	7.04465552	6.961353818	6.915779732	7.260918193	7.247741984	7.61895547	7.29320692	7.39838201	7.327485697
KMXK_0C04640	W0TAB9	KLMA_30466	6.861725852	6.877379995	6.9324975	6.72540373	6.631696735	6.601081962	6.821432891	6.930701075	6.694703691	6.866986796	7.013039469	6.931063021
KMXK_0D03060	W0T9M6	KLMA_40283	7.096173811	6.995695749	7.040583011	6.907073087	6.808732379	6.852993867	7.129052097	7.041654703	7.041310551	6.965041759	7.158904139	7.103567597
KMXK_0B07970	W0T858	KLMA_20785	7.187133022	7.184719944	7.482120791	7.038621391	6.735823035	7.232546158	7.145655353	7.165554027	7.668717443	7.00436533	6.885799916	7.10198266
KMXK_0D05720	W0TEN1	KLMA_40545	6.760844514	6.764348102	6.837692895	6.491350443	6.465413582	6.373318351	6.693287168	6.575920123	6.663293525	6.565404923	6.808745374	6.532462764
KMXK_0A07230	W0T3Y1	KLMA_10131	6.934175737	6.987454668	7.046933337	6.668755921	NA	6.847262511	7.091818877	6.999815202	7.036674013	6.925117342	6.952894495	6.905398349
KMXK_0A00360	W0T8M0	KLMA_10807	7.039181145	7.00848791	7.086713227	7.119792855	7.146506495	7.168065896	6.932197429	7.023062549	6.747439205	7.13229868	7.166239776	7.153408236
KMXK_0B03140	W0T557	KLMA_20299	7.444957744	7.479165659	7.203396848	6.909284459	7.041249802	6.884881298	7.172324702	7.284481375	7.243713776	7.048839783	7.340069735	7.359362387
KMXK_0G01200	W0TH90	KLMA_80112	6.694324515	6.846010574	7.046772395	6.736045774	6.910991965	7.105158873	6.484044469	6.492955492	6.570467111	6.811760266	6.666649103	6.715689991
KMXK_0F01480	W0TFW6	KLMA_60420	7.514605548	7.418769587	7.373236795	7.457491175	7.636635516	7.574165378	7.272278313	7.512735423	7.220893204	7.702727433	7.665292126	7.683861119
KMXK_0F00260	W0TDY2	KLMA_60541	7.494751253	7.378679203	7.549121345	7.585334399	7.646776677	7.632974631	7.424013196	7.524573534	7.357216104	7.611636299	7.62605512	7.628159827
KMXK_0B05230	W0T7E1	KLMA_20510	NA	7.210871418	7.112527672	7.308352692	7.25699107	7.127579483	7.273619424	7.226562755	7.11731435	7.373010245	7.413585788	7.426957593
KMXK_0F03710	W0TDR8	KLMA_60199	6.756995599	6.789577145	6.755723837	6.863924408	7.39662493	7.038978024	6.501403163	6.896593847	6.552028951	7.071411844	7.052300748	7.003699883
KMXK_0B07950	W0T8U8	KLMA_20783	7.502222067	7.55013406	7.540431651	7.605016455	7.913889351	7.797964275	7.26627041	7.44740337	7.332293845	7.69070402	7.436060412	7.616549462
KMXK_0B07840	W0TAV4	KLMA_20771	7.044235324	7.383915189	7.194705056	7.036204999	6.960743239	6.993575419	7.457603972	7.454142357	7.192495436	7.049170273	6.807894392	6.914403161
KMXK_0F01190	W0TEF0	KLMA_60444	6.945903212	7.031610766	7.113270715	7.295554522	7.321633467	7.35570329	7.134304107	7.13484938	6.901243461	7.11389704	7.168924355	7.238584373
KMXK_0C06820	W0T8M2	KLMA_30677	7.110861007	7.120901211	7.083862595	7.118469684	7.188721264	7.139707754	6.922659435	7.232071081	6.845474093	7.327879669	7.372499468	7.292633333
KMXK_0A04700	W0T7E2	KLMA_10392	6.270055311	6.497408205	6.393693565	6.285957651	6.092559379	5.999503498	6.140965802	6.29929261	NA	6.564249296	6.501647681	6.627315926
KMXK_0G00620	W0TH33	KLMA_80052	7.46315898	7.853403765	7.817513908	7.994709336	7.987212971	7.950949305	7.62367963	7.611433657	7.655202111	7.664267294	7.526097517	7.537443718
KMXK_0F00600	W0TEN7	KLMA_60504	6.98617416	7.285397441	7.245987746	7.267332626	6.996844971	6.910584287	6.845857873	6.877697514	6.911229246	7.437948475	7.461400636	7.249975484
KMXK_0C02970	W0T9V1	KLMA_30301	7.105730758	7.041292661	7.24361677	6.761796125	6.972114794	6.860807296	6.866512549	7.092939904	6.962896232	7.180197733	7.228953747	7.119784785
KMXK_0H00260	W0TEV2	KLMA_70027	6.749129714	6.765241037	6.827771434	7.100569695	7.206043918	7.229016795	6.927765413	7.006725441	6.597549642	6.969837049	7.012645568	7.000065388
KMXK_0G00320	W0TG65	KLMA_80024	6.447081813	6.4992439	6.523534329	6.656149262	6.739108408	6.768673464	6.509688479	6.505391357	6.242954905	6.642565991	6.565518787	6.584927998
KMXK_0H01840	W0TEG5	KLMA_70184	6.728757928	6.862265186	6.82082377	6.95515963	7.002131387	7.164752198	6.825289688	6.736449134	6.840420216	6.936560883	6.956795396	6.863983745
KMXK_0G03510	W0TKF5	KLMA_80343	NA	6.772477394	7.313387344	7.848902736	7.528137532	7.504454505	7.563014038	7.086884388	7.285889607	7.353460777	6.899997915	7.218183369
KMXK_0D04130	W0TAI6	KLMA_40391	7.203699386	7.255116266	7.238499826	7.138732705	6.864257612	6.817356008	7.254224533	7.154568106	7.251984922	7.204042346	7.138222532	7.172549767
KMXK_0A04830	W0T4N0	KLMA_10381	6.887379769	6.927178315	6.94613622	6.679031112	6.393315868	NA	6.848427429	6.802254739	6.952445913	6.795523713	6.499925268	6.629814725
KMXK_0C02640	W0TBT2	KLMA_30264	7.117228331	7.192864059	7.125189113	7.167562785	7.092364635	7.132574225	7.093180803	7.261761773	7.378803298	7.405514071	7.378687464	7.369287987
KMXK_0F03480	W0TD08	KLMA_60226	7.218838666	7.248092976	7.289460499	7.14739016	6.921256026	6.914606267	7.313559373	7.177392057	7.499754356	7.311965766	7.374770066	7.340675347
KMXK_0A07870	W0T294	KLMA_10065	7.388276532	7.247380437	7.245499795	7.148299177	7.021324654	6.88287785	7.223930972	7.143035821	7.235708118	7.245744912	7.37577734	7.292952055
KMXK_0B07490	W0T6D8	KLMA_20734	6.654720742	6.918345005	7.037787173	6.905054867	7.052754966	7.174703172	6.884857678	6.748651354	6.897250108	6.970599063	7.19426581	7.371870769
KMXK_0H00240	W0TFQ2	KLMA_70025	7.347464391	7.30934951	7.182786435	7.166022071	6.653517008	6.736362219	7.305704935	7.328909016	7.554470618	7.251323017	7.461001563	7.457504521
KMXK_0A06700	W0T2L7	KLMA_10185	6.520193023	6.484351909	6.769650495	6.871303028	6.959601972	6.87968122	6.526105978	6.693555509	6.656350321	6.700264465	6.701516514	6.66592959
KMXK_0A07200	W0T4K7	KLMA_10134	7.200537914	7.127889249	6.982084438	6.971951091	6.940639721	6.711149855	7.031666264	7.201614208	7.064315813	6.906541026	7.061859143	6.821262314
KMXK_0G02360	W0TK50	KLMA_80228	7.258676544	7.201385189	7.246406217	6.869063527	6.899666151	6.612833732	7.297218556	7.024867562	7.448845392	7.053661671	7.248807564	7.125377561
KMXK_0E05560	W0TDR9	KLMA_50559	7.955687517	7.88313835	7.608580179	7.332623349	7.381407968	7.495333385	7.668181096	7.830507533	7.716133253	7.608857668	7.820130453	7.788346195
KMXK_0B00650	W0T6S5	KLMA_20053	7.361772326	7.66798868	7.2604322	6.909498741	7.202204157	7.158110074	7.525543281	7.577229815	7.349594971	7.270388203	7.471060787	7.418123586
KMXK_0D01880	W0T9T0	KLMA_40161	7.151228686	7.051371535	6.936154443	6.80939307	6.730651896	6.816575254	7.062500754	6.911142969	7.057796831	6.944616161	7.081734267	7.023717776
KMXK_0D03190	W0TAA7	KLMA_40296	7.156433435	6.872627906	6.949620439	6.706484723	6.626818575	6.72176916	6.990567891	6.897559543	7.153363525	6.972147464	6.968464531	6.862304678
KMXK_0A06390			7.099206147	7.382849204	7.374298198	7.181574093	7.337299576	7.371561508	7.121568601	7.193636271	7.15635315	7.511392585	7.532472849	7.398006174
KMXK_0F03550	W0TDT2	KLMA_60219	7.58625216	7.573200367	7.660016329	7.773631171	7.880680826	7.87939006	7.605318748	7.74413124	7.404142451	7.801002475	7.842455595	7.856435904
KMXK_0E01590	W0TCR6	KLMA_50154	7.401463849	7.32431222	7.464486105	7.267512179	6.904680853	6.91711002	7.297261555	7.249468343	7.403405044	7.225221054	7.150261253	7.158834524
KMXK_0E05400	W0TEE8	KLMA_50537	6.849135212	6.802211869	6.99842385	6.958020024	7.149844411	6.868665605	6.722751382	6.882080739	6.658681837	7.119178614	7.173112593	7.091581184
KMXK_0G01820	W0TK00	KLMA_80173	6.951099911	6.932872872	6.995974073	7.148240893	7.268264122	7.041824756	6.845343363	7.159640763	6.833646933	7.238235104	7.258151111	7.278583724
KMXK_0B01800	W0T949	KLMA_20166	7.525916767	7.22680083	7.497069076	6.977973263	7.090910072	6.875093592	7.282766107	7.198191154	7.609567792	6.931324141	6.966116343	7.121723527
KMXK_0H03700	W0TF07	KLMA_70374	6.631522109	6.471756168	6.651774296	6.403868411	6.029591832	5.906206113	6.605614237	6.542948249	6.820886786	6.553615392	6.455690846	6.325831229
KMXK_0G00460	W0TFE8	KLMA_80036	6.817397911	7.072875984	6.37664746	6.459790326	6.902169872	6.483364655	6.959826365	6.900985628	6.921664372	6.022785924	6.09062822	6.312658929
KMXK_0G03520	W0TGZ5	KLMA_80344	6.683707813	6.544974122	6.552925648	6.457489028	6.173074069	6.45744517	6.656590673	6.591716672	6.801027258	6.617447028	6.715383168	6.695426747
KMXK_0F01890	W0THR7	KLMA_60383	7.42542987	7.33574292	7.464912528	7.220269138	7.319290871	7.581096396	7.359384762	7.20582589	7.556726086	6.997270634	7.129101117	7.089566538
KMXK_0C02030	W0T9L5	KLMA_30201	6.843022606	6.664514414	6.810994226	6.436982629	6.610379074	6.441075892	6.781226433	6.691421981	6.65975161	6.646278263	6.783490404	6.715310266
KMXK_0A03790	W0T3V3	KLMA_10458	7.677939154	7.437827174	7.337362595	6.959899256	7.083246429	7.026787741	7.343616313	7.164375201	6.94782446	7.279394718	7.290249565	7.374453646
KMXK_0G00340	W0TFE1	KLMA_80026	6.840220217	6.818331967	6.925117652	7.139300272	7.213890624	7.260382712	6.925003742	6.907786534	6.829142957	6.877513827	6.314481191	6.756379537
KMXK_0F05540	W0TCH4	KLMA_60026	6.482046802	6.602734567	6.373329323	6.724254123	6.938460863	6.834434714	6.882908741	6.688675818	6.599577864	6.650084577	6.667135318	6.550314057
KMXK_0A01810	W0T651	KLMA_10659	7.225309567	7.408953192	7.478301099	7.524014404	7.527115948	7.524602877	7.528415856	7.578347794	7.661730895	7.495335085	7.454911958	7.539101762
KMXK_0G03470	W0TGY9	KLMA_80339	7.318053884	7.099711792	7.061771519	7.621903572	7.770987548	7.715907613	7.339346833	7.445770101	7.03586836	7.47978379	7.142630234	7.42166307
KMXK_0B07400	W0T800	KLMA_20725	6.878796574	6.862707547	7.054783407	6.837422227	6.809332511	6.990593135	6.675921669	6.777856527	6.726904924	6.919463794	6.933337491	6.926904376
KMXK_0B05900	W0T7K3	KLMA_20575	6.748380295	6.516978987	6.650001628	6.679203871	7.018313691	6.662939783	5.927580855	6.42408349	6.087260552	6.515708065	6.305412809	6.607727321
KMXK_0A06970	W0T2Z6	KLMA_10158	NA	6.018339423	6.597899898	7.008616563	7.210765888	7.095424373	6.494845471	6.671313903	6.976328875	6.767155182	6.690405564	6.774378158
KMXK_0C02730	W0TBT9	KLMA_30274	7.545560625	7.504096481	7.254369698	7.581424272	7.542610667	7.631024043	7.368838698	7.303044446	7.475878538	7.169483214	7.259764952	7.29005824
KMXK_0E05650	W0TDS6	KLMA_50569	6.7788861	6.724363274	6.805100754	6.591499785	6.465817963	6.600891923	6.799014108	6.633658602	6.853559981	6.631608458	6.659083285	6.529358471
KMXK_0B08080	W0T867	KLMA_20795	7.090191869	6.953415656	7.217665902	NA	6.507917935	6.821651675	7.135285324	7.024151047	7.073380959	6.930288157	7.058566761	6.996490906
KMXK_0E04230	W0TDD2	KLMA_50419	7.047638881	7.161160708	7.290928252	7.512881305	7.891934061	7.948774692	7.492238857	7.684823062	7.213672187	7.567864561	7.618863138	7.548208591
KMXK_0D05090	W0TAS3	KLMA_40486	7.402972413	7.287496545	7.283404682	7.307630798	7.179230819	7.170312786	7.386219825	7.295873719	7.263221923	7.112349414	7.214408772	7.139681438
KMXK_0A04610			7.143192808	7.154022748	6.978078794	6.934184936	6.893763523	6.713735374	7.100610916	7.099740946	7.228462558	7.014219265	6.857092081	6.953459641
KMXK_0D06000	W0TAZ8	KLMA_40571	7.218456445	7.16925661	7.171350511	7.453001334	7.366082437	7.324208441	7.201697642	7.185757922	7.176858339	7.140955386	6.5263401	6.924959574
KMXK_0D00280	W0TAH4	KLMA_40014	6.540898381	6.253581731	6.50058164	6.711011577	6.796606683	6.755609629	6.374928204	6.361321644	6.585702988	6.477877415	6.554917955	6.493114197
KMXK_0B05700	W0T7I4	KLMA_20555	7.402216521	7.202379394	7.230577545	7.009297208	6.928174072	6.564358412	7.009381302	7.101573678	7.08208277	7.141342148	7.252379516	7.112251947
KMXK_0A01630	W0T8A1	KLMA_10677	7.809537442	7.74932836	7.713346916	7.68240258	7.48108398	7.551278059	7.660490361	7.526610713	7.866083443	7.390999143	7.435642357	7.420304525
KMXK_0E02650			7.430385408	7.423628149	7.405059465	7.271299068	7.597741769	7.391852518	6.900378522	7.151367698	7.086525726	7.617929567	7.607915265	7.244563295
KMXK_0A02920	W0T7U4	KLMA_10547	7.103560777	NA	7.006016502	7.109649994	6.894174454	7.176234782	6.872919613	NA	6.843835873	7.178053794	6.944421278	NA
KMXK_0F03260	W0THE8	KLMA_60248	7.043165581	6.915166024	6.966375318	6.684048706	6.501611364	6.754898155	6.785133923	6.785428249	6.901555213	6.838653797	6.931461936	6.73869344
KMXK_0C02950	W0TBW0	KLMA_30299	7.079076537	7.129538636	7.061377076	6.990375616	6.658074828	6.913726438	7.179412297	7.167354896	7.150187878	7.056897104	7.152893492	7.042442497
KMXK_0G03090	W0TGV0	KLMA_80299	6.772855932	6.725840162	6.830237622	6.756114634	NA	6.731943825	6.928907909	6.875065315	6.931929982	6.766265725	6.824514788	NA
KMXK_0C05600	W0TAP2	KLMA_30561	6.683266014	6.944108528	6.709153104	7.17760214	7.140862681	7.146622622	7.277298127	6.909529555	7.371838888	6.739462574	6.298244025	6.800521841
KMXK_0E00850	W0TBC0	KLMA_50076	6.879455115	7.076040834	7.143729839	7.366838935	7.338615058	7.314468429	7.140326598	7.232842485	7.036903894	7.164423399	7.277498419	7.325232583
KMXK_0D00420			7.59504703	7.756844885	7.107608803	7.473009778	7.610585734	7.308688822	7.832545563	7.666739947	7.694806038	7.061018733	7.173313083	7.159694671
KMXK_0G00710	W0TFG9	KLMA_80061	7.191425889	7.009722071	7.091763308	6.785844491	7.006732972	6.741498448	6.996715271	7.120293704	7.101003963	7.203556779	7.135504499	7.101250074
KMXK_0E04100	W0TCC1	KLMA_50406	6.888470702	6.833583589	6.913256058	7.047184482	7.155623866	7.223097632	7.020023244	6.971796019	6.844912283	6.878749701	6.908550822	7.04660745
KMXK_0C04860	W0TCE7	KLMA_30489	7.062368443	6.88241268	6.554307793	6.449997925	6.603886046	6.558410181	6.507825037	6.721775227	6.271376172	6.896545005	7.030054834	6.927289302
KMXK_0G00610	W0TFF9	KLMA_80051	6.634129509	6.703007201	6.772608281	6.976330503	7.160030571	7.150131884	6.889444742	6.908034262	6.710118017	6.878117039	6.62624186	6.938450345
KMXK_0E06150	W0TDW6	KLMA_50619	6.911671123	6.645749456	6.69067712	NA	6.386094761	6.148512009	6.636424767	6.509992683	6.634472207	6.673367215	6.857038499	6.623608334
KMXK_0F00860	W0TDP3	KLMA_60476	7.405649843	7.292169961	7.417539489	7.223385306	7.048031074	7.114888114	7.435429956	7.23335512	7.472253157	7.222582565	7.330733209	7.260725119
KMXK_0C03310	W0T7M9	KLMA_30337	7.353279747	7.834218913	7.982128752	8.229507088	8.323749501	8.368443468	8.031316479	8.169272449	7.913840075	8.007170529	8.049063029	8.063874219
KMXK_0D04940	W0TAQ9	KLMA_40471	7.062293396	7.089144055	6.909395432	6.716528269	6.947308831	6.663993685	6.935571363	6.952789307	6.943539606	6.666357777	6.649453089	6.822007373
KMXK_0D04930	W0TEG4	KLMA_40470	6.474836034	6.463186648	6.690079423	6.887545875	6.528616598	6.669241318	6.73045208	6.763079907	6.606280131	6.978146626	6.961022187	6.906995217
KMXK_0B03360	W0T6U3	KLMA_20320	7.391155401	7.262703345	7.229051577	7.068627217	6.899550042	6.939564464	7.194127369	7.146530096	7.450181795	7.181844203	7.22178121	7.137898356
KMXK_0G01580	W0TGH6	KLMA_80149	7.361115003	7.333899581	7.359857695	7.312581344	7.115013451	7.157002253	7.375857501	7.366575791	7.319722285	7.209836671	6.922430723	7.203879653
KMXK_0F00510	W0TEP9	KLMA_60514	6.821899304	6.757504766	6.786314952	7.090867911	6.961812412	6.939099847	6.854063961	6.827242761	6.738797244	6.831457533	6.883110096	7.000461265
KMXK_0C05820	W0T8D3	KLMA_30582	5.971176973	6.134973285	6.069706838	6.130780099	6.091545875	6.014298202	6.149618068	6.252435214	5.919509519	6.331777902	6.338312472	6.3412707
KMXK_0C02880	W0T7I7	KLMA_30292	6.993273335	6.913118838	6.732235408	7.14342107	7.147778197	7.039914655	6.983577397	6.879278589	6.73189278	6.813235896	6.777005502	6.904794411
KMXK_0B03690	W0T5D8	KLMA_20354	7.206859406	7.006020896	7.18079377	6.991418049	7.083348319	6.881752421	6.934192979	6.845864919	6.787274075	7.094021305	7.027421083	7.076356619
KMXK_0E05070	W0TBX9	KLMA_50503	7.322237818	7.290076938	7.391327029	7.594633654	7.399315925	7.372822051	7.247700325	7.242179259	7.037865007	7.407588383	7.383300719	7.383190262
KMXK_0B03710	W0T9R4	KLMA_20356	7.669928299	7.642248656	7.587932874	7.353321974	7.580381084	7.30694614	7.343660375	7.573363191	7.373834689	7.70726598	7.611307875	7.688977809
KMXK_0E05460	W0TDR1	KLMA_50549	7.184075903	7.38366483	7.306263354	7.594926071	7.56606099	7.577855851	7.284261403	7.378375955	7.109303718	7.33559264	7.474520087	7.614468306
KMXK_0G02750	W0TGR7	KLMA_80264	6.986088747	7.501861819	7.578830584	6.770442383	6.667854079	6.703047505	7.299981788	7.050099714	7.264794309	6.900265523	7.251753506	7.059168867
KMXK_0D01680	W0TAV3	KLMA_40144	7.176965607	6.952995513	7.032676367	6.655023851	6.246573626	NA	7.010642383	6.898534644	6.858314536	6.865297272	7.162816553	6.91527843
KMXK_0A05810	W0T527	KLMA_10279	7.295925548	7.334430485	7.327783013	7.181386751	7.018248713	7.2356748	7.390348497	7.337909687	7.447489602	7.256373474	7.452321654	7.415572236
KMXK_0E02040			6.294703795	6.409268	6.602256879	6.705980615	6.935377099	6.92261745	6.338816574	6.731393717	6.480155217	6.561990672	6.413422584	6.569483247
KMXK_0G01680	W0TGI5	KLMA_80159	7.709766593	7.787475055	7.276878868	7.071586821	7.291884752	7.062444758	7.556674791	7.670732482	7.426772823	7.236968617	7.43734279	7.472180408
KMXK_0F04010	W0TEG9	KLMA_60167	7.789068531	7.488484699	7.534760047	7.438554939	7.258148923	7.343655462	7.586060589	7.441164352	7.746551332	7.429677727	7.348646845	7.266970345
KMXK_0D05180	W0TBW6	KLMA_40494	7.200692357	7.1713926	6.982296419	7.054054201	7.04792811	7.034643241	7.197336725	7.061600475	6.956681884	6.908013198	6.923567593	6.891516787
KMXK_0B01790	W0T6D1	KLMA_20165	7.236517	7.532397498	7.041357054	7.139226575	7.285307676	7.283104689	7.438833586	7.51360566	7.277176547	6.852497302	6.796494494	7.044489187
KMXK_0C02010	W0TBL9	KLMA_30199	7.24173719	7.326843261	7.139938862	7.285678425	7.288116194	7.279122591	7.391299367	7.365106812	7.310908053	7.340914414	7.579034675	7.480242873
KMXK_0C07370			6.74837257	7.249637141	7.652930113	6.802524568	6.712397866	6.833844472	7.680323188	7.525939514	7.442704306	6.937219258	7.044366951	6.729914018
KMXK_0B03190	W0T562	KLMA_20304	7.234902616	7.309336123	7.433293254	7.656789525	7.454595518	7.538095378	7.513404402	7.504392387	7.700597117	7.645338915	7.431784153	7.711707256
KMXK_0A02540	W0T3M4	KLMA_10585	6.744322302	6.839456016	7.013462852	7.266613524	7.382090742	7.359743298	6.964193027	7.064795483	6.722875627	7.369057361	7.202770139	6.928998174
KMXK_0B02830	W0T7D4	KLMA_20268	7.906906313	7.709552543	7.529875269	7.329633358	6.983599196	7.294644936	7.602803727	7.515356934	7.862497512	7.371161347	7.566938347	7.381041256
KMXK_0B05750	W0T875	KLMA_20558	7.102821346	7.280339029	7.440749646	7.509625199	7.198468042	7.67738163	7.510177083	7.314274411	NA	7.096634227	6.901891542	7.066316242
KMXK_0C01990	W0T7A1	KLMA_30197	7.032200565	6.945355919	6.795871977	6.678569137	NA	6.559511769	6.958303548	6.970440403	6.918814148	6.854134211	7.098820934	7.006650613
KMXK_0H03000	W0TGE8	KLMA_70300	6.017081015	6.301784781	6.636287102	6.803049114	6.788905194	6.775136495	6.215075301	6.179275174	6.473870821	6.798794647	6.806247716	6.540810435
KMXK_0D05940			8.007846654	7.622079954	7.782092105	8.145971798	7.812529206	8.226539265	7.613012714	7.680049845	7.404531499	7.544416958	7.66710339	7.604503842
