NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
KMXK_0F03890	W0TF87	KLMA_60180	7.138664101	7.150815818	6.991914407	7.011849817	7.14370086	6.907052149	7.224195875	7.362088399	7.114008958	7.945476783	8.036401625	7.948596418
KMXK_0D02420	W0T9E0	KLMA_40218	7.3884522	7.370087958	7.289722117	7.822131991	7.692566531	7.699183064	7.410861625	7.450944273	7.395302372	7.021356271	7.032667222	6.993219312
KMXK_0B04700	W0T5M8	KLMA_20459	7.705118023	7.634890696	7.726924876	6.917888127	6.912755187	6.882207926	7.515862377	7.553925173	7.457976032	7.703645274	7.615167607	7.509955276
KMXK_0G03730	W0THY0	KLMA_80367	6.968675622	7.087107712	7.021396932	7.699489774	7.63562764	7.712915371	7.143400574	7.19252784	7.127890411	7.389274834	7.495328216	7.353244233
KMXK_0B02970	W0T5P3	KLMA_20282	7.312610785	7.369846355	7.37938427	7.851272168	7.813481691	7.777330245	7.224582765	7.364475439	7.256195331	7.513137507	7.425475927	7.480524915
KMXK_0E02340	W0TBW1	KLMA_50231	7.322174388	7.340220494	7.290739385	7.58856971	7.667934036	7.676215336	7.336535164	7.290161259	7.300489135	7.498766359	7.502579072	7.562207169
KMXK_0A05260	W0T3I9	KLMA_10338	7.152412907	7.165456897	7.200153282	6.873515975	6.770148606	7.019765768	7.394226627	7.39043478	7.462069056	7.522394775	7.570543899	7.551488826
KMXK_0C05990	W0TCS3	KLMA_30599	7.835885224	7.676526071	7.756052965	7.266791699	7.407113992	7.453150455	8.232308327	8.123251126	8.333450712	7.797460512	7.689651377	7.786416095
KMXK_0F02430	W0TE19	KLMA_60329	6.976570721	6.935406776	6.786291497	6.51085449	6.462383824	NA	6.980489804	6.914139969	6.685563523	6.966592189	6.997922562	6.74928393
KMXK_0A06960	W0T4N5	KLMA_10159	6.98469037	7.181395869	7.186676716	6.57141073	6.665958447	6.63257489	7.09822911	7.141072499	7.024089059	7.094226769	7.203929101	7.131549889
KMXK_0E06060	W0TGM4	KLMA_50610	7.318301084	7.256908864	7.266165876	6.89324364	6.929339409	7.00076017	7.159337259	7.193013294	7.223324629	7.25015887	7.281204325	7.250737533
KMXK_0G03550	W0TKF9	KLMA_80348	7.761722843	7.753493198	7.781738437	7.354782708	7.310795674	7.219912462	7.704191434	7.718673239	7.706614353	7.706344449	7.551938268	7.594688301
KMXK_0A01280	W0T8D4	KLMA_10712	7.594080455	7.444903488	7.532814782	7.782061714	7.813304625	7.82637951	7.436923113	7.46022366	7.424524151	7.546173024	7.524803257	7.520072116
KMXK_0E03660	W0TC80	KLMA_50361	8.046270701	7.938473217	7.326206932	7.303264272	7.631302026	7.462068666	7.882207463	7.945968487	7.738722098	6.168412467	6.465733134	5.930944096
KMXK_0D01140	W0TAQ3	KLMA_40094	7.545381228	7.70479289	7.441210375	7.19338719	7.309120265	7.166940884	7.40173256	7.612518245	7.41298067	7.50103886	7.584192861	7.457067868
KMXK_0C00270	W0T7F3	KLMA_30025	7.336897175	7.331284758	7.408960729	7.062082473	7.032302753	7.109036289	7.572887741	7.398622483	7.401240031	7.609061131	7.656134625	7.590270331
KMXK_0H01120	W0TGN4	KLMA_70113	7.098277034	7.126139813	6.986780806	6.589645424	6.604116434	6.367746209	7.107146916	7.050912267	7.109518093	7.016186605	7.081949729	6.908904241
KMXK_0D01720	W0T963	KLMA_40148	7.74722723	7.81583103	7.624596253	6.844439186	6.623794277	6.691456437	7.955969678	7.632990392	7.597594122	7.207831224	7.05852017	7.293802395
KMXK_0B00860	W0T4J6	KLMA_20074	6.774147375	6.73560449	6.688610998	7.207807082	7.278404007	7.272415362	6.724471445	6.938541681	6.726135158	7.006242593	7.117948199	6.969763987
KMXK_0B02730	W0T7C2	KLMA_20258	7.456967847	7.428011308	7.758121935	6.777638412	6.510315143	6.657962853	7.749234155	7.507123114	7.527465887	7.650460016	7.735875354	7.664543474
KMXK_0C06930	W0T8N1	KLMA_30687	7.879647655	7.747916701	7.753920641	7.417800375	7.378634636	7.381767551	7.708895413	7.60584953	7.727232657	7.768675543	7.557759677	7.607671435
KMXK_0B03200	W0T6S6	KLMA_20305	7.565411511	7.480300104	7.389876966	7.031358638	6.928353619	7.001136676	7.413570092	7.334078182	7.490174044	7.332253474	7.386448543	7.369970259
KMXK_0E05330	W0TDP1	KLMA_50529	6.741108273	6.782053513	6.762725107	7.324073306	7.254380873	7.23516317	6.9303359	6.993899202	6.969886418	7.19219247	6.999567866	7.202153013
KMXK_0A07560	W0T6J7	KLMA_10097	7.155132057	7.173800492	7.180631227	6.909924015	6.871622571	6.737396109	7.320264443	7.3454213	7.382652149	7.225341584	7.093361877	7.11000295
KMXK_0E00470	W0TB85	KLMA_50041	7.398923534	7.2816085	7.319742461	6.912025742	7.0120652	6.939277629	7.155394247	7.283111939	7.184758365	7.384006684	7.451849809	7.364537928
KMXK_0B03030	W0T7F7	KLMA_20288	7.383704826	7.363224866	7.305148522	7.006623076	7.058696323	6.963677102	7.238807602	7.242084215	7.325974054	7.177537858	7.121404815	7.097387754
KMXK_0C03640	W0T8A9	KLMA_30370	7.097761882	7.232068573	7.120229318	7.027312517	7.077820902	7.135989711	7.211328076	7.158833912	7.121283992	6.721611804	6.763843616	6.801223349
KMXK_0B04280	W0T7V7	KLMA_20413	7.081156119	6.947124757	6.897531209	6.720362281	6.537383508	6.594529413	6.997467905	6.884129216	7.01541738	6.709533102	6.637786012	6.718018545
KMXK_0F03310	W0THE4	KLMA_60243	6.371165975	6.574903503	6.463582374	7.367364237	7.143752143	7.133343403	6.98477385	6.954466304	6.904176616	6.47135468	6.606317942	6.684631914
KMXK_0C07290	W0T8R1	KLMA_30722	7.444030795	7.376357813	7.444437447	7.276298885	7.415137436	7.428506246	7.40615646	7.353460007	7.390704161	7.085216882	7.076849448	7.067525267
KMXK_0B02910	W0T9G2	KLMA_20276	7.355386484	7.256075169	7.312498991	6.897162839	6.661386612	6.661593418	7.159253302	7.272361517	7.110675589	7.286958965	7.322359197	7.297621474
KMXK_0C00810	W0T7J6	KLMA_30075	7.313209375	7.305435778	7.234728096	7.108873423	6.919305835	6.942319146	7.46834564	7.371725506	7.491745255	7.36880671	7.310498045	7.420035135
KMXK_0H04430	W0TFA8	KLMA_70444	7.912340178	7.671411731	7.777530997	7.123736704	7.132159644	7.10454557	7.576055358	7.301083123	7.630856447	7.127720704	7.181383092	7.164114842
KMXK_0D01210	W0TAQ8	KLMA_40099	6.696813125	6.936540641	6.809793008	7.132784945	7.25326342	7.240767531	6.930400078	6.996841036	6.821007961	7.141696158	7.218176886	7.115678397
KMXK_0H04290	W0TF68	KLMA_70429	7.791240127	7.34708784	7.383597251	6.812014337	6.74972419	6.737821764	7.26174043	7.057789997	7.216699296	6.573366077	6.491527173	6.757191118
KMXK_0C00260	W0TB73	KLMA_30024	7.447013829	7.490931203	7.226464715	6.956444631	7.041668697	6.739625032	7.452090272	7.273573094	7.211633728	7.595133191	7.470844689	7.478688628
KMXK_0B02080	W0T4V3	KLMA_20194	6.827771605	6.942698839	6.859783555	7.334015287	7.291188687	7.292677014	7.14899654	7.170830676	7.350312239	6.640596686	6.371315226	6.710509564
KMXK_0A06760	W0T4T5	KLMA_10179	7.059812516	6.960873237	6.758266308	6.982600475	6.925979156	6.755854248	6.754438257	7.118736811	6.780167538	7.626689072	7.723912815	7.760060466
KMXK_0D05160	W0TA58	KLMA_40493	6.757080614	6.845318659	6.852520571	7.071260577	7.007741988	7.024064671	6.858512557	6.894315463	6.835719466	7.052466712	7.068357069	7.001246843
KMXK_0D01170	W0T9M2	KLMA_40096	7.416739026	7.408132452	7.341119319	7.149757993	7.020085333	7.027099595	7.426272604	7.367649516	7.233013427	7.131167874	7.20421809	7.108141004
KMXK_0D05050	W0TCH3	KLMA_40482	7.861986153	7.855779583	7.822996774	7.601808397	7.499472775	7.553126295	7.737072909	7.776191458	7.830514809	7.780562043	7.861649428	7.756671996
KMXK_0E05410			6.383128024	6.648303501	6.561029725	7.231720396	7.109686488	7.085778082	6.618933116	6.71870373	6.835166033	6.610728295	6.593067235	6.556819082
KMXK_0A06690	W0T462	KLMA_10186	7.041737579	7.139009394	6.948014794	7.295447148	7.52426863	7.563099467	6.877389665	6.481523016	6.71739152	6.635432684	6.689605398	6.627283623
KMXK_0H00770	W0TFV2	KLMA_70080	7.057789799	7.012113272	6.838089271	6.216019641	6.482315229	6.450931576	6.953000269	6.863333643	6.994567561	7.032992468	7.207497929	7.031769735
KMXK_0G02330	W0TI79	KLMA_80225	7.605184529	7.43225446	7.46850957	7.559999256	7.497571136	7.384240113	7.615151165	7.543416756	7.48057968	7.15856698	7.190639718	7.197491441
KMXK_0F00530	W0TDW0	KLMA_60511	6.927572918	6.800655142	6.764469735	7.389598796	7.402587028	7.382101065	6.787884719	6.98498414	7.097664154	6.797868176	6.789357706	6.890617343
KMXK_0A05140	W0T3J8	KLMA_10348	7.516480047	7.435454785	7.370405633	7.702393585	7.482488134	7.664092496	7.595506562	7.510332576	7.609559816	7.325134841	7.121768981	7.276370045
KMXK_0A01300	W0T427	KLMA_10710	7.019484713	7.012911532	7.072659978	6.804086824	6.803516615	6.810492148	7.190989827	7.069887413	7.050122947	6.920222446	6.997438175	6.943965347
KMXK_0C01890	W0T794	KLMA_30187	7.315702275	7.278172864	7.351294316	6.847196045	6.928299841	7.033319408	7.130623268	7.105398165	6.972084368	7.423837344	7.524677156	7.334624714
KMXK_0D03890	W0TE67	KLMA_40365	6.764716065	6.787099735	6.689794687	6.831035172	6.678091763	6.688439059	6.922373127	7.163894649	6.928717984	7.254506846	7.238115705	7.129939511
KMXK_0A06050	W0T3B0	KLMA_10253	7.325573648	7.210549956	7.199267176	7.005352869	6.893456979	6.868556796	7.065501665	7.150206608	7.095014773	7.247623733	7.293816361	7.183443039
KMXK_0A06250	W0T4Y9	KLMA_10234	7.161030062	7.435972738	7.545137115	7.695340576	7.734782095	7.622664688	7.070534067	7.21317114	7.032743936	5.930237427	6.530372704	6.706961344
KMXK_0G00480	W0TJN4	KLMA_80038	7.089018765	6.90973015	6.863143945	6.754241484	6.70471176	6.757239665	7.027759196	7.072796937	7.08612624	7.304344307	7.111375706	7.186317406
KMXK_0H00360	W0TEW1	KLMA_70037	7.844674712	7.733645388	7.718119257	7.423652969	7.38445706	7.365982983	7.590978309	7.625458266	7.745958449	7.580065924	7.659452245	7.605008749
KMXK_0E01310	W0TAW7	KLMA_50123	7.100597996	6.974116506	7.159102187	6.793819033	6.745966778	6.616396215	6.897516319	6.887521776	6.996669085	7.178144211	7.21463573	7.124419055
KMXK_0D05930	W0TEP8	KLMA_40565	6.464020204	6.654343618	6.809664536	6.907853557	6.92910968	6.839968388	6.831591727	6.985511441	6.90360143	7.139382107	7.227722743	7.288247071
KMXK_0C02250	W0T7Y2	KLMA_30225	7.117101331	7.103392136	7.154863897	7.322183193	7.236462008	7.264429397	7.308956868	7.288833254	7.258661786	7.217320325	7.190783371	7.236087573
KMXK_0G01720	W0TJY9	KLMA_80163	7.956061428	7.856665985	7.929075813	7.637238606	7.707766475	7.742002594	7.656932067	7.613974294	7.609729354	7.69165828	7.800649561	7.737513259
KMXK_0G03710	W0TIL9	KLMA_80365	7.84278842	7.817714893	7.715884129	7.443725218	7.342552703	7.465398691	7.635201764	7.720761104	7.776939065	7.654832096	7.756770496	7.700160668
KMXK_0B04290	W0T5I6	KLMA_20414	7.173453827	7.088113889	7.174087879	6.968897211	6.86326707	6.823008507	7.087964257	7.091405256	7.015509212	7.049220975	6.971446749	6.989984118
KMXK_0B01680	W0T6B9	KLMA_20155	7.3379338	7.07543143	7.256295342	7.305049654	7.297897362	7.381260339	7.165880521	7.078252115	7.023871689	6.903427651	6.883344386	6.859784396
KMXK_0E04730	W0TCH5	KLMA_50471	7.106044513	7.137021827	7.111282609	6.878791813	6.668543755	6.745457576	7.138157365	7.071444288	7.015565759	7.093209226	7.146598885	7.02242394
KMXK_0B07510	W0TAR6	KLMA_20736	7.265177295	7.168617951	7.079698579	6.901126306	6.611164691	6.760722569	7.076224664	7.025297371	7.021658669	7.101351697	7.085570805	7.064425212
KMXK_0C06300	W0TAV6	KLMA_30631	7.766812941	7.582981322	7.566641841	7.209920681	7.020545476	7.01966632	7.434203576	7.477386621	7.659479026	7.574255289	7.622492168	7.536311192
KMXK_0E02480	W0TFM8	KLMA_50245	7.669021516	7.693278602	7.711642008	7.451381408	7.511263924	7.492157116	7.504641174	7.631631446	7.530458123	7.753493488	7.743426162	7.649844938
KMXK_0F00350	W0TFK8	KLMA_60532	7.532894217	7.56055717	7.401077639	7.147683817	7.072057504	7.021569934	7.298829104	7.478179782	7.434347502	7.360065444	7.492509101	7.314569466
KMXK_0H04420	W0THL5	KLMA_70443	7.673943689	7.700758571	7.546064852	7.724940065	7.851601319	7.713546729	7.594801056	7.46604229	7.554618923	7.089143508	6.966026191	7.323461732
KMXK_0A08010	W0T3P9	KLMA_10051	7.297437512	7.252657299	7.327117992	7.567523103	7.740792585	7.838052528	7.462667342	7.477200168	7.351092548	7.293843023	7.272476951	7.330799539
KMXK_0A01880			7.40356165	7.513041346	7.336410011	7.161250548	6.941620042	7.02814152	7.536030021	7.588655872	7.554454929	7.309355716	7.529178485	7.39566832
KMXK_0E02630	W0TFP1	KLMA_50260	7.275900334	7.423007171	7.492680212	7.110960093	7.074240375	7.036472649	7.522045674	6.995366124	7.497586488	6.642589079	6.330005615	6.50314591
KMXK_0B05040	W0TA28	KLMA_20491	7.517261816	7.386838974	7.240341848	6.803793016	6.911041329	6.936040144	7.318472548	7.199465292	7.266609941	7.170018133	7.213203048	7.141026898
KMXK_0A03560	W0T3X2	KLMA_10483	7.273980061	7.149400879	7.265926596	6.979545724	6.972153101	6.876486288	6.979635848	6.989762268	6.989152	7.097525175	7.227688386	7.222835908
KMXK_0H03040	W0TES5	KLMA_70304	6.820958943	6.780261719	6.856290904	6.507529335	6.440634702	6.342785555	6.835199269	6.664744331	6.632047882	6.74716302	6.808154031	6.668813821
KMXK_0H02260	W0TG71	KLMA_70225	6.781892481	6.774575061	6.814408851	6.472085515	6.496838574	6.609045849	6.823173208	6.876483142	7.07592405	6.771170975	6.860836451	6.778463843
KMXK_0E03750	W0TFZ2	KLMA_50370	6.596054673	6.547994065	6.372906582	6.742984179	6.938090984	6.990554301	6.932332139	6.9187705	7.070882219	7.087320899	7.207306457	7.356203801
KMXK_0B04420	W0T5J9	KLMA_20429	6.73797648	6.677123221	6.793490527	7.117761522	6.985223905	7.101023159	6.879742414	6.791136565	6.754934935	6.860539909	6.901643611	6.836679702
KMXK_0D03320	W0TAC1	KLMA_40311	7.10639903	7.103911342	7.282702605	6.867085424	6.756376768	6.655710128	7.254082761	7.038077121	7.192317229	7.238396739	7.312165741	7.334427361
KMXK_0G01390	W0TI04	KLMA_80130	7.484016949	7.352477006	7.253470694	6.910476953	6.643780193	6.813200409	7.321835351	7.145238377	7.434102259	7.231434228	7.282909135	7.263846746
KMXK_0H02490	W0TEM5	KLMA_70249	6.826061351	6.826199558	6.554569395	6.699631751	6.656627706	6.721713867	6.899800998	6.910661513	6.9967253	6.44760741	6.418939312	6.45388484
KMXK_0B05960	W0T6K4	KLMA_20582	6.753228686	6.912577112	6.739279485	7.349991601	7.475342462	7.446818787	7.062538555	7.254390506	6.88281148	7.265403589	7.183728863	7.313570495
KMXK_0D00300	W0T9F4	KLMA_40016	7.405979035	7.294587597	7.282597317	7.199624763	7.072985578	7.010707434	7.334263505	7.329165333	7.334002316	7.307005184	7.322627731	7.237191464
KMXK_0B01260	W0T4N6	KLMA_20114	7.002270215	6.863128348	6.709784246	6.500772327	6.368822287	NA	6.832650351	6.853525462	6.677722138	NA	6.830500232	6.747155861
KMXK_0B05840	W0T883	KLMA_20568	7.408278977	7.421876066	7.23301635	7.843126532	7.919852147	7.879292654	7.516109731	7.655768909	7.301784113	7.732957458	7.668329356	7.74389697
KMXK_0H00100	W0TIA9	KLMA_70011	7.166283676	7.026239661	6.983398782	7.1520785	7.282956172	7.360895527	7.13912909	7.235206403	6.988258862	6.474190802	6.709216391	6.700994626
KMXK_0D01380	W0TDD9	KLMA_40115	7.448825827	7.08852133	7.357494677	7.22471699	7.191843796	7.268216556	7.478421292	7.278588102	7.524529652	6.928573538	6.926395927	6.918850618
KMXK_0B03850	W0T717	KLMA_20370	6.450090141	6.384036501	6.593219573	6.807740672	6.872695038	6.904966653	6.69934898	6.528365923	6.614735723	6.731101421	6.679926623	6.695833747
KMXK_0B00530	W0T518	KLMA_20042	7.918258888	7.625631922	7.520165776	8.043687826	7.60760716	7.555006325	7.657792853	7.464872932	7.916103172	6.649904049	6.721729031	6.835599327
KMXK_0C06530	W0TCX6	KLMA_30654	7.04627335	6.839853447	6.958770955	7.069496006	7.281751295	7.211157268	7.045771495	7.028995323	7.01498321	6.666546029	6.530423067	6.767016599
KMXK_0C03150			6.385710802	6.477960447	6.549602741	6.756768941	6.796908011	6.824773442	6.516759782	6.713466883	6.555266634	6.573714603	6.637903388	6.579906809
KMXK_0C04000	W0T9G9	KLMA_30403	6.899436607	6.947633555	6.915142595	6.755736885	6.590130877	6.525179024	7.041901538	6.974297844	7.158099299	6.808522633	6.697590387	6.791125047
KMXK_0F01020	W0TDM8	KLMA_60461	7.374150044	7.232460617	7.226283295	7.48832938	7.53184414	7.583827219	7.34701844	7.282718528	7.294846015	7.271172401	7.325079888	7.293685484
KMXK_0B06870	W0T6S7	KLMA_20672	6.217876193	6.341347468	6.402756042	6.782559851	6.713660799	6.576374799	6.626711888	6.749575748	6.467311106	6.915246631	6.907234156	6.791680289
KMXK_0B02720	W0T9E2	KLMA_20256	7.467800546	7.318606321	7.486338242	7.315175885	7.32107188	7.47333136	7.579708939	7.367099224	7.538080382	6.993075866	7.106884737	6.960434147
KMXK_0F00380	W0TER0	KLMA_60529	7.531138956	7.564172544	7.385132964	7.65563653	7.766438805	7.790066052	7.616155502	7.772638857	7.676797752	7.855466408	7.8581039	7.864677617
KMXK_0D01320	W0TDD4	KLMA_40110	7.183595875	7.357648331	7.305269357	7.583684918	7.677262563	7.633089005	7.404567791	7.443591118	7.217760765	7.744856328	7.590407786	7.683258937
KMXK_0G03210	W0THS3	KLMA_80312	7.19984593	7.156776479	7.196481092	7.019180628	7.008156927	7.002862742	7.088456021	7.115254175	7.128022817	7.195343403	7.108467097	7.088399696
KMXK_0E04070	W0TE03	KLMA_50402	7.484010329	7.522722087	7.55951942	7.195376506	7.005775538	7.134148847	7.357791941	7.256238703	7.482338593	7.336181315	7.423643469	7.394674403
KMXK_0A01850	W0T3V0	KLMA_10655	7.225537392	7.230866604	7.492318767	6.906642409	6.844231079	6.947189409	7.543471359	7.329816247	7.37244346	6.59255831	6.93322169	6.878363981
KMXK_0E02140	W0TFJ3	KLMA_50210	7.566723978	7.547080589	7.668438111	7.447788083	7.274319476	7.291463725	7.598826066	7.603008622	7.678762604	7.659366734	7.74567082	7.642341441
KMXK_0F00560	W0TI65	KLMA_60508	6.68201358	6.916820832	6.781924222	7.007903604	7.139539416	7.004012444	6.755493466	6.791878688	6.580476	7.044292194	7.009792855	6.993935676
KMXK_0C05220	W0TCK9	KLMA_30529	6.919830033	7.17427227	6.95410636	7.267811401	7.499714966	7.48347515	7.189822991	7.241715164	7.314451024	6.944181758	6.860815669	7.006035858
KMXK_0H01260	W0TF43	KLMA_70127	6.7795324	6.820432003	6.732557522	6.788547304	6.643342033	6.66806372	6.990909357	6.940683224	6.944379356	6.835760544	6.655730232	6.701344147
KMXK_0F05120	W0TDD0	KLMA_60064	7.375358418	7.176749156	7.225829731	7.383632552	7.331533699	7.268990836	7.080169819	7.106640013	7.058121707	7.378904099	7.266068303	7.312145666
KMXK_0A05840	W0T4E6	KLMA_10276	7.469853635	7.290717381	7.250149125	7.349892315	7.267163967	7.171265398	7.141774235	7.198762928	7.039266165	7.432986584	7.449931171	7.360992185
KMXK_0A00300	W0T4W1	KLMA_10813	7.274726145	7.214544777	7.353383645	7.116008901	6.990777956	6.997681864	7.247259153	7.28358399	7.30427441	7.277804233	7.370916683	7.280906361
KMXK_0A04590			6.976417549	7.060153568	6.82901647	7.239252377	7.410448084	7.330499618	7.051734699	7.028381814	7.057156857	6.928925881	6.711338368	6.893022095
KMXK_0C02130	W0T9M1	KLMA_30211	7.241758011	7.273246327	7.113190872	6.729830684	6.720171297	6.913643199	7.319402178	7.237109994	7.216435384	6.9945909	7.015837048	7.214017354
KMXK_0H01220	W0TGP2	KLMA_70123	7.439660798	7.387680215	7.335976108	7.215965137	6.893967252	7.01479443	7.507708954	7.467631355	7.476526942	7.406013928	7.466170565	7.282536419
KMXK_0G01870	W0THF0	KLMA_80177	7.695175126	7.47334155	7.498128372	7.306396901	7.175774903	7.125691614	7.550071662	7.499331478	7.547634781	7.478080378	7.574377746	7.493992178
KMXK_0D02270	W0TBM6	KLMA_40202	6.773475595	6.793878299	6.875776798	7.040708246	6.659108588	6.836644766	6.565919702	6.632121842	6.513986272	7.11245529	7.219177601	7.413702494
KMXK_0H04100	W0TFW8	KLMA_70412	6.808746998	6.825810618	6.91983279	6.427088677	6.267172204	6.420052724	6.817576518	6.763731567	6.781317241	6.752281915	6.94803818	6.619399626
KMXK_0C02430	W0T7D5	KLMA_30242	7.165235292	7.167875076	7.177179551	7.060205261	6.888626698	6.942134339	7.262476589	7.26973054	7.35811156	7.114923233	7.230847772	7.09673207
KMXK_0D00630	W0TD80	KLMA_40050	7.298550564	7.155081227	7.212773992	6.852613966	6.70068673	NA	7.439646567	7.116654262	7.409348506	6.845679171	6.530774293	6.319286701
KMXK_0A00550	W0T5T9	KLMA_10786	7.740681682	7.692826991	7.690195608	7.461824554	7.428808566	7.452371023	7.544906657	7.559313611	7.707891133	7.646912409	7.666384106	7.597557765
KMXK_0D05580	W0TAW5	KLMA_40531	7.611072737	7.789477405	8.016091301	7.314701311	7.144069825	7.147745183	7.806963987	7.707124441	7.546815389	7.734913115	7.829703916	7.784916044
KMXK_0B07070	W0TAL8	KLMA_20691	7.285884207	7.099787558	7.172592487	7.439158861	7.434542165	7.359292161	7.158210818	7.206299339	7.054084188	7.157534854	7.136336005	7.14814509
KMXK_0F01580	W0TF55	KLMA_60412	7.610136624	7.807452308	7.298609246	7.223393052	7.334357284	7.238456687	7.811893404	7.834361053	8.029090749	7.082877233	7.016855508	7.292355061
KMXK_0E01500	W0TB23	KLMA_50143	6.516725991	7.0111101	6.914012452	7.204706145	7.280731834	7.294306694	7.168774109	7.291841444	7.438056248	7.082761174	7.192917216	7.247220642
KMXK_0H02960	W0TJ10	KLMA_70296	7.249812544	7.305240649	7.237717314	6.903468664	6.813360554	6.531476119	7.154716178	7.088375139	7.269310419	7.222838156	7.19388789	7.141170449
KMXK_0A06440	W0T4X0	KLMA_10214	7.225519663	7.313952457	7.535346757	6.642581701	6.432153784	6.762722448	7.105295388	6.756598313	7.060116132	6.992390788	7.098961285	6.955033535
KMXK_0H03230	W0TFL4	KLMA_70322	7.181172892	7.265906489	7.176756279	7.520219268	7.700512822	7.554798614	7.325218244	7.386832477	7.537221113	7.266825767	7.241255748	7.364195188
KMXK_0G02810	W0TIB8	KLMA_80270	6.93437186	6.782513522	6.823685023	6.881515831	6.863203168	6.86844421	6.641702212	6.757193663	6.568788183	6.949101919	6.969953537	6.989202613
KMXK_0C01510	W0TBI1	KLMA_30149	7.87586418	7.821139938	7.880924778	7.514593051	7.242043633	7.336637684	7.709518458	7.577705723	7.850575527	7.584299851	7.687709059	7.653198642
KMXK_0A00570	W0T4T2	KLMA_10783	7.383376089	7.245820909	7.32501914	7.606750389	7.638968345	7.698851688	7.515500558	7.418406747	7.667883862	7.535523963	7.522898979	7.528547006
KMXK_0C01500	W0T8S2	KLMA_30148	7.159741203	7.199494716	7.141577456	7.046188634	6.941429324	6.880342946	7.082554373	7.110239345	7.145440401	7.152702709	7.175767639	7.210477464
KMXK_0B05430	W0T855	KLMA_20528	6.818404617	6.758222513	6.742743058	7.053814221	7.231663645	7.144417587	6.917605899	6.967830386	6.743685449	7.116831857	7.012528172	7.006016505
KMXK_0E03700	W0TFY8	KLMA_50365	7.068486236	6.893157342	7.099978996	7.06950011	6.928998705	7.131818312	7.170365608	6.912181605	7.228038516	6.971904157	6.710861852	6.841855386
KMXK_0A00120	W0T4X9	KLMA_10833	6.923933384	6.653239837	6.758072215	7.421529392	7.01635049	7.109657932	6.845603745	6.906017398	6.744299915	6.685638494	6.673735496	6.513098922
KMXK_0H01680	W0TG25	KLMA_70170	7.160669675	7.008776136	7.030236557	6.876840131	6.524893149	6.435563827	6.987716392	7.021696884	6.921904523	7.0885575	7.093006789	7.006758233
KMXK_0F00780	W0TEJ2	KLMA_60484	7.151370402	7.062753332	7.133317451	7.488796733	7.300223765	7.566105283	7.312695618	7.176683935	7.349287689	7.231326194	7.218379747	7.160835999
KMXK_0F05560			7.182672286	7.250096889	7.288329818	7.4147911	7.467252175	7.397786721	7.376970869	7.260597573	7.290822632	7.092159371	6.818776065	7.076483142
KMXK_0H02200	W0TEK0	KLMA_70219	7.261945939	7.22903765	7.383481457	6.80400516	6.97646124	7.015050735	7.212284809	7.163752092	7.218134012	7.110768821	7.249052464	7.140796079
KMXK_0C01370	W0T9G3	KLMA_30136	6.645816164	6.988482504	7.211695202	7.181198194	7.470462473	7.361963413	6.801353447	7.000905684	6.610956923	7.611048216	7.62045229	7.585053721
KMXK_0F00900	W0TFB2	KLMA_60472	7.336642967	7.186916046	7.073362382	6.761448217	7.022398547	6.779365892	7.37858465	7.360191348	7.206764062	7.154253983	7.337713299	7.187066632
KMXK_0C06690	W0T985	KLMA_30670	7.129510296	7.096753035	7.297639302	7.461078454	7.492410064	7.464829887	7.226295528	7.189245959	7.061539117	7.17439948	7.235086205	7.240886227
KMXK_0A03800	W0T7K4	KLMA_10457	7.651517983	7.56013091	7.646201785	7.344357781	7.191200426	7.38064839	7.800005369	7.607643875	7.688051919	7.509487439	7.600692825	7.432395624
KMXK_0C02840	W0T9T6	KLMA_30286	7.360152137	7.20480377	7.360871004	7.318857319	6.964145887	7.093828901	7.364172948	7.154685091	7.196036907	7.060554622	6.96662896	6.968567524
KMXK_0E02060	W0TFI4	KLMA_50200	7.766545849	7.624743941	7.628970641	7.132587448	7.25862165	7.173409339	7.455489944	7.476488892	7.764137326	7.53047653	7.546347046	7.449400439
KMXK_0A06750	W0T2L5	KLMA_10180	7.69541251	7.559309788	7.544749881	7.320274075	7.133065674	7.255536065	7.471200795	7.410780436	7.566355164	7.438283233	7.516600239	7.489239961
KMXK_0A03200			8.030180064	7.919038456	7.893375935	7.68516715	7.557779567	7.657833497	7.800036612	7.869630684	7.974243578	7.867428907	7.954510986	7.878930241
KMXK_0F00490	W0TDW4	KLMA_60516	6.592579821	6.38891065	6.299689982	6.833149498	6.983800893	6.88211744	6.525383648	6.697196981	6.652791731	6.822506894	6.701984763	6.840992864
KMXK_0C00720			7.808502189	7.845289174	7.479755533	7.218744116	7.303433226	7.233121529	7.726674296	7.698758663	7.83558145	7.423874648	7.554365393	7.48918278
KMXK_0B04960	W0T818	KLMA_20483	7.57131046	7.368970742	7.369708407	7.142253244	6.872116471	6.836188512	7.385489291	7.206040272	7.50228586	7.161426331	6.847900826	7.190742525
KMXK_0F05580	W0TE36	KLMA_60022	7.335177687	7.119866071	7.232662213	7.517920256	7.68227368	7.658701983	7.27010408	7.240527492	6.984238354	7.591783032	7.555012284	7.456321273
