"","genes","logFC","logCPM","PValue","FDR"
"CENPK1137D_217","CENPK1137D_217",1.0046963973409,5.34611122884604,4.67816484822181e-13,2.53275844882729e-09
"CENPK1137D_4455","CENPK1137D_4455",1.31347200997391,6.69027952521831,3.57393744693481e-12,9.67464866885253e-09
"CENPK1137D_4184","CENPK1137D_4184",0.959847299755935,7.24433413153949,1.4510228648671e-11,2.32988029318884e-08
"CENPK1137D_935","CENPK1137D_935",-1.0150498998339,6.75220477945969,1.72137443161347e-11,2.32988029318884e-08
"CENPK1137D_4185","CENPK1137D_4185",-0.696173030035578,6.41035679310186,2.68911887027026e-11,2.91177791272863e-08
"CENPK1137D_1904","CENPK1137D_1904",-0.989493376126645,7.63166215009865,4.44400071332099e-11,3.18488560871642e-08
"CENPK1137D_2173","CENPK1137D_2173",0.761822626708186,5.73345584615971,4.66143285413533e-11,3.18488560871642e-08
"CENPK1137D_3121","CENPK1137D_3121",0.858903470232635,6.29713000887023,4.70614792569844e-11,3.18488560871642e-08
"CENPK1137D_1251","CENPK1137D_1251",0.89175641383467,5.59848955534016,9.07776236486773e-11,5.46077838259932e-08
"CENPK1137D_5417","CENPK1137D_5417",-0.770798331463927,6.14209544916917,2.35000580267318e-10,1.2473167495712e-07
"CENPK1137D_2739","CENPK1137D_2739",-0.693058189000891,5.16506983756578,2.53426011179963e-10,1.2473167495712e-07
"CENPK1137D_5377","CENPK1137D_5377",0.979660674206828,5.82594798534905,3.84710014769602e-10,1.71646207231156e-07
"CENPK1137D_399","CENPK1137D_399",-1.53645583421522,5.99014799098243,4.34257417207959e-10,1.71646207231156e-07
"CENPK1137D_2567","CENPK1137D_2567",-1.09260257707943,7.03715852034525,4.64282968282394e-10,1.71646207231156e-07
"CENPK1137D_1636","CENPK1137D_1636",0.572276064217391,5.75287903370109,4.75562081357101e-10,1.71646207231156e-07
"CENPK1137D_2789","CENPK1137D_2789",0.915473996345522,7.79822365296174,5.93808385221713e-10,2.00929912349397e-07
"CENPK1137D_1747","CENPK1137D_1747",0.676742337682249,6.49619494662781,6.80938399642746e-10,2.16858852686225e-07
"CENPK1137D_197","CENPK1137D_197",0.996344858908206,6.52895553901372,8.73870133805354e-10,2.62070670824469e-07
"CENPK1137D_2467","CENPK1137D_2467",0.756301315595874,6.23048015609315,9.51423529661911e-10,2.62070670824469e-07
"CENPK1137D_708","CENPK1137D_708",1.17174906849069,7.18425713811545,1.01131613358687e-09,2.62070670824469e-07
"CENPK1137D_4341","CENPK1137D_4341",1.18971887974728,7.03581771419084,1.01652827619391e-09,2.62070670824469e-07
"CENPK1137D_1534","CENPK1137D_1534",1.15046763384874,7.55264318143172,1.18363748753444e-09,2.91282425341429e-07
"CENPK1137D_1914","CENPK1137D_1914",-1.60261367198257,6.04433696624097,1.29070092934922e-09,3.03819775282464e-07
"CENPK1137D_1095","CENPK1137D_1095",0.804111587774878,5.63379658337754,1.62728079947923e-09,3.67087427015857e-07
"CENPK1137D_321","CENPK1137D_321",0.878999685518896,4.75606349045609,1.7032504182947e-09,3.68855910585899e-07
"CENPK1137D_4548","CENPK1137D_4548",-0.8390270579253,5.56770429710076,2.08332223678894e-09,4.33811791922129e-07
"CENPK1137D_2317","CENPK1137D_2317",0.968773691588084,9.70854406169949,2.30808015901041e-09,4.62812814106754e-07
"CENPK1137D_4331","CENPK1137D_4331",-1.21192047662086,9.82266456700608,2.68996826042321e-09,5.09752592450719e-07
"CENPK1137D_3964","CENPK1137D_3964",-0.930191486135181,7.1757024568377,2.7304811934006e-09,5.09752592450719e-07
"CENPK1137D_4208","CENPK1137D_4208",-1.29503607593541,8.93483321184103,3.00576814626332e-09,5.42440958128987e-07
"CENPK1137D_5330","CENPK1137D_5330",0.872235695403167,8.27080686657444,3.21497622297275e-09,5.56541902090296e-07
"CENPK1137D_260","CENPK1137D_260",-0.828301032195545,6.49812688699836,3.42892867320737e-09,5.56541902090296e-07
"CENPK1137D_794","CENPK1137D_794",-1.44105858478344,5.76038757773768,3.43350474329893e-09,5.56541902090296e-07
"CENPK1137D_2057","CENPK1137D_2057",0.943682829177423,6.82191746948634,3.49509136887146e-09,5.56541902090296e-07
"CENPK1137D_111","CENPK1137D_111",1.11404625115435,8.35362659968903,4.07181249696432e-09,6.29851224530424e-07
"CENPK1137D_4506","CENPK1137D_4506",-0.841525824086919,6.13553955973888,4.26135099405434e-09,6.40859841161394e-07
"CENPK1137D_2208","CENPK1137D_2208",0.977149502181922,4.39698016966351,4.41228842319352e-09,6.4562512224783e-07
"CENPK1137D_165","CENPK1137D_165",0.792680371333217,4.74652905399229,4.60432086536718e-09,6.55994556976261e-07
"CENPK1137D_3401","CENPK1137D_3401",0.562904836708577,6.64076604861985,4.82248518368555e-09,6.69459866268553e-07
"CENPK1137D_2199","CENPK1137D_2199",1.13085455368584,5.95171666127596,5.2180373646572e-09,6.84404668682311e-07
"CENPK1137D_4239","CENPK1137D_4239",0.720073823899075,7.01599849029506,5.45595123253243e-09,6.84404668682311e-07
"CENPK1137D_1124","CENPK1137D_1124",0.5382210572399,6.92999568368381,5.48375115840092e-09,6.84404668682311e-07
"CENPK1137D_524","CENPK1137D_524",0.831879568540862,5.67904588802483,5.57710230328065e-09,6.84404668682311e-07
"CENPK1137D_3474","CENPK1137D_3474",-0.824748088564518,5.95633203287098,5.65277400146749e-09,6.84404668682311e-07
"CENPK1137D_2492","CENPK1137D_2492",1.19716803988582,9.28158331622046,5.68862395469228e-09,6.84404668682311e-07
"CENPK1137D_5269","CENPK1137D_5269",-1.21732276626709,6.30360394507506,6.5638944925518e-09,7.7254184310164e-07
"CENPK1137D_2346","CENPK1137D_2346",1.01474959936647,7.5434021250389,7.40554158343189e-09,8.53055364525538e-07
"CENPK1137D_1706","CENPK1137D_1706",0.861726893022292,7.0831049922713,8.35265426213343e-09,9.23932086824059e-07
"CENPK1137D_4871","CENPK1137D_4871",1.09490434035066,7.27536199441262,8.36214855086422e-09,9.23932086824059e-07
"CENPK1137D_3383","CENPK1137D_3383",-1.1220144736384,4.23603277566741,8.7596743678547e-09,9.37937121254512e-07
"CENPK1137D_3764","CENPK1137D_3764",-1.14177747073761,7.98292046827392,8.83538847136685e-09,9.37937121254512e-07
"CENPK1137D_4189","CENPK1137D_4189",1.20996482902527,8.48911825889047,9.09921972391765e-09,9.4736876125558e-07
"CENPK1137D_2993","CENPK1137D_2993",0.922284903930542,5.19336758847937,9.99772902956996e-09,1.02127745219041e-06
"CENPK1137D_4131","CENPK1137D_4131",-1.25447165318668,7.98598216002349,1.12104850721264e-08,1.08903651207918e-06
"CENPK1137D_4643","CENPK1137D_4643",-1.06497229738056,7.3648524989907,1.12635477476996e-08,1.08903651207918e-06
"CENPK1137D_3101","CENPK1137D_3101",1.09923181052066,5.99505496946475,1.15480582660524e-08,1.08903651207918e-06
"CENPK1137D_2648","CENPK1137D_2648",-1.06403928790114,8.52399722327071,1.16069274759834e-08,1.08903651207918e-06
"CENPK1137D_2232","CENPK1137D_2232",1.07110976650793,8.93559786663879,1.16668115442543e-08,1.08903651207918e-06
"CENPK1137D_963","CENPK1137D_963",1.48219695286567,8.24123247884153,1.1876365012344e-08,1.08980746062424e-06
"CENPK1137D_2442","CENPK1137D_2442",1.80980071677029,9.35575887418618,1.24151577853112e-08,1.10371085599063e-06
"CENPK1137D_5343","CENPK1137D_5343",1.23372379981917,5.36582178936009,1.24356043988601e-08,1.10371085599063e-06
"CENPK1137D_2583","CENPK1137D_2583",1.35240688009242,6.0490720739525,1.27074946934796e-08,1.10835488560661e-06
"CENPK1137D_583","CENPK1137D_583",1.36294628878253,8.36482726040208,1.30472561703124e-08,1.10835488560661e-06
"CENPK1137D_3338","CENPK1137D_3338",0.753336446959124,7.15003401310103,1.32935183001342e-08,1.10835488560661e-06
"CENPK1137D_5009","CENPK1137D_5009",0.755338564458339,7.36324333090032,1.3306809672041e-08,1.10835488560661e-06
"CENPK1137D_1898","CENPK1137D_1898",-0.809119376389357,7.80711247296558,1.5008373562107e-08,1.1882533994307e-06
"CENPK1137D_1788","CENPK1137D_1788",0.950415275252684,5.8067471487987,1.50564799605497e-08,1.1882533994307e-06
"CENPK1137D_5403","CENPK1137D_5403",0.591204288106544,5.61646350264193,1.5073846405779e-08,1.1882533994307e-06
