genes,direction
CENPK1137D_5373,up
CENPK1137D_3282,down
CENPK1137D_2406,up
CENPK1137D_2736,down
CENPK1137D_1532,down
CENPK1137D_3379,up
CENPK1137D_4037,down
CENPK1137D_4607,up
CENPK1137D_596,down
CENPK1137D_2064,down
CENPK1137D_3621,up
CENPK1137D_5142,down
CENPK1137D_4858,up
CENPK1137D_4995,up
CENPK1137D_3427,down
CENPK1137D_1902,down
CENPK1137D_2858,down
CENPK1137D_885,down
CENPK1137D_2370,up
CENPK1137D_3021,down
CENPK1137D_2402,down
CENPK1137D_136,down
CENPK1137D_526,down
CENPK1137D_4451,down
CENPK1137D_4697,down
CENPK1137D_4912,up
CENPK1137D_4614,up
CENPK1137D_5186,down
CENPK1137D_5308,up
CENPK1137D_4070,down
CENPK1137D_2738,down
CENPK1137D_4474,down
CENPK1137D_5335,down
CENPK1137D_3606,up
CENPK1137D_1480,up
CENPK1137D_4046,down
CENPK1137D_2537,down
CENPK1137D_2690,down
CENPK1137D_3315,down
CENPK1137D_3536,down
CENPK1137D_4539,up
CENPK1137D_1306,up
CENPK1137D_3314,up
CENPK1137D_4475,up
