,logFC,-log10Pval
CENPK1137D_3121,0.857886990895526,7.89465726405627
CENPK1137D_4184,0.956022861581736,7.65262936917792
CENPK1137D_935,-1.03071831906104,7.40330892617903
CENPK1137D_1904,-0.992260742066395,7.40330892617903
CENPK1137D_2173,0.782170665085061,7.39207693085142
CENPK1137D_5417,-0.77773513094165,6.82528894366522
CENPK1137D_5377,0.976208570905835,6.644499488746
CENPK1137D_1251,0.928619896490382,6.6391953525917
CENPK1137D_2789,0.91962575153578,6.6391953525917
CENPK1137D_1095,0.816270052337367,6.6391953525917
CENPK1137D_2467,0.767040904067437,6.61463105551859
CENPK1137D_1534,1.14784156148982,6.55420556724764
CENPK1137D_4548,-0.851408605384178,6.40087729121611
CENPK1137D_2317,0.962673258780027,6.25739457020891
CENPK1137D_4506,-0.848400558033903,6.25739457020891
CENPK1137D_3964,-0.934353574520229,6.25739457020891
CENPK1137D_5330,0.871982864737006,6.25739457020891
CENPK1137D_111,1.11885278367861,6.15347784907183
CENPK1137D_2057,0.941492090638269,6.15347784907183
CENPK1137D_524,0.836650051111862,6.10099093980638
CENPK1137D_4256,-1.23300141331059,6.05147341483358
CENPK1137D_3474,-0.826457648915812,6.05147341483358
CENPK1137D_5269,-1.23602300381504,6.02902197501141
CENPK1137D_2346,1.02067216680458,6.01816662522779
CENPK1137D_2208,0.97540997803031,5.99262382901538
CENPK1137D_4189,1.20764711073268,5.98981693520351
CENPK1137D_2232,1.06925692918676,5.93050379341031
CENPK1137D_963,1.48118340810324,5.92770709402364
CENPK1137D_1156,1.15627047440797,5.92770709402364
CENPK1137D_2113,-0.816333941512124,5.92682447156715
CENPK1137D_3338,0.75117895178025,5.92682447156715
CENPK1137D_5009,0.762859906239945,5.92448097337446
CENPK1137D_4565,-1.22981356319802,5.89484587592637
CENPK1137D_1788,0.961914933249348,5.87974157128292
CENPK1137D_1898,-0.811230020836921,5.87897487141355
CENPK1137D_4643,-1.0793473140689,5.84798123349477
CENPK1137D_1340,-0.849974485993594,5.8398291241272
CENPK1137D_5229,0.863506782323532,5.80973493909012
CENPK1137D_2120,-0.762017046954907,5.7937251465272
CENPK1137D_3892,-0.877730754240268,5.78370629555545
CENPK1137D_3182,1.03490600303323,5.78370629555545
CENPK1137D_5010,0.914889830708885,5.77919958030748
CENPK1137D_169,1.07697659349897,5.77919958030748
CENPK1137D_1894,1.03763499284246,5.74862490501839
CENPK1137D_2428,-0.926624187786182,5.73058130247048
CENPK1137D_3484,-0.840137956598751,5.70113661851899
CENPK1137D_3241,0.855588294640754,5.70113661851899
CENPK1137D_5015,0.766599140387038,5.70113661851899
CENPK1137D_3915,-0.813144209946356,5.70113661851899
CENPK1137D_579,1.06241082294223,5.6778958206226
CENPK1137D_207,1.33452165379002,5.65807576726889
CENPK1137D_4411,1.01074503611913,5.65807576726889
CENPK1137D_5006,-1.16915775300225,5.65196234182439
CENPK1137D_3994,0.950424766532381,5.64894717157952
CENPK1137D_230,-1.09427426875409,5.64477095249074
CENPK1137D_2898,-1.11800304614659,5.62771333191091
CENPK1137D_4119,-0.818396408676367,5.62771333191091
CENPK1137D_809,1.35469503910999,5.62771333191091
