genes,direction
YALI1_D03412g,down
YALI1_B18572g,down
YALI1_E41251g,down
YALI1_E32603g,down
YALI1_E36437g,mixed
YALI1_C17411g,down
YALI1_F14136g,down
YALI1_D06131g,down
YALI1_F01078g,down
YALI1_F02545g,down
YALI1_F23664g,up
YALI1_C27543g,down
YALI1_C32886g,down
YALI1_B14121g,down
YALI1_B29419g,up
YALI1_A20995g,down
YALI1_A16292g,down
YALI1_D31155g,down
YALI1_B25553g,down
YALI1_A10857g,down
YALI1_F37463g,down
YALI1_A17957g,up
YALI1_D04128g,down
YALI1_E17643g,down
YALI1_C31408g,down
YALI1_E40394g,down
YALI1_E09241g,down
YALI1_F01981g,down
YALI1_F02309g,down
YALI1_D13510g,down
YALI1_A17085g,down
YALI1_D00474g,down
YALI1_E33056g,down
YALI1_C14450g,down
YALI1_F08392g,down
YALI1_E15398g,down
YALI1_B04540g,up
YALI1_B05798g,up
YALI1_E14988g,down
YALI1_B26112g,up
YALI1_E01105g,up
YALI1_C33299g,up
