X	genes	logFC	logCPM	PValue	FDR
2680	KMXK_0D03290	3.16151737148308	5.45737252054606	0.00439380187922567	0.310915728302664
5027	KMXK_0H04240	1.6259218587751	7.58128528169308	0.00493509707602582	0.310915728302664
3970	KMXK_0F03570	1.6817768402097	9.42638329112293	0.00544728633092434	0.310915728302664
1979	KMXK_0C03470	1.66892793697686	6.52561024224493	0.00575165865841513	0.310915728302664
453	KMXK_0A04670	0.979717606754945	7.29519336892525	0.00582441343624554	0.310915728302664
3464	KMXK_0E04700	0.912125609745663	7.15624158518582	0.00584685585656744	0.310915728302664
1531	KMXK_0B07320	2.28999437775117	2.91559398525732	0.00598176461456036	0.310915728302664
4146	KMXK_0F05360	1.25168487528424	6.15666330563401	0.00600476117117422	0.310915728302664
3969	KMXK_0F03560	1.22267265803923	6.45963929928475	0.00606430830589665	0.310915728302664
2596	KMXK_0D02430	1.04651007644709	11.7908702942552	0.00632378265720454	0.310915728302664
1957	KMXK_0C03250	-1.1199690038626	5.96562300603688	0.00634245149108228	0.310915728302664
4141	KMXK_0F05310	2.17189356303019	8.41837841843077	0.0063629671217607	0.310915728302664
4783	KMXK_0H01760	2.48745060390474	8.37373461379979	0.00636724260605894	0.310915728302664
4113	KMXK_0F05010	0.850801325714968	7.44724564763538	0.00649566388012888	0.310915728302664
313	KMXK_0A03250	0.992973755702239	10.515841144052	0.00666644006225087	0.310915728302664
1942	KMXK_0C03100	1.20122236402674	7.51815366982705	0.00678674435023974	0.310915728302664
1578	KMXK_0B07790	0.844654623215485	6.66338015838684	0.00680398237451372	0.310915728302664
605	KMXK_0A06210	1.52141642672045	6.97293954639484	0.00682782120394058	0.310915728302664
4477	KMXK_0G02940	1.1707164004956	7.31635247501873	0.0068982627114134	0.310915728302664
3361	KMXK_0E03660	1.66891894389273	10.3317271671344	0.00700422252214207	0.310915728302664
3706	KMXK_0F00910	0.980746956693159	6.39072730241553	0.007024073877305	0.310915728302664
116	KMXK_0A01250	-0.764050748929092	7.86161464507144	0.00703670816946785	0.310915728302664
4698	KMXK_0H00910	0.86143561571718	7.73709309395879	0.00706898318187375	0.310915728302664
1030	KMXK_0B02250	-0.869204948606167	6.15907444260121	0.00711437105824634	0.310915728302664
1519	KMXK_0B07200	1.10123988402194	6.97973703479681	0.00722616353242876	0.310915728302664
942	KMXK_0B01360	1.22603663694767	7.11457154671366	0.00729133320539151	0.310915728302664
3712	KMXK_0F00970	1.57974607902561	6.39744841848244	0.00740852013990811	0.310915728302664
2918	KMXK_0D05680	0.9032056851396	5.769341122082	0.0075609417388264	0.310915728302664
3805	KMXK_0F01910	1.07445169336371	9.85672262424388	0.00801823827371131	0.310915728302664
2962	KMXK_0D06130	1.29458991580889	7.88928163811839	0.00809151265805641	0.310915728302664
4429	KMXK_0G02460	0.765796392479839	7.13341250253901	0.00818580317959904	0.310915728302664
3006	KMXK_0D06570	1.26005259958128	8.86618361181364	0.00832136330014807	0.310915728302664
507	KMXK_0A05220	1.32944806655002	6.2112926411597	0.00841199478996975	0.310915728302664
2242	KMXK_0C06130	0.795314720427585	7.46468299688813	0.00842266532831314	0.310915728302664
3772	KMXK_0F01580	0.843660491154527	11.0640015409289	0.00852403746145305	0.310915728302664
1337	KMXK_0B05380	0.765042739919518	8.11659112254366	0.00865391012617896	0.310915728302664
1883	KMXK_0C02510	1.35639923565773	8.96833226779236	0.00868891364757015	0.310915728302664
4256	KMXK_0G00710	0.96038073647251	10.6413932172641	0.00874878864235884	0.310915728302664
2477	KMXK_0D01240	0.825448879873654	10.3727448132626	0.00877037246789688	0.310915728302664
970	KMXK_0B01640	-0.822742585604081	7.29633995949484	0.0088406915702903	0.310915728302664
2868	KMXK_0D05180	1.12560416511173	9.95451005295736	0.00903229049893381	0.310915728302664
1115	KMXK_0B03110	-0.997957729681085	3.7591573937727	0.00909188346596321	0.310915728302664
1895	KMXK_0C02630	1.14080705685286	8.21108635432571	0.00912163673698185	0.310915728302664
4629	KMXK_0H00220	-0.93442558853265	7.09591893617746	0.00912616860414165	0.310915728302664
3911	KMXK_0F02980	-0.871164861719335	5.60331047702545	0.00925068856965796	0.310915728302664
154	KMXK_0A01630	1.25255348234676	10.0861064611318	0.00934124688444273	0.310915728302664
2027	KMXK_0C03950	1.04093388337442	7.61259952033371	0.00946645468015072	0.310915728302664
746	KMXK_0A07630	0.976452118254164	9.47550242397468	0.00947447651081777	0.310915728302664
1135	KMXK_0B03310	-0.856487810686771	5.68798673306862	0.00957536080489588	0.310915728302664
29	KMXK_0A00380	-1.28871373309527	8.73581240020462	0.00964859913036475	0.310915728302664
2455	KMXK_0D01010	-1.01754284881906	5.26765895333686	0.00973103005972533	0.310915728302664
4410	KMXK_0G02260	0.755591104149767	7.0004409947439	0.00983515217151842	0.310915728302664
401	KMXK_0A04140	-0.806827008880832	8.37557746223389	0.00995530379341968	0.310915728302664
