genes,HiT,LpH,Osm
KMXK_0B05960,2.2778793771749,1.57429079059591,2.37593113188438
KMXK_0E05330,1.91854472827938,1.53965347506884,1.85208861783355
KMXK_0E04230,2.37684276622671,0.785711717519029,1.19036052053326
KMXK_0A00570,1.31948621652747,0.87724378702887,1.4901181455512
KMXK_0G03150,2.25578478207785,0.662609243036612,1.26312278826407
KMXK_0F05650,1.84885273591293,0.948229465079283,1.33001944614564
KMXK_0F00380,1.02730411786633,1.08897145217543,0.932917424425801
KMXK_0E03750,1.51610279301994,0.865400580968244,0.689049285229446
KMXK_0E01500,1.55698939217887,0.902237273607307,1.05546788542034
KMXK_0B03190,0.968179037656941,1.15002139665905,0.870068825312318
KMXK_0D05930,0.983667288459198,0.842671956238551,0.938334283968499
KMXK_0B05450,0.95799375837365,0.699713429295332,0.729245843247222
KMXK_0A05460,0.709295620656858,0.888750956911066,1.04079039437414
