"genes","direction"
"KMXK0C00260","down"
"KMXK0E04070","down"
"KMXK0C05060","down"
"KMXK0E05560","down"
"KMXK0D04360","down"
"KMXK0E00470","down"
"KMXK0F03610","up"
"KMXK0H03160","up"
"KMXK0E00850","up"
"KMXK0E01620","up"
"KMXK0G02160","down"
"KMXK0B04470","down"
"KMXK0E05460","up"
"KMXK0A00130","up"
"KMXK0E01500","up"
"KMXK0C05990","mixed"
"KMXK0F00490","up"
"KMXK0G01090","down"
"KMXK0A03790","down"
"KMXK0A06750","down"
"KMXK0G01870","down"
"KMXK0C04200","up"
"KMXK0F01350","down"
"KMXK0D05050","down"
"KMXK0C03590","up"
"KMXK0A03230","down"
"KMXK0F04380","up"
"KMXK0B02830","down"
"KMXK0E05840","up"
"KMXK0B06450","down"
"KMXK0A06820","up"
"KMXK0B05880","up"
"KMXK0E04100","up"
"KMXK0A01880","down"
"KMXK0F04730","up"
"KMXK0B08260","up"
"KMXK0B07510","down"
"KMXK0E05880","down"
"KMXK0F04090","up"
"KMXK0E00250","up"
"KMXK0D03320","down"
"KMXK0D04270","down"
"KMXK0B03140","down"
"KMXK0G01680","down"
"KMXK0B07070","up"
"KMXK0C03060","down"
"KMXK0C02130","down"
"KMXK0E05050","up"
"KMXK0F03880","up"
"KMXK0D01240","up"
"KMXK0A06740","down"
"KMXK0B06630","up"
"KMXK0A03200","down"
"KMXK0C01890","down"
"KMXK0A07830","up"
"KMXK0G00620","up"
"KMXK0D06370","down"
"KMXK0E01920","down"
"KMXK0G02500","down"
"KMXK0D02570","up"
"KMXK0G02540","down"
"KMXK0E06060","down"
"KMXK0B03030","down"
"KMXK0F03710","up"
"KMXK0E02720","up"
"KMXK0B04790","down"
"KMXK0A01390","down"
"KMXK0D05160","up"
"KMXK0C01390","down"
"KMXK0E02330","up"
"KMXK0B03700","down"
"KMXK0G00340","up"
"KMXK0A06380","down"
"KMXK0C07020","down"
"KMXK0D01140","down"
"KMXK0E03370","up"
"KMXK0A03980","up"
"KMXK0A01850","down"
"KMXK0B04960","down"
"KMXK0D06070","down"
"KMXK0B03850","up"
"KMXK0H04260","down"
"KMXK0A02090","down"
"KMXK0D03490","down"
"KMXK0E03160","down"
"KMXK0C03420","down"
"KMXK0C00340","up"
"KMXK0B05700","down"
"KMXK0F01240","up"
"KMXK0B07150","up"
"KMXK0C04540","down"
"KMXK0E01310","down"
"KMXK0E04730","down"
"KMXK0C04800","up"
"KMXK0C04760","up"
"KMXK0H02200","down"
"KMXK0C01370","up"
"KMXK0C01560","down"
"KMXK0E00290","down"
"KMXK0F01280","up"
"KMXK0A02320","down"
"KMXK0F00260","up"
"KMXK0F00560","up"
"KMXK0H01680","down"
"KMXK0F01830","down"
"KMXK0D01170","down"
"KMXK0A03800","down"
"KMXK0H01840","up"
"KMXK0A00680","down"
"KMXK0A02300","up"
"KMXK0A06050","down"
"KMXK0C06530","mixed"
"KMXK0D04110","down"
"KMXK0C07040","down"
"KMXK0B01740","down"
"KMXK0D02980","down"
"KMXK0E04990","up"
"KMXK0G04160","down"
"KMXK0A07560","down"
"KMXK0D05750","down"
"KMXK0H03190","up"
"KMXK0C00270","mixed"
"KMXK0G02120","up"
"KMXK0B03190","up"
"KMXK0B01800","down"
"KMXK0B06870","up"
"KMXK0G01100","up"
"KMXK0H04100","down"
"KMXK0C03010","down"
"KMXK0F05610","down"
"KMXK0C04750","down"
"KMXK0A05140","mixed"
"KMXK0B04770","down"
"KMXK0D05940","up"
"KMXK0E00410","down"
"KMXK0A02700","down"
"KMXK0D05520","down"
"KMXK0H01820","down"
"KMXK0D02480","down"
"KMXK0H03430","up"
"KMXK0C01300","down"
"KMXK0B01260","down"
"KMXK0A05740","up"
"KMXK0B06650","up"
"KMXK0D04670","down"
"KMXK0H01220","down"
"KMXK0C05600","up"
"KMXK0E02040","up"
"KMXK0D02060","up"
"KMXK0B02930","down"
"KMXK0E02210","up"
"KMXK0C00510","up"
"KMXK0D05930","up"
"KMXK0B04910","up"
"KMXK0C02250","up"
"KMXK0D06490","up"
"KMXK0F05540","up"
"KMXK0F00510","up"
"KMXK0C04280","down"
"KMXK0G03120","up"
"KMXK0C04880","up"
"KMXK0D02230","down"
"KMXK0C02880","up"
"KMXK0D01680","down"
"KMXK0G03640","up"
"KMXK0F05560","mixed"
"KMXK0B05450","up"
"KMXK0A02920","up"
"KMXK0C05920","up"
"KMXK0A01770","up"
"KMXK0E02250","down"
"KMXK0H03310","down"
"KMXK0A02060","down"
"KMXK0F00670","down"
"KMXK0F03440","down"
"KMXK0D01630","down"
"KMXK0H01480","up"
"KMXK0C01570","down"
"KMXK0A00600","down"
"KMXK0A06700","up"
"KMXK0C03150","up"
"KMXK0A01000","down"
"KMXK0H00100","mixed"
"KMXK0H02790","down"
"KMXK0E01570","down"
"KMXK0B06140","down"
"KMXK0H00650","down"
"KMXK0C05510","down"
"KMXK0A01810","up"
"KMXK0A04730","down"
"KMXK0D00960","down"
"KMXK0C00430","down"
"KMXK0D02010","up"
"KMXK0G01820","up"
"KMXK0A03560","down"
"KMXK0A05310","down"
"KMXK0B02630","up"
"KMXK0H00530","down"
"KMXK0B04280","down"
"KMXK0E03080","down"
"KMXK0F00900","down"
"KMXK0B00960","up"
"KMXK0A07020","down"
"KMXK0C05730","up"
"KMXK0C04720","up"
"KMXK0C02940","down"
"KMXK0C02930","down"
"KMXK0D02440","down"
"KMXK0E02140","down"
"KMXK0A02840","up"
"KMXK0B02840","up"
"KMXK0A01480","up"
"KMXK0C00810","down"
"KMXK0F01710","up"
"KMXK0E01590","down"
"KMXK0H02650","down"
"KMXK0E01130","down"
"KMXK0B01210","down"
"KMXK0C02990","up"
"KMXK0D02350","down"
"KMXK0H02480","down"
"KMXK0D01430","down"
"KMXK0G00760","down"
"KMXK0F02820","up"
"KMXK0D04950","up"
"KMXK0C00520","down"
"KMXK0E02660","down"
"KMXK0B03360","down"
"KMXK0F03110","up"
"KMXK0C06630","up"
"KMXK0B01410","down"
"KMXK0H00130","up"
"KMXK0C03710","down"
"KMXK0A07780","down"
"KMXK0G02130","up"
"KMXK0A04850","down"
"KMXK0B03090","down"
"KMXK0G03180","down"
"KMXK0D01570","up"
"KMXK0F01330","down"
"KMXK0F03420","down"
"KMXK0F04460","down"
"KMXK0A05260","mixed"
"KMXK0A03270","down"
"KMXK0F01580","mixed"
"KMXK0G02420","down"
"KMXK0C07160","down"
"KMXK0A04190","down"
"KMXK0D03600","down"
"KMXK0H04250","up"
"KMXK0F01860","up"
"KMXK0E01760","down"
"KMXK0F04540","down"
"KMXK0E05070","up"
"KMXK0B03580","up"
"KMXK0A00820","up"
"KMXK0D00280","up"
"KMXK0D04380","up"
"KMXK0H03040","down"
"KMXK0G00680","down"
"KMXK0A06250","mixed"
"KMXK0B05660","down"
"KMXK0C01460","up"
"KMXK0A02230","up"
"KMXK0G04170","down"
"KMXK0F01480","up"
"KMXK0D03190","down"
"KMXK0A05460","up"
"KMXK0E04690","down"
"KMXK0C02060","mixed"
"KMXK0B06270","up"
"KMXK0F01670","down"
"KMXK0F02600","down"
"KMXK0C02730","mixed"
"KMXK0G01720","down"
"KMXK0C00500","down"
"KMXK0G00370","down"
"KMXK0C03950","up"
"KMXK0E02190","down"
"KMXK0F00600","down"
"KMXK0E03920","down"
"KMXK0E02650","down"
"KMXK0H03100","down"
"KMXK0E00450","down"
"KMXK0B06720","up"
"KMXK0B03690","down"
"KMXK0E04750","down"
"KMXK0F04860","down"
"KMXK0D03890","up"
"KMXK0F05340","down"
"KMXK0G01200","down"
"KMXK0A00690","up"
"KMXK0E05440","down"
"KMXK0E01340","up"
"KMXK0E03550","down"
"KMXK0B03540","up"
"KMXK0G02920","down"
"KMXK0C00180","up"
"KMXK0A01600","up"
"KMXK0F03370","down"
"KMXK0D03860","up"
"KMXK0A05840","down"
"KMXK0B02620","down"
"KMXK0B05900","down"
"KMXK0B03790","up"
"KMXK0B07570","up"
"KMXK0F01410","up"
"KMXK0A05670","down"
"KMXK0H03540","down"
"KMXK0E02020","up"
"KMXK0B01200","down"
"KMXK0F03890","up"
"KMXK0E03660","down"
"KMXK0A06760","up"
"KMXK0E02630","down"
"KMXK0B07870","down"
"KMXK0B00530","down"
"KMXK0H04420","down"
"KMXK0D03030","up"
"KMXK0C03640","down"
"KMXK0B02720","down"
"KMXK0C07290","down"
"KMXK0G02330","down"
"KMXK0B00390","up"
"KMXK0A03250","down"
"KMXK0B01680","down"
"KMXK0D02270","up"
"KMXK0D01380","down"
"KMXK0A01630","down"
"KMXK0F03040","up"
"KMXK0B00180","down"
"KMXK0E05360","down"
"KMXK0G00460","down"
"KMXK0C04080","up"
"KMXK0C05770","up"
"KMXK0D00420","down"
"KMXK0D02770","down"
"KMXK0B01790","down"
"KMXK0G00270","down"
"KMXK0D01490","down"
"KMXK0E03890","down"
"KMXK0C06890","down"
"KMXK0G02660","down"
"KMXK0C04570","down"
"KMXK0C02840","down"
"KMXK0D03920","up"
"KMXK0F01890","down"
"KMXK0F04370","down"
"KMXK0B05260","down"
"KMXK0C02010","up"
"KMXK0G03670","down"
"KMXK0D04940","down"
"KMXK0H00330","down"
"KMXK0G01570","down"
"KMXK0F04010","down"
"KMXK0B01850","up"
"KMXK0B07840","down"
"KMXK0C02820","down"
"KMXK0F05420","down"
"KMXK0H03120","up"
"KMXK0A02520","down"
"KMXK0A04530","down"
"KMXK0B01430","down"
"KMXK0C02640","up"
"KMXK0G00480","up"
"KMXK0A01250","down"
"KMXK0B01030","up"
"KMXK0D02880","up"
"KMXK0F01250","down"
"KMXK0G03030","down"
"KMXK0A07690","down"
"KMXK0A02180","down"
"KMXK0H03500","up"
"KMXK0B07490","up"
"KMXK0D05180","down"
"KMXK0C07310","down"
"KMXK0D02170","down"
"KMXK0H02490","down"
"KMXK0G03130","down"
"KMXK0D05140","down"
"KMXK0H03670","down"
"KMXK0E02440","down"
"KMXK0B00380","down"
"KMXK0H00840","down"
"KMXK0E05400","up"
"KMXK0G01580","down"
"KMXK0C06820","up"
"KMXK0A07800","down"
