Geneid,Std_1,Std_2,Std_3,Doc_1,Doc_2,Doc_3
KMXK_0F03580,97,91,125,157,132,119
KMXK_0F03590,365,430,539,628,501,472
KMXK_0F03600,1802,1920,2089,2407,2037,1694
KMXK_0F03610,9087,9477,9935,11474,10323,9033
KMXK_0F03620,5771,7282,6672,5827,5229,4371
KMXK_0F03630,2094,2113,2631,3233,3033,2933
KMXK_0F03640,4056,4530,4831,5130,4986,4152
KMXK_0F03650,721,900,970,998,881,805
KMXK_0F03660,586,608,663,631,629,505
KMXK_0F03670,1788,1538,1256,1340,1006,776
KMXK_0F03680,1800,1892,2178,2461,2327,1977
KMXK_0F03690,5212,4517,5294,5739,5501,4979
KMXK_0F03700,2511,2238,2720,3166,2524,2235
KMXK_0F03710,1212,1363,1464,1749,1657,1578
KMXK_0F03720,6490,7152,7560,7622,6678,6852
KMXK_0F03730,1004,868,776,855,602,471
KMXK_0F03740,2178,2213,2491,2475,2149,1766
KMXK_0F03750,1206,1167,1268,1888,1637,1438
KMXK_0F03760,609,726,765,863,759,701
KMXK_0F03770,2464,2446,2743,2545,2518,2426
KMXK_0F03780,3342,3570,4140,4432,3927,3571
KMXK_0F03790,2830,2717,3042,3102,2776,2334
KMXK_0F03800,1280,1220,1112,1354,1049,962
KMXK_0F03810,800,761,869,839,837,695
KMXK_0F03820,11003,11805,12456,17010,16426,14757
KMXK_0F03830,991,1345,1402,1592,1445,1184
KMXK_0F03840,1822,2049,2374,2709,2403,2017
KMXK_0F03850,606,586,587,574,496,432
KMXK_0F03860,1200,1202,1237,1364,1261,1079
KMXK_0F03870,1904,2137,2511,2654,2568,2195
KMXK_0F03880,5368,5753,6490,7479,6929,6547
KMXK_0F03890,9246,8568,9667,10906,10009,8524
KMXK_0F03900,573,417,381,362,254,244
KMXK_0F03910,1661,1559,1635,1564,1533,1264
KMXK_0F03920,85,91,98,120,129,119
KMXK_0F03930,229,268,290,286,249,265
KMXK_0F03940,1841,1636,2037,2986,2724,2368
KMXK_0F03950,11396,9952,11414,14501,12064,11723
KMXK_0F03960,2648,2323,1926,1818,1430,1165
KMXK_0F03970,1593,1642,1544,1337,1119,911
KMXK_0F03980,704,714,837,967,908,728
KMXK_0F03990,1754,1747,2083,2279,2203,1960
KMXK_0F04000,109,139,140,125,99,102
KMXK_0F04010,16254,15218,16854,21204,20372,18519
KMXK_0F04020,296,267,482,362,317,234
KMXK_0F04030,170,245,189,254,248,223
KMXK_0F04040,3278,3698,4106,4418,3932,3378
KMXK_0F04050,4838,5755,6497,7812,6721,5755
KMXK_0F04060,3902,3680,3929,4583,4120,3587
KMXK_0F04070,23,27,26,30,38,29
KMXK_0F04080,453,491,544,525,481,356
KMXK_0F04090,3041,3453,4026,4702,3957,3878
KMXK_0F04100,1616,1833,1984,2288,2287,1934
KMXK_0F04110,2039,1884,2147,2182,2019,1945
KMXK_0F04120,2451,3151,3656,4250,3808,3392
KMXK_0F04130,3854,3456,4045,4675,4143,3724
KMXK_0F04140,1492,1522,1558,1897,1721,1454
KMXK_0F04150,968,1219,1152,1017,938,688
KMXK_0F04160,4221,4352,4868,5154,4965,4302
KMXK_0F04170,7649,9342,10603,11443,10187,8811
KMXK_0F04180,716,881,899,892,763,656
KMXK_0F04190,718,927,1080,1160,1039,925
KMXK_0F04200,1050,1190,1012,973,946,922
KMXK_0F04210,590,783,860,883,712,781
KMXK_0F04220,560,454,419,432,325,219
KMXK_0F04230,768,784,949,1096,916,912
KMXK_0F04240,7644,6919,8374,9834,9089,8470
KMXK_0F04250,20894,21481,19869,20683,19840,18770
KMXK_0F04260,1866,1950,2212,2780,2662,2273
KMXK_0F04270,1658,2512,2091,2452,2237,1908
KMXK_0F04280,1040,783,717,604,454,338
KMXK_0F04290,1753,2018,2062,2304,2063,1686
KMXK_0F04300,480,619,688,802,776,683
KMXK_0F04310,4430,5035,5361,5885,4938,4458
KMXK_0F04320,2706,2478,2488,2427,1949,1782
KMXK_0F04330,1454,1324,1500,1758,1609,1411
KMXK_0F04340,2214,2126,2435,3043,2528,2230
KMXK_0F04350,1839,2091,2087,2272,2280,1924
KMXK_0F04360,426,450,479,563,483,452
KMXK_0F04370,29447,37322,41717,50428,47973,43686
KMXK_0F04380,958,919,1148,1402,1205,1213
KMXK_0F04390,37730,42365,41960,49164,44252,41268
KMXK_0F04400,47,59,64,82,63,46
KMXK_0F04410,16328,18636,18030,20029,18716,17834
KMXK_0F04420,3934,3697,4132,4684,4395,3969
KMXK_0F04430,2283,1945,2311,2818,2602,2201
KMXK_0F04440,3284,3297,3558,3901,3667,3300
KMXK_0F04450,950,959,1120,1150,1050,856
KMXK_0F04460,2708,2740,3069,2993,2625,2151
KMXK_0F04470,124,155,175,184,204,132
KMXK_0F04480,2601,2399,2645,3643,3289,3391
KMXK_0F04490,1383,1378,1762,1900,1701,1549
KMXK_0F04500,1299,1871,1551,1312,1189,1000
KMXK_0F04510,2204,2345,2617,2560,2431,2165
KMXK_0F04520,1715,1988,2007,2197,2100,1688
KMXK_0F04530,9147,11373,12389,14477,13209,11993
KMXK_0F04540,7127,8555,9693,12528,9307,9090
KMXK_0F04550,1922,2518,2752,3032,2369,2281
KMXK_0F04560,10,16,38,28,22,24
KMXK_0F04570,3975,4608,4836,5541,5213,4460
KMXK_0F04580,9178,10136,10854,12577,11552,9971
KMXK_0F04590,1245,1308,1314,1340,1225,1103
KMXK_0F04600,4719,5391,6130,7036,6205,5546
KMXK_0F04610,433,462,521,640,554,459
KMXK_0F04620,6094,6037,6921,7276,7141,5952
KMXK_0F04630,1988,1857,1932,2271,2206,1840
KMXK_0F04640,3198,3419,3605,3617,3513,3003
KMXK_0F04650,5656,6010,6725,7656,7330,6748
KMXK_0F04660,1317,1583,1740,2026,1680,1522
KMXK_0F04670,2578,2579,2568,2812,2375,1992
KMXK_0F04680,782,702,769,814,635,560
KMXK_0F04690,481,503,523,593,647,586
KMXK_0F04700,1910,1922,2295,2703,2808,2409
KMXK_0F04710,3894,4538,4351,4776,4491,4453
KMXK_0F04720,4411,4528,5185,6065,5599,5134
KMXK_0F04730,5204,4574,5150,5442,5013,4291
KMXK_0F04740,8683,7952,10111,12471,12172,11810
KMXK_0F04750,670,593,759,895,781,738
KMXK_0F04760,1367,1612,2016,2032,1796,1545
KMXK_0F04770,608,678,839,780,741,605
KMXK_0F04780,2243,2532,2861,2909,2691,2398
KMXK_0F04790,5919,4872,6058,8492,8304,7969
KMXK_0F04800,1189,935,1187,1279,1071,885
KMXK_0F04810,2146,1986,2221,2404,2102,1919
KMXK_0F04820,1901,2043,2187,2192,2194,1877
KMXK_0F04830,859,1010,1095,1266,1194,953
KMXK_0F04840,5751,5249,5761,6489,5656,5242
KMXK_0F04850,971,935,1085,1155,1079,1057
KMXK_0F04860,8389,9739,10430,11743,11258,9556
KMXK_0F04870,687,738,868,927,968,823
KMXK_0F04880,1372,1375,1602,1993,1734,1790
KMXK_0F04890,12161,13221,16258,19203,17710,16329
KMXK_0F04900,1627,1886,2227,2305,2299,2014
KMXK_0F04910,1029,935,1126,1445,1268,1223
KMXK_0F04920,186,184,185,301,262,257
KMXK_0F04930,435,375,472,573,504,417
KMXK_0F04940,438,443,543,696,545,488
KMXK_0F04950,594,623,664,658,591,560
KMXK_0F04960,2355,2033,2249,2796,2609,2514
KMXK_0F04970,2757,2834,2900,3240,2870,2730
KMXK_0F04980,4916,6547,7486,8190,6795,5962
KMXK_0F04990,1832,1577,1893,2503,2289,2205
KMXK_0F05000,152583,189176,208732,255807,248648,219242
KMXK_0F05010,2693,2431,3008,5744,5475,4808
KMXK_0F05020,404,413,464,659,531,546
KMXK_0F05030,2058,2025,2024,2205,2017,2035
KMXK_0F05040,6563,6254,6462,6449,5678,4888
KMXK_0F05050,1148,1364,1455,1307,1203,960
KMXK_0F05060,21,15,12,33,23,12
KMXK_0F05070,22542,21640,23854,32591,30046,25885
KMXK_0F05080,3449,3940,4166,4380,4189,3812
KMXK_0F05090,1117,1164,1266,1486,1232,1176
KMXK_0F05100,2113,2540,2660,2695,2469,2207
KMXK_0F05110,7517,9080,9835,11195,10908,9649
KMXK_0F05120,4214,4943,5450,5921,5456,4736
KMXK_0F05130,5543,5765,6324,7020,6391,5799
KMXK_0F05140,868,809,717,896,621,714
KMXK_0F05150,4347,3771,3939,4569,4107,3309
KMXK_0F05160,237,290,256,274,245,304
KMXK_0F05170,1076,1280,1417,1622,1497,1219
KMXK_0F05180,732,780,955,1024,940,791
KMXK_0F05190,70,131,121,117,124,93
KMXK_0F05200,1390,1406,1571,1714,1670,1390
KMXK_0F05210,738,857,998,1094,988,862
KMXK_0F05220,1684,1698,1754,2063,1893,1616
KMXK_0F05230,6090,7530,8601,9615,8833,7819
KMXK_0F05240,1717,1539,1636,2031,1884,1809
KMXK_0F05250,11871,12576,13540,16734,14726,13368
KMXK_0F05260,1802,2227,2314,2512,2251,2076
KMXK_0F05270,1950,2126,2387,2219,2092,1875
KMXK_0F05280,3,4,3,4,2,2
KMXK_0F05290,1038,1044,1114,1201,1118,1019
KMXK_0F05300,1665,2082,2218,2498,2412,1824
KMXK_0F05310,1943,2549,3765,9843,12316,16799
KMXK_0F05320,3022,2614,3371,4694,4278,3980
KMXK_0F05330,25,30,44,43,63,30
KMXK_0F05340,3482,3801,4167,4678,4550,3772
KMXK_0F05350,1532,1379,1514,1702,1443,1285
KMXK_0F05360,875,809,1078,2399,2223,2484
KMXK_0F05370,11,2,10,6,13,20
KMXK_0F05380,3219,3256,3663,3952,3386,3007
KMXK_0F05390,882,998,1194,1275,1166,979
KMXK_0F05400,518,636,690,693,660,596
KMXK_0F05410,5644,5909,6326,6500,6010,5649
KMXK_0F05420,6698,8230,8818,10194,9659,8115
KMXK_0F05430,1640,1716,1865,1912,1642,1286
KMXK_0F05440,5849,5739,6826,7579,7174,6358
KMXK_0F05450,209,198,221,283,220,185
KMXK_0F05460,2568,3008,2885,3456,3496,3082
KMXK_0F05470,1130,1398,1407,1622,1576,1540
KMXK_0F05480,930,1060,1186,1257,1219,1106
KMXK_0F05490,1049,860,846,959,669,546
KMXK_0F05500,3292,3724,4375,4996,4889,4374
KMXK_0F05510,2466,3276,4324,4852,5151,4986
KMXK_0F05520,4503,4704,4755,4783,4496,3986
KMXK_0F05530,730,900,1108,1090,838,819
KMXK_0F05540,4811,5346,5775,6053,5803,5280
KMXK_0F05550,1244,1376,1375,1283,1057,899
KMXK_0F05560,3555,4104,4524,5361,4619,4341
KMXK_0F05570,10348,11755,12111,13222,12513,11400
KMXK_0F05580,13234,14824,16531,22025,22265,20517
KMXK_0F05590,562,514,563,663,677,644
KMXK_0F05600,5179,5962,6277,6313,5228,4675
KMXK_0F05610,1621,2129,2374,2913,2435,2335
KMXK_0F05620,23912,23455,26823,28065,25469,22368
KMXK_0F05630,1249,1114,1443,1585,1320,1071
KMXK_0F05640,2823,2974,3506,3840,3319,2854
KMXK_0F05650,2846,3495,3072,3200,3092,2522
KMXK_0F05660,1652,2102,2385,2900,2843,2368
KMXK_0F05670,716,824,936,954,975,894
KMXK_0F05680,3819,4184,4278,4466,4019,3560
KMXK_0F05690,868,869,922,1133,991,863
KMXK_0F05700,1135,1281,1521,1734,1436,1314
KMXK_0F05710,1386,1627,1694,1742,1576,1331
KMXK_0F05720,1346,1349,1565,1742,1750,1610
KMXK_0F05730,1436,1421,1566,1457,1476,1282
KMXK_0F05740,131,190,197,205,195,175
KMXK_0F05750,617,798,678,633,648,541
KMXK_0F05760,2578,2585,2908,2834,2643,2441
KMXK_0F05770,1685,1572,1641,1907,1692,1602
KMXK_0F05780,1071,1150,1444,1490,1317,1321
KMXK_0F05790,1782,2133,2271,2363,2119,2025
KMXK_0F05800,1020,1154,1361,1437,1401,1203
KMXK_0F05810,1019,1349,1513,1683,1648,1366
KMXK_0F05820,416,520,499,515,477,392
KMXK_0F05830,476,572,593,731,672,508
KMXK_0F05840,841,927,1033,1199,1107,885
KMXK_0F05850,786,805,775,807,816,796
KMXK_0F05860,313,348,346,597,542,510
KMXK_0G00110,32,51,86,54,57,67
KMXK_0G00120,52,70,68,89,67,51
KMXK_0G00130,204,202,243,253,177,191
KMXK_0G00140,2723,2409,2682,3252,3079,2934
KMXK_0G00150,1388,1257,1564,2081,1905,2096
KMXK_0G00160,817,815,971,806,619,488
KMXK_0G00170,203,214,230,329,249,267
KMXK_0G00180,1032,1088,1161,1156,949,777
KMXK_0G00190,3764,4316,5345,5654,5593,4892
KMXK_0G00200,2283,2593,2646,2989,2885,2715
KMXK_0G00210,2403,2771,3199,3194,2684,2506
KMXK_0G00220,4081,4879,5233,5329,5167,4665
KMXK_0G00230,19634,20607,22493,26218,24180,21301
KMXK_0G00240,1426,1376,1383,1631,1358,1260
KMXK_0G00250,1350,1391,1398,1570,1323,1122
KMXK_0G00260,971,1111,1289,1160,973,881
KMXK_0G00270,4363,4761,5632,4238,3573,3017
KMXK_0G00280,897,898,875,1196,1052,830
KMXK_0G00290,2066,2201,2612,2922,2506,2136
KMXK_0G00300,5062,6261,6810,7420,6608,5486
KMXK_0G00310,3341,3738,3847,4295,3892,3237
KMXK_0G00320,1592,1887,2110,2228,2223,1716
KMXK_0G00330,2002,2103,2151,2505,2101,1870
KMXK_0G00340,1739,1563,1816,2390,2180,2150
KMXK_0G00350,803,797,845,943,946,959
KMXK_0G00360,178,209,158,229,218,143
KMXK_0G00370,6978,7346,8495,9324,8188,7030
KMXK_0G00380,6048,7037,9061,12205,11737,11209
KMXK_0G00390,404,366,474,634,494,462
KMXK_0G00400,689,443,525,584,403,388
KMXK_0G00410,1321,1414,1501,1834,1643,1366
KMXK_0G00420,884,985,1050,1171,975,959
KMXK_0G00430,1359,1529,1555,1584,1492,1261
KMXK_0G00440,2046,2400,2734,2785,2541,2026
KMXK_0G00450,1303,1475,1485,1547,1421,1355
KMXK_0G00460,4891,5005,5771,6150,5673,4990
KMXK_0G00470,1369,1689,2004,1957,1969,1727
KMXK_0G00480,5929,6758,7994,7479,6483,5742
KMXK_0G00490,1556,1819,1972,2073,1984,1745
KMXK_0G00500,1373,1410,1488,1746,1444,1182
KMXK_0G00510,2314,2501,2612,2426,2137,1720
KMXK_0G00520,949,1159,1401,1483,1397,1318
KMXK_0G00530,1442,1610,1729,1773,1690,1487
KMXK_0G00540,2450,2919,3236,3577,3201,2703
KMXK_0G00550,1110,1252,1418,1656,1566,1371
KMXK_0G00560,4271,4352,5186,6025,5885,5455
KMXK_0G00570,5176,4683,5488,5971,5494,5148
KMXK_0G00580,2483,2674,3255,3369,3041,2594
KMXK_0G00590,4832,5175,6021,5827,5458,4913
KMXK_0G00600,4658,4973,5276,5802,5651,4996
KMXK_0G00610,1863,1682,2152,2515,2558,2236
KMXK_0G00620,4041,5432,5949,6770,5678,5087
KMXK_0G00630,7235,4716,5755,7543,6529,5672
KMXK_0G00640,1960,1908,2026,2472,2077,1796
KMXK_0G00650,1773,1704,1912,1786,1591,1420
KMXK_0G00660,7330,7564,8685,9214,8695,7886
KMXK_0G00670,1519,1681,2006,2350,2238,2167
KMXK_0G00680,141564,154568,171720,276213,261899,233506
KMXK_0G00690,241,190,282,273,341,271
KMXK_0G00700,58961,71536,86791,97636,90241,86249
KMXK_0G00710,18995,23351,29218,47382,49692,52140
KMXK_0G00720,2437,2438,2836,2074,1783,1451
KMXK_0G00730,187,126,161,193,177,200
KMXK_0G00740,553,525,663,764,734,701
KMXK_0G00750,676,715,918,1135,1041,939
KMXK_0G00760,8574,6869,8191,11052,10008,9845
KMXK_0G00770,1009,985,1322,1452,1440,1225
KMXK_0G00780,1012,1031,1242,1357,1145,1064
KMXK_0G00790,2965,3435,3352,3382,2782,2445
KMXK_0G00800,1513,1202,1496,1639,1551,1354
KMXK_0G00810,2538,2441,2730,3489,3278,2994
KMXK_0G00820,1053,970,1090,1124,1076,949
KMXK_0G00830,345,374,410,425,374,340
KMXK_0G00840,621,716,902,1369,1097,1045
KMXK_0G00850,1195,1061,916,792,627,499
KMXK_0G00860,1903,2062,2220,2421,2281,1775
KMXK_0G00870,1323,1307,1495,1655,1505,1449
KMXK_0G00880,1046,944,1287,1332,1204,1043
KMXK_0G00890,5668,6016,6105,6785,6377,6115
KMXK_0G00900,2975,2820,2352,2508,2121,1795
KMXK_0G00910,50,43,48,52,58,31
KMXK_0G00920,1780,1771,1957,2224,1830,1619
KMXK_0G00930,3313,3425,3751,4239,4012,3761
KMXK_0G00940,1346,1374,1536,1461,1314,1175
KMXK_0G00950,969,1123,1399,1462,1255,1185
KMXK_0G00960,8696,10669,11948,12162,10819,9398
KMXK_0G00970,833,715,763,938,735,635
KMXK_0G00980,2654,2898,3064,3392,3092,2674
KMXK_0G00990,756,800,904,927,814,696
KMXK_0G01000,547,694,688,797,632,572
KMXK_0G01010,1756,1802,2100,2117,1959,1584
KMXK_0G01020,3663,3876,4335,5015,4869,4306
KMXK_0G01030,58,103,74,99,78,68
KMXK_0G01040,2622,2611,2900,2955,2800,2640
KMXK_0G01050,11430,15299,15146,17117,15128,13058
KMXK_0G01060,1604,1971,2079,2473,1988,1819
KMXK_0G01070,4410,5185,5391,5388,5281,4486
KMXK_0G01080,2382,2277,2389,2679,2674,2204
KMXK_0G01090,309,235,362,450,445,309
KMXK_0G01100,5035,5098,5230,5601,5775,5286
KMXK_0G01110,2118,2575,2869,2906,2692,2418
KMXK_0G01120,1062,1131,1280,1456,1346,1215
KMXK_0G01130,220,233,285,252,253,266
KMXK_0G01140,745,802,988,1028,967,826
KMXK_0G01150,807,955,1109,1229,1030,1066
KMXK_0G01160,1492,1833,2048,2324,2514,2562
KMXK_0G01170,1177,1112,1278,1613,1451,1469
KMXK_0G01180,2001,1952,1950,2235,2073,1949
KMXK_0G01190,4928,5145,5866,6837,5948,5407
KMXK_0G01200,12569,10605,11329,14453,12840,12554
KMXK_0G01210,2308,2296,2354,2763,2589,2179
KMXK_0G01220,1650,1713,2047,2308,2167,1949
KMXK_0G01230,1572,1164,1471,1994,1883,1652
KMXK_0G01240,1128,952,1132,1367,1290,1307
KMXK_0G01250,677,741,756,1023,765,811
KMXK_0G01260,6698,8102,8362,10876,9159,8063
KMXK_0G01270,7059,8125,8861,11679,9092,9149
KMXK_0G01280,2101,2002,2367,2927,2525,2935
KMXK_0G01290,1298,1418,1439,1591,1403,1442
KMXK_0G01300,2032,2353,2699,3346,3042,2890
KMXK_0G01310,1715,1795,1767,1731,1469,1251
KMXK_0G01320,622,576,602,729,700,574
KMXK_0G01330,1570,1670,1726,2018,1783,1635
KMXK_0G01340,1187,1060,937,854,606,544
KMXK_0G01350,815,1059,1127,1094,942,863
KMXK_0G01360,5426,6161,6960,7348,6742,5460
KMXK_0G01370,708,786,862,934,834,681
KMXK_0G01380,751,702,709,660,544,439
KMXK_0G01390,4863,6368,6870,7519,6766,5902
KMXK_0G01400,1261,1106,1069,987,806,700
KMXK_0G01410,1351,1404,1539,1720,1631,1398
KMXK_0G01420,3220,3234,3845,4241,3945,3541
KMXK_0G01430,996,874,775,810,679,512
KMXK_0G01440,3255,3250,3404,3436,3111,2696
KMXK_0G01450,135,178,187,199,151,140
KMXK_0G01460,841,925,853,950,859,739
KMXK_0G01470,1574,1883,2241,2211,2179,2107
KMXK_0G01480,6657,5945,6660,7495,6530,5557
KMXK_0G01490,1523,1897,1997,2148,1988,1664
KMXK_0G01500,3687,4606,5084,5890,5352,4631
KMXK_0G01510,3187,3018,3062,2864,2361,1894
KMXK_0G01520,810,870,1003,1178,1088,908
KMXK_0G01530,1548,1772,1753,1959,1933,1636
KMXK_0G01540,938,969,930,1033,724,598
KMXK_0G01550,756,755,656,664,538,390
KMXK_0G01560,1149,1063,1077,1215,1219,1089
KMXK_0G01570,2401,2623,2999,3234,3033,2566
KMXK_0G01580,4363,3827,4144,5849,5730,5199
KMXK_0G01590,7167,7425,8486,10588,10070,8863
KMXK_0G01600,2057,2307,2698,2833,2632,2233
KMXK_0G01610,3610,4336,4612,4963,4811,4239
KMXK_0G01620,3632,3670,4470,5070,5270,4551
KMXK_0G01630,2329,2357,2871,3177,2777,2639
KMXK_0G01640,4676,4931,5587,6713,6474,5530
KMXK_0G01650,1417,1513,1339,1392,1252,1048
KMXK_0G01660,964,1309,1444,1741,1688,1397
KMXK_0G01670,679,682,598,813,642,509
KMXK_0G01680,9116,10697,12364,13681,12399,10911
KMXK_0G01690,2590,1974,2341,2643,2475,2376
KMXK_0G01700,6067,6255,7137,8007,7666,6569
KMXK_0G01710,2822,2393,2700,3438,3114,3008
KMXK_0G01720,24353,21173,22818,28902,25700,23748
KMXK_0G01730,3816,4130,3869,4225,4126,3765
KMXK_0G01740,2467,3031,3035,3318,3070,2679
KMXK_0G01750,897,1047,1081,1092,1034,860
KMXK_0G01760,3584,3860,3773,3935,3883,3422
KMXK_0G01770,3028,3124,3357,3411,3152,2814
KMXK_0G01780,4246,4507,4887,4947,4813,4545
KMXK_0G01790,2667,2373,2143,1990,1603,1135
KMXK_0G01800,931,835,840,954,602,472
KMXK_0G01810,139,118,153,130,120,68
KMXK_0G01820,4894,4887,5603,5597,4997,4136
KMXK_0G01830,2456,2596,2974,3917,3401,3040
KMXK_0G01840,3326,3367,3829,4400,3928,3205
KMXK_0G01850,653,641,809,881,812,809
KMXK_0G01860,0,0,0,2,0,0
KMXK_0G01870,4318,4753,5511,6177,5612,4891
KMXK_0G01880,7439,8405,8821,8293,7698,6876
KMXK_0G01890,1127,1453,1391,1366,1329,1077
KMXK_0G01900,1682,2196,2744,3071,2735,2604
KMXK_0G01910,206,255,276,265,235,223
KMXK_0G01920,8524,9527,9680,10751,10050,8741
KMXK_0G01930,3470,4033,4757,5241,4914,4397
KMXK_0G01940,5136,4945,5051,6385,6033,5567
KMXK_0G01950,1519,1086,1238,1458,1148,1045
KMXK_0G01960,30442,35276,39947,44967,40557,36613
KMXK_0G01970,8595,9810,11178,12501,11142,9187
KMXK_0G01980,5009,5045,5088,4812,4564,3848
KMXK_0G01990,5607,6723,7523,7515,7021,5886
KMXK_0G02000,2412,2777,2988,3133,2871,2361
KMXK_0G02010,1250,1444,1504,1754,1644,1510
KMXK_0G02020,278,291,390,333,370,318
KMXK_0G02030,4564,4870,5411,6523,6102,5113
KMXK_0G02040,1252,1162,869,851,709,591
KMXK_0G02050,13469,15908,17699,17131,14771,12529
KMXK_0G02060,19334,20443,22808,25837,25884,21931
KMXK_0G02070,887,1034,1188,1068,1033,955
KMXK_0G02080,19666,21411,26152,32498,29402,26387
KMXK_0G02090,2619,2807,3182,3188,3060,2502
KMXK_0G02100,2016,2217,2536,2638,2217,1862
KMXK_0G02110,2169,2428,3065,3540,3275,2905
KMXK_0G02120,7997,8768,10337,11946,10990,10284
KMXK_0G02130,4088,5011,5741,6526,5859,5258
KMXK_0G02140,2550,3043,2916,3147,3065,2620
KMXK_0G02150,164,183,229,260,211,185
KMXK_0G02160,8587,10264,11708,15097,13966,12698
KMXK_0G02170,2566,2715,2612,3142,2938,2681
KMXK_0G02180,2489,2968,3342,3036,3060,2765
KMXK_0G02190,4966,4178,4650,5016,4720,4439
KMXK_0G02200,1289,1354,1660,1969,1781,1575
KMXK_0G02210,1011,1167,1378,1410,1440,1138
KMXK_0G02220,2345,2727,2745,3189,3053,2487
KMXK_0G02230,3263,2908,3416,4353,4050,3707
KMXK_0G02240,2875,3069,3022,3213,2771,2222
KMXK_0G02250,1655,1666,1817,2138,2100,1817
KMXK_0G02260,1885,1909,2457,3711,3674,3986
KMXK_0G02270,3348,4219,4110,4555,4559,3798
KMXK_0G02280,2113,2067,2372,2494,2248,2132
KMXK_0G02290,2134,2246,2720,2651,2123,1714
KMXK_0G02300,36266,42425,39935,45293,43363,38319
KMXK_0G02310,704,697,734,803,791,664
KMXK_0G02320,3071,2559,3191,3917,3566,3241
KMXK_0G02330,11978,13709,15483,17656,16490,15273
KMXK_0G02340,771,550,561,633,582,531
KMXK_0G02350,3213,3084,3038,3499,3316,2981
KMXK_0G02360,1294,1303,1538,1584,1482,1224
KMXK_0G02370,1508,1731,1828,1875,1560,1525
KMXK_0G02380,1922,1825,1772,2200,1811,1831
KMXK_0G02390,4302,4276,4693,4250,3952,3433
KMXK_0G02400,2537,2815,2928,3168,2809,2372
KMXK_0G02410,1979,2367,2644,2702,2467,1977
KMXK_0G02420,2670,2945,3224,3417,3253,2788
KMXK_0G02430,792,924,1062,1047,986,820
KMXK_0G02440,2571,2441,2959,4440,4766,4433
KMXK_0G02450,8,9,16,15,14,16
KMXK_0G02460,2324,2049,2402,4515,4006,4061
KMXK_0G02470,1174,1294,1576,1775,1727,1531
KMXK_0G02480,3199,3649,4168,4501,4243,3580
KMXK_0G02490,3270,3720,4280,4796,4313,3810
KMXK_0G02500,8208,9774,11281,12390,11811,9663
KMXK_0G02510,4129,4835,5685,5568,5748,4400
KMXK_0G02520,3245,3331,3680,4352,4230,3912
KMXK_0G02530,2447,2683,2651,2536,2325,1877
KMXK_0G02540,4219,4914,5955,5917,5529,4719
KMXK_0G02550,3083,3551,3837,4447,4123,3438
KMXK_0G02560,2557,2642,2840,3093,2686,2396
KMXK_0G02570,3557,3742,4152,5193,5447,4983
KMXK_0G02580,1651,1377,1227,1374,1083,871
KMXK_0G02590,1274,1430,1606,1700,1614,1275
KMXK_0G02600,4008,4513,5377,5965,5741,5210
KMXK_0G02610,1782,1815,1744,1969,1951,1573
KMXK_0G02620,1041,1229,1309,1650,1263,1294
KMXK_0G02630,1861,2204,2248,2430,2305,1985
KMXK_0G02640,2824,3347,3530,3765,3678,2966
KMXK_0G02650,3384,3458,3896,4301,4228,3534
KMXK_0G02660,16173,18841,18976,20720,19339,17336
KMXK_0G02670,373,370,378,368,367,338
KMXK_0G02680,20877,18951,21824,24942,24565,21464
KMXK_0G02690,2181,2369,2664,3119,2733,2433
KMXK_0G02700,517,417,447,587,415,335
KMXK_0G02710,7099,8070,9775,11185,10628,9451
KMXK_0G02720,7632,7862,8972,11039,10640,9767
KMXK_0G02730,2491,2596,2845,3159,2779,2323
KMXK_0G02740,1259,1410,1361,1397,1371,1179
KMXK_0G02750,2449,2771,3279,3549,3333,2906
KMXK_0G02760,2291,2416,2746,3204,2909,2484
KMXK_0G02770,159,121,158,169,148,157
KMXK_0G02780,1412,1675,1558,1666,1411,1185
KMXK_0G02790,4393,4841,4987,4681,4472,4028
KMXK_0G02800,603,583,674,692,602,495
KMXK_0G02810,6825,8058,7996,8636,7732,6369
KMXK_0G02820,2505,2835,2995,3396,3145,2832
KMXK_0G02830,1557,1382,1300,1137,951,648
KMXK_0G02840,3379,4263,5105,4961,4371,3324
KMXK_0G02850,1392,1502,1430,1578,1448,1258
KMXK_0G02860,37,60,34,42,29,41
KMXK_0G02870,900,1084,1236,1420,1322,958
KMXK_0G02880,736,807,984,1072,1016,696
KMXK_0G02890,1883,2158,2274,2646,2308,2193
KMXK_0G02900,773,664,736,792,721,639
KMXK_0G02910,7929,7443,8745,10147,9867,8521
KMXK_0G02920,12402,13804,14637,15920,14580,13448
KMXK_0G02930,713,762,734,844,747,747
KMXK_0G02940,2177,1782,2446,4993,5196,5417
KMXK_0G02950,6771,5699,6257,7855,7425,6603
KMXK_0G02960,303,302,312,316,276,293
KMXK_0G02970,1130,1284,1336,1357,1246,1048
KMXK_0G02980,517,649,810,892,877,749
KMXK_0G02990,1972,1498,1986,2364,2115,1940
KMXK_0G03000,7013,7659,8065,9684,9115,8301
KMXK_0G03010,2505,2298,2780,3452,2844,2904
KMXK_0G03020,1032,1141,1160,1100,1047,924
KMXK_0G03030,7181,8459,8330,9093,8696,7596
KMXK_0G03040,1230,1522,1456,1680,1503,1282
KMXK_0G03050,2412,2867,3176,3496,3153,2904
KMXK_0G03060,2187,2491,2351,2543,2284,2301
