genes,logFC,logCPM,PValue,FDR
CENPK1137D_3121,0.857886990895526,6.1999139881928,4.70058482990122e-12,1.27450849916568e-08
CENPK1137D_4455,1.30946510967433,6.69541880776236,5.62935434204123e-12,1.27450849916568e-08
CENPK1137D_217,1.53178930654576,4.76431894394389,7.12812359712347e-12,1.27450849916568e-08
CENPK1137D_4185,-0.709842495608144,6.41629553191813,1.35254517904483e-11,1.81376308509912e-08
CENPK1137D_4184,0.956022861581736,7.25305885549843,2.07420590342229e-11,2.22520809319143e-08
CENPK1137D_935,-1.03071831906104,6.72669558778203,4.74509658773843e-11,3.95085484400719e-08
CENPK1137D_1904,-0.992260742066395,7.64612744856145,5.15585084042699e-11,3.95085484400719e-08
CENPK1137D_2173,0.782170665085061,5.71450649674972,6.04678165691914e-11,4.05436710096428e-08
CENPK1137D_1636,0.576192729326334,5.76629341101496,2.70425217781674e-10,1.4952405155923e-07
CENPK1137D_5417,-0.77773513094165,6.13654335491874,2.78754756821831e-10,1.4952405155923e-07
CENPK1137D_2739,-0.693469267946205,5.16466579296402,4.81222664138605e-10,2.26725574617031e-07
CENPK1137D_5377,0.976208570905835,5.83410381447611,5.07216050597385e-10,2.26725574617031e-07
CENPK1137D_399,-1.53724252209933,6.00341866628837,6.1951257016829e-10,2.29511603605133e-07
CENPK1137D_1251,0.928619896490382,5.49713462752048,6.62816156670964e-10,2.29511603605133e-07
CENPK1137D_2789,0.91962575153578,7.7986126985479,6.72922622056769e-10,2.29511603605133e-07
CENPK1137D_2567,-1.10055946054638,7.04579193056988,7.24902747305069e-10,2.29511603605133e-07
CENPK1137D_1747,0.673496083590371,6.50809334351465,7.64898792071421e-10,2.29511603605133e-07
CENPK1137D_1095,0.816270052337367,5.64787161618778,7.70173166460177e-10,2.29511603605133e-07
CENPK1137D_4341,1.19420726175327,7.04606972905764,8.77263033654527e-10,2.42867243948665e-07
CENPK1137D_2467,0.767040904067437,6.22421946261741,9.31183972949329e-10,2.42867243948665e-07
CENPK1137D_708,1.1712052436682,7.19537691368403,9.50822543423185e-10,2.42867243948665e-07
CENPK1137D_1534,1.14784156148982,7.56432137510996,1.14479663552938e-09,2.79122234226344e-07
CENPK1137D_1914,-1.60844895545887,6.05534624762369,1.67210040446734e-09,3.89962894328817e-07
CENPK1137D_4548,-0.851408605384178,5.57080869513615,1.7776455962936e-09,3.97303790771621e-07
CENPK1137D_2317,0.962673258780027,9.72808408218815,2.64095278474254e-09,5.52847601527999e-07
CENPK1137D_4506,-0.848400558033903,6.14590470258173,2.84957708965553e-09,5.52847601527999e-07
CENPK1137D_3964,-0.934353574520229,7.18732595137345,2.92360177482199e-09,5.52847601527999e-07
CENPK1137D_1706,0.930556232249174,7.05516299416427,3.01159170124533e-09,5.52847601527999e-07
CENPK1137D_4331,-1.21367647833844,9.83655112133927,3.16162230174436e-09,5.52847601527999e-07
CENPK1137D_5330,0.871982864737006,8.28430142982999,3.19466173739181e-09,5.52847601527999e-07
CENPK1137D_260,-0.834167189519463,6.50859618366303,3.19505511695898e-09,5.52847601527999e-07
CENPK1137D_4208,-1.29662429209417,8.94858547651335,3.43287852365417e-09,5.7543626252753e-07
CENPK1137D_794,-1.44682723030519,5.77321769495042,3.87002623416447e-09,6.29055173335097e-07
CENPK1137D_5290,-0.650131161122548,6.57697464506156,4.45795026381356e-09,7.02299163167609e-07
CENPK1137D_111,1.11885278367861,8.35902951954936,4.6658606378269e-09,7.02299163167609e-07
CENPK1137D_2057,0.941492090638269,6.8340512915902,4.71341720246717e-09,7.02299163167609e-07
CENPK1137D_2199,1.13404323384062,5.96016405498175,5.46754221696968e-09,7.7325172559488e-07
CENPK1137D_2492,1.1959202474678,9.29524358378918,5.47792050197715e-09,7.7325172559488e-07
CENPK1137D_524,0.836650051111862,5.68536628682447,5.76215449006224e-09,7.92517863710099e-07
CENPK1137D_1644,0.950745767250142,6.90149296081383,6.09624698814722e-09,8.17506721110543e-07
CENPK1137D_3401,0.560791998688444,6.65288087491467,6.31350595408483e-09,8.25991364334415e-07
