genes,direction
snR63,up
YOR097C,up
tV(AAC)G3,up
YAR031W,up
YMR194W,down
YCL005W-A,down
YJL052W,down
YMR043W,up
YKR057W,down
YNL162W,down
YIR044C,down
snR57,mixed
YGR085C,down
YIL136W,mixed
YER009W,down
YKL056C,down
YGL188C,down
YJL171C,down
YNL277W-A,up
YDR281C,up
YKL066W,up
YML001W,down
YBR018C,mixed
YBR224W,up
YDR491C,down
YIR019C,up
YGR139W,up
YOR096W,down
YKL031W,up
YML056C,down
YIL163C,down
YDL161W,up
YLR262C-A,down
YKL147C,up
YBL100C,up
YDR453C,down
YEL017C-A,down
YDR261C-D,down
YLR038C,down
YLR379W,down
YOL093W,up
YDR437W,up
YDR077W,up
YKL162C-A,down
YPL218W,down
snR71,up
YML113W,up
YEL008W,up
YHR063W-A,down
YOR089C,up
YLR040C,up
YFR052C-A,down
YLL014W,down
YGR282C,down
YOL155W-A,up
YOR376W-A,up
YMR175W,down
YGR174C,up
YPR080W,down
YGR254W,down
YBR109C,down
YGL008C,down
YDR447C,down
snR42,up
YMR011W,mixed
YGL025C,up
YDR038C,up
YMR096W,down
YBR085C-A,up
YOL131W,down
YLR112W,up
YBL003C,down
YER146W,down
YHR125W,up
YJL216C,down
YOR133W,down
YLR255C,up
YOR072W,up
YER175C,down
YOL164W-A,mixed
YDR522C,up
YLL025W,down
YCR049C,up
YDR050C,down
YHL019W-A,up
YKR034W,up
YOL104C,up
YGR209C,down
YBR296C,up
YDR536W,mixed
YLR264W,down
YNL067W-A,up
YDR327W,down
YGL138C,up
YKL096C-B,down
YOR343C,up
YPR201W,up
YER076W-A,up
YIL011W,down
YLR041W,up
YOR309C,down
YJL009W,down
YLR445W,up
YLR308W,up
YMR182C,up
YKL068W-A,down
YDR359C,up
YJL205C,up
YEL033W,up
YOR156C,up
YGR156W,up
YPL221W,down
YGR137W,down
YHL010C,up
YMR164C,up
YHL036W,down
YKR083C,up
YPL163C,up
YCL059C,down
YPR005C,up
YDL208W,down
YMR081C,up
YGL102C,up
YNL217W,up
YOR298C-A,up
YDR154C,mixed
YNL251C,up
YOR145C,down
YBR004C,down
YOR037W,up
YNL024C-A,down
YHL021C,up
YLR139C,up
YOR329C,up
YPR093C,up
YLR149C-A,up
YDR363W-A,up
YHR122W,down
YFL042C,up
YGL226W,up
YGR215W,up
YOR215C,mixed
YOR302W,up
YKL043W,mixed
YHR083W,up
YOR095C,down
YJL196C,down
YMR136W,mixed
YCL056C,up
YKL151C,up
YDL193W,down
YDR072C,down
YBR021W,mixed
YPL226W,down
YNL010W,down
YER159C,up
YGL044C,up
YPL230W,mixed
YNL300W,up
YLR200W,up
YMR173W,up
YIL014C-A,up
YNL179C,up
YMR174C,mixed
YDR171W,mixed
YOR247W,up
YGR275W,up
YDR091C,down
YDR510W,up
YAL033W,up
YDL204W,up
YGL077C,down
YHR177W,up
YLR438C-A,up
YOR143C,down
YOR289W,up
YMR035W,down
YOR257W,up
YLR390W,up
YBR233W-A,up
YIL053W,mixed
YIL045W,mixed
YCR071C,up
YER150W,up
YDR352W,down
YPL089C,up
YOR199W,up
YNL306W,up
YDR399W,down
YKL204W,up
YOL158C,mixed
YMR311C,up
YKL032C,up
YNL097C,up
YBL065W,up
YDR428C,down
YGL215W,up
YKL077W,down
YNL180C,up
YOR223W,up
YHR201C,up
YGR203W,up
YER122C,up
YDR025W,down
YDR002W,down
YHR064C,down
YER177W,up
YPL234C,down
YJR139C,down
YKL122C,up
YIL154C,up
YHR135C,up
YDR068W,up
YLR292C,up
YBL087C,down
YNL286W,up
YDL050C,down
YPR069C,down
YGR268C,up
YOR335C,down
YLR186W,down
YCL038C,down
YBL029C-A,up
YJR125C,up
YLR219W,mixed
YDL015C,down
YHR114W,up
YDR454C,down
YOR036W,up
YMR114C,up
YHR039C-A,down
YER074W-A,down
YGL254W,up
YAL037C-A,up
YNL265C,down
YPR065W,up
YKL008C,down
YNR020C,up
YJR105W,down
YFR016C,up
YNL067W,down
YBR016W,up
YNL148C,up
YJL144W,mixed
YNL220W,down
YGR106C,down
YGR207C,down
YPL181W,up
YOR099W,down
YNL215W,up
YBR268W,up
YOR140W,up
YKL054C,up
YFR033C,up
YNL303W,up
YCR024C-B,down
YKL220C,down
YOL097C,down
YAL055W,up
YIL029C,down
YDL110C,up
YEL038W,down
YJL109C,down
YDR274C,up
YNL037C,mixed
YDR286C,down
YER042W,down
YOR327C,down
YLR333C,down
YNL113W,down
YDR207C,up
YLR146C,down
YDL197C,up
YML112W,up
YDL029W,down
YDR385W,down
YER066W,down
YGR262C,up
YJR091C,up
YHR051W,down
YLR361C-A,up
YOR203W,up
YGR243W,up
YFR044C,down
YLR406C,down
YPR193C,up
YJL138C,up
YPL066W,up
YGR021W,up
YER145C,down
YLR311C,down
YBL021C,up
YBL027W,down
YMR307W,down
YOR123C,up
YOR079C,down
YPL134C,down
YFL013W-A,up
YDL191W,down
YLR301W,down
YOL005C,up
YGR155W,down
YLR327C,up
YMR260C,down
YPR114W,up
YJL115W,up
YOL053W,up
YFL048C,down
YOR210W,down
YMR145C,down
YMR039C,up
YOL108C,up
YHR050W-A,up
YML015C,up
YOR304C-A,down
YEL066W,down
YNL197C,up
YDR070C,mixed
YGL203C,up
YKL053C-A,down
YJL104W,up
YDR396W,up
YBR279W,up
YGL033W,mixed
YGR101W,up
YDL048C,up
YPR185W,up
YER029C,up
YAL034W-A,up
YPL054W,up
YOL121C,down
YMR241W,down
YNL276C,down
YGR249W,up
YLR095C,up
YLR080W,mixed
YOR338W,down
YHR010W,down
YNL259C,down
YER158W-A,up
YOR159C,up
YCR084C,up
YDR486C,up
YMR263W,up
YOR234C,down
YJR141W,down
YIL113W,up
YGL135W,down
YDR435C,down
YHR175W-A,up
YAL003W,down
YMR070W,up
YPL014W,up
YOR313C,up
YFR052W,down
YHL001W,down
YMR071C,down
YMR292W,down
YBR221C,down
YJL037W,down
YPR020W,mixed
YJL188C,down
YJR135W-A,down
YHR174W,down
YJL079C,up
YIL168W,up
YNL146W,up
YJL078C,up
YML064C,up
YCR075W-A,down
YLR147C,up
YOR023C,up
YOR113W,up
YOR293C-A,up
YIR015W,up
YEL034C-A,up
YLL020C,down
YMR256C,down
YBR204C,down
YDL137W,down
YOR104W,up
YKL183C-A,up
YKR072C,up
YNL090W,down
YKL024C,down
YIL040W,up
YGR011W,up
YAL016W,down
YPR151C,mixed
YKL044W,mixed
YPL170W,mixed
YPR123C,down
YDR532C,up
YIL127C,up
YOL112W,up
YBR025C,down
YDR039C,mixed
YPL028W,down
YDL232W,down
YPR016C,down
YGR018C,down
YDR473C,up
YOL054W,up
YER178W,down
YEL004W,down
YDL157C,down
YJL024C,up
YMR163C,down
YGR024C,down
YGR182C,down
YOR194C,up
YGR241C,up
YKL023W,up
YGR208W,down
YFL046W,up
YEL067C,up
YBR112C,up
YGL238W,down
YER107C,down
YBR206W,up
YDL215C,down
YAL044W-A,down
YCR023C,down
YER002W,up
YDR209C,down
YMR016C,up
YOR228C,down
YLR101C,up
YEL048C,down
YGL198W,down
YDR538W,down
YDR460W,up
YLR288C,up
YJL023C,down
YCL021W-A,up
YDR078C,down
YBL099W,down
YMR203W,down
YGL115W,down
YPL087W,down
YDR321W,down
YLR216C,down
YOR121C,up
YPR044C,up
YPR062W,up
YDL055C,down
YDL185W,down
YIR010W,up
YGR232W,down
YDL160C-A,down
YKL119C,down
YOL086C,down
YDR119W-A,down
YGL222C,mixed
YDR040C,mixed
YHR081W,up
YDR525W-A,down
RUF20,down
YHR136C,down
YDR374C,down
YPR012W,up
YAL016C-A,up
YOL106W,down
YDR513W,down
YAL059W,down
YBL001C,down
YOR060C,up
YFL034C-A,down
YGL068W,down
YLR437C,up
YFL041W-A,down
YIR030W-A,down
YNL124W,up
YHL033C,down
YGR049W,up
YDR446W,up
YJR017C,up
YIL124W,down
YCR001W,down
YBR089C-A,down
YPL068C,up
YBR162W-A,up
YPR073C,down
YDR013W,down
YBR013C,down
YCR047C,up
YDR249C,down
YJL166W,down
YPL178W,down
YOR185C,down
YMR001C-A,down
YJR005C-A,mixed
YDR075W,up
YMR322C,up
YJR080C,down
YPR126C,down
YMR141C,down
YIL167W,down
YKL036C,up
YDL196W,up
YBL081W,up
YLR264C-A,down
YDR367W,down
YJL152W,up
YDR284C,down
YNR061C,down
YOR285W,down
YHR139C-A,down
YLL039C,down
YNL332W,down
YLL049W,down
YPL197C,up
YOR332W,down
YNR054C,up
YLL017W,mixed
YNL308C,up
YGL149W,up
YJR086W,down
YLR068W,up
YHR126C,down
YPR170W-B,down
YBR113W,up
YDR133C,down
YLL033W,down
YER071C,down
YBR088C,down
YLL004W,down
YGR016W,down
YLR134W,down
YBR209W,down
YGL249W,down
YMR159C,up
YKL096W,mixed
YAL025C,up
YMR244C-A,down
YGR107W,up
YHR088W,up
YBL049W,down
YGR280C,up
YKR045C,up
YBL064C,down
YER137W-A,up
YLR376C,up
YKL026C,down
YAL068C,up
YKL169C,down
YGR035W-A,up
YKL065W-A,down
YDR230W,down
YLR349W,up
YJR161C,down
YDR115W,down
YGR273C,down
YDR031W,down
YIR017C,up
YGL230C,mixed
YFL058W,down
YIR017W-A,up
YIR036C,down
YAR066W,down
YBR232C,up
YJR011C,down
YDR098C-B,down
YGL261C,down
YBL048W,down
YKL030W,up
YER060W-A,up
snR61,down
YDL009C,down
YJL211C,up
YPR064W,up
YLR346C,down
YAR009C,down
YDR269C,down
YHR214W,mixed
YER107W-A,down
YHR219W,up
YLR302C,up
YFL051C,mixed
YGR146C-A,up
YHR049C-A,down
YDR366C,mixed
YER180C-A,down
YPR204W,up
YBL077W,up
YJL015C,mixed
YHR071C-A,up
YHL048W,down
YJL222W,down
YER138C,up
YNL170W,down
YJL108C,up
YJL107C,up
YJL045W,down
YNL040W,down
YKL187C,down
YPR192W,down
YDL218W,down
YLR042C,up
YDR343C,down
YKL163W,down
YBL075C,down
YKL096W-A,down
YER062C,up
YBR295W,down
YPL186C,down
YIL162W,up
YDL037C,up
YDL022W,up
YMR058W,up
YNR069C,down
YHR033W,up
YAL049C,down
YNR068C,down
YDL039C,up
YMR251W-A,down
YGR287C,up
YOL143C,up
YKL107W,down
YLR413W,up
YBR026C,down
YJL016W,down
YBR014C,up
YOR230W,down
YLR256W,down
YMR118C,down
YHL035C,up
YKL050C,down
YOL083W,down
YEL039C,down
YOR173W,down
YML070W,up
YOL165C,up
YOL052C-A,down
YOL058W,down
YOR386W,down
YPL036W,down
YNL036W,down
YGL184C,down
YNL115C,down
YDR524C-B,down
YEL011W,down
YGL096W,down
YOL151W,up
YNL014W,down
YNR019W,down
YDL168W,up
YPR160W,down
YOR034C,down
YGL157W,up
YNL009W,down
YBR214W,down
YGR044C,down
YMR006C,down
YER001W,down
YJR155W,down
YMR196W,down
YLR178C,down
YDR368W,up
YHL024W,down
YKL134C,up
YDR518W,down
YHL040C,up
YPL004C,down
YGL047W,down
YLL016W,down
YBR147W,down
YEL065W,up
YBR285W,down
YKR091W,down
YGR180C,down
YIL013C,down
YGR161C,down
YGR087C,down
YLR438W,down
YCL049C,up
YDR342C,down
YHR049W,up
YAL061W,down
YJR148W,down
YDL154W,down
YMR095C,down
YDR055W,down
YHR104W,up
YKL103C,down
YPL092W,down
YDL206W,up
YER075C,up
YFL014W,down
YCL026C-B,up
YMR238W,down
YOR186W,down
YMR254C,up
YEL060C,down
YCL047C,up
YOL164W,up
YJL163C,down
YNL200C,down
YHR029C,down
YDR275W,down
YPL123C,down
YGR008C,down
YGR248W,down
YER121W,down
YIL099W,down
YGR154C,down
YAL008W,down
YBR294W,down
YLR070C,down
YIL166C,up
YLL062C,up
YIL108W,up
YDR018C,down
YJR008W,down
YDR535C,up
YOR299W,up
YKL217W,down
YJL048C,down
YDL124W,down
YCL048W-A,down
YFR055W,up
YNL117W,down
YDR134C,down
YDR300C,up
YDR534C,up
YGR143W,down
YHR094C,up
YDR276C,down
YDR019C,down
YOR161C,up
YJR096W,down
YBR177C,down
YBR066C,down
YHR171W,down
YGR130C,down
YMR152W,down
YDR379C-A,down
YER037W,down
YNR034W,up
YNL034W,down
YPR009W,up
YBR157C,down
YDR361C,up
YMR100W,down
YOR134W,down
YDL019C,down
YMR181C,down
YGL253W,up
YGR127W,down
YHR032W,up
YLR297W,down
YBR286W,down
YPL047W,up
YPL203W,down
YGR067C,up
YBR241C,down
YCL009C,down
YLR164W,down
YLR237W,down
YLR194C,down
YHR044C,up
YDR047W,down
YBR005W,down
YLL026W,down
YPR184W,down
YNL173C,down
YPL264C,down
YDR357C,down
YJL141C,down
YLR307C-A,down
YOL152W,up
YLR254C,down
YOR321W,down
YNL001W,up
YGR065C,up
YHR031C,up
YNL093W,down
YNL015W,down
YNL333W,up
YGL156W,down
YML087C,up
YJL164C,down
YJR104C,down
YML075C,down
YHR146W,down
YEL071W,up
YBR056W,down
YMR250W,down
YHR138C,down
YOR237W,down
YGR153W,down
YBR139W,down
YOL045W,down
YCR083W,down
YOL091W,down
YDR261W-B,up
YDR358W,down
YLR168C,up
YLR377C,down
YHL041W,up
YOL065C,down
YDR034W-B,down
YLR179C,up
YPL119C,down
YBR149W,down
YER096W,down
YDL054C,down
YLR356W,down
YDR380W,down
YMR036C,down
YBR296C-A,up
YHR097C,down
YGR256W,down
YLR034C,up
YHR046C,up
YOR273C,down
YKR098C,up
YOL016C,down
YLR012C,up
YOL136C,up
YBR161W,up
YNL208W,down
YMR110C,down
YIL087C,down
YBR145W,down
YNL160W,down
YLR411W,up
YKR076W,down
YPL250C,down
YKL178C,down
YFR015C,down
YNR060W,up
YHR209W,down
YIR037W,down
YDR354W,down
YJL038C,up
YNL143C,up
YLR023C,up
YLR258W,down
YER088C,down
YNR002C,down
YGL039W,up
YIR014W,down
YER055C,down
YGL121C,down
YHR043C,up
YOR135C,up
YFL052W,up
YJR025C,down
YEL069C,up
YGR066C,up
YPR149W,down
YOR202W,down
YML028W,down
YCL012C,down
YJR127C,down
YDL243C,up
YDR524W-C,down
YGL258W,up
YOR009W,down
YDR144C,up
YNL223W,down
YNL298W,up
YMR053C,down
YNL193W,up
YLR296W,up
YNR001C,up
YBL095W,down
YER119C,down
YOL126C,down
YOL101C,up
YLR353W,down
YPL061W,up
YDL222C,down
YNL210W,up
YCR061W,down
YMR244W,down
YML128C,down
YBR169C,down
YOL020W,up
YDR107C,down
YLR149C,down
YER014W,down
YKR046C,down
YLR151C,down
YDL246C,up
YEL030W,down
YPL062W,up
YIL066C,down
YDR033W,up
YKR039W,down
YBL101C,down
YBR208C,down
YDL227C,up
YKL084W,down
YAL028W,down
YLR299W,down
YHR137W,down
YOL109W,down
YJR149W,down
YJR111C,down
YER084W,down
YPR127W,down
YGR109C,up
YHL042W,up
YBR148W,down
YJL105W,down
YMR297W,down
YOL132W,up
YGL258W-A,up
YOR031W,down
YLR414C,down
YLR257W,down
YNR073C,up
YKL201C,up
YGR144W,up
YDR533C,down
YJL161W,down
YLR290C,down
YOL119C,down
YMR175W-A,down
YGL059W,down
YML098W,down
YOR136W,up
YIL170W,up
YIR043C,up
YIL020C,up
YFL060C,up
YGL180W,down
YBR063C,up
YGL007W,down
YPR078C,down
YFL003C,up
YNR057C,down
YBR299W,up
YDR213W,down
YOR192C-B,up
YHR213W-B,down
YOR044W,down
YLR218C,down
YIL117C,down
YEL073C,down
YER119C-A,down
YNL018C,down
YFL059W,up
YOR392W,up
YHR022C-A,up
YBL086C,down
YGL117W,down
YDR035W,down
YHL043W,up
YPL223C,down
YBL073W,up
YGR055W,down
LSR1,down
YMR105C,down
YNL194C,down
YOR011W-A,up
YLR142W,down
YNR072W,up
YOL114C,up
YBR072C-A,down
YIL072W,down
YKR106W,up
YHL049C,up
YAR029W,up
YDR246W,down
YBL015W,up
YNR058W,down
YOL085W-A,down
YBR069C,up
YCL048W,down
YDR102C,up
YHR184W,down
YFL012W,down
YNR044W,down
YCL064C,down
YPL275W,down
YPR202W,up
YDL023C,up
YER188W,up
YAR030C,up
YDR246W-A,down
YOR388C,down
YHR093W,up
YDR223W,down
YCL058C,up
YNR014W,down
YNL142W,down
YMR247W-A,down
YFL065C,up
YER124C,down
YMR082C,up
YOR248W,up
YJR159W,up
YLR123C,up
YMR242W-A,up
YBR298C-A,up
YOR268C,down
YEL070W,up
YJL213W,up
YIL025C,up
YJL218W,up
YAR068W,up
YGR292W,up
YHL022C,up
YDR250C,down
YLR365W,up
YIR013C,up
YER088C-A,down
