"","genes","logFC","logCPM","PValue","FDR"
"189","CENPK1137D_4927",2.414344513128,6.21397665475971,3.36643567592943e-120,4.93519470091255e-117
"1200","CENPK1137D_148",-1.4111559071801,9.76400594132343,9.8850091857771e-60,7.24571173317461e-57
"16","CENPK1137D_3054",1.61204085587496,7.53193459973059,1.0597411358972e-43,5.17860168408433e-41
"1087","CENPK1137D_283",-1.24092875235273,9.83262167463925,5.43969997782204e-36,1.99365004187178e-33
"1021","CENPK1137D_4049",-0.984728023079921,11.2033953575046,1.45666651237305e-34,3.80044875114136e-32
"54","CENPK1137D_206",1.7638470556479,8.19960925018215,1.55543605094462e-34,3.80044875114136e-32
"49","CENPK1137D_2766",0.978894052351004,9.37045276753073,3.06254110908845e-34,6.41383609417667e-32
"1167","CENPK1137D_2237",-1.15436629371738,9.76273314263969,2.07435618964418e-31,3.80125771752295e-29
"1313","CENPK1137D_923",-1.1141288280925,9.21546033519169,1.06444877531244e-30,1.73386878289781e-28
"1258","CENPK1137D_676",-1.1081661798562,6.95891670466115,2.04234368572782e-30,2.99407584327698e-28
"612","CENPK1137D_694",1.18829525901925,8.17005488897677,1.73282354790799e-29,2.30938120112101e-27
"346","CENPK1137D_334",1.88803469988424,6.60108593219751,4.72627695269521e-28,5.77393501054265e-26
"13","CENPK1137D_2390",0.930272869984419,11.8647015188626,2.53868380825239e-24,2.86285420222924e-22
"31","CENPK1137D_4319",0.871384414415004,6.95231186155094,8.45384909639152e-24,8.85238769664998e-22
"84","CENPK1137D_1527",0.988398128219583,7.75554646547308,4.20460784831811e-22,4.10930340375624e-20
"780","CENPK1137D_1305",-0.958153588624542,7.50066713117939,1.00652217944248e-21,9.22225946914172e-20
"26","CENPK1137D_4473",0.95212733400833,9.85027077120693,2.2109087535206e-21,1.9065836662713e-19
"875","CENPK1137D_1421",1.0228182571687,6.9209601303511,4.56333846009899e-21,3.71658565694729e-19
"11","CENPK1137D_1",1.09313971010348,9.82415417363834,3.20674062072257e-20,2.47425355262067e-18
"299","CENPK1137D_2661",2.88330477073275,7.67692775330512,4.22843285226691e-20,3.09944128071164e-18
"1199","CENPK1137D_4583",-0.935776408618646,10.0383260812205,2.78659586123545e-19,1.94530930122437e-17
"769","CENPK1137D_1463",0.800012125861461,7.65835187452495,2.94209998319639e-19,1.96050844334814e-17
"881","CENPK1137D_3",0.911581861578615,7.45241531093265,9.69025310600665e-19,6.17648306669815e-17
"935","CENPK1137D_1155",-0.877156089609702,12.1839029668422,3.94969213754645e-18,2.41260361401796e-16
"1257","CENPK1137D_697",-1.25419459968865,7.54275207779207,4.70986774473624e-18,2.76186644551333e-16
"310","CENPK1137D_2139",0.784666166650392,10.6241519460616,6.35751276894053e-18,3.58465912279493e-16
"434","CENPK1137D_4469",-0.6859079641037,10.1869316072348,9.37848890222335e-18,5.09217212246646e-16
"946","CENPK1137D_2911",-0.873606794536218,5.91554490280619,2.24238700433168e-17,1.17404976726794e-15
"1262","CENPK1137D_5439",-0.885374858217572,5.78082989276874,8.80610914220614e-17,4.45164000085317e-15
"975","CENPK1137D_4331",-1.26380858949229,11.5707636665659,9.41212839113697e-17,4.51047846351824e-15
"1142","CENPK1137D_2315 CENPK1137D_2659",-1.60639924167462,10.259429247538,9.53784668274662e-17,4.51047846351824e-15
"514","CENPK1137D_120",0.831631206521392,9.23535921859991,1.00549310155132e-16,4.60641527148197e-15
"177","CENPK1137D_3444",-0.622498577003904,12.5010114649262,1.05949225321515e-16,4.70671407034369e-15
"326","CENPK1137D_4259",1.22907753381201,7.31147071300259,1.61743573234338e-16,6.97400230475117e-15
"960","CENPK1137D_747",0.70233778565557,9.02001911629235,2.40380738937632e-16,1.00685189509305e-14
"270","CENPK1137D_1819",0.671802685123746,9.8811340962638,2.8959397811395e-16,1.17799721450849e-14
"1225","CENPK1137D_4693",-2.24305137255943,11.7778938117734,2.97311711710873e-16,1.17799721450849e-14
"1018","CENPK1137D_1370",-0.923572334213091,9.84140339782403,3.54865161054093e-16,1.36903243711921e-14
"1048","CENPK1137D_2433",-1.46512369962642,8.82932989221928,4.31601036382291e-16,1.62237722906779e-14
"665","CENPK1137D_2647 CENPK1137D_4553",-1.08968334952512,7.51069696836261,1.86411066678049e-15,6.83196559375051e-14
"341","CENPK1137D_2402",0.590242267682851,11.9584672839996,2.84723868435327e-15,1.0180614417712e-13
"338","CENPK1137D_2713",0.950146098600478,8.74765447973082,3.26309722333319e-15,1.13897631652535e-13
"1155","CENPK1137D_3325",-1.04697970941571,7.70190328436209,3.42563487897775e-15,1.16790249594916e-13
"1232","CENPK1137D_877",-1.15529399371507,9.54754172762287,3.69593771042289e-15,1.23141924624545e-13
"229","CENPK1137D_718",0.905639460422725,8.06359515779831,3.8038048255677e-15,1.23919508317383e-13
"350","CENPK1137D_3821",1.45099192966928,4.94411964209311,1.07563408297149e-14,3.42799905573088e-13
"894","CENPK1137D_2277",-1.03160654654813,5.53284605562862,1.59382332339641e-14,4.97137232361517e-13
"727","CENPK1137D_3052",0.587933790025428,12.8168565042398,2.43066553587205e-14,7.42365765747589e-13
"1041","CENPK1137D_4841",1.27594833930746,6.34845257826196,2.59068317974836e-14,7.75090110512467e-13
"60","CENPK1137D_4361",1.20384468342691,7.46572246708175,3.46404380675732e-14,1.01565764414125e-12
"220","CENPK1137D_3856",-0.752075494242969,8.79557542000743,3.59772437433924e-14,1.03416939858457e-12
"148","CENPK1137D_4054",-0.854587022667752,8.56447421564636,4.57895918480278e-14,1.29091426248478e-12
"731","CENPK1137D_4488",-0.663656868917286,9.69017046191161,5.20320505236392e-14,1.43922615221991e-12
