"","genes","logFC","logCPM","PValue","FDR"
"4","CENPK1137D_3804",3.71096851921181,11.536588639769,3.39085565887275e-253,4.97099439590745e-250
"26","CENPK1137D_4473",3.44750559772447,9.85027077120693,4.78159635279796e-218,3.5049101266009e-215
"7","CENPK1137D_5141",3.07562743199096,7.52755293431373,1.37582608858079e-165,6.72320348619811e-163
"15","CENPK1137D_3141",-3.11328064902835,10.6725777243245,1.13220107836486e-129,4.14951695220721e-127
"16","CENPK1137D_3054",2.75173106560368,7.53193459973059,2.95437848732183e-114,8.6622377248276e-112
"8","CENPK1137D_5411",-2.65168302302776,8.16332884783203,3.91129279449216e-112,9.55659206120918e-110
"19","CENPK1137D_203",3.61837254121038,10.396536302483,1.40534835520925e-108,2.94320098390966e-106
"111","CENPK1137D_1962",-1.91945999660195,10.6162539996774,1.78749657590356e-104,3.27558747534328e-102
"43","CENPK1137D_3646",-2.06234332455362,7.98131392629389,3.75967628230885e-100,6.12409492207197e-98
"6","CENPK1137D_382",1.85917754659063,9.67701958981259,7.47494029671309e-99,1.09582624749814e-96
"5","CENPK1137D_2246",-2.25051023973093,10.4857161139909,3.58910973406155e-94,4.78330442739476e-92
"34","CENPK1137D_4663",1.92803430254407,8.70428430440272,1.27072625107808e-91,1.55240390340039e-89
"80","CENPK1137D_1993",2.46510457249123,8.9597154008032,1.07423220457855e-90,1.21140339377858e-88
"70","CENPK1137D_5249",1.65189866249848,11.3378034324234,2.27543573756603e-90,2.38270627947985e-88
"17","CENPK1137D_1304",2.56341943062553,6.82021488541298,4.56263163340687e-90,4.45921198304964e-88
"46","CENPK1137D_2676",1.44837965490634,13.6534727297317,4.04448520051296e-83,3.69418664433709e-81
"154","CENPK1137D_1902",-2.53628618905125,8.58539564819534,4.2838453583718e-83,3.69418664433709e-81
"30","CENPK1137D_138",-2.4779432455862,7.87810687405793,2.79886179851214e-79,2.279517442566e-77
"33","CENPK1137D_1851",-1.78892189241483,8.83381351191843,5.88810856060634e-79,4.54314060518363e-77
