"","genes","logFC","logCPM","PValue","FDR"
"254","YALI1_E41251g",-1.69943997042234,11.3000627569684,0.170524347196506,1
"218","YALI1_C24891g",-1.14588534288397,11.6741721584371,0.230771575706313,1
"1360","YALI1_B11960g",-1.29947655465787,11.5144620717191,0.328460073194124,1
"25","YALI1_E07899g",-1.48257245587987,10.9881693672024,0.373189556244273,1
"237","YALI1_E02906g",-0.695319970021999,11.6906189357903,0.421941012946158,1
"477","YALI1_D32153g",-0.66598007324529,11.5938203044921,0.421941012946158,1
"99","YALI1_B18572g",-0.74056612877321,11.5853544499694,0.465839172820199,1
"69","YALI1_E09329g",-1.01552257186002,11.3315974449783,0.517283977443454,1
"389","YALI1_E08211g",0.659649415563576,11.6104277140238,0.571776302687498,1
"357","YALI1_B11983g",0.588293364316394,11.5650849385485,0.59767206973859,1
"310","YALI1_B11934g",-0.416804406556373,12.2799968885912,0.622206313898292,1
"342","YALI1_C31408g",0.679404923775882,11.242235539392,0.626141806409586,1
"297","YALI1_E27441g",-0.474187877892943,11.8534633376375,0.636828923510217,1
"767","YALI1_D03412g",-1.52328622374951,10.8629006271916,0.653068057485438,1
"1320","YALI1_E35023g",-1.44159557452976,10.8663046114838,0.653068057485438,1
"930","YALI1_E09924g",-1.26218092891875,10.7960564514837,0.653068057485438,1
"208","YALI1_F23922g",-0.78902499196873,10.8403420803435,0.653068057485438,1
"371","YALI1_B20802g",0.649642041614586,11.2565684188941,0.657847882928382,1
"1287","YALI1_E02007g",0.592241806184171,11.3119680221621,0.657847882928382,1
"550","YALI1_F33345g",-0.298208877830911,12.2651018732022,0.670373042094738,1
"573","YALI1_F04455g",-0.367020001089201,12.1370949295047,0.683563477833497,1
"559","YALI1_D02041g",0.592487089269259,11.0734267789197,0.693812131568825,1
"242","YALI1_B29419g",0.514817410767777,11.367958837614,0.693812131568825,1
"13","YALI1_E15659g",-0.306062429793834,12.0023992865558,0.696734485216246,1
"388","YALI1_F29395g",-0.387803804844398,11.505063052963,0.709190177888453,1
"1257","YALI1_B21250g",-1.17397546431212,11.1221439788919,0.718706247483092,1
"567","YALI1_F14688g",-0.507525314369332,11.1496237419021,0.718706247483092,1
"446","YALI1_A20484g",-0.436717960007569,11.1379683787392,0.718706247483092,1
"670","YALI1_E32033g",-0.535840968638647,11.4380475888839,0.71895204298917,1
"679","YALI1_E34028g",-0.349736967110954,11.444071415305,0.71895204298917,1
"866","YALI1_D11256g",0.851960640328622,10.9215482369521,0.735772031258712,1
"991","YALI1_F21174g",0.63605889278341,10.992506973197,0.735772031258712,1
"455","YALI1_D05705g",0.534970652728472,10.9782088402318,0.735772031258712,1
"1171","YALI1_F03215g",0.471302328522472,11.0290330787254,0.735772031258712,1
"619","YALI1_D27826g",0.31181731998753,11.7368520465123,0.738280637285414,1
"212","YALI1_D07348g",-0.242164955089514,12.4485733466776,0.760666197819549,1
"207","YALI1_E16649g",-0.382334953565428,11.8225830039614,0.774633113193948,1
"483","YALI1_E27880g",-0.319331608181577,11.9191573485028,0.774633113193948,1
"734","YALI1_E29930g",-0.265229805313061,11.9380617349746,0.774633113193948,1
"138","YALI1_A22454g",0.385520695632715,11.5371796254577,0.778977843464911,1
"443","YALI1_E32816g",0.378826476540181,11.5938168414322,0.778977843464911,1
"267","YALI1_B04138g",0.35706300976283,11.6219870748415,0.778977843464911,1
"320","YALI1_D15734g",0.250317009371463,11.6203932946017,0.778977843464911,1
"20","YALI1_C10555g",0.298564023088455,11.964677254324,0.779990232656068,1
"845","YALI1_E38706g",1.00366986221997,10.8836934975329,0.78717494003397,1
"831","YALI1_A12437g",0.541709600132187,10.8198049580494,0.78717494003397,1
"1265","YALI1_F24742g",0.472655841632118,10.8304873255482,0.78717494003397,1
