"","genes","logFC","logCPM","PValue","FDR"
"4","YALI1_D00474g",-3.47030744306755,8.7890119872111,1.41282498810249e-61,2.61372622798961e-58
"5","YALI1_A06099g",-2.24611185722395,8.79849113013561,2.68327471251854e-32,2.48202910907965e-29
"13","YALI1_C29506g",2.2318013315675,9.3317019325543,2.1191159672415e-31,1.30678817979893e-28
"14","YALI1_F37320g",2.38329120261097,8.43685469283855,4.35514888245421e-26,2.01425635813507e-23
"22","YALI1_C10203g",-2.0945814228974,9.05290746990212,5.89982625848513e-24,2.1829357156395e-21
"38","YALI1_E02481g",-2.84503911629782,9.91697901751636,1.58853734133648e-23,4.89799013578748e-21
"3","YALI1_C31408g",-1.73181624868802,9.7816734631381,1.26621448881081e-22,3.34642400614285e-20
"20","YALI1_E07234g",2.11272608136818,8.5973113378836,3.18039019544902e-22,7.35465232697587e-20
"37","YALI1_E41251g",-2.23866273951121,9.51270740319446,6.8314066941098e-22,1.40423359823368e-19
"12","YALI1_E09241g",-2.21049089945609,10.5417185312953,9.89459634773046e-22,1.83050032433014e-19
"9","YALI1_F23664g",1.77667125200382,11.2664079662731,4.52657889395705e-21,7.6128826852914e-19
"1","YALI1_A16292g",-1.51768024380915,9.37193248496942,7.67160635302105e-21,1.18270597942408e-18
"39","YALI1_E17389g",1.83838858681942,8.08922110825453,1.10194516364395e-18,1.56815273287793e-16
"92","YALI1_B29419g",2.24565094982164,9.78841196876995,7.22979311293727e-18,9.55365518495282e-16
"15","YALI1_F38191g",1.52472550662921,8.81882158835463,2.64806887207175e-17,3.26595160888849e-15
"33","YALI1_E27441g",1.69030071782077,9.64187301543192,7.10509375001212e-17,8.21526464845152e-15
"46","YALI1_C32886g",-1.99416086644007,8.9434056418688,3.49813512386973e-16,3.80679410538765e-14
"42","YALI1_A10857g",-1.7473228344077,9.6676627917838,6.37063925730242e-16,6.54760145889416e-14
"89","YALI1_E31005g",-3.04343661144511,10.3428097394967,9.8814458609601e-16,9.62140781198746e-14
"2","YALI1_E36437g",-1.2871236972075,9.78840032337976,1.59710343775957e-15,1.4773206799276e-13
"104","YALI1_B25553g",-1.96793090911719,9.17817263265748,1.56204549476975e-14,1.37608769777335e-12
"24","YALI1_D26263g",1.58430485155994,8.50775224151708,1.99820086132373e-14,1.6803052697495e-12
"119","YALI1_C26377g",2.43325808354611,10.6162849965674,2.7562434121538e-13,2.2169783967324e-11
"80","YALI1_D26051g",-1.81601763428697,9.44067017345453,4.06755242312853e-13,3.13540499282824e-11
"58","YALI1_C30320g",-1.37479840296843,9.64084635413232,2.33657480071014e-12,1.7290653525255e-10
"136","YALI1_F36733g",-2.84578914664223,10.081813159733,2.54319758022942e-12,1.80958289362478e-10
"59","YALI1_D13510g",-1.59316689408511,9.12665096814425,3.29261187070682e-12,2.25604887437319e-10
"1787","YALI1_D06131g",-6.54352091987453,-11.4667982620167,1.97581072229207e-11,1.30544637008583e-09
"7","YALI1_D18408g",-1.13698662923335,9.05469624294938,2.63919203048898e-11,1.68362250220849e-09
"23","YALI1_A15105g",1.36324779085982,7.78621880719757,4.84908971988149e-11,2.99027199392692e-09
"11","YALI1_F12138g",1.0923895847671,9.48622101756751,5.86131956812684e-11,3.49788425839828e-09
"134","YALI1_D04128g",-2.0551655226219,10.3067249704781,1.9252424287717e-10,1.11303077913364e-08
"154","YALI1_F37463g",-2.00900423209005,9.80523965645903,2.11614002837347e-10,1.18632092499725e-08
"166","YALI1_B12409g",-1.94857066269118,9.40476610395761,2.3072381344526e-10,1.25540898492274e-08
"116","YALI1_D31155g",-1.87321567539191,8.40127423008902,3.75192858257018e-10,1.98316225078709e-08
"49","YALI1_D02444g",-1.25369343286672,8.54669225690951,4.85973642181997e-10,2.49736455010193e-08
"17","YALI1_B18572g",1.23282825656023,10.383485045044,6.02719618989337e-10,3.01359809494668e-08
"84","YALI1_D13545g",1.35780550629885,9.05082427451941,1.0937797978998e-09,5.3249805950385e-08
"118","YALI1_F37714g",1.24182116242122,8.31750997961169,1.24403124926198e-09,5.90117387470427e-08
"74","YALI1_B24638g",1.28743533294467,7.78041597936281,1.47695692264848e-09,6.83092576724922e-08
"211","YALI1_E41367g",1.50495296490889,9.6015450396871,3.70887120961563e-09,1.6735150579973e-07
"21","YALI1_C29676g",1.12674310142152,7.99212402548626,4.66060834186977e-09,2.05288700772835e-07
"81","YALI1_F02309g",-1.12138782833862,10.6961377680834,5.94649712027102e-09,2.55837666802358e-07
"223","YALI1_A20995g",-2.00549971886327,9.69821183172692,6.50226869593536e-09,2.73390842897282e-07
