V1	V2	V3	V4
CENPK1137D_2402	0.000102313005318511	0.000149231521429809	0.0001133219889524	7.69895347258167e-05
CENPK1137D_1902	6.32813497043611e-05	4.08817838686019e-05	3.97733005578262e-05	9.80003274169661e-06
CENPK1137D_382	4.57777379990175e-05	4.74600575849516e-05	3.95055691022489e-05	8.0086196821962e-05
CENPK1137D_2071	5.43500875808683e-05	6.66210473947486e-05	5.56992338147474e-05	0.000140753890807129
CENPK1137D_5118	2.51802537400192e-05	0.000106904736148303	5.09265420579688e-05	5.60416358433187e-05
CENPK1137D_3802	7.68200511524515e-06	6.02320755417581e-06	5.06656561912344e-06	2.05951708555619e-05
CENPK1137D_2246	7.97916519273361e-05	8.31993046947129e-05	7.70561408872847e-05	4.39630389445818e-05
CENPK1137D_2409	0.000300785023318005	0.000411345524626605	0.000370444810319165	0.00022106978262944
CENPK1137D_3353	5.33845015756954e-05	4.20002100691707e-05	5.25908784811946e-05	8.9597655890866e-05
CENPK1137D_2623	0.000240401596523857	0.000281324228838636	0.000228657671272504	0.000180435188644453
CENPK1137D_1527	1.45304675812454e-05	1.09668182281449e-05	3.41943301464144e-05	1.32874547782489e-05
CENPK1137D_2945	7.5824020186918e-05	4.91019106245422e-05	5.75817318584069e-05	5.90220869505891e-05
CENPK1137D_2104	7.18400933617198e-05	5.6035057351804e-05	6.56603276140764e-05	3.79685319964459e-05
CENPK1137D_2677	3.8707630303856e-05	2.87982835987481e-05	3.59407323140922e-05	1.03421334863287e-05
CENPK1137D_2575	0.000113860022160084	8.98242666034606e-05	8.92665866948742e-05	8.35781909750993e-05
CENPK1137D_3006	0.000240809991603175	0.00023935625021276	0.000211375150394834	0.000107584915862753
CENPK1137D_1774	0.000105603762330536	7.52119665172715e-05	9.49211585366492e-05	0.000106509883671889
CENPK1137D_269	1.49703691116775e-05	8.07636445092181e-06	1.42161199147413e-05	1.06539087347902e-05
CENPK1137D_136	3.93612850942744e-05	6.73088784894178e-05	5.63292151100853e-05	3.66567479276035e-05
CENPK1137D_363	5.74060674281152e-05	3.57797949654563e-05	5.94719739734517e-05	8.06975999267562e-05
CENPK1137D_3610	4.35545464564568e-05	4.43134128823646e-05	4.5501470914029e-05	7.84325249269639e-05
CENPK1137D_3268	4.6786032742287e-06	4.66019921675128e-06	6.94853902411845e-06	9.70259047795367e-06
CENPK1137D_206	5.66107678821728e-05	5.58490700036358e-05	7.56398779614957e-05	0.000107461587356285
CENPK1137D_3481	5.17923923381455e-05	4.28937015562029e-05	3.75966514680765e-05	2.67745669688638e-05
CENPK1137D_3701	0.000114299685524504	0.000150254703126418	0.000121636340976371	8.50117181808516e-05
CENPK1137D_4769	1.94730320646059e-05	2.57818997830267e-05	1.19213308685258e-05	9.27400202877054e-06
CENPK1137D_3854	1.27556252749297e-05	1.5229648720669e-05	1.94717704360514e-05	3.94587186404469e-05
CENPK1137D_1819	3.74679517316144e-05	5.53878184214745e-05	4.86733752471514e-05	2.36723876461404e-05
CENPK1137D_1697	0.000127858551054202	0.000128444905453161	0.000129757550620191	8.75514609203375e-05
CENPK1137D_1444	4.2146554670976e-05	4.77917511925096e-05	4.88707262638465e-05	2.29604725538703e-05
CENPK1137D_4730	2.50827269042287e-05	8.89080785203821e-06	2.18084888039515e-05	1.65252685631641e-05
CENPK1137D_4894	7.13259740463115e-06	8.48316880221784e-06	4.14667965919397e-06	2.55326036402764e-06
CENPK1137D_3979	0.000102527069487274	8.68993093529374e-05	7.08039497753155e-05	6.95397140119364e-05
CENPK1137D_2580	6.25971273867172e-05	8.55624078301208e-05	4.75539922412466e-05	4.73008326644946e-05
CENPK1137D_699	0.000141088433091641	0.000113289362240683	0.000113912754597864	5.24542989662408e-05
CENPK1137D_1837	5.63051443302462e-05	4.21047067103693e-05	5.7049142115953e-05	4.02483853958063e-05
CENPK1137D_235	2.42411946339101e-05	4.13559576544739e-05	3.00004414572128e-05	2.60689557111834e-05
CENPK1137D_4346	5.20758557977177e-05	3.85093304458275e-05	4.34080254209131e-05	1.2195596300778e-05
CENPK1137D_4353	1.16007256512528e-05	1.68058982160802e-05	1.11494639871483e-05	3.07962890706373e-05
CENPK1137D_384	6.39699512067322e-05	4.36430172592513e-05	5.73982311761708e-05	4.49365373633424e-05
CENPK1137D_1707	3.11134500986269e-05	4.37334783369803e-05	5.02040307588682e-05	2.93307220578789e-05
CENPK1137D_2919	1.84572808826253e-05	6.37591845639673e-06	1.66643751633821e-05	1.37254284551057e-05
CENPK1137D_1737	3.36369445326223e-05	2.09080080210794e-05	4.34953601953341e-05	4.6320063850326e-05
CENPK1137D_1214	6.62600388873622e-05	4.14545711169541e-05	6.24878523826274e-05	4.36075722126771e-05
CENPK1137D_3391	1.20647496122363e-05	5.83885281886622e-06	7.84709670628002e-06	1.57900681500163e-05
CENPK1137D_583	8.27769874050149e-06	1.5451239026995e-05	1.02285450158276e-05	3.9756629173804e-06
CENPK1137D_2232	5.36348347622906e-05	2.22235763977175e-05	5.25017760901848e-05	3.30066039331331e-05
CENPK1137D_3841	5.31546385648791e-05	5.23855781513114e-05	4.6754348548383e-05	2.97831907439812e-05
CENPK1137D_3139	1.30179956719739e-05	4.70531665005189e-06	1.58854304964103e-05	2.011315934216e-05
CENPK1137D_1151	3.80276183177734e-05	4.78073673451929e-05	4.36653837235478e-05	3.04070389793342e-05
CENPK1137D_3097	4.56183031108404e-05	5.32646632633465e-05	5.07619594177672e-05	3.52846100023376e-05
CENPK1137D_2563	4.78951801052138e-05	5.2277021403384e-05	5.62970379863677e-05	3.4348353989701e-05
CENPK1137D_2793	2.04156921048686e-05	1.19162456554268e-05	1.46027773723815e-05	2.33635703629555e-05
CENPK1137D_4047	0.000249290938951716	0.000240953738099981	0.000224224762908176	0.000162680771979163
CENPK1137D_5234	5.54236981938891e-05	0.000119888337832842	0.000126515405025932	7.26528537817496e-05
CENPK1137D_44	1.50178148582492e-05	5.12412278131483e-06	1.52102723532625e-05	1.3011093888669e-05
CENPK1137D_3678	8.95550622006608e-06	2.41533529620571e-05	1.78009290563186e-05	9.13090637330558e-06
CENPK1137D_3209	1.00950766095914e-05	1.89380692699057e-05	1.07577763145772e-05	4.21744877513818e-05
CENPK1137D_633	1.56012616357314e-05	2.14170822895595e-05	2.15480671828609e-05	1.04448588458106e-05
CENPK1137D_899	3.84980043598274e-05	3.51900113906806e-05	3.04325589846212e-05	2.14880822584899e-05
CENPK1137D_5151	4.11457843072378e-06	5.20776053767477e-06	5.65317776933842e-06	1.30372943316759e-05
CENPK1137D_5399	2.88319976496338e-05	1.8375085139942e-05	2.87167497777462e-05	1.78068185453566e-05
CENPK1137D_2476	7.73573362903752e-05	0.000122618011059523	0.000102282619818493	6.59876131029102e-05
CENPK1137D_619	1.2525935473857e-05	4.20118657979629e-06	1.20743526372583e-05	4.18733019193417e-06
CENPK1137D_62	4.3484367137798e-05	5.23868566594576e-05	5.51274668183162e-05	3.77224874063179e-05
CENPK1137D_3336	0.000114507614410116	7.56315143610913e-05	9.31466346178499e-05	8.69176227474599e-05
CENPK1137D_3	0.00026901334541731	0.000208473596917931	0.000188886748683472	0.000209738438430046
CENPK1137D_1913	1.26641730319462e-05	6.46105511921744e-06	1.14997299366875e-05	4.55085012601746e-06
CENPK1137D_4080	6.65521335528479e-05	6.46692743211175e-05	5.76694956992583e-05	4.5233659976197e-05
CENPK1137D_3279	2.04241484566793e-05	1.33761099156679e-05	1.25755702340053e-05	7.9451293054216e-06
CENPK1137D_3305	2.94232160114957e-05	2.92245492791213e-05	2.66795992322292e-05	1.98589818746186e-05
CENPK1137D_455	1.0244385641389e-05	1.88449501782294e-05	1.12568369340068e-05	8.14199252549415e-06
CENPK1137D_2372	2.56539240856168e-05	1.42455455669116e-05	1.7234946104385e-05	1.66828730679461e-05
CENPK1137D_1466	8.77032884973652e-05	6.58078637217071e-05	7.24968666476611e-05	6.17234532276022e-05
CENPK1137D_4208	8.3064815630222e-05	8.08343070213205e-05	6.76340713383513e-05	0.000107188299438204
CENPK1137D_5219	1.56316013606332e-06	1.3305687511759e-06	3.99411698510361e-06	2.85206332718007e-06
CENPK1137D_80	1.5103451849859e-05	8.0385089360681e-06	1.68959071017756e-05	1.36863373988399e-05
CENPK1137D_2661	0.00022944683531363	0.000323217206527804	0.000274507727580681	0.000178730579317592
CENPK1137D_674	2.70204194985112e-05	2.61998599375218e-05	1.65586506712963e-05	3.78176950528549e-05
CENPK1137D_4405	6.43596911695598e-05	5.99625924683551e-05	4.56544437503333e-05	3.29931551239471e-05
CENPK1137D_1399	0.000112395707028433	0.000117273265107188	0.000101535449740559	8.17462712204864e-05
CENPK1137D_3443	6.56341881781788e-05	6.75852836578355e-05	6.58572731169281e-05	3.31829227122213e-05
CENPK1137D_3653	1.87881542302892e-05	1.134320376545e-05	2.36740076189309e-05	1.13660443468886e-05
CENPK1137D_4400	1.86733457860848e-05	1.57959086012981e-05	1.97086635126421e-05	3.05327639325685e-05
CENPK1137D_3856	7.41684952324904e-05	6.1441618080082e-05	6.36168839328903e-05	4.869982182876e-05
CENPK1137D_5249	4.10971767331312e-05	5.99377604993707e-05	4.77923251038258e-05	7.89705771789874e-05
CENPK1137D_1581	9.46400031380689e-06	1.39644348966968e-05	6.84250650962826e-06	4.6848831877118e-06
CENPK1137D_3367	1.86943003992655e-05	2.76589089481137e-05	1.16245563175898e-05	2.09532798884496e-05
CENPK1137D_4996	3.04941634745814e-06	6.46080005538884e-06	2.97230280469857e-06	1.71042625423799e-06
CENPK1137D_134	5.86311225289872e-06	1.07138739984826e-05	5.18515813210672e-06	3.06349829060933e-06
CENPK1137D_2549	9.4485772616448e-06	1.3694061216551e-05	8.60707463878026e-06	2.68295986722207e-05
CENPK1137D_3125	5.35438807252235e-05	3.82823644579408e-05	5.38157320005889e-05	6.60072568213712e-05
CENPK1137D_3565	3.94849365969383e-06	3.79727308600679e-06	5.5576141714405e-06	9.92172377971581e-06
CENPK1137D_1620	0.000141562341967002	8.97079823201302e-05	0.000100149124766786	0.000125659967520353
CENPK1137D_3361	2.09444835142544e-05	1.03297399863168e-05	1.99288370117564e-05	4.18623291080664e-05
CENPK1137D_2897	9.21430156373713e-06	4.76021502050861e-06	1.41840831754125e-05	6.96602608594441e-06
CENPK1137D_1220	5.15695739642731e-06	9.62764435946296e-06	3.21440680764297e-06	3.90149360686576e-06
CENPK1137D_5444	1.91423610829683e-05	1.99184278505762e-05	1.92150930312022e-05	1.15691750266295e-05
CENPK1137D_1397	1.20153436004283e-05	2.3865684773013e-05	1.56687412043657e-05	1.05195726839154e-05
CENPK1137D_447	0.000110344287157644	5.76688185065494e-05	7.12531504729156e-05	7.83109998401439e-05
CENPK1137D_1077	1.67505645721e-05	1.9449252267833e-05	1.98966008575658e-05	1.05024451732515e-05
CENPK1137D_259	1.93617963784134e-05	1.65695507665353e-05	7.9374176608073e-06	1.27904068065711e-05
CENPK1137D_3068	9.43363636085404e-06	1.62462604155439e-05	6.10848711365774e-06	7.90794998916763e-06
CENPK1137D_2153	4.89365509388364e-05	4.99953352050972e-05	4.66138953577582e-05	7.6723982767952e-05
CENPK1137D_4822	5.2015690164662e-05	4.19693637243828e-05	4.78410927825031e-05	3.5715079087899e-05
CENPK1137D_378	2.68361217208752e-05	1.6544754270653e-05	2.2549443302899e-05	3.37316263496689e-05
CENPK1137D_4601	2.05958571745106e-05	2.58259732664981e-05	1.94153165385797e-05	1.14116167379071e-05
CENPK1137D_1688	5.65598263498473e-06	3.03770248783353e-06	7.65384813155378e-06	5.35164635291981e-06
CENPK1137D_4815	3.40702511722684e-05	3.09373111190759e-05	1.80827441136103e-05	1.53609412891669e-05
CENPK1137D_3310	1.07348361109199e-05	3.31945660763467e-06	6.33711908944549e-06	1.29639742742282e-05
CENPK1137D_4925	0.000283266350709448	0.000278994004817397	0.000245386513383572	0.000206811656358067
CENPK1137D_2801	5.90097699070678e-05	6.75967761148996e-05	4.8143733727652e-05	4.51714380564943e-05
CENPK1137D_1233	9.67292273689588e-06	2.00953059167549e-05	9.09301922396899e-06	5.41972168655024e-06
CENPK1137D_4660	4.90031861924448e-06	1.00900364194908e-05	1.21364082152314e-05	8.45442415933585e-06
CENPK1137D_1726	5.88201381414541e-06	9.48823880677354e-06	8.41277523941975e-06	1.5358041663991e-05
CENPK1137D_4625	9.08879964297983e-06	1.52718324171851e-05	1.34626778656489e-05	2.11715259243058e-05
CENPK1137D_4280	7.958531846081e-05	7.5239205649635e-05	6.11387811479435e-05	4.35351070673365e-05
CENPK1137D_5294	2.14595289836694e-05	2.73531998016792e-05	2.1888218365606e-05	1.23223491818586e-05
CENPK1137D_3752	0.000252878875351303	0.000174347389164626	0.000203477780932581	0.000206724112427144
CENPK1137D_2792	1.78947483038505e-05	7.81575507398429e-06	1.79739970892532e-05	1.98667467154168e-05
CENPK1137D_2502	1.63608125207806e-05	1.47235274640908e-05	1.77848088035598e-05	3.37178778896125e-05
CENPK1137D_2105	6.78847140235239e-06	4.51960193083488e-06	7.2920063148211e-06	3.50813580890206e-06
CENPK1137D_1935	1.14519784619115e-05	1.82045045251809e-05	1.55363233702487e-05	9.19667571270372e-06
CENPK1137D_1138	2.05817487424987e-05	1.43285335327332e-05	1.99660880924588e-05	3.16640204904387e-05
CENPK1137D_700	6.50353841141434e-06	1.09496691266519e-05	1.0594799996498e-05	2.04943322244153e-05
CENPK1137D_557	0.000111322756093732	0.000112677396614271	0.000100056773574418	7.46420998160259e-05
CENPK1137D_4742	0.000152550880594222	0.000103895593301326	0.000112939561280087	0.000143484916436721
CENPK1137D_882	1.14093489553137e-05	4.41895782186294e-06	5.41596164933611e-06	7.41001971069054e-06
CENPK1137D_4183	1.05345520721131e-05	1.18509050077266e-05	1.19195322554435e-05	4.37537049973822e-06
CENPK1137D_5143	4.10134803511448e-05	2.30627322165036e-05	3.37109113521354e-05	3.52184879210821e-05
CENPK1137D_1564	1.53618228927041e-05	2.21816766031741e-05	2.24752501502013e-05	3.84299235406209e-05
CENPK1137D_2643	2.84749362119225e-05	2.03277131769045e-05	1.94092673750905e-05	9.26732862631679e-06
CENPK1137D_5166	9.5669731318629e-05	8.8435945873209e-05	6.74966599020036e-05	8.83314443892153e-05
CENPK1137D_1016	2.22288771927298e-05	1.37295505084153e-05	7.34741179359085e-06	2.02786477708291e-05
CENPK1137D_2820	3.73022128599979e-05	3.5407886069338e-05	3.93286528203045e-05	2.51762304025144e-05
CENPK1137D_114	6.04045888766268e-05	7.92738289147747e-05	5.02367581397211e-05	7.89185656436471e-05
CENPK1137D_377	1.22114657265068e-05	9.08274840214081e-06	1.51404555269117e-05	1.01099359951856e-05
CENPK1137D_2840	9.77136993804352e-05	6.06271513605737e-05	7.9191155031037e-05	8.48901942443921e-05
CENPK1137D_1742	3.54877661643776e-05	2.59483978722579e-05	2.49287776726128e-05	4.2602881296836e-05
CENPK1137D_2239	1.21865750691865e-05	5.28263575847472e-06	1.78454683623217e-05	9.49994020568303e-06
CENPK1137D_4525	2.56123470993674e-05	2.57064434444833e-05	2.25329141697815e-05	1.74041350370997e-05
CENPK1137D_2300	0.000193960441197006	0.000158797698020881	0.000184669546517379	0.000141663656788293
CENPK1137D_1096	5.98570010478446e-06	5.66124881490797e-06	6.90969969957551e-06	1.3577665091604e-05
CENPK1137D_3642	3.34457357039149e-06	9.03663323312523e-06	2.80208177817282e-06	2.94101049778316e-06
CENPK1137D_906	1.39938094482028e-05	1.20111106035321e-05	6.57169599133166e-06	2.42419173117538e-05
CENPK1137D_5259	1.71258135202595e-05	1.73597326161114e-05	1.03439676007219e-05	9.20626471652389e-06
CENPK1137D_898	3.21438253381135e-05	3.88873806665616e-05	3.39948718636056e-05	2.52386280014503e-05
CENPK1137D_1163	2.99583528969974e-05	2.65255669049887e-05	2.8652067540678e-05	1.94659130626169e-05
CENPK1137D_3355	2.64880521445808e-05	2.67821902987156e-05	1.37562111375739e-05	1.55215395963706e-05
CENPK1137D_609	8.76081439403693e-06	2.15074727432643e-05	1.80957429033101e-05	2.06899780660757e-05
CENPK1137D_5240	2.72970386185639e-05	4.37857197405208e-05	3.30030667067382e-05	2.74170212147158e-05
CENPK1137D_1572	3.08776481637957e-05	2.32887460043012e-05	2.73776710787027e-05	1.42705920277063e-05
CENPK1137D_5390	2.10838034593017e-05	1.42425197695995e-05	2.67911294980223e-05	2.62830513854806e-05
CENPK1137D_3671	3.51706789652476e-05	2.94617900566907e-05	3.77912791265847e-05	4.42706971834517e-05
CENPK1137D_2357	1.08875757850092e-05	9.36646833743723e-06	1.33582561418673e-05	1.47857140516223e-05
CENPK1137D_2845	1.53713097004736e-05	6.37923429832037e-06	1.20836122131855e-05	1.26755192294172e-05
CENPK1137D_2141	5.62051487710593e-06	1.25836813195418e-05	1.09542869256422e-05	1.67070329302883e-05
CENPK1137D_287	3.4885152551392e-05	4.10958586332589e-05	3.08679451058406e-05	2.71039969639355e-05
CENPK1137D_5181	1.36937255994236e-05	9.69816025082489e-06	1.1817259400086e-05	2.49627373447368e-05
CENPK1137D_2266	3.71157054228465e-05	4.3427329534893e-05	3.58616423487564e-05	2.29845267376023e-05
CENPK1137D_1669	8.97245854027734e-06	9.88302548359604e-06	6.42860444481e-06	4.77362135603848e-06
CENPK1137D_5314	6.29627182426734e-05	5.4109171918708e-05	4.42760608350196e-05	4.08184734147082e-05
CENPK1137D_2508	2.41638393025021e-05	3.8860764150837e-05	3.50524937555168e-05	2.22087230538774e-05
CENPK1137D_4180	2.23810520852788e-05	1.41059154999215e-05	1.95545230888198e-05	1.18378877032208e-05
CENPK1137D_1181	1.07158033709003e-05	7.32834549997269e-06	5.12303496070766e-06	1.08661327265325e-05
CENPK1137D_776	0.000238834341258568	0.000174347389164626	0.000196709187788205	0.000203281619135656
CENPK1137D_4343	3.58902284073312e-05	4.34081742639452e-05	3.06568644939183e-05	5.08929708617652e-05
CENPK1137D_3683	3.49123091326026e-05	3.25538359789966e-05	2.44451409465451e-05	4.03665350619582e-05
CENPK1137D_3860	2.37393089548499e-05	1.03868447153095e-05	9.75689657540539e-06	1.81994341232564e-05
CENPK1137D_4075	6.89798783665197e-05	6.17015171272052e-05	6.49775957560758e-05	4.79631292204866e-05
CENPK1137D_3624	9.26425784973221e-06	1.10856738923694e-05	9.96172283487284e-06	1.60793085960449e-05
CENPK1137D_2236	1.23063500023292e-05	2.39010131648391e-05	1.45386609240035e-05	7.728602363834e-06
CENPK1137D_2281	7.53850850485949e-06	1.56116116948544e-05	1.4633043360441e-05	8.4239650322545e-06
CENPK1137D_4193	3.66157206790337e-05	3.8363403962605e-05	4.62446733164614e-05	6.13309287402709e-05
CENPK1137D_3661	1.90282022984411e-05	1.15626663416137e-05	1.7917421005672e-05	2.29090622096377e-05
CENPK1137D_2619	1.37146673254759e-05	9.11911577289709e-06	1.58720714699467e-05	1.86057699665499e-05
CENPK1137D_1412	6.38305921328512e-06	9.08488225630721e-06	1.46560253118808e-05	1.53393267726971e-05
CENPK1137D_1859	1.55300489556681e-05	4.76933420637165e-06	1.20900984406161e-05	1.41551154291994e-05
CENPK1137D_5254	1.4974272482904e-05	7.30401694591656e-06	1.26777329309526e-05	1.40265894668679e-05
CENPK1137D_1583	4.22293838764905e-05	3.72239436803484e-05	2.83209661246534e-05	2.55221845619541e-05
CENPK1137D_3643	2.46779438935336e-05	3.2248606939456e-05	3.02248453350685e-05	1.25617045828051e-05
CENPK1137D_3185	6.04131788527811e-06	6.34346840127673e-06	6.4537062406374e-06	1.13962467929915e-05
CENPK1137D_4524	0.000132276430246614	0.000120312829256992	9.56242782295133e-05	0.000157480945519987
CENPK1137D_543	1.04309084801613e-05	6.80956946303983e-06	3.39964359724733e-06	6.93162871938903e-06
CENPK1137D_4048	0.000156122739497911	0.000119328648650064	0.000115598552555843	0.000111762088941959
CENPK1137D_1442	3.25648676672819e-05	2.27293449440433e-05	3.33697679169451e-05	1.93751338088269e-05
CENPK1137D_1677	7.6387684265732e-06	5.68400104047032e-06	8.88157821278797e-06	1.3180533249867e-05
CENPK1137D_718	1.58872008755164e-05	1.08980818262849e-05	2.10405976332292e-05	2.61875191688147e-05
CENPK1137D_4185	1.18180934915918e-05	1.45277796239496e-05	1.38528859304427e-05	2.7439221244196e-05
CENPK1137D_2088	2.18352768148199e-06	6.81809179476039e-06	6.39694534545707e-06	3.63010029749317e-06
CENPK1137D_1003	8.20788053070598e-06	1.81881199724129e-05	1.18447738515745e-05	1.22258204302344e-05
CENPK1137D_4904	1.40135110157544e-05	2.06918126357022e-05	2.00294185202028e-05	2.4335649784888e-05
CENPK1137D_4342	1.15412151786534e-05	1.23711772411912e-05	8.80226337239272e-06	2.01270573925007e-05
CENPK1137D_5409	1.17495013929094e-05	8.80243950990725e-06	1.17063221949418e-05	5.23572158292284e-06
CENPK1137D_2541	3.24432662670736e-05	3.10641620028004e-05	2.14819594370536e-05	2.52834519785743e-05
CENPK1137D_275	2.17329762509661e-05	2.2864941560774e-05	1.61813339114789e-05	1.20394875995943e-05
CENPK1137D_2565	7.35258375095898e-06	1.11698939588475e-05	1.22386129315681e-05	5.67686960686604e-06
CENPK1137D_4571	6.59597995556459e-05	8.25001051140875e-05	5.74921472031007e-05	3.65790606635747e-05
