,V1,V2,V3,V4
CENPK1137D_2389,3.1583638925,2.97326974875,3.16171744416667,2.86669524791667
CENPK1137D_1639,1.112665249875,0.935917978458333,0.994602538291667,1.672819525
CENPK1137D_3481,0.307989082791667,0.244231587166667,0.261520235416667,0.145964009095833
CENPK1137D_3157,4.052197755,4.00822963708333,4.23470629583333,5.06792658333333
CENPK1137D_1304,2.77515481,2.95373562958333,3.09781466916667,4.13239182666667
CENPK1137D_1249,1.44355038291667,1.51411282,1.57303946333333,1.73783705958333
CENPK1137D_4664,2.62505934833333,2.38025390083333,2.45916576,2.42737862625
CENPK1137D_4509,2.00854695958333,2.13288057125,2.01377467833333,2.5670017825
CENPK1137D_3221,1.93967042041667,1.69455540583333,1.63510680375,1.8395768075
CENPK1137D_5376,0.1622977464875,0.17790781,0.148792316291667,0.181595286083333
CENPK1137D_4810,0.0879773822041667,0.153101680270833,0.1074433415125,0.132138744
CENPK1137D_3512,0.0637954868833333,0.114047299666667,0.07732489805,0.0787739371708333
CENPK1137D_3515,0.786303911875,0.882025233041667,0.849122991458333,0.792599465333333
CENPK1137D_4754,0.722172920833333,0.812452352458333,0.86185537475,0.542706974291667
CENPK1137D_1268,0.388693574791667,0.491871544791667,0.410136452541667,0.405435039625
CENPK1137D_1888,0.531098414875,0.408539256,0.499934747541667,0.492108280041667
CENPK1137D_1128,0.473428342291667,0.393788653,0.460330354,0.455806549708333
CENPK1137D_1503,0.271753165291667,0.264499550583333,0.286496008166667,0.273227905833333
CENPK1137D_1403,0.343555494875,0.252431620208333,0.294193074291667,0.202261245875
CENPK1137D_891,1.40792780875,1.41322043416667,1.18971232941667,1.31841995516667
CENPK1137D_3053,0.312201154166667,0.377267192,0.370341994208333,0.315503336458333
CENPK1137D_3747,0.100374347820833,0.104799359641667,0.0907696990666667,0.1117189820875
CENPK1137D_1799,1.03561488654167,1.15419443275,0.941480856791667,1.10065448475
CENPK1137D_3329,0.780392120291667,0.784709510958333,0.822841188583333,0.860036197
CENPK1137D_3299,0.436294333125,0.368802572708333,0.367945406208333,0.560073937875
CENPK1137D_3503,0.981752144541667,0.778669832833333,0.945180159833333,0.85002327
CENPK1137D_4997,0.78547932725,0.849084652083333,0.699480721291667,0.681117160833333
CENPK1137D_541,0.303955824958333,0.291304085416667,0.31936139825,0.360411210208333
CENPK1137D_2692,0.311842644125,0.301275637833333,0.336537190625,0.366190846583333
CENPK1137D_4214,0.787913205125,0.744789182666667,0.749542677708333,0.801641800875
CENPK1137D_677,0.615605447083333,0.638931159375,0.642122751666667,0.697276026208333
CENPK1137D_1295,0.231655433458333,0.2039890685,0.251892059833333,0.228910088625
CENPK1137D_1415,1.160437041125,1.03930410666667,1.13083246833333,1.51141054
CENPK1137D_673,0.747625167708333,0.877258948166667,0.741945042625,0.470468474125
CENPK1137D_1594,0.638232703875,0.659024272041667,0.594869424791667,0.831076379541667
CENPK1137D_4723,0.321086760375,0.403862079666667,0.357755754041667,0.325646320791667
CENPK1137D_2676,0.816074552625,0.87699626075,0.838178820625,1.17004960625
CENPK1137D_4500,0.176121330166667,0.279363788,0.18569999925,0.383610096666667
CENPK1137D_1702,0.0651163935916667,0.131482656208333,0.0763342331208333,0.0773007557291667
CENPK1137D_4941,1.00421236020833,0.942468759375,1.0050268945,0.976809966291667
CENPK1137D_2362,0.0790772961625,0.0749299734625,0.0909278788958333,0.0842638946666667
CENPK1137D_624,0.536566914666667,0.408155172791667,0.511597545583333,0.545179488041667
CENPK1137D_2662,0.194844054875,0.22203387025,0.201693601916667,0.142624191925
CENPK1137D_1336,0.820746620583333,0.773657220333333,0.738686246083333,0.845429916791667
CENPK1137D_3207,0.259775216541667,0.277832453458333,0.275139415541667,0.368322508
CENPK1137D_242,0.238145875,0.250099617166667,0.261976792291667,0.312415738083333
CENPK1137D_724,1.29777666541667,1.04691739341667,1.20161275508333,1.13289739295833
CENPK1137D_1434,0.340615300791667,0.2767261765,0.34379459025,0.314266545708333
CENPK1137D_5182,0.116154761766667,0.124446672383333,0.135157899704167,0.115174927204167
CENPK1137D_1155,1.80324120791667,1.65585257416667,1.58770715958333,1.95572446166667
CENPK1137D_676,1.02806151216667,1.03069998220833,1.08025134958333,1.06536567729167
CENPK1137D_945,1.37114155375,1.26066827045833,1.22187523258333,1.40219818041667
CENPK1137D_4905,0.923456209458333,0.8253847665,0.801154908083333,0.969947576541667
CENPK1137D_634,0.825838345625,0.893360334333333,0.759643944916667,0.819331238583333
CENPK1137D_1774,0.480738345958333,0.395362460875,0.49600867425,0.504880312708333
CENPK1137D_4663,0.237672310916667,0.272939463125,0.344151074708333,0.477201612833333
CENPK1137D_444,0.783828345125,0.648398701958333,0.699122272166667,0.705476116083333
CENPK1137D_4822,0.354931895625,0.271995823833333,0.329225023125,0.25453952175
CENPK1137D_723,0.950581215083333,0.703286002458333,0.916429870708333,1.06145597941667
CENPK1137D_3011,0.447001046833333,0.61923106825,0.521509832041667,0.56361778475
CENPK1137D_4331,0.910227115,0.810429003291667,0.819131396458333,0.847122722875
CENPK1137D_559,0.656759489875,0.612136064958333,0.647925845916667,0.698362861791667
CENPK1137D_553,0.70470844025,0.683807337333333,0.67367283275,0.643052022583333
CENPK1137D_3760,0.462790167666667,0.432988019208333,0.469455020708333,0.461833023166667
CENPK1137D_2666,0.218645499541667,0.241307597583333,0.220924054541667,0.1261934060125
CENPK1137D_2911,0.328440071166667,0.294026327541667,0.300843597083333,0.328527446
CENPK1137D_4774,0.225372135125,0.227975065875,0.21148718925,0.21921749725
CENPK1137D_152,0.54803180475,0.47357977325,0.520378625708333,0.579397159083333
CENPK1137D_876,0.298634075333333,0.29685588875,0.29573046,0.280450434458333
CENPK1137D_4748,0.653679263958333,0.6368794725,0.593404630583333,0.757948275875
CENPK1137D_3343,1.11863032225,0.92587115175,1.01647430795833,0.955369593625
CENPK1137D_4457,0.609801268625,0.6534118635,0.621196040666667,0.661126279291667
CENPK1137D_4343,0.147450693791667,0.187099627166667,0.1116639336125,0.189762760375
CENPK1137D_3698,0.50894384025,0.484301843041667,0.479684027875,0.537268720083333
CENPK1137D_3052,0.663568757041667,0.626832419958333,0.646421046708333,0.59517326475
CENPK1137D_1697,0.574605260208333,0.586532008583333,0.6031896905,0.418347755
CENPK1137D_2049,0.698444550916667,0.753223614583333,0.623105793291667,0.631536194
CENPK1137D_3579,0.67340193525,0.616137865916667,0.636294025916667,0.670828194541667
CENPK1137D_2083,1.04742915575,0.810807709625,0.811692707583333,0.889048863166667
CENPK1137D_2114,1.35599955041667,1.11476944204167,1.30352642708333,1.278927765625
CENPK1137D_2582,1.07024380229167,0.916513905583333,1.051993948,1.12710769466667
CENPK1137D_2390,0.636688749875,0.478977940375,1.08626666541667,0.97461622825
CENPK1137D_4927,0.19372866975,0.200268854958333,0.408722500333333,0.311342875833333
CENPK1137D_4186,0.366668561083333,0.329537462041667,0.322072514291667,0.34709697925
CENPK1137D_4082,0.439984406333333,0.501117420833333,0.340771098958333,0.367002810791667
CENPK1137D_3268,0.0223235329954167,0.0270503856791667,0.0306212378833333,0.0415576221
CENPK1137D_812,1.16958862283333,1.036025634625,1.196813965625,1.04226735345833
CENPK1137D_390,1.16961948241667,1.011678826125,1.15609146608333,1.00814469020833
CENPK1137D_3922,0.939317801333333,0.881316055375,0.928772173333333,0.864380778083333
CENPK1137D_3592,0.912633988708333,0.890608160208333,0.889417181083333,0.814941752041667
CENPK1137D_749,0.583627908375,0.558681533833333,0.569017000541667,0.691427485291667
CENPK1137D_3977,1.6933106075,1.80016411083333,1.70294807416667,1.26411979254167
CENPK1137D_594,0.247309868916667,0.359301254083333,0.25515668525,0.28961722125
CENPK1137D_5334,0.636062651875,0.5126073645,0.652186109375,0.634502995916667
CENPK1137D_3224,0.298204612416667,0.320567599916667,0.340780392583333,0.27728357875
CENPK1137D_1019,0.422580874208333,0.485989050958333,0.45899081425,0.467474463083333
CENPK1137D_4617,1.79319628416667,1.70808838208333,1.89281248125,1.05634941345833
CENPK1137D_3364,0.661525263666667,0.642458678208333,0.626126580958333,0.735769441041667
CENPK1137D_5133,0.336462181375,0.355138686125,0.313365796375,0.426064144166667
CENPK1137D_3170,0.333826297125,0.29773149525,0.286887643458333,0.313021269458333
CENPK1137D_4629,0.0629848057041667,0.0614713154375,0.0731940150958333,0.0727093000541667
CENPK1137D_2964,0.319558710625,0.303961605708333,0.333226331583333,0.466456357666667
CENPK1137D_1665,0.267952007916667,0.25962952225,0.269971051875,0.352519046541667
CENPK1137D_1884,0.870743140875,0.823981172416667,0.755351406875,0.977830002125
CENPK1137D_495,1.02542075766667,0.901265394708333,0.978939397541667,1.01001026633333
CENPK1137D_5197,0.9694270805,0.879825345958333,0.94473598825,0.951984887083333
CENPK1137D_3869,1.09504727,1.12102358679167,1.09355620370833,1.42189769320833
CENPK1137D_547,1.20829738066667,1.37691969666667,1.20956005133333,1.02464324129167
CENPK1137D_1107 CENPK1137D_5109,1.08920242066667,1.30339227495833,1.19207748041667,0.913776969833333
CENPK1137D_1068,0.79845261075,0.733810284541667,0.767801526708333,0.706741392833333
CENPK1137D_4556,0.98667813075,0.970591132041667,0.908017713208333,1.09397584691667
CENPK1137D_5357,1.16285705404167,1.007064967625,1.00681882458333,1.11567765245833
CENPK1137D_1436,0.789694932416667,0.796732832625,0.784076733125,0.823467493583333
CENPK1137D_4223,0.262253776791667,0.285619503208333,0.303900624958333,0.32583836575
CENPK1137D_2275,0.315433186875,0.259650246625,0.276865047541667,0.283621537375
CENPK1137D_2924,0.225469742291667,0.241615062541667,0.254457790916667,0.230153409208333
CENPK1137D_3120,0.544293696833333,0.561560817708333,0.525711891166667,0.583525957583333
CENPK1137D_2623,0.93446806225,1.1279999835,1.01988636404167,0.795291932666667
CENPK1137D_148,0.941359587916667,0.905359637666667,0.85515868,0.848404430458333
CENPK1137D_577,0.320068292875,0.306691261083333,0.340697945625,0.309034877416667
CENPK1137D_2328,0.291613548416667,0.245531936958333,0.275666746208333,0.261050191
CENPK1137D_4469,0.367516640041667,0.292356173916667,0.329992278625,0.329050561583333
CENPK1137D_3368,2.89332473875,3.07166699375,2.95539151541667,1.41442116358333
CENPK1137D_536,0.839074352833333,0.870316387708333,0.934323396,1.01337696841667
CENPK1137D_4208,0.495872425875,0.404580562375,0.438105427541667,0.586418993125
