,Ref_1,Ref_2,Ref_3,HiT_1,HiT_2,HiT_3,LpH_1,LpH_2,LpH_3,Osm_1,Osm_2,Osm_3
KMXK0G03150,0.532343215125,2.40746966,2.55004235375,4.21588446625,4.11224650625,4.6873602775,2.983505945,3.66157881125,4.06817241125,1.9531233475,2.96890979125,3.27069775125
KMXK0D01240,1.183532592625,1.3039932775,0.754157928125,1.9998179625,1.116561604625,1.64628033,1.30224825,1.25530249625,1.329120405,0.7005284355,1.033169648625,0.983224123
KMXK0B01710,0.203153903625,0.291687250875,0.40934035225,0.398627352125,0.334831149625,0.525952605375,0.36899256825,0.356128670625,0.7880254815,0.158556764125,0.338252591875,0.34383894
KMXK0F03070,0.278290240125,0.284971695625,0.51379275675,0.347857756375,0.0942417758375,0.203950962875,0.477887477875,0.3005582775,0.59926406175,0.531429784375,0.211115289,0.5854306615
KMXK0G00680,4.98879485125,3.9314034925,4.3949730325,3.28323519625,3.66597847875,3.89702270875,3.701794375,3.58311084,3.5438148125,3.574278115,3.96317616875,4.00553275875
KMXK0D02420,1.77168604,1.84458450375,1.9768105625,3.85859083,3.01904706875,3.0257708675,2.07800777625,1.984320185,2.14467252,1.286718625,1.47689904375,1.281148345
KMXK0E00190,1.29901419625,3.00256545875,2.94495639625,4.28285324,3.84774121375,5.14125288125,2.72535459125,2.75900532125,2.8420554975,2.4730188225,2.721994045,3.10719483625
KMXK0D04260,0.025719532125,0.03464181195,0.0374357601625,0.037271727275,0.0528146401125,0.059667549525,0.0270850185875,0.04292046185,0.0436633358375,0.030119612375,0.026773033,0.0367478184625
KMXK0E05880,0.94125287125,0.78485173275,0.835880739,0.75176394025,0.713918683,0.94655727375,0.782585060625,0.651420135875,0.826881718,0.79510113175,0.8122026635,0.76817820575
KMXK0G03730,0.288988937,0.39066839525,0.212363226125,1.053539502375,0.850330569875,1.196912075375,0.359801213,0.3970257235,0.28549481,0.681697892,0.702898541625,0.554303247125
KMXK0B04700,0.72306833875,0.4420797435,0.61410186025,0.13410258125,0.152518092125,0.144996139375,0.424641542625,0.41215372,0.4532248155,0.635182210875,0.512653942125,0.346342757625
KMXK0B07070,0.1097590498625,0.09852607055,0.0939584476625,0.1083346142375,0.1232115632875,0.086652284325,0.1030357371125,0.09263169235,0.05778971105,0.0809907030125,0.126895697125,0.054561173625
KMXK0G03180,3.117676665,2.29638996375,2.68796834375,3.05384222,2.94476794875,3.1035004575,2.48634165625,2.32113812125,2.4149621025,3.10349778375,3.11428187,3.14512101875
KMXK0A03750,2.54639365,2.54665766375,1.89327436375,3.57455500125,3.7270774575,3.62275596,2.43101136,2.39567747375,2.14784577,2.37540452875,1.87364409125,2.73771895125
KMXK0H04250,0.356318924125,0.749015041,0.909863232125,0.454750273125,0.777896935625,1.173873075125,0.7687439505,0.64540042125,0.650795843125,0.735510259625,1.18777104425,1.123026934875
KMXK0C03060,1.18705771125,0.953647619375,1.19616780075,0.95786535975,0.671676340875,0.538103451125,0.903172333875,0.847327437875,0.949349259,0.77405946675,1.097860004,0.81548873375
KMXK0F01270,1.69082885625,1.144210895,1.57573601125,0.88644271725,1.28213909375,1.39395895125,1.25221294125,1.01174304075,1.37520952,1.29350738375,1.70649093125,1.7628182425
KMXK0H00490,1.43741125875,1.84162762,2.02232145625,2.40727645125,2.5381561575,0.917998968,2.08467074,2.32448676125,1.179840600375,1.86403529875,2.04198746125,1.4364560025
KMXK0A03010,1.79864928625,1.36233367875,1.3170103675,1.9347172075,1.93056836125,2.21398836375,1.51759829875,1.55413018875,1.65639675625,1.58110045625,1.42113346,1.99023706625
KMXK0B05960,0.898827288375,0.641581875625,0.689008240625,0.5212669095,0.524986466625,0.515979354,0.600724076,0.638901563375,0.66485817525,0.69068133025,0.821171926,0.654164366625
KMXK0D06570,0.78618426175,1.5974289525,1.59224858625,1.69569787375,2.03356616375,2.10226824875,1.46964971,1.556653895,1.99097475375,1.4636781075,2.12156026625,1.732458505
KMXK0G03550,0.91951398275,0.784396531,0.863619990375,0.45975354925,0.409578931,0.293571795625,0.84885103875,0.7773194075,0.83918489375,0.68792156825,0.53131582325,0.609199541375
KMXK0F01580,1.37714973625,1.839923055,0.63222984525,0.642348262875,0.81954595525,0.5553736365,2.48421558875,1.9011841225,3.31145752375,0.38468852775,0.310481129375,0.607948402375
KMXK0H01380,1.077489534375,0.869249012375,1.156582784125,1.03639276,0.97875155125,1.195248678125,0.851495754625,0.716160687375,1.04485031525,1.26182571875,0.985548318875,0.975551374875
KMXK0F03550,1.11518678625,0.990190154375,0.930904219875,0.708152576625,0.928324289,1.085020730375,1.212777508125,1.078793445625,0.947064517,0.91978387525,1.4830927175,1.53297672375
KMXK0A03800,0.617466721125,0.478503162875,0.526734386875,0.4500267445,0.265192288125,0.37328053725,0.66958063175,0.57305216125,0.51340997825,0.52124671875,0.56109410325,0.44499377275
KMXK0C06020,0.3156323405,0.821807854625,0.89749201425,0.378418441125,0.333064125,0.71621977275,0.585883277125,0.483723289875,0.59512390025,0.520061451125,0.643208219,0.620557787625
KMXK0E05360,0.068549805075,0.0818323896375,0.0800827978875,0.0465468242625,0.0374197885125,0.022831856675,0.044270119775,0.0446478904375,0.0504458585,0.07386822265,0.038538673025,0.020897194625
KMXK0E04230,0.173477426625,0.38438382525,0.50025022725,0.56653115175,1.2781699775,1.39770742625,0.59277852525,0.99710937375,0.247384604125,0.659193175,0.80727673975,0.60065689775
KMXK0D05520,0.127224909,0.159621755,0.197657522875,0.06850173275,0.092358195475,0.101698680525,0.17591547625,0.120450869375,0.1404811825,0.13473719425,0.180603706125,0.141219233875
KMXK0B05900,0.32058506,0.1195750397625,0.142314388375,0.11330187015,0.25790942475,0.309032993375,0.241948067625,0.193898899125,0.34768936075,0.183253739125,0.239161128,0.29262137825
KMXK0C01510,0.942875713625,0.9105783215,1.28665894,0.64627024775,0.419338992375,0.361974604375,0.859830565875,0.580609846625,1.0373835485,0.702741759875,0.570291653875,0.904606021625
KMXK0D04930,0.40455304975,0.35249551275,0.557236656,0.43479866525,0.263720644375,0.234888414375,0.40109633,0.360595584375,0.424279077375,0.4460349895,0.5349932485,0.477611139375
KMXK0G03120,0.568157483625,0.567761103625,0.6637457375,0.66454592425,0.81954595525,0.7519876835,0.6660715545,0.5530281515,0.501511890625,0.7980833595,0.7094086025,0.876714908
KMXK0D04110,1.45994420625,1.10792109625,1.03334139325,1.7391367225,1.2474900475,1.39764346375,1.121793761875,1.217283327375,1.27161490875,1.2279672445,1.68618871125,1.4744559525
