V1	V2	V3	V4
KMXK0G03150	1.82995174295833	4.33849708333333	3.5710857225	2.73091029666667
KMXK0D01240	1.08056126608333	1.58755329904167	1.29555705041667	0.905640735708333
KMXK0B01710	0.301393835583333	0.419803702375	0.504382240125	0.280216098666667
KMXK0F03070	0.359018230833333	0.215350165029167	0.459236605708333	0.442658578291667
KMXK0G00680	4.43839045875	3.61541212791667	3.6095733425	3.8476623475
KMXK0D02420	1.86436036875	3.30113625541667	2.06900016041667	1.34825533791667
KMXK0E00190	2.41551201708333	4.42394911166667	2.77547180333333	2.76740256791667
KMXK0D04260	0.0325990347458333	0.0499179723041667	0.037889605425	0.0312134879458333
KMXK0E05880	0.853995114333333	0.804079965666667	0.7536289715	0.791827333666667
KMXK0G03730	0.297340186125	1.03359404920833	0.347440582166667	0.646299893583333
KMXK0B04700	0.593083314166667	0.143872270916667	0.430006692708333	0.498059636875
KMXK0B07070	0.100747856025	0.10606615395	0.0844857135041667	0.0874825245875
KMXK0G03180	2.70067832416667	3.03403687541667	2.40748062666667	3.12096689083333
KMXK0A03750	2.32877522583333	3.64146280625	2.32484486791667	2.32892252375
KMXK0H04250	0.671732399083333	0.802173427958333	0.688313404958333	1.01543607958333
KMXK0C03060	1.11229104379167	0.722548383916667	0.899949676916667	0.895802734833333
KMXK0F01270	1.4702585875	1.18751358741667	1.21305516733333	1.58760551916667
KMXK0H00490	1.76712011166667	1.95447719225	1.86299936720833	1.78082625416667
KMXK0A03010	1.49266444416667	2.02642464416667	1.57604174791667	1.66415699416667
KMXK0B05960	0.743139134875	0.520744243375	0.634827938208333	0.722005874291667
KMXK0D06570	1.32528726683333	1.94384409541667	1.67242611958333	1.77256562625
KMXK0G03550	0.855843501375	0.387634758625	0.821785113333333	0.609478977625
KMXK0F01580	1.28310087883333	0.672422618208333	2.56561907833333	0.4343726865
KMXK0H01380	1.034440443625	1.07013099645833	0.87083558575	1.07430847083333
KMXK0F03550	1.01209372016667	0.907165865333333	1.07954515691667	1.3119511055
KMXK0A03800	0.540901423625	0.362833189958333	0.585347590416667	0.509111531583333
KMXK0C06020	0.678310736458333	0.475900779625	0.55491015575	0.594609152583333
KMXK0E05360	0.0768216642	0.0355994898166667	0.0464546229041667	0.0444346967666667
KMXK0E04230	0.352703826375	1.08080285183333	0.612424167708333	0.689042270833333
KMXK0D05520	0.161501395625	0.08751953625	0.145615842708333	0.152186711416667
KMXK0B05900	0.1941581627125	0.226748096091667	0.261178775833333	0.238345415125
KMXK0C01510	1.04670432504167	0.4758612815	0.825941320333333	0.725879811791667
KMXK0D04930	0.438095072833333	0.311135908	0.395323663916667	0.486213125791667
KMXK0G03120	0.59988810825	0.745359854333333	0.573537198875	0.794735623333333
KMXK0D04110	1.20040223191667	1.46142341125	1.20356399933333	1.46287063608333
KMXK0A01280	0.639985805333333	0.732966076458333	0.441064078541667	0.566943159625
KMXK0F00380	0.783799519125	0.588520576791667	0.805835066291667	1.250261590125
KMXK0B02970	0.573677211708333	1.14018100258333	0.448738704791667	0.642050531375
KMXK0E02480	1.19997344108333	1.077049378625	0.9218733745	1.25814410670833
KMXK0C02640	1.06681359104167	0.808096628125	0.867177881708333	1.22941067583333
KMXK0F01480	0.6863264455	0.704177532291667	0.616780190833333	0.910875249541667
KMXK0B02340	0.911027513541667	0.660044528083333	0.7585644425	1.037352333875
KMXK0E03200	0.615237452916667	1.19212301633333	0.792075137958333	1.05387194758333
KMXK0B02720	0.330953183083333	0.353244807958333	0.362606771041667	0.180037445833333
KMXK0A03690	0.545306759583333	0.468464485458333	0.688846112416667	0.812708163625
KMXK0B05840	0.816195346541667	1.24412708141667	0.973199865041667	1.09579990320833
KMXK0H02200	0.147962184791667	0.054222761025	0.1111522208625	0.123653871979167
KMXK0C06330	1.00743576779167	0.765990320291667	1.10361496679167	0.847847234125
KMXK0D05050	1.24906953525	1.08561698433333	1.1911586435	1.33040399433333
KMXK0H00850	1.99294643166667	3.43945317875	2.21919466166667	1.604880895875
KMXK0E05050	1.89061746504167	2.91163897958333	1.99583712833333	1.87931354375
KMXK0H03120	0.315744265866667	0.153124405375	0.265696245333333	0.502540887791667
KMXK0F03040	0.587418983333333	0.687937583541667	0.599940941833333	1.06831087704167
KMXK0E01760	1.23235176779167	1.26697279166667	1.132382641625	1.21784660820833
KMXK0C06930	0.695371534666667	0.396726765625	0.523556400625	0.622501859666667
KMXK0B03340	1.92198487875	1.488733225375	1.54101136916667	2.12818589375
KMXK0E04750	1.15221773020833	1.294265404875	0.962943140375	1.29999275083333
KMXK0F00260	0.199213349916667	0.214222983916667	0.216994449	0.236618850708333
KMXK0F00940	0.101537533266667	0.0595676789333333	0.0713167461125	0.0977940097791667
KMXK0F04010	1.027650242375	0.829922528125	0.801125991875	0.689716156541667
KMXK0H03500	0.778398822166667	0.622788004166667	0.914472683583333	1.21329519720833
KMXK0A00550	1.232047969375	1.254161337875	0.961283801916667	1.36326095125
KMXK0C00130	0.133896469966667	0.1781268593375	0.1976040268125	0.482176391125
KMXK0C01560	0.234013132166667	0.1484088796375	0.170997998208333	0.211666041125
KMXK0A05810	0.526637217541667	0.364488588833333	0.424422592125	0.496815445833333
KMXK0F05000	0.397946631375	0.539102599666667	0.353232085125	0.323990808041667
KMXK0A01630	0.579246444125	0.501577643208333	0.520350576333333	0.439154768666667
KMXK0F01710	0.405575384833333	0.478506741458333	0.399706125916667	0.513667441416667
KMXK0B07940	0.299051681883333	0.2008302165	0.349007995291667	0.306683973
KMXK0A00300	0.288565750291667	0.228354446625	0.273978882583333	0.351681176375
KMXK0C01210	0.521747431833333	0.375412014333333	0.541970770666667	0.519160212625
KMXK0B02780	0.2758641288375	0.182006106041667	0.166509192716667	0.349350191833333
KMXK0A06750	0.472157396	0.484619203958333	0.4546669175	0.528570693958333
KMXK0G01720	1.04177652845833	0.82725671675	0.568611731333333	0.747027026583333
KMXK0E03090	0.0962065701083333	0.057260755225	0.0937333641333333	0.0414482286416667
KMXK0H01460	1.82937665208333	1.73488925875	1.56184107825	2.24141966916667
KMXK0E03480	0.149664518208333	0.289232486958333	0.236081719291667	0.258660404875
KMXK0B07570	0.702528799583333	0.730934061625	0.851704379041667	1.11113684979167
KMXK0H03540	1.07326936558333	1.169131675	0.754609124166667	1.39897589516667
