"genes","direction"
"KMXK_0G01960","up"
"KMXK_0G03260","up"
"KMXK_0G03730","up"
"KMXK_0B04700","down"
"KMXK_0C06300","down"
"KMXK_0A03790","down"
"KMXK_0H04430","down"
"KMXK_0G02750","down"
"KMXK_0B00860","up"
"KMXK_0G01390","down"
"KMXK_0E04730","down"
"KMXK_0A07750","up"
"KMXK_0A07560","down"
"KMXK_0A00480","down"
"KMXK_0A03180","down"
"KMXK_0B02970","up"
"KMXK_0G04220","up"
"KMXK_0C05220","up"
"KMXK_0G03550","down"
"KMXK_0A01850","down"
"KMXK_0B05930","up"
"KMXK_0C06400","up"
"KMXK_0H00260","up"
"KMXK_0F04880","up"
"KMXK_0B05040","down"
"KMXK_0E04920","up"
"KMXK_0B03200","down"
"KMXK_0C07040","down"
"KMXK_0E04230","up"
"KMXK_0H02200","down"
"KMXK_0A06690","up"
"KMXK_0B04900","down"
"KMXK_0D05160","up"
"KMXK_0E01840","up"
"KMXK_0E00410","down"
"KMXK_0B05430","up"
"KMXK_0C05990","up"
"KMXK_0B00530","down"
"KMXK_0D06000","down"
"KMXK_0A03230","down"
"KMXK_0H04420","down"
"KMXK_0B07870","down"
"KMXK_0F01580","down"
