NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	standard_A	standard_B	standard_C
KMXK_0A06690	W0T462	KLMA_10186	7.295447148	7.52426863	7.563099467	6.877389665	6.481523016	6.71739152	6.635432684	6.689605398	6.627283623	7.041737579	7.139009394	6.948014794
KMXK_0H00770	W0TFV2	KLMA_70080	6.216019641	6.482315229	6.450931576	6.953000269	6.863333643	6.994567561	7.032992468	7.207497929	7.031769735	7.057789799	7.012113272	6.838089271
KMXK_0G02330	W0TI79	KLMA_80225	7.559999256	7.497571136	7.384240113	7.615151165	7.543416756	7.48057968	7.15856698	7.190639718	7.197491441	7.605184529	7.43225446	7.46850957
KMXK_0F00530	W0TDW0	KLMA_60511	7.389598796	7.402587028	7.382101065	6.787884719	6.98498414	7.097664154	6.797868176	6.789357706	6.890617343	6.927572918	6.800655142	6.764469735
KMXK_0A05140	W0T3J8	KLMA_10348	7.702393585	7.482488134	7.664092496	7.595506562	7.510332576	7.609559816	7.325134841	7.121768981	7.276370045	7.516480047	7.435454785	7.370405633
KMXK_0A01300	W0T427	KLMA_10710	6.804086824	6.803516615	6.810492148	7.190989827	7.069887413	7.050122947	6.920222446	6.997438175	6.943965347	7.019484713	7.012911532	7.072659978
KMXK_0C01890	W0T794	KLMA_30187	6.847196045	6.928299841	7.033319408	7.130623268	7.105398165	6.972084368	7.423837344	7.524677156	7.334624714	7.315702275	7.278172864	7.351294316
KMXK_0D03890	W0TE67	KLMA_40365	6.831035172	6.678091763	6.688439059	6.922373127	7.163894649	6.928717984	7.254506846	7.238115705	7.129939511	6.764716065	6.787099735	6.689794687
KMXK_0A06050	W0T3B0	KLMA_10253	7.005352869	6.893456979	6.868556796	7.065501665	7.150206608	7.095014773	7.247623733	7.293816361	7.183443039	7.325573648	7.210549956	7.199267176
KMXK_0A06250	W0T4Y9	KLMA_10234	7.695340576	7.734782095	7.622664688	7.070534067	7.21317114	7.032743936	5.930237427	6.530372704	6.706961344	7.161030062	7.435972738	7.545137115
KMXK_0G00480	W0TJN4	KLMA_80038	6.754241484	6.70471176	6.757239665	7.027759196	7.072796937	7.08612624	7.304344307	7.111375706	7.186317406	7.089018765	6.90973015	6.863143945
KMXK_0H00360	W0TEW1	KLMA_70037	7.423652969	7.38445706	7.365982983	7.590978309	7.625458266	7.745958449	7.580065924	7.659452245	7.605008749	7.844674712	7.733645388	7.718119257
KMXK_0E01310	W0TAW7	KLMA_50123	6.793819033	6.745966778	6.616396215	6.897516319	6.887521776	6.996669085	7.178144211	7.21463573	7.124419055	7.100597996	6.974116506	7.159102187
KMXK_0D05930	W0TEP8	KLMA_40565	6.907853557	6.92910968	6.839968388	6.831591727	6.985511441	6.90360143	7.139382107	7.227722743	7.288247071	6.464020204	6.654343618	6.809664536
KMXK_0C02250	W0T7Y2	KLMA_30225	7.322183193	7.236462008	7.264429397	7.308956868	7.288833254	7.258661786	7.217320325	7.190783371	7.236087573	7.117101331	7.103392136	7.154863897
KMXK_0G01720	W0TJY9	KLMA_80163	7.637238606	7.707766475	7.742002594	7.656932067	7.613974294	7.609729354	7.69165828	7.800649561	7.737513259	7.956061428	7.856665985	7.929075813
KMXK_0G03710	W0TIL9	KLMA_80365	7.443725218	7.342552703	7.465398691	7.635201764	7.720761104	7.776939065	7.654832096	7.756770496	7.700160668	7.84278842	7.817714893	7.715884129
KMXK_0B04290	W0T5I6	KLMA_20414	6.968897211	6.86326707	6.823008507	7.087964257	7.091405256	7.015509212	7.049220975	6.971446749	6.989984118	7.173453827	7.088113889	7.174087879
KMXK_0B01680	W0T6B9	KLMA_20155	7.305049654	7.297897362	7.381260339	7.165880521	7.078252115	7.023871689	6.903427651	6.883344386	6.859784396	7.3379338	7.07543143	7.256295342
KMXK_0E04730	W0TCH5	KLMA_50471	6.878791813	6.668543755	6.745457576	7.138157365	7.071444288	7.015565759	7.093209226	7.146598885	7.02242394	7.106044513	7.137021827	7.111282609
KMXK_0B07510	W0TAR6	KLMA_20736	6.901126306	6.611164691	6.760722569	7.076224664	7.025297371	7.021658669	7.101351697	7.085570805	7.064425212	7.265177295	7.168617951	7.079698579
KMXK_0C06300	W0TAV6	KLMA_30631	7.209920681	7.020545476	7.01966632	7.434203576	7.477386621	7.659479026	7.574255289	7.622492168	7.536311192	7.766812941	7.582981322	7.566641841
KMXK_0E02480	W0TFM8	KLMA_50245	7.451381408	7.511263924	7.492157116	7.504641174	7.631631446	7.530458123	7.753493488	7.743426162	7.649844938	7.669021516	7.693278602	7.711642008
KMXK_0F00350	W0TFK8	KLMA_60532	7.147683817	7.072057504	7.021569934	7.298829104	7.478179782	7.434347502	7.360065444	7.492509101	7.314569466	7.532894217	7.56055717	7.401077639
KMXK_0H04420	W0THL5	KLMA_70443	7.724940065	7.851601319	7.713546729	7.594801056	7.46604229	7.554618923	7.089143508	6.966026191	7.323461732	7.673943689	7.700758571	7.546064852
KMXK_0A08010	W0T3P9	KLMA_10051	7.567523103	7.740792585	7.838052528	7.462667342	7.477200168	7.351092548	7.293843023	7.272476951	7.330799539	7.297437512	7.252657299	7.327117992
KMXK_0A01880			7.161250548	6.941620042	7.02814152	7.536030021	7.588655872	7.554454929	7.309355716	7.529178485	7.39566832	7.40356165	7.513041346	7.336410011
KMXK_0E02630	W0TFP1	KLMA_50260	7.110960093	7.074240375	7.036472649	7.522045674	6.995366124	7.497586488	6.642589079	6.330005615	6.50314591	7.275900334	7.423007171	7.492680212
KMXK_0B05040	W0TA28	KLMA_20491	6.803793016	6.911041329	6.936040144	7.318472548	7.199465292	7.266609941	7.170018133	7.213203048	7.141026898	7.517261816	7.386838974	7.240341848
KMXK_0A03560	W0T3X2	KLMA_10483	6.979545724	6.972153101	6.876486288	6.979635848	6.989762268	6.989152	7.097525175	7.227688386	7.222835908	7.273980061	7.149400879	7.265926596
KMXK_0H03040	W0TES5	KLMA_70304	6.507529335	6.440634702	6.342785555	6.835199269	6.664744331	6.632047882	6.74716302	6.808154031	6.668813821	6.820958943	6.780261719	6.856290904
KMXK_0H02260	W0TG71	KLMA_70225	6.472085515	6.496838574	6.609045849	6.823173208	6.876483142	7.07592405	6.771170975	6.860836451	6.778463843	6.781892481	6.774575061	6.814408851
KMXK_0E03750	W0TFZ2	KLMA_50370	6.742984179	6.938090984	6.990554301	6.932332139	6.9187705	7.070882219	7.087320899	7.207306457	7.356203801	6.596054673	6.547994065	6.372906582
KMXK_0B04420	W0T5J9	KLMA_20429	7.117761522	6.985223905	7.101023159	6.879742414	6.791136565	6.754934935	6.860539909	6.901643611	6.836679702	6.73797648	6.677123221	6.793490527
KMXK_0D03320	W0TAC1	KLMA_40311	6.867085424	6.756376768	6.655710128	7.254082761	7.038077121	7.192317229	7.238396739	7.312165741	7.334427361	7.10639903	7.103911342	7.282702605
KMXK_0G01390	W0TI04	KLMA_80130	6.910476953	6.643780193	6.813200409	7.321835351	7.145238377	7.434102259	7.231434228	7.282909135	7.263846746	7.484016949	7.352477006	7.253470694
KMXK_0H02490	W0TEM5	KLMA_70249	6.699631751	6.656627706	6.721713867	6.899800998	6.910661513	6.9967253	6.44760741	6.418939312	6.45388484	6.826061351	6.826199558	6.554569395
KMXK_0B05960	W0T6K4	KLMA_20582	7.349991601	7.475342462	7.446818787	7.062538555	7.254390506	6.88281148	7.265403589	7.183728863	7.313570495	6.753228686	6.912577112	6.739279485
KMXK_0D00300	W0T9F4	KLMA_40016	7.199624763	7.072985578	7.010707434	7.334263505	7.329165333	7.334002316	7.307005184	7.322627731	7.237191464	7.405979035	7.294587597	7.282597317
KMXK_0B01260	W0T4N6	KLMA_20114	6.500772327	6.368822287	NA	6.832650351	6.853525462	6.677722138	NA	6.830500232	6.747155861	7.002270215	6.863128348	6.709784246
KMXK_0B05840	W0T883	KLMA_20568	7.843126532	7.919852147	7.879292654	7.516109731	7.655768909	7.301784113	7.732957458	7.668329356	7.74389697	7.408278977	7.421876066	7.23301635
KMXK_0H00100	W0TIA9	KLMA_70011	7.1520785	7.282956172	7.360895527	7.13912909	7.235206403	6.988258862	6.474190802	6.709216391	6.700994626	7.166283676	7.026239661	6.983398782
KMXK_0D01380	W0TDD9	KLMA_40115	7.22471699	7.191843796	7.268216556	7.478421292	7.278588102	7.524529652	6.928573538	6.926395927	6.918850618	7.448825827	7.08852133	7.357494677
KMXK_0B03850	W0T717	KLMA_20370	6.807740672	6.872695038	6.904966653	6.69934898	6.528365923	6.614735723	6.731101421	6.679926623	6.695833747	6.450090141	6.384036501	6.593219573
KMXK_0B00530	W0T518	KLMA_20042	8.043687826	7.60760716	7.555006325	7.657792853	7.464872932	7.916103172	6.649904049	6.721729031	6.835599327	7.918258888	7.625631922	7.520165776
KMXK_0C06530	W0TCX6	KLMA_30654	7.069496006	7.281751295	7.211157268	7.045771495	7.028995323	7.01498321	6.666546029	6.530423067	6.767016599	7.04627335	6.839853447	6.958770955
KMXK_0C03150			6.756768941	6.796908011	6.824773442	6.516759782	6.713466883	6.555266634	6.573714603	6.637903388	6.579906809	6.385710802	6.477960447	6.549602741
KMXK_0C04000	W0T9G9	KLMA_30403	6.755736885	6.590130877	6.525179024	7.041901538	6.974297844	7.158099299	6.808522633	6.697590387	6.791125047	6.899436607	6.947633555	6.915142595
KMXK_0F01020	W0TDM8	KLMA_60461	7.48832938	7.53184414	7.583827219	7.34701844	7.282718528	7.294846015	7.271172401	7.325079888	7.293685484	7.374150044	7.232460617	7.226283295
KMXK_0B06870	W0T6S7	KLMA_20672	6.782559851	6.713660799	6.576374799	6.626711888	6.749575748	6.467311106	6.915246631	6.907234156	6.791680289	6.217876193	6.341347468	6.402756042
KMXK_0B02720	W0T9E2	KLMA_20256	7.315175885	7.32107188	7.47333136	7.579708939	7.367099224	7.538080382	6.993075866	7.106884737	6.960434147	7.467800546	7.318606321	7.486338242
KMXK_0F00380	W0TER0	KLMA_60529	7.65563653	7.766438805	7.790066052	7.616155502	7.772638857	7.676797752	7.855466408	7.8581039	7.864677617	7.531138956	7.564172544	7.385132964
KMXK_0D01320	W0TDD4	KLMA_40110	7.583684918	7.677262563	7.633089005	7.404567791	7.443591118	7.217760765	7.744856328	7.590407786	7.683258937	7.183595875	7.357648331	7.305269357
KMXK_0G03210	W0THS3	KLMA_80312	7.019180628	7.008156927	7.002862742	7.088456021	7.115254175	7.128022817	7.195343403	7.108467097	7.088399696	7.19984593	7.156776479	7.196481092
KMXK_0E04070	W0TE03	KLMA_50402	7.195376506	7.005775538	7.134148847	7.357791941	7.256238703	7.482338593	7.336181315	7.423643469	7.394674403	7.484010329	7.522722087	7.55951942
KMXK_0A01850	W0T3V0	KLMA_10655	6.906642409	6.844231079	6.947189409	7.543471359	7.329816247	7.37244346	6.59255831	6.93322169	6.878363981	7.225537392	7.230866604	7.492318767
KMXK_0E02140	W0TFJ3	KLMA_50210	7.447788083	7.274319476	7.291463725	7.598826066	7.603008622	7.678762604	7.659366734	7.74567082	7.642341441	7.566723978	7.547080589	7.668438111
KMXK_0F00560	W0TI65	KLMA_60508	7.007903604	7.139539416	7.004012444	6.755493466	6.791878688	6.580476	7.044292194	7.009792855	6.993935676	6.68201358	6.916820832	6.781924222
KMXK_0C05220	W0TCK9	KLMA_30529	7.267811401	7.499714966	7.48347515	7.189822991	7.241715164	7.314451024	6.944181758	6.860815669	7.006035858	6.919830033	7.17427227	6.95410636
KMXK_0H01260	W0TF43	KLMA_70127	6.788547304	6.643342033	6.66806372	6.990909357	6.940683224	6.944379356	6.835760544	6.655730232	6.701344147	6.7795324	6.820432003	6.732557522
KMXK_0F05120	W0TDD0	KLMA_60064	7.383632552	7.331533699	7.268990836	7.080169819	7.106640013	7.058121707	7.378904099	7.266068303	7.312145666	7.375358418	7.176749156	7.225829731
KMXK_0A05840	W0T4E6	KLMA_10276	7.349892315	7.267163967	7.171265398	7.141774235	7.198762928	7.039266165	7.432986584	7.449931171	7.360992185	7.469853635	7.290717381	7.250149125
KMXK_0A00300	W0T4W1	KLMA_10813	7.116008901	6.990777956	6.997681864	7.247259153	7.28358399	7.30427441	7.277804233	7.370916683	7.280906361	7.274726145	7.214544777	7.353383645
KMXK_0A04590			7.239252377	7.410448084	7.330499618	7.051734699	7.028381814	7.057156857	6.928925881	6.711338368	6.893022095	6.976417549	7.060153568	6.82901647
KMXK_0C02130	W0T9M1	KLMA_30211	6.729830684	6.720171297	6.913643199	7.319402178	7.237109994	7.216435384	6.9945909	7.015837048	7.214017354	7.241758011	7.273246327	7.113190872
KMXK_0H01220	W0TGP2	KLMA_70123	7.215965137	6.893967252	7.01479443	7.507708954	7.467631355	7.476526942	7.406013928	7.466170565	7.282536419	7.439660798	7.387680215	7.335976108
KMXK_0G01870	W0THF0	KLMA_80177	7.306396901	7.175774903	7.125691614	7.550071662	7.499331478	7.547634781	7.478080378	7.574377746	7.493992178	7.695175126	7.47334155	7.498128372
KMXK_0D02270	W0TBM6	KLMA_40202	7.040708246	6.659108588	6.836644766	6.565919702	6.632121842	6.513986272	7.11245529	7.219177601	7.413702494	6.773475595	6.793878299	6.875776798
KMXK_0H04100	W0TFW8	KLMA_70412	6.427088677	6.267172204	6.420052724	6.817576518	6.763731567	6.781317241	6.752281915	6.94803818	6.619399626	6.808746998	6.825810618	6.91983279
KMXK_0C02430	W0T7D5	KLMA_30242	7.060205261	6.888626698	6.942134339	7.262476589	7.26973054	7.35811156	7.114923233	7.230847772	7.09673207	7.165235292	7.167875076	7.177179551
KMXK_0D00630	W0TD80	KLMA_40050	6.852613966	6.70068673	NA	7.439646567	7.116654262	7.409348506	6.845679171	6.530774293	6.319286701	7.298550564	7.155081227	7.212773992
KMXK_0A00550	W0T5T9	KLMA_10786	7.461824554	7.428808566	7.452371023	7.544906657	7.559313611	7.707891133	7.646912409	7.666384106	7.597557765	7.740681682	7.692826991	7.690195608
KMXK_0D05580	W0TAW5	KLMA_40531	7.314701311	7.144069825	7.147745183	7.806963987	7.707124441	7.546815389	7.734913115	7.829703916	7.784916044	7.611072737	7.789477405	8.016091301
KMXK_0B07070	W0TAL8	KLMA_20691	7.439158861	7.434542165	7.359292161	7.158210818	7.206299339	7.054084188	7.157534854	7.136336005	7.14814509	7.285884207	7.099787558	7.172592487
KMXK_0F01580	W0TF55	KLMA_60412	7.223393052	7.334357284	7.238456687	7.811893404	7.834361053	8.029090749	7.082877233	7.016855508	7.292355061	7.610136624	7.807452308	7.298609246
KMXK_0E01500	W0TB23	KLMA_50143	7.204706145	7.280731834	7.294306694	7.168774109	7.291841444	7.438056248	7.082761174	7.192917216	7.247220642	6.516725991	7.0111101	6.914012452
KMXK_0H02960	W0TJ10	KLMA_70296	6.903468664	6.813360554	6.531476119	7.154716178	7.088375139	7.269310419	7.222838156	7.19388789	7.141170449	7.249812544	7.305240649	7.237717314
KMXK_0A06440	W0T4X0	KLMA_10214	6.642581701	6.432153784	6.762722448	7.105295388	6.756598313	7.060116132	6.992390788	7.098961285	6.955033535	7.225519663	7.313952457	7.535346757
KMXK_0H03230	W0TFL4	KLMA_70322	7.520219268	7.700512822	7.554798614	7.325218244	7.386832477	7.537221113	7.266825767	7.241255748	7.364195188	7.181172892	7.265906489	7.176756279
KMXK_0G02810	W0TIB8	KLMA_80270	6.881515831	6.863203168	6.86844421	6.641702212	6.757193663	6.568788183	6.949101919	6.969953537	6.989202613	6.93437186	6.782513522	6.823685023
KMXK_0C01510	W0TBI1	KLMA_30149	7.514593051	7.242043633	7.336637684	7.709518458	7.577705723	7.850575527	7.584299851	7.687709059	7.653198642	7.87586418	7.821139938	7.880924778
KMXK_0A00570	W0T4T2	KLMA_10783	7.606750389	7.638968345	7.698851688	7.515500558	7.418406747	7.667883862	7.535523963	7.522898979	7.528547006	7.383376089	7.245820909	7.32501914
KMXK_0C01500	W0T8S2	KLMA_30148	7.046188634	6.941429324	6.880342946	7.082554373	7.110239345	7.145440401	7.152702709	7.175767639	7.210477464	7.159741203	7.199494716	7.141577456
KMXK_0B05430	W0T855	KLMA_20528	7.053814221	7.231663645	7.144417587	6.917605899	6.967830386	6.743685449	7.116831857	7.012528172	7.006016505	6.818404617	6.758222513	6.742743058
KMXK_0E03700	W0TFY8	KLMA_50365	7.06950011	6.928998705	7.131818312	7.170365608	6.912181605	7.228038516	6.971904157	6.710861852	6.841855386	7.068486236	6.893157342	7.099978996
KMXK_0A00120	W0T4X9	KLMA_10833	7.421529392	7.01635049	7.109657932	6.845603745	6.906017398	6.744299915	6.685638494	6.673735496	6.513098922	6.923933384	6.653239837	6.758072215
KMXK_0H01680	W0TG25	KLMA_70170	6.876840131	6.524893149	6.435563827	6.987716392	7.021696884	6.921904523	7.0885575	7.093006789	7.006758233	7.160669675	7.008776136	7.030236557
KMXK_0F00780	W0TEJ2	KLMA_60484	7.488796733	7.300223765	7.566105283	7.312695618	7.176683935	7.349287689	7.231326194	7.218379747	7.160835999	7.151370402	7.062753332	7.133317451
KMXK_0F05560			7.4147911	7.467252175	7.397786721	7.376970869	7.260597573	7.290822632	7.092159371	6.818776065	7.076483142	7.182672286	7.250096889	7.288329818
KMXK_0H02200	W0TEK0	KLMA_70219	6.80400516	6.97646124	7.015050735	7.212284809	7.163752092	7.218134012	7.110768821	7.249052464	7.140796079	7.261945939	7.22903765	7.383481457
KMXK_0C01370	W0T9G3	KLMA_30136	7.181198194	7.470462473	7.361963413	6.801353447	7.000905684	6.610956923	7.611048216	7.62045229	7.585053721	6.645816164	6.988482504	7.211695202
KMXK_0F00900	W0TFB2	KLMA_60472	6.761448217	7.022398547	6.779365892	7.37858465	7.360191348	7.206764062	7.154253983	7.337713299	7.187066632	7.336642967	7.186916046	7.073362382
KMXK_0C06690	W0T985	KLMA_30670	7.461078454	7.492410064	7.464829887	7.226295528	7.189245959	7.061539117	7.17439948	7.235086205	7.240886227	7.129510296	7.096753035	7.297639302
KMXK_0A03800	W0T7K4	KLMA_10457	7.344357781	7.191200426	7.38064839	7.800005369	7.607643875	7.688051919	7.509487439	7.600692825	7.432395624	7.651517983	7.56013091	7.646201785
KMXK_0C02840	W0T9T6	KLMA_30286	7.318857319	6.964145887	7.093828901	7.364172948	7.154685091	7.196036907	7.060554622	6.96662896	6.968567524	7.360152137	7.20480377	7.360871004
KMXK_0E02060	W0TFI4	KLMA_50200	7.132587448	7.25862165	7.173409339	7.455489944	7.476488892	7.764137326	7.53047653	7.546347046	7.449400439	7.766545849	7.624743941	7.628970641
KMXK_0A06750	W0T2L5	KLMA_10180	7.320274075	7.133065674	7.255536065	7.471200795	7.410780436	7.566355164	7.438283233	7.516600239	7.489239961	7.69541251	7.559309788	7.544749881
KMXK_0A03200			7.68516715	7.557779567	7.657833497	7.800036612	7.869630684	7.974243578	7.867428907	7.954510986	7.878930241	8.030180064	7.919038456	7.893375935
KMXK_0F00490	W0TDW4	KLMA_60516	6.833149498	6.983800893	6.88211744	6.525383648	6.697196981	6.652791731	6.822506894	6.701984763	6.840992864	6.592579821	6.38891065	6.299689982
KMXK_0C00720			7.218744116	7.303433226	7.233121529	7.726674296	7.698758663	7.83558145	7.423874648	7.554365393	7.48918278	7.808502189	7.845289174	7.479755533
KMXK_0B04960	W0T818	KLMA_20483	7.142253244	6.872116471	6.836188512	7.385489291	7.206040272	7.50228586	7.161426331	6.847900826	7.190742525	7.57131046	7.368970742	7.369708407
KMXK_0F05580	W0TE36	KLMA_60022	7.517920256	7.68227368	7.658701983	7.27010408	7.240527492	6.984238354	7.591783032	7.555012284	7.456321273	7.335177687	7.119866071	7.232662213
KMXK_0G01990	W0TK14	KLMA_80188	6.967274633	6.513836747	6.47284208	7.220613795	7.176756539	7.10001626	6.647232714	6.683265901	6.32519193	6.903459159	6.918349899	6.806255133
KMXK_0H03480	W0TJ61	KLMA_70351	6.905844153	6.491920003	6.776688493	7.258711999	7.01085314	7.441752603	7.326685374	7.364362064	7.189277543	7.502012346	7.240686282	7.363476603
KMXK_0A03540	W0T4X6	KLMA_10486	6.793932938	6.741895787	6.780878925	6.499099388	6.716254145	6.582762739	5.956753526	6.232160896	6.409988123	6.44708445	6.425918359	6.533706507
KMXK_0E00410	W0TEZ7	KLMA_50035	7.108597103	6.823882209	6.907679677	7.218017381	7.107251202	7.221515381	7.171809738	7.191241436	7.101306804	7.336588943	7.244736488	7.324543842
KMXK_0A00740	W0T470	KLMA_10765	7.248556938	7.172824891	7.118428614	7.316118802	7.324678689	7.363415428	7.119751378	7.146537788	7.198056485	7.340036746	7.371556947	7.270010957
KMXK_0B02740	W0T517	KLMA_20259	6.647053085	6.647334093	6.907173522	6.876922764	6.862169482	7.137343121	6.987573845	6.914482102	7.011686468	6.972337453	6.939838835	7.07588053
KMXK_0A04730	W0T5C0	KLMA_10389	6.777345771	6.66064879	6.829191716	7.464306429	7.203418499	7.548558416	6.553797885	6.594267877	6.856029196	7.224348219	7.341147608	6.890298049
KMXK_0G03230	W0TGW2	KLMA_80314	NA	6.484324324	6.494800385	6.500112498	6.680365381	NA	6.67141815	6.758063384	6.765549064	NA	6.468298732	6.504611958
KMXK_0D05310	W0TAU2	KLMA_40506	7.054408322	7.219897392	7.11375579	7.545739616	7.546189736	7.470365058	7.351815912	7.522239537	7.376700787	7.70620434	7.618960821	7.350696053
KMXK_0E03010	W0TC15	KLMA_50296	7.560851475	7.454841762	7.425679106	7.22822287	7.332084176	7.070816078	7.311493679	7.195101547	7.278889279	6.715655204	7.089611088	6.869833865
KMXK_0D03600	W0T9R9	KLMA_40338	6.788243458	6.631273858	6.681904118	7.030854847	6.835932791	7.039232915	6.944397787	7.021862669	6.981212217	7.101158939	6.934105329	6.986822549
KMXK_0F05000	W0TEZ4	KLMA_60075	7.668449804	7.79926531	7.791642915	7.497360493	7.398652589	7.146403244	7.416916171	7.431897312	7.381454047	7.206865974	7.249898246	7.378301362
KMXK_0D01910	W0TAX2	KLMA_40164	6.824179259	6.944681812	6.813174593	7.151461845	7.115731197	7.320142726	6.976378721	7.084097184	6.973286126	7.146254374	7.113228659	7.08905737
KMXK_0F04380	W0TF44	KLMA_60130	7.128900636	7.174226732	7.16652212	7.045627954	7.122469733	6.998518047	6.584211604	5.891124611	6.482677605	6.616134502	6.792645498	6.676815847
KMXK_0C00110	W0TB61	KLMA_30009	139	0	0	0	0	0	58	20	14	0	0	4
KMXK_0E00250	W0TCB9	KLMA_50019	7	0	0	54	42	53	46	47	47	44	43	42
KMXK_0D05520	W0TAW0	KLMA_40526	51	57	63	137	111	120	127	157	122	123	142	176
KMXK_0E04920	W0TBW7	KLMA_50488	44	55	53	26	27	11	26	115	94	35	31	10
KMXK_0B03470	W0T5V9	KLMA_20332	133	22	29	15	14	9	80	57	39	16	35	35
KMXK_0H03120	W0TFK1	KLMA_70312	38	37	38	71	76	68	101	132	116	36	85	108
KMXK_0A03230	W0T408	KLMA_10518	6	11	13	18	13	39	1	9	7	45	36	39
KMXK_0C00130	W0T942	KLMA_30011	70	26	30	53	49	65	104	98	107	12	68	66
KMXK_0A03250	W0T504	KLMA_10516	6	30	29	4	9	1	0	0	0	6	20	3
KMXK_0B06330	W0T633	KLMA_20619	47	5	4	47	55	49	27	4	0	30	31	17
KMXK_0E03090	W0TD39	KLMA_50304	61	28	42	94	84	105	72	72	38	93	104	109
KMXK_0B08260	W0TAZ2	KLMA_20811	0	40	33	0	2	2	5	19	26	11	3	2
KMXK_0A02470	W0T7Z3	KLMA_10592	9	6	6	27	19	19	47	32	40	47	31	36
KMXK_0G00680	W0TG93	KLMA_80059	116	124	128	157	158	161	182	191	191	255	218	186
KMXK_0F00940	W0TEH6	KLMA_60469	41	61	58	75	78	84	103	116	96	118	101	125
KMXK_0A03790	W0T3V3	KLMA_10458	11	12	12	30	22	18	35	22	27	72	38	39
KMXK_0A02960	W0T3I1	KLMA_10545	0	0	0	9	9	4	0	4	4	6	14	28
KMXK_0D05180	W0TBW6	KLMA_40494	16	14	10	35	42	40	43	57	31	49	51	47
KMXK_0G03090	W0TGV0	KLMA_80299	0	4	0	19	8	16	18	29	15	28	18	15
KMXK_0D03860	W0TC72	KLMA_40362	0	0	4	21	30	15	12	14	9	3	7	10
KMXK_0F02490	W0THK9	KLMA_60323	0	0	0	0	4	0	10	11	10	0	0	0
KMXK_0B06430	W0T644	KLMA_20629	0	0	0	12	8	10	0	0	0	6	10	0
KMXK_0D01880	W0T9T0	KLMA_40161	2	3	2	12	12	16	17	23	20	27	21	20
KMXK_0E02020	W0TDH9	KLMA_50197	10	10	14	41	44	25	30	53	30	40	44	34
KMXK_0E01130	W0TCJ3	KLMA_50104	14	12	13	30	39	42	38	41	36	47	46	41
KMXK_0C05210	W0T899	KLMA_30527	5	0	0	10	8	14	20	21	15	22	18	17
KMXK_0E01660	W0TBQ4	KLMA_50161	22	47	39	41	53	36	74	77	69	23	28	49
KMXK_0C03840	W0T7T0	KLMA_30387	10	13	16	29	37	36	39	53	42	33	35	41
KMXK_0D02430	W0TDP8	KLMA_40220	4	7	7	9	16	20	10	16	16	54	18	20
KMXK_0C01560	W0T8S6	KLMA_30153	59	56	57	75	77	91	118	103	77	134	103	88
KMXK_0B03480	W0T7N1	KLMA_20333	70	3	4	7	5	6	21	8	17	4	10	7
KMXK_0A05270	W0T4J0	KLMA_10336	28	23	34	62	66	66	52	61	59	68	56	47
KMXK_0A00480	W0T498	KLMA_10795	2	4	2	17	17	18	19	18	19	16	20	16
KMXK_0D02830	W0TB52	KLMA_40259	6	5	4	24	16	19	20	26	17	29	30	17
KMXK_0A03180	W0T7R5	KLMA_10522	0	0	1	10	10	14	6	11	15	12	9	11
KMXK_0E03650	W0TFY3	KLMA_50360	0	6	6	20	14	9	14	33	25	8	23	7
KMXK_0H00920	W0TFW4	KLMA_70095	29	33	26	43	46	45	54	60	51	68	63	68
KMXK_0B03460	W0T9M7	KLMA_20331	55	0	0	5	1	3	23	7	6	6	6	4
KMXK_0C04790			0	0	0	7	6	5	5	4	5	9	11	12
KMXK_0F03550	W0TDT2	KLMA_60219	69	75	83	107	117	95	111	143	124	128	127	104
KMXK_0D05750	W0TAA8	KLMA_40548	0	0	0	6	2	3	9	9	10	13	6	5
KMXK_0D06610	W0TAI1	KLMA_40628	0	0	0	8	2	6	0	0	0	4	3	9
KMXK_0B00510	W0T614	KLMA_20040	2	0	0	14	12	12	4	14	7	11	10	12
KMXK_0G00710	W0TFG9	KLMA_80061	16	15	12	30	34	42	43	40	33	37	42	31
KMXK_0B05260	W0T844	KLMA_20513	8	16	4	19	23	18	3	1	5	8	24	4
KMXK_0E04320	W0TCE4	KLMA_50431	20	16	15	34	31	46	34	27	26	53	44	39
KMXK_0B02340	W0T6J0	KLMA_20220	46	53	55	56	71	69	89	100	86	51	98	105
KMXK_0H03880	W0TFU6	KLMA_70392	0	0	0	0	1	0	6	13	3	0	3	3
KMXK_0C05490	W0T8B2	KLMA_30552	8	11	9	30	23	24	32	37	20	32	31	25
KMXK_0F03040	W0TD46	KLMA_60271	46	56	46	60	68	53	86	101	88	58	71	62
KMXK_0C00570			1	1	2	3	6	5	11	13	8	16	14	10
KMXK_0A02290	W0T3Q1	KLMA_10610	6	11	8	18	21	45	32	28	20	33	15	23
KMXK_0F05420	W0TE50	KLMA_60037	30	32	43	51	55	62	53	53	44	83	80	54
KMXK_0F02690	W0TDZ5	KLMA_60304	4	6	5	9	10	14	18	26	16	29	15	18
KMXK_0E04230	W0TDD2	KLMA_50419	58	91	115	76	87	39	85	90	72	36	54	57
KMXK_0G01200	W0TH90	KLMA_80112	0	0	0	6	5	5	9	7	3	12	6	10
KMXK_0A06740	W0T459	KLMA_10181	9	7	8	27	28	33	21	19	21	24	27	13
