NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
KMXK0B01690	W0T938	KLMA_20156	9	22	9	14	13	12	16	25	25	11	17	13
KMXK0A02060	W0T4C3	KLMA_10633	6	8	12	5	2	2	4	6	4	4	4	4
KMXK0D01080	W0TDB2	KLMA_40090	2	1	1	0	0	0	1	1	5	4	0	1
KMXK0B00890	W0T552	KLMA_20077	2	2	6	0	0	1	0	3	0	1	2	0
KMXK0E03780	W0TBK8	KLMA_50373	1	3	4	0	1	2	5	2	6	2	0	1
KMXK0C02960	W0T850	KLMA_30300	3	1	2	0	0	0	1	1	1	2	4	0
KMXK0E01120	W0TAU5	KLMA_50103	1	0	2	0	0	0	2	1	3	2	3	1
KMXK0C04140	W0T7W4	KLMA_30417	2	2	1	0	0	0	0	1	0	2	2	1
KMXK0B03050	W0T6R3	KLMA_20290	1	5	0	0	0	0	1	3	2	1	1	3
KMXK0C07160	W0TD23	KLMA_30709	30	33	27	21	18	20	26	30	37	28	30	31
KMXK0B02470	W0T5I4	KLMA_20232	6	6	8	0	3	5	9	4	7	9	11	5
KMXK0C00470	W0TB87	KLMA_30044	2	1	4	0	0	0	0	2	2	1	0	2
KMXK0E02100	W0TBU2	KLMA_50206	0	1	3	2	2	3	0	0	0	1	1	1
KMXK0H04350	W0TGT3	KLMA_70435	9	15	8	4	3	5	6	6	9	8	9	8
KMXK0B02570	W0T5J7	KLMA_20242	24	17	30	15	16	19	26	16	25	33	27	26
KMXK0H03690	W0THC5	KLMA_70373	0	1	3	0	0	0	4	0	3	1	2	1
KMXK0G01100	W0TH80	KLMA_80102	4	0	2	0	0	0	0	1	0	2	1	0
KMXK0B07410	W0TAQ7	KLMA_20726	4	0	2	0	0	1	0	0	0	1	0	2
KMXK0B05230	W0T7E1	KLMA_20510	0	6	0	0	3	0	3	4	6	1	0	2
KMXK0B05900	W0T7K3	KLMA_20575	41	23	27	23	21	17	31	32	26	30	36	31
KMXK0A04190	W0T5E4	KLMA_10419	4	1	1	0	0	0	1	1	4	2	1	1
KMXK0D06060	W0TCR0	KLMA_40577	22	29	19	12	15	15	19	22	27	15	21	15
KMXK0A06580			29	23	23	16	14	12	19	19	25	20	19	19
KMXK0H00840	W0TIH4	KLMA_70086	5	9	7	3	3	3	4	5	10	3	3	2
KMXK0A04980	W0T321	KLMA_10365	5	7	4	2	0	2	6	5	2	4	7	5
KMXK0C02830	W0T836	KLMA_30285	0	0	2	0	1	0	1	2	3	0	0	0
KMXK0H04440	W0TGX0	KLMA_70445	0	0	2	0	0	1	0	0	0	1	3	2
KMXK0B07380	W0T8P0	KLMA_20723	2	2	2	0	0	0	0	0	2	1	0	0
KMXK0G01970	W0TFT2	KLMA_80186	16	14	14	5	10	7	12	14	9	15	18	11
KMXK0B07590	W0T821	KLMA_20745	10	3	4	2	0	2	7	4	3	4	5	5
KMXK0A08030	W0T4B9	KLMA_10049	20	19	18	10	17	10	27	16	21	14	13	15
KMXK0E04870	W0TBW3	KLMA_50483	18	14	13	10	8	12	11	18	10	21	20	17
KMXK0E00560	W0TF11	KLMA_50050	11	12	10	10	9	7	9	15	11	19	12	21
KMXK0A00540	W0T8K0	KLMA_10787	11	5	8	0	9	7	3	7	7	8	15	12
KMXK0B05060	W0T827	KLMA_20493	15	13	12	5	5	8	13	12	10	8	16	10
KMXK0A05990	W0T2S9	KLMA_10260	7	3	0	3	1	1	4	2	2	0	1	0
KMXK0E01490	W0TDC9	KLMA_50142	12	13	11	8	6	10	11	12	8	15	19	15
KMXK0A06780	W0T6V6	KLMA_10177	3	5	5	0	1	1	3	2	1	2	2	4
KMXK0H03560	W0TEY9	KLMA_70359	4	4	2	0	0	1	1	0	6	2	4	2
KMXK0G02030	W0TK18	KLMA_80193	5	3	7	3	2	3	8	7	5	5	10	9
KMXK0E05370	W0TDP6	KLMA_50534	3	4	4	1	2	3	4	5	3	6	10	5
KMXK0C05510	W0TCN1	KLMA_30554	24	19	19	13	11	9	18	19	12	17	18	16
KMXK0D05600	W0TA93	KLMA_40533	0	1	5	0	0	3	0	0	0	2	0	3
KMXK0C01060	W0TBD3	KLMA_30099	26	29	23	64	20	21	22	19	26	31	22	27
KMXK0B03010	W0T9H5	KLMA_20286	3	6	3	2	0	0	4	5	0	0	4	1
KMXK0F05610	W0TD95	KLMA_60019	10	2	0	0	0	2	4	2	3	3	0	2
KMXK0H02710	W0TIY9	KLMA_70271	3	3	3	0	1	0	2	0	0	2	2	0
KMXK0E06000	W0TDV2	KLMA_50604	0	3	2	0	1	2	5	6	2	3	3	5
KMXK0A04920	W0T4M0	KLMA_10371	6	3	4	0	2	3	4	4	3	1	0	2
KMXK0F05040	W0TCL5	KLMA_60071	2	2	2	0	0	0	0	1	4	2	2	0
KMXK0E05650	W0TDS6	KLMA_50569	18	12	11	7	9	3	9	11	13	11	13	12
KMXK0D04380	W0TEB4	KLMA_40415	3	1	3	3	0	0	1	0	0	4	5	0
KMXK0B01350	W0T6Y4	KLMA_20123	0	0	2	1	2	3	2	1	1	0	0	0
KMXK0H01350	W0TF52	KLMA_70137	1	0	1	0	0	0	1	1	2	3	3	0
KMXK0H04290	W0TF68	KLMA_70429	76	47	52	7	6	5	32	21	37	5	6	8
KMXK0F01580	W0TF55	KLMA_60412	131	180	86	74	86	70	169	173	197	69	69	92
KMXK0B04700	W0T5M8	KLMA_20459	122	92	90	23	24	24	71	72	97	95	91	64
KMXK0H02200	W0TEK0	KLMA_70219	135	151	160	45	56	64	118	117	117	138	137	113
KMXK0G03550	W0TKF9	KLMA_80348	166	147	144	72	67	66	142	141	139	129	117	112
KMXK0H04430	W0TFA8	KLMA_70444	61	61	67	18	14	16	56	31	53	26	25	24
KMXK0E02630	W0TFP1	KLMA_50260	26	40	38	8	10	5	32	17	34	7	6	4
KMXK0A01850	W0T3V0	KLMA_10655	31	32	44	10	9	13	49	39	37	6	11	15
KMXK0B00530	W0T518	KLMA_20042	61	43	34	59	28	31	34	40	63	9	11	12
KMXK0E03660	W0TC80	KLMA_50361	25	20	14	6	14	13	25	27	19	4	0	0
KMXK0D01720	W0T963	KLMA_40148	17	18	12	0	0	0	16	13	16	5	5	6
KMXK0C05990	W0TCS3	KLMA_30599	41	42	39	23	12	17	64	54	69	46	30	41
KMXK0D02270	W0TBM6	KLMA_40202	12	7	6	4	1	1	2	4	1	18	21	24
KMXK0C06300	W0TAV6	KLMA_30631	65	56	49	22	19	12	37	44	51	51	57	51
KMXK0C01510	W0TBI1	KLMA_30149	110	114	106	59	40	52	88	81	117	78	83	85
KMXK0A06050	W0T3B0	KLMA_10253	78	57	51	21	24	17	43	41	48	54	56	40
KMXK0C01370	W0T9G3	KLMA_30136	6	12	20	14	20	14	5	13	5	33	42	30
KMXK0F03890	W0TF87	KLMA_60180	6	4	6	0	4	3	8	7	6	22	23	18
KMXK0C04000	W0T9G9	KLMA_30403	36	39	30	21	11	12	36	43	62	23	21	26
KMXK0G01390	W0TI04	KLMA_80130	33	28	22	8	3	4	17	22	23	23	25	27
KMXK0E00410	W0TEZ7	KLMA_50035	62	46	42	19	16	11	36	37	38	41	36	33
KMXK0B03200	W0T6S6	KLMA_20305	53	54	35	18	16	20	37	35	47	43	47	52
KMXK0A06760	W0T4T5	KLMA_10179	13	16	10	5	4	2	8	12	8	23	24	22
KMXK0E04070	W0TE03	KLMA_50402	46	53	56	22	18	18	35	30	31	42	41	38
KMXK0E04730	W0TCH5	KLMA_50471	24	24	24	5	2	8	23	18	24	26	26	10
KMXK0H04420	W0THL5	KLMA_70443	64	62	44	47	38	38	52	30	54	23	21	27
KMXK0F00380	W0TER0	KLMA_60529	67	83	57	49	49	60	66	77	56	93	103	94
KMXK0G00480	W0TJN4	KLMA_80038	10	9	7	4	3	4	6	15	7	32	14	15
KMXK0G03730	W0THY0	KLMA_80367	70	60	60	106	105	107	71	65	76	86	109	78
KMXK0H01680	W0TG25	KLMA_70170	8	7	6	0	0	0	0	4	0	8	8	3
KMXK0F05120	W0TDD0	KLMA_60064	12	6	6	0	0	0	0	3	3	7	6	5
KMXK0E00470	W0TB85	KLMA_50041	29	23	26	12	9	13	14	17	18	33	33	32
KMXK0D00300	W0T9F4	KLMA_40016	40	20	21	12	7	7	24	27	25	29	29	20
KMXK0B04960	W0T818	KLMA_20483	17	11	10	2	1	0	11	4	11	7	4	5
KMXK0B02910	W0T9G2	KLMA_20276	17	11	13	3	4	3	13	15	10	20	19	17
KMXK0D05310	W0TAU2	KLMA_40506	24	22	10	3	3	5	18	17	11	11	18	8
KMXK0C00260	W0TB73	KLMA_30024	9	10	6	2	0	0	5	4	5	14	10	8
KMXK0A04730	W0T5C0	KLMA_10389	11	17	10	4	0	5	14	15	12	3	5	5
KMXK0H03480	W0TJ61	KLMA_70351	22	14	22	7	6	5	15	17	13	30	20	19
KMXK0A00300	W0T4W1	KLMA_10813	78	76	63	44	44	42	63	64	63	82	74	74
KMXK0G01990	W0TK14	KLMA_80188	3	1	3	1	0	0	7	7	9	2	1	0
KMXK0A03800	W0T7K4	KLMA_10457	107	96	97	70	56	76	118	105	103	86	106	84
KMXK0C07290	W0T8R1	KLMA_30722	35	28	30	14	12	20	22	27	22	10	15	11
KMXK0A07560	W0T6J7	KLMA_10097	24	29	20	12	9	10	23	32	30	33	25	23
KMXK0C06530	W0TCX6	KLMA_30654	36	27	27	16	15	16	44	31	22	18	14	15
KMXK0H02960	W0TJ10	KLMA_70296	7	8	4	0	0	0	2	4	4	6	7	6
KMXK0D05580	W0TAW5	KLMA_40531	9	13	12	1	1	1	11	3	6	5	10	3
KMXK0G01720	W0TJY9	KLMA_80163	68	72	60	33	41	38	39	47	37	55	55	42
KMXK0C00810	W0T7J6	KLMA_30075	22	18	12	6	8	6	24	18	22	22	23	18
KMXK0A01880			31	35	24	16	16	13	36	40	29	30	38	31
KMXK0H00770	W0TFV2	KLMA_70080	9	8	1	0	0	1	4	5	2	7	8	10
KMXK0D00630	W0TD80	KLMA_40050	5	1	6	0	0	0	4	4	5	0	0	1
KMXK0B02720	W0T9E2	KLMA_20256	94	94	87	63	74	77	105	81	91	59	70	52
KMXK0D01320	W0TDD4	KLMA_40110	31	42	41	29	27	29	38	35	36	55	58	53
KMXK0G03210	W0THS3	KLMA_80312	54	46	45	24	20	26	35	34	38	40	41	38
KMXK0B06870	W0T6S7	KLMA_20672	0	0	0	0	1	0	1	1	0	4	7	3
KMXK0B02730	W0T7C2	KLMA_20258	6	5	5	0	0	0	6	4	4	5	7	5
KMXK0C01890	W0T794	KLMA_30187	16	14	11	2	3	3	4	8	9	12	13	8
KMXK0A06250	W0T4Y9	KLMA_10234	5	6	10	7	8	8	2	2	4	0	1	1
KMXK0D01210	W0TAQ8	KLMA_40099	16	33	13	21	34	34	27	27	17	40	48	37
KMXK0G02810	W0TIB8	KLMA_80270	12	6	10	2	3	3	3	3	3	9	13	9
KMXK0B04280	W0T7V7	KLMA_20413	12	14	11	4	1	2	5	6	10	7	2	6
KMXK0H02260	W0TG71	KLMA_70225	5	4	5	0	1	0	5	4	13	4	4	5
KMXK0B00860	W0T4J6	KLMA_20074	15	20	9	24	30	30	14	18	7	29	29	14
KMXK0C06930	W0T8N1	KLMA_30687	77	73	73	47	43	48	73	68	65	79	59	70
KMXK0B03030	W0T7F7	KLMA_20288	34	30	27	14	10	13	21	18	28	26	21	16
KMXK0F00350	W0TFK8	KLMA_60532	53	55	42	24	31	29	43	47	33	49	50	48
KMXK0C02130	W0T9M1	KLMA_30211	8	18	5	6	2	2	14	11	7	3	5	2
KMXK0B02740	W0T517	KLMA_20259	18	23	20	10	6	6	16	15	17	21	15	23
KMXK0F05580	W0TE36	KLMA_60022	3	6	0	5	5	4	6	9	2	12	18	8
KMXK0E05410			0	0	0	6	5	3	1	1	1	0	3	0
KMXK0E01310	W0TAW7	KLMA_50123	8	4	8	6	3	4	4	7	8	16	15	14
KMXK0E05330	W0TDP1	KLMA_50529	57	33	35	23	27	26	34	39	32	51	45	45
KMXK0B05040	W0TA28	KLMA_20491	25	24	15	5	10	8	17	20	17	16	14	18
KMXK0D03600	W0T9R9	KLMA_40338	14	11	12	5	3	2	13	7	14	13	14	9
KMXK0E02340	W0TBW1	KLMA_50231	31	20	11	12	9	9	12	9	9	20	18	19
KMXK0G02330	W0TI79	KLMA_80225	6	4	3	0	0	1	5	6	5	1	3	1
KMXK0A06440	W0T4X0	KLMA_10214	4	6	7	1	0	0	1	2	3	2	4	6
KMXK0D03320	W0TAC1	KLMA_40311	0	3	1	0	0	0	2	2	0	5	6	2
KMXK0G01870	W0THF0	KLMA_80177	17	14	13	8	3	5	13	17	13	13	19	13
KMXK0D05930	W0TEP8	KLMA_40565	0	4	3	3	5	3	4	7	1	12	10	8
KMXK0H01220	W0TGP2	KLMA_70123	27	27	31	20	13	13	28	29	27	30	34	27
KMXK0F03310	W0THE4	KLMA_60243	0	0	0	5	7	1	2	4	0	2	0	4
KMXK0G03230	W0TGW2	KLMA_80314	2	5	1	0	0	0	0	2	0	2	5	3
KMXK0C02840	W0T9T6	KLMA_30286	6	4	7	2	0	0	4	3	4	3	0	1
KMXK0C01500	W0T8S2	KLMA_30148	26	31	18	14	11	11	22	22	23	20	23	22
KMXK0F00900	W0TFB2	KLMA_60472	13	9	5	1	3	3	7	7	7	9	10	8
KMXK0B04290	W0T5I6	KLMA_20414	20	15	15	6	7	7	12	12	15	13	7	8
KMXK0H04100	W0TFW8	KLMA_70412	15	6	9	5	2	2	7	7	10	7	15	8
KMXK0H00100	W0TIA9	KLMA_70011	4	5	5	5	5	5	5	6	4	1	1	0
KMXK0B02080	W0T4V3	KLMA_20194	0	3	4	3	0	3	2	0	8	0	0	0
KMXK0H03040	W0TES5	KLMA_70304	9	7	6	0	2	2	5	7	3	4	8	4
KMXK0C00270	W0T7F3	KLMA_30025	14	12	11	8	7	6	16	12	14	12	24	16
KMXK0E06060	W0TGM4	KLMA_50610	18	12	13	6	11	4	12	15	9	14	19	18
KMXK0H01260	W0TF43	KLMA_70127	11	18	12	4	6	5	9	10	9	11	8	6
KMXK0E03700	W0TFY8	KLMA_50365	17	16	15	8	6	6	10	12	9	16	10	12
KMXK0A01300	W0T427	KLMA_10710	13	11	5	3	4	7	14	12	7	9	17	11
KMXK0G03710	W0TIL9	KLMA_80365	37	39	33	21	28	19	24	31	31	39	37	28
KMXK0A03560	W0T3X2	KLMA_10483	19	13	12	7	6	5	12	9	12	13	12	10
KMXK0B01260	W0T4N6	KLMA_20114	5	1	2	0	0	0	0	3	1	1	2	1
KMXK0A06750	W0T2L5	KLMA_10180	53	46	41	37	28	28	41	42	40	40	47	46
KMXK0D01380	W0TDD9	KLMA_40115	28	24	31	22	24	26	30	32	28	15	18	20
KMXK0B01680	W0T6B9	KLMA_20155	30	16	22	18	12	20	22	13	13	9	15	11
KMXK0A00120	W0T4X9	KLMA_10833	7	4	0	9	3	6	5	5	4	0	4	0
KMXK0C03640	W0T8A9	KLMA_30370	14	23	20	11	20	12	19	21	18	11	12	10
KMXK0A05260	W0T3I9	KLMA_10338	2	4	1	1	1	1	4	6	2	5	6	3
KMXK0B05430	W0T855	KLMA_20528	21	22	18	27	29	24	27	21	23	31	38	28
KMXK0C06570	W0TA95	KLMA_30658	8	3	7	6	3	0	2	5	3	7	10	6
KMXK0F01250	W0THX4	KLMA_60438	33	37	20	19	22	20	30	33	30	18	24	30
KMXK0F04380	W0TF44	KLMA_60130	2	2	2	4	4	4	4	7	2	3	0	0
KMXK0B05700	W0T7I4	KLMA_20555	14	8	6	3	4	3	6	6	7	4	10	5
KMXK0C04860	W0TCE7	KLMA_30489	7	8	3	2	3	1	6	2	1	4	8	5
KMXK0E05720	W0TCS8	KLMA_50576	2	1	2	0	0	0	0	0	1	3	0	1
KMXK0D00430	W0TAI8	KLMA_40029	1	1	2	1	0	0	0	0	0	1	2	2
KMXK0H00900	W0TGL9	KLMA_70093	0	1	0	0	0	0	1	2	1	1	3	1
KMXK0C07080	W0T9B4	KLMA_30700	5	4	2	1	1	0	3	4	2	1	2	1
KMXK0G00610	W0TFF9	KLMA_80051	1	1	0	3	5	3	1	2	0	3	0	1
KMXK0B04210	W0T647	KLMA_20407	12	8	4	6	5	4	2	6	5	4	0	4
KMXK0F00490	W0TDW4	KLMA_60516	12	15	10	7	7	11	14	12	8	18	17	15
KMXK0E04110	W0TE07	KLMA_50407	2	3	5	1	0	1	1	2	3	0	2	0
KMXK0G02420	W0TGP7	KLMA_80234	3	2	1	0	0	0	0	2	0	0	2	0
KMXK0G00380	W0TG70	KLMA_80029	8	9	8	5	3	2	9	9	6	8	8	8
KMXK0D04830	W0TEF7	KLMA_40460	6	3	3	2	0	0	4	2	2	3	5	2
KMXK0F01420	W0TEC5	KLMA_60424	12	11	9	4	5	6	7	10	5	9	12	11
KMXK0B06340	W0T7P7	KLMA_20620	5	2	3	0	0	1	3	1	2	0	2	3
KMXK0A01250	W0T431	KLMA_10715	8	6	6	2	6	5	7	6	7	1	3	3
KMXK0B01660	W0T718	KLMA_20153	1	1	0	0	0	0	0	2	1	2	3	1
KMXK0F05300	W0TE59	KLMA_60047	2	1	0	0	0	0	1	1	0	2	2	2
KMXK0D00900	W0T9K6	KLMA_40076	1	2	3	0	0	0	0	2	1	0	2	0
KMXK0H02030	W0TFA3	KLMA_70202	2	3	1	0	0	0	1	1	1	0	2	0
KMXK0A00130	W0T8P2	KLMA_10832	1	0	1	3	0	0	3	2	1	0	0	0
KMXK0D00390	W0TD60	KLMA_40025	2	2	2	0	0	0	2	0	1	1	1	0
KMXK0B08390	W0T6N4	KLMA_20824	1	4	0	0	0	2	2	6	4	2	2	1
KMXK0G02170	W0THH3	KLMA_80207	0	2	3	0	0	0	2	0	0	0	4	1
KMXK0E03750	W0TFZ2	KLMA_50370	1	1	1	2	2	2	2	3	1	6	4	4
KMXK0F03470	W0TEM2	KLMA_60227	2	2	1	0	0	2	2	0	1	2	5	4
KMXK0E01670	W0TDE7	KLMA_50162	8	8	8	2	2	5	5	8	5	5	12	6
KMXK0B05010	W0T822	KLMA_20488	3	2	1	0	0	0	0	2	2	0	3	0
KMXK0A04080	W0T3S2	KLMA_10428	0	0	0	1	1	1	3	1	0	3	1	2
KMXK0F05030	W0TE84	KLMA_60072	2	2	2	0	0	0	1	3	0	1	1	1
KMXK0E00990	W0TF53	KLMA_50090	0	1	2	0	0	0	0	4	0	1	3	2
KMXK0C00310	W0TB78	KLMA_30029	6	5	4	3	0	2	4	6	8	4	4	6
KMXK0G03770	W0TKI2	KLMA_80373	8	2	3	1	1	1	2	2	1	3	4	3
KMXK0C01990	W0T7A1	KLMA_30197	3	2	4	1	1	1	1	3	2	3	6	5
KMXK0E01980	W0TB58	KLMA_50193	5	3	4	1	2	2	6	4	5	9	5	4
KMXK0D01690	W0TDH1	KLMA_40145	0	4	2	0	2	1	2	4	3	4	6	4
KMXK0B05640	W0T5W7	KLMA_20549	2	3	2	2	2	2	3	5	0	5	7	6
KMXK0H00940	W0TF15	KLMA_70097	0	3	2	0	0	2	2	4	1	2	6	4
KMXK0E00420	W0TB79	KLMA_50036	2	4	0	2	0	0	3	3	2	1	0	0
KMXK0H03670	W0TJ83	KLMA_70371	11	5	5	3	4	2	6	4	6	2	3	3
KMXK0H03870	W0TJA6	KLMA_70391	1	5	0	0	0	0	2	1	0	2	1	0
KMXK0A01700	W0T3Y8	KLMA_10670	34	30	26	24	21	18	33	26	29	28	41	28
KMXK0H01370	W0TEC0	KLMA_70139	0	1	3	2	4	2	0	2	0	3	4	4
KMXK0A02330	W0T593	KLMA_10606	3	2	2	1	0	0	1	2	2	0	0	1
KMXK0D06470	A0A1L7LMG8	KLMA_40632	0	1	0	0	0	1	2	1	2	0	0	0
KMXK0F02020	W0TFR0	KLMA_60370	1	0	0	0	0	0	0	0	1	0	2	3
KMXK0C04270	W0T8H6	KLMA_30430	3	2	0	1	0	0	0	0	1	0	0	0
KMXK0B05670	W0T6H6	KLMA_20552	0	1	0	1	0	0	1	2	2	0	0	0
KMXK0B02770	W0T5M1	KLMA_20262	8	0	4	1	0	6	10	7	4	5	5	0
KMXK0G03420	W0TGY4	KLMA_80334	13	7	5	5	4	3	6	6	9	5	1	5
KMXK0A01600	W0T401	KLMA_10680	12	7	10	4	5	5	8	11	11	10	13	7
KMXK0F02660	W0TEU1	KLMA_60307	2	3	0	0	0	0	1	0	2	0	1	0
KMXK0A00910	W0T4Q4	KLMA_10748	3	1	1	0	0	0	0	1	0	1	2	0
KMXK0A06600	W0T472	KLMA_10196	3	0	0	0	0	0	0	0	5	0	0	1
KMXK0H00440	W0TID5	KLMA_70046	14	5	7	6	4	4	0	7	6	8	11	7
KMXK0A04200	W0T3R1	KLMA_10418	3	3	2	0	2	0	1	2	5	5	4	3
KMXK0A02840	W0T544	KLMA_10556	1	1	1	1	0	0	2	2	0	1	6	2
KMXK0C00320	W0T7F8	KLMA_30030	5	3	4	1	2	3	5	4	3	4	9	7
KMXK0F02450	W0TEW3	KLMA_60327	14	2	5	6	4	5	10	7	10	3	5	3
KMXK0B00990	W0T561	KLMA_20087	4	0	3	0	0	2	0	0	2	0	5	4
KMXK0C04760	W0T9P5	KLMA_30478	14	15	13	7	7	8	9	14	10	14	14	13
KMXK0D01140	W0TAQ3	KLMA_40094	24	31	20	14	17	15	25	24	18	21	27	21
KMXK0H01290	W0TFZ4	KLMA_70130	3	1	3	1	0	0	2	1	0	1	5	2
KMXK0E01360	W0TAX3	KLMA_50128	1	3	3	0	1	0	1	1	1	3	3	2
KMXK0E00850	W0TBC0	KLMA_50076	8	10	8	5	5	5	4	8	6	10	11	11
KMXK0C04210	W0TC82	KLMA_30424	2	4	3	11	4	5	7	4	4	4	12	8
KMXK0D06340	W0TAF8	KLMA_40603	2	0	2	3	2	6	1	1	0	1	4	2
KMXK0B01180	W0T8Z6	KLMA_20106	18	20	17	12	8	12	16	18	16	16	22	16
KMXK0A03080	W0T421	KLMA_10533	1	0	0	0	2	0	0	0	0	5	0	0
KMXK0B08150	W0T761	KLMA_20802	0	0	1	0	0	0	0	2	0	1	3	1
KMXK0D01550	W0T9Q3	KLMA_40131	1	0	1	0	0	0	0	0	1	1	3	1
KMXK0A00790	W0T5R7	KLMA_10761	3	1	1	0	0	0	0	0	1	0	2	0
KMXK0D04960	W0TA43	KLMA_40473	0	1	0	0	0	0	0	2	0	1	4	0
KMXK0A01350	W0T423	KLMA_10705	1	0	1	1	0	0	1	1	5	1	0	0
KMXK0A06660	W0T4U6	KLMA_10189	4	6	2	3	5	1	5	7	9	4	0	4
KMXK0F01670	W0TFV0	KLMA_60405	7	7	7	3	4	1	5	5	1	7	5	6
KMXK0A04720	W0T342	KLMA_10390	2	3	0	0	0	0	0	4	0	2	0	0
KMXK0E00840	W0TF37	KLMA_50075	1	3	1	0	0	0	0	2	0	0	2	2
KMXK0A07800	W0T6G9	KLMA_10072	3	10	4	2	3	2	6	4	7	4	3	1
KMXK0C04720	W0TCD5	KLMA_30474	3	3	2	1	0	0	4	4	0	0	4	1
KMXK0B01220	W0T677	KLMA_20110	8	1	2	0	1	1	2	2	2	0	4	5
KMXK0B00380	W0T8R7	KLMA_20026	6	9	10	7	4	6	8	9	8	3	4	4
KMXK0G04050	W0TGE1	KLMA_80401	7	11	11	5	7	3	8	10	7	14	12	7
KMXK0D01480	W0TAT4	KLMA_40124	11	7	5	3	5	3	5	3	1	4	4	6
KMXK0D02100	W0TBK7	KLMA_40182	2	3	3	7	8	7	6	11	2	5	6	7
KMXK0H01050			6	3	4	3	2	2	2	5	5	7	10	4
KMXK0H02770	W0TH29	KLMA_70278	6	7	6	2	3	2	5	5	7	7	5	7
KMXK0E02960	W0TC11	KLMA_50291	4	3	2	1	0	1	2	1	8	3	4	1
KMXK0H03620	W0TJ78	KLMA_70366	0	2	1	0	0	0	2	2	0	1	3	1
KMXK0H01980	W0TFA0	KLMA_70197	0	1	2	0	0	0	1	1	3	1	1	2
KMXK0H03190	W0TH70	KLMA_70318	1	2	0	0	0	0	1	2	1	0	5	0
KMXK0B02750	W0T6N3	KLMA_20260	0	2	2	0	0	0	2	2	1	1	1	1
KMXK0C00720			15	13	12	7	7	7	14	11	13	10	10	10
KMXK0D02230	W0T9B9	KLMA_40198	15	21	18	16	14	12	25	20	19	21	27	20
KMXK0F02830	W0TD63	KLMA_60291	7	7	3	2	0	3	3	4	3	4	6	3
KMXK0G03600	W0TH06	KLMA_80354	3	3	1	0	1	0	2	3	3	2	3	2
KMXK0E03010	W0TC15	KLMA_50296	11	13	6	10	6	5	13	13	15	10	13	13
KMXK0A03340	W0T7P8	KLMA_10507	3	5	3	0	4	1	4	6	6	4	5	6
KMXK0B00870	W0T649	KLMA_20075	3	2	1	2	0	0	2	3	3	4	3	4
KMXK0D04620	W0TED8	KLMA_40440	1	5	2	2	0	0	4	5	2	2	2	2
KMXK0F00890	W0TI09	KLMA_60473	5	3	2	2	0	2	0	2	0	1	4	3
KMXK0A07130	W0T3Z0	KLMA_10141	3	4	1	0	0	2	5	3	3	3	3	2
KMXK0H02190	W0TGW5	KLMA_70218	11	14	6	5	4	5	10	7	10	10	8	7
KMXK0B08180	W0T877	KLMA_20805	0	0	1	2	0	0	3	2	2	3	1	2
KMXK0A06410	W0T6Y5	KLMA_10217	2	2	2	2	0	0	3	2	0	3	5	3
KMXK0A03540	W0T4X6	KLMA_10486	5	4	8	2	7	5	5	14	3	2	4	2
KMXK0D05660	W0TC06	KLMA_40539	5	4	5	0	2	2	4	5	3	5	5	3
KMXK0A00690			26	32	16	12	23	22	25	33	21	27	29	32
KMXK0F03390			0	2	0	0	0	0	0	1	1	0	5	0
KMXK0B00180	W0T4E2	KLMA_20009	9	10	11	4	6	13	8	4	5	3	5	6
KMXK0D00470	W0TB63	KLMA_40032	1	1	0	0	0	0	0	2	0	0	2	3
KMXK0G03290	W0TIH0	KLMA_80320	3	0	2	0	0	0	0	2	0	0	2	0
KMXK0H01710	W0TGS5	KLMA_70173	0	0	2	2	3	4	2	0	2	3	4	2
KMXK0D03670	W0T9S4	KLMA_40343	8	4	5	0	3	3	4	7	2	3	8	6
KMXK0F04530	W0T735	KLMA_20168 KLMA_60119	9	12	4	3	3	4	5	7	3	7	6	3
KMXK0A07930	W0T4D1	KLMA_10059	5	4	2	0	6	0	0	5	1	0	2	0
KMXK0B06760	W0TAI7	KLMA_20661	7	6	13	5	7	6	8	6	6	13	13	9
KMXK0F00530	W0TDW0	KLMA_60511	1	2	2	5	3	7	2	5	0	3	2	1
KMXK0H01480	W0TG09	KLMA_70150	4	3	5	3	2	2	6	5	6	5	8	6
KMXK0B03790	W0T5E5	KLMA_20364	7	8	5	4	3	2	9	8	3	6	7	9
KMXK0A06130	W0T2R7	KLMA_10245	4	6	7	5	4	2	5	4	6	10	7	9
KMXK0D06030	W0TC44	KLMA_40574	15	14	13	18	15	12	21	12	23	14	9	9
KMXK0A03360	W0T3E2	KLMA_10505	5	3	5	0	1	2	0	2	6	3	0	5
KMXK0E03400	W0TC55	KLMA_50336	5	3	3	1	1	1	1	4	3	4	4	4
KMXK0H00260	W0TEV2	KLMA_70027	6	7	11	6	11	11	7	8	2	10	14	11
KMXK0G01950	W0TGK6	KLMA_80184	5	0	3	0	1	0	1	2	3	0	2	2
KMXK0B00960	W0T4K6	KLMA_20084	6	7	9	2	4	4	4	6	4	8	9	5
KMXK0F05340	W0TDB4	KLMA_60044	0	0	4	0	2	0	0	4	0	3	4	3
KMXK0A02820	W0T444	KLMA_10558	12	11	12	10	8	12	13	13	13	15	19	18
