"","logFC","-log10Pval"
"CENPK1137D_923",-1.1141288280925,27.7609837724998
"CENPK1137D_1421",1.0228182571687,18.4298558534676
"CENPK1137D_4331",-1.26380858949229,14.3457773864936
"CENPK1137D_4693",-2.24305137255943,13.9288557364802
"CENPK1137D_2647 CENPK1137D_4553",-1.08968334952512,13.1654543294505
"CENPK1137D_3325",-1.04697970941571,12.9325934134212
"CENPK1137D_3821",1.45099192966928,12.4649593063786
"CENPK1137D_2277",-1.03160654654813,12.3035237097968
"CENPK1137D_4841",1.27594833930746,12.1106478043022
"CENPK1137D_4361",1.20384468342691,11.9932526585053
"CENPK1137D_2476",1.01121619077067,10.7183575465124
"CENPK1137D_426 CENPK1137D_4276",1.06521567875469,10.0014906437264
"CENPK1137D_3635",-1.07301323980472,8.18021677507259
"CENPK1137D_3628",-1.09568091305548,7.89169664719917
"CENPK1137D_891",-1.0106503878787,6.65433075972406
"CENPK1137D_3668",-1.5955739806216,4.56846411160322
"CENPK1137D_3682",-1.00474795844577,4.02509684705926
"CENPK1137D_2409",1.05708543316816,3.71579334299231
"CENPK1137D_1664",-1.18722399831937,3.67040963877417
"CENPK1137D_3509",-1.27163972774522,2.90745257911298
"CENPK1137D_230",-1.30987465665506,2.84779113915042
"CENPK1137D_1007",-1.09164959995157,2.44815968711906
"CENPK1137D_966",-1.27138291490733,2.44200835872999
"CENPK1137D_1679",-1.15847641830544,2.29274115914674
