"genes","direction"
"CENPK1137D_2780","mixed"
"CENPK1137D_2491","up"
"CENPK1137D_1558","mixed"
"CENPK1137D_1958","mixed"
"CENPK1137D_1727","up"
"CENPK1137D_706","up"
"CENPK1137D_3445","down"
"CENPK1137D_3628","down"
"CENPK1137D_4042","down"
"CENPK1137D_5342","down"
"CENPK1137D_442","down"
"CENPK1137D_2190","mixed"
"CENPK1137D_1398","mixed"
"CENPK1137D_2877","down"
"CENPK1137D_1621","down"
"CENPK1137D_3325","down"
"CENPK1137D_2187","down"
"CENPK1137D_4932","mixed"
"CENPK1137D_5433","up"
"CENPK1137D_379","down"
"CENPK1137D_746","mixed"
"CENPK1137D_1753","down"
"CENPK1137D_3990","up"
"CENPK1137D_269","down"
"CENPK1137D_4387","down"
"CENPK1137D_3533","up"
"CENPK1137D_5199","down"
"CENPK1137D_4062","down"
"CENPK1137D_489","down"
"CENPK1137D_2989","up"
"CENPK1137D_2277","down"
"CENPK1137D_4001","up"
"CENPK1137D_4776","down"
"CENPK1137D_3847","down"
"CENPK1137D_3415 CENPK1137D_5041","down"
"CENPK1137D_3","up"
"CENPK1137D_289","mixed"
"CENPK1137D_1508","down"
"CENPK1137D_182","down"
"CENPK1137D_3886","up"
"CENPK1137D_2852","down"
"CENPK1137D_2647 CENPK1137D_4553","down"
"CENPK1137D_3149","down"
"CENPK1137D_4827","up"
"CENPK1137D_10","up"
"CENPK1137D_4233","down"
"CENPK1137D_863","down"
"CENPK1137D_3643","down"
"CENPK1137D_168","down"
"CENPK1137D_872","up"
"CENPK1137D_5279","up"
"CENPK1137D_3635","down"
"CENPK1137D_2612","down"
"CENPK1137D_3367","up"
"CENPK1137D_2378","up"
"CENPK1137D_4456","up"
"CENPK1137D_2634","up"
"CENPK1137D_4328","down"
"CENPK1137D_2671","down"
"CENPK1137D_4095","mixed"
"CENPK1137D_4984","down"
"CENPK1137D_2118","down"
"CENPK1137D_184","up"
"CENPK1137D_625","up"
"CENPK1137D_4916","down"
"CENPK1137D_5008","up"
"CENPK1137D_5205","down"
"CENPK1137D_2468","up"
"CENPK1137D_1084","mixed"
"CENPK1137D_3324","up"
"CENPK1137D_981","up"
"CENPK1137D_4841","up"
"CENPK1137D_2220","down"
"CENPK1137D_5395","up"
"CENPK1137D_3499","down"
"CENPK1137D_3328","down"
"CENPK1137D_1392","up"
"CENPK1137D_5295","down"
"CENPK1137D_1503","down"
"CENPK1137D_3468","up"
"CENPK1137D_5278","down"
"CENPK1137D_3348","mixed"
"CENPK1137D_3469","mixed"
"CENPK1137D_3122","down"
"CENPK1137D_2712","up"
"CENPK1137D_1221","up"
"CENPK1137D_1886","down"
"CENPK1137D_1737","down"
"CENPK1137D_2135","down"
"CENPK1137D_3761","up"
"CENPK1137D_1906","up"
"CENPK1137D_1859","down"
"CENPK1137D_206","up"
"CENPK1137D_2698","up"
"CENPK1137D_952","up"
"CENPK1137D_426 CENPK1137D_4276","up"
"CENPK1137D_3762","up"
"CENPK1137D_2713","mixed"
"CENPK1137D_3243","up"
"CENPK1137D_433","down"
"CENPK1137D_3514","up"
"CENPK1137D_581","down"
"CENPK1137D_2662","mixed"
"CENPK1137D_341","down"
"CENPK1137D_218","up"
"CENPK1137D_3501","down"
"CENPK1137D_5183","down"
"CENPK1137D_2362","up"
"CENPK1137D_3688","down"
"CENPK1137D_4561","up"
"CENPK1137D_5439","down"
"CENPK1137D_2929","up"
"CENPK1137D_658","mixed"
"CENPK1137D_4729","up"
"CENPK1137D_5023","up"
"CENPK1137D_3482","down"
"CENPK1137D_3821","up"
"CENPK1137D_5388","up"
"CENPK1137D_3890","mixed"
"CENPK1137D_5195","up"
"CENPK1137D_5143","down"
"CENPK1137D_3659","down"
"CENPK1137D_4778","mixed"
"CENPK1137D_5401","up"
"CENPK1137D_4599","down"
"CENPK1137D_3196","down"
"CENPK1137D_3220","down"
"CENPK1137D_4002","up"
"CENPK1137D_1409","down"
"CENPK1137D_480","up"
"CENPK1137D_4838","up"
"CENPK1137D_5412","down"
"CENPK1137D_4980","up"
"CENPK1137D_1941","mixed"
"CENPK1137D_5444","down"
"CENPK1137D_4431","mixed"
"CENPK1137D_3475","mixed"
"CENPK1137D_476","down"
"CENPK1137D_3634","down"
"CENPK1137D_571","up"
"CENPK1137D_5197","down"
"CENPK1137D_3289","down"
"CENPK1137D_4298 CENPK1137D_5402","down"
"CENPK1137D_2444","down"
"CENPK1137D_1056","up"
"CENPK1137D_1266","up"
"CENPK1137D_854","down"
"CENPK1137D_3201","up"
"CENPK1137D_4481","up"
"CENPK1137D_2539","down"
"CENPK1137D_5282","down"
"CENPK1137D_369","down"
"CENPK1137D_4920","down"
"CENPK1137D_259","down"
"CENPK1137D_2595","up"
"CENPK1137D_4498","up"
"CENPK1137D_1397","up"
"CENPK1137D_5218","down"
"CENPK1137D_4925","down"
"CENPK1137D_5","down"
"CENPK1137D_3994","down"
"CENPK1137D_224","up"
"CENPK1137D_1583","down"
"CENPK1137D_3772","up"
"CENPK1137D_2680","up"
"CENPK1137D_2518","up"
"CENPK1137D_4636","down"
"CENPK1137D_4627","up"
"CENPK1137D_3965","up"
"CENPK1137D_4047","down"
"CENPK1137D_4314","up"
"CENPK1137D_1615","up"
"CENPK1137D_639","up"
"CENPK1137D_3622","mixed"
"CENPK1137D_3150","up"
"CENPK1137D_5449","up"
"CENPK1137D_3094","mixed"
"CENPK1137D_4224","up"
"CENPK1137D_1026","up"
"CENPK1137D_3852","down"
"CENPK1137D_3590","down"
"CENPK1137D_2300","down"
"CENPK1137D_4837","up"
"CENPK1137D_4559","down"
"CENPK1137D_2793","down"
"CENPK1137D_3253","up"
"CENPK1137D_2255","up"
"CENPK1137D_3470","up"
"CENPK1137D_972","down"
"CENPK1137D_4784","down"
"CENPK1137D_41","down"
"CENPK1137D_2563","down"
"CENPK1137D_1746","down"
"CENPK1137D_696","up"
"CENPK1137D_2219","down"
"CENPK1137D_1581","mixed"
"CENPK1137D_356","up"
"CENPK1137D_3979","down"
"CENPK1137D_4172","down"
"CENPK1137D_2566","down"
"CENPK1137D_2521","mixed"
"CENPK1137D_1316","down"
"CENPK1137D_5155","up"
"CENPK1137D_4656","up"
"CENPK1137D_178","down"
"CENPK1137D_1877","down"
"CENPK1137D_2964","up"
"CENPK1137D_1193","up"
"CENPK1137D_3188","up"
"CENPK1137D_1114","up"
"CENPK1137D_2756","down"
"CENPK1137D_2384","mixed"
"CENPK1137D_3186","down"
"CENPK1137D_1563","up"
"CENPK1137D_3044","down"
"CENPK1137D_428","down"
"CENPK1137D_253","mixed"
"CENPK1137D_3658","up"
"CENPK1137D_5163","up"
"CENPK1137D_1509","down"
"CENPK1137D_2826","down"
"CENPK1137D_3673","down"
"CENPK1137D_1987","up"
"CENPK1137D_4052","down"
"CENPK1137D_5440","up"
"CENPK1137D_1339","down"
"CENPK1137D_4031","up"
"CENPK1137D_2918","down"
"CENPK1137D_1620","down"
"CENPK1137D_3682","down"
"CENPK1137D_4845","down"
"CENPK1137D_3752","down"
"CENPK1137D_4610","down"
"CENPK1137D_1803","mixed"
"CENPK1137D_4653","up"
"CENPK1137D_5350","down"
"CENPK1137D_543","up"
"CENPK1137D_3530 CENPK1137D_4643","down"
"CENPK1137D_2840","down"
"CENPK1137D_3924","down"
"CENPK1137D_240","down"
"CENPK1137D_1405","down"
"CENPK1137D_4742","down"
"CENPK1137D_805","down"
"CENPK1137D_3211","up"
"CENPK1137D_230","down"
"CENPK1137D_5058","down"
"CENPK1137D_2140","down"
"CENPK1137D_776","down"
"CENPK1137D_966","down"
"CENPK1137D_4015","down"
"CENPK1137D_1556","down"
"CENPK1137D_3391","down"
"CENPK1137D_2172","down"
"CENPK1137D_5056","up"
"CENPK1137D_5188","down"
"CENPK1137D_461","down"
"CENPK1137D_2309","down"
"CENPK1137D_229","down"
"CENPK1137D_4865","up"
"CENPK1137D_598","up"
"CENPK1137D_1007","down"
"CENPK1137D_180","mixed"
"CENPK1137D_1679","down"
"CENPK1137D_5242","down"
"CENPK1137D_2766","up"
"CENPK1137D_4473","up"
"CENPK1137D_1463","up"
"CENPK1137D_2139","up"
"CENPK1137D_747","up"
"CENPK1137D_120","up"
"CENPK1137D_4693","down"
"CENPK1137D_718","up"
"CENPK1137D_3052","up"
"CENPK1137D_4663","up"
"CENPK1137D_4361","mixed"
"CENPK1137D_674","down"
"CENPK1137D_4082","down"
"CENPK1137D_547","up"
"CENPK1137D_3224","mixed"
"CENPK1137D_2754","up"
"CENPK1137D_899","down"
"CENPK1137D_3619","up"
"CENPK1137D_1707","up"
"CENPK1137D_3051","up"
"CENPK1137D_3097","up"
"CENPK1137D_5268","down"
"CENPK1137D_2043","down"
"CENPK1137D_1304","up"
"CENPK1137D_936","down"
"CENPK1137D_4097","down"
"CENPK1137D_2677","mixed"
"CENPK1137D_3457","up"
"CENPK1137D_4198","up"
"CENPK1137D_3329","up"
"CENPK1137D_1138","up"
"CENPK1137D_3028","up"
"CENPK1137D_3715","up"
"CENPK1137D_4223","up"
"CENPK1137D_2248","down"
"CENPK1137D_1246","down"
"CENPK1137D_342","up"
"CENPK1137D_2167","down"
"CENPK1137D_1292","up"
"CENPK1137D_5206","up"
"CENPK1137D_5284","down"
"CENPK1137D_908","down"
"CENPK1137D_1412","up"
"CENPK1137D_3125","up"
"CENPK1137D_2115","up"
"CENPK1137D_911","up"
"CENPK1137D_891","down"
"CENPK1137D_3362","down"
"CENPK1137D_4405","down"
"CENPK1137D_3249","down"
"CENPK1137D_62","up"
"CENPK1137D_4036","down"
"CENPK1137D_4038","down"
"CENPK1137D_3020","down"
"CENPK1137D_3995","down"
"CENPK1137D_1163","mixed"
"CENPK1137D_998","up"
"CENPK1137D_141","up"
"CENPK1137D_700","up"
"CENPK1137D_4460","up"
"CENPK1137D_3480","down"
"CENPK1137D_1357","down"
"CENPK1137D_1584","down"
"CENPK1137D_3652","down"
"CENPK1137D_713","up"
"CENPK1137D_2820","mixed"
"CENPK1137D_2905","down"
"CENPK1137D_2567","up"
"CENPK1137D_3221","up"
"CENPK1137D_4675","up"
"CENPK1137D_4754","up"
"CENPK1137D_4893","up"
"CENPK1137D_4344","down"
"CENPK1137D_1028","down"
"CENPK1137D_3668","down"
"CENPK1137D_4457","up"
"CENPK1137D_2692","up"
"CENPK1137D_4524","up"
"CENPK1137D_919","down"
"CENPK1137D_945","up"
"CENPK1137D_3153","down"
"CENPK1137D_444","up"
"CENPK1137D_333","up"
"CENPK1137D_3598","down"
"CENPK1137D_2026","down"
"CENPK1137D_1688","up"
"CENPK1137D_576","up"
"CENPK1137D_1909","down"
"CENPK1137D_3000","up"
"CENPK1137D_4008","up"
"CENPK1137D_1880","up"
"CENPK1137D_4805","down"
"CENPK1137D_318","down"
"CENPK1137D_2409","mixed"
"CENPK1137D_5064","down"
"CENPK1137D_3473","down"
"CENPK1137D_994","up"
"CENPK1137D_3294","up"
"CENPK1137D_3341","up"
"CENPK1137D_3589","down"
"CENPK1137D_1664","down"
"CENPK1137D_3729","up"
"CENPK1137D_4432","down"
"CENPK1137D_3463","up"
"CENPK1137D_2580","down"
"CENPK1137D_1735","down"
"CENPK1137D_5234","mixed"
"CENPK1137D_2334","down"
"CENPK1137D_5423","up"
"CENPK1137D_398","down"
"CENPK1137D_4204","up"
"CENPK1137D_938","down"
"CENPK1137D_1094","down"
"CENPK1137D_970","down"
"CENPK1137D_2464","down"
"CENPK1137D_4987","up"
"CENPK1137D_770","down"
"CENPK1137D_2503","up"
"CENPK1137D_4211","up"
"CENPK1137D_3825","up"
"CENPK1137D_1225","up"
"CENPK1137D_2502","up"
"CENPK1137D_1820","up"
"CENPK1137D_4149","up"
"CENPK1137D_1234","down"
"CENPK1137D_554","up"
"CENPK1137D_173","down"
"CENPK1137D_5419","down"
"CENPK1137D_3509","down"
"CENPK1137D_1069","down"
"CENPK1137D_2623","down"
"CENPK1137D_3434","up"
"CENPK1137D_1442","up"
"CENPK1137D_4342","up"
"CENPK1137D_4668","up"
"CENPK1137D_2286","up"
"CENPK1137D_4769","down"
"CENPK1137D_4572","down"
"CENPK1137D_5027","up"
"CENPK1137D_2480","down"
"CENPK1137D_2072","down"
"CENPK1137D_4471","up"
"CENPK1137D_3636","up"
"CENPK1137D_2795","down"
"CENPK1137D_1419","up"
"CENPK1137D_1705","down"
"CENPK1137D_3231","down"
"CENPK1137D_4669","down"
"CENPK1137D_3700","down"
"CENPK1137D_3158","down"
"CENPK1137D_4843","mixed"
"CENPK1137D_3034","up"
"CENPK1137D_5323","down"
"CENPK1137D_5132","up"
"CENPK1137D_3456","down"
"CENPK1137D_4454","up"
"CENPK1137D_2459","down"
"CENPK1137D_4169","down"
"CENPK1137D_1939","down"
"CENPK1137D_2544","down"
"CENPK1137D_2912","down"
"CENPK1137D_3858","down"
"CENPK1137D_495","down"
"CENPK1137D_245","down"
"CENPK1137D_3804","up"
"CENPK1137D_5141","up"
"CENPK1137D_3646","down"
"CENPK1137D_382","up"
"CENPK1137D_2246","down"
"CENPK1137D_1993","up"
"CENPK1137D_1902","down"
"CENPK1137D_1851","down"
"CENPK1137D_2676","up"
"CENPK1137D_1055","down"
"CENPK1137D_3368","down"
"CENPK1137D_1665","down"
"CENPK1137D_2071","up"
"CENPK1137D_5102","down"
"CENPK1137D_5134","down"
"CENPK1137D_673","down"
"CENPK1137D_208","down"
"CENPK1137D_3146","down"
"CENPK1137D_4346","down"
"CENPK1137D_1444","down"
"CENPK1137D_2642","up"
"CENPK1137D_2980","down"
"CENPK1137D_3353","up"
"CENPK1137D_5006","up"
"CENPK1137D_808","down"
"CENPK1137D_1884","up"
"CENPK1137D_4464","down"
"CENPK1137D_4353","up"
"CENPK1137D_699","down"
"CENPK1137D_3275","up"
"CENPK1137D_557","down"
"CENPK1137D_5420","down"
"CENPK1137D_1697","down"
"CENPK1137D_3741","down"
"CENPK1137D_1639","up"
"CENPK1137D_3873","down"
"CENPK1137D_4617","down"
"CENPK1137D_3610","up"
"CENPK1137D_4926","down"
"CENPK1137D_265","up"
"CENPK1137D_5151","up"
"CENPK1137D_4509","up"
"CENPK1137D_3207","up"
"CENPK1137D_3802","up"
"CENPK1137D_1415","up"
"CENPK1137D_1572","down"
"CENPK1137D_4571","down"
"CENPK1137D_3483","down"
"CENPK1137D_1274","down"
"CENPK1137D_4193","up"
"CENPK1137D_2854","down"
"CENPK1137D_633","down"
"CENPK1137D_1594","up"
"CENPK1137D_4075","down"
"CENPK1137D_3006","down"
"CENPK1137D_3436","up"
"CENPK1137D_4280","down"
"CENPK1137D_232","down"
"CENPK1137D_3941","down"
"CENPK1137D_4997","down"
"CENPK1137D_5314","down"
"CENPK1137D_3701","down"
"CENPK1137D_2280","down"
"CENPK1137D_4698","down"
"CENPK1137D_2511","down"
"CENPK1137D_4185","up"
"CENPK1137D_1151","down"
"CENPK1137D_2153","up"
"CENPK1137D_4858","up"
"CENPK1137D_3443","down"
"CENPK1137D_3319","up"
"CENPK1137D_2666","down"
"CENPK1137D_4499","down"
"CENPK1137D_1321","down"
"CENPK1137D_152","up"
"CENPK1137D_3361","up"
"CENPK1137D_5424","down"
"CENPK1137D_5103","down"
"CENPK1137D_5285","down"
"CENPK1137D_2146","up"
"CENPK1137D_1087","down"
"CENPK1137D_4905","up"
"CENPK1137D_2665","down"
"CENPK1137D_4934","down"
"CENPK1137D_2009","down"
"CENPK1137D_2305","down"
"CENPK1137D_3630","up"
"CENPK1137D_4951","down"
"CENPK1137D_1876","down"
"CENPK1137D_4814","down"
"CENPK1137D_3452","up"
"CENPK1137D_4213","down"
"CENPK1137D_2508","down"
"CENPK1137D_3127","up"
"CENPK1137D_898","down"
"CENPK1137D_4712","up"
"CENPK1137D_1270","up"
"CENPK1137D_3459","down"
"CENPK1137D_4815","down"
"CENPK1137D_4637","down"
"CENPK1137D_2029","up"
"CENPK1137D_990","up"
"CENPK1137D_207","down"
"CENPK1137D_2565","down"
"CENPK1137D_5446","up"
"CENPK1137D_2801","down"
"CENPK1137D_1700","up"
"CENPK1137D_3977","down"
"CENPK1137D_2227","up"
"CENPK1137D_4207","up"
"CENPK1137D_4116","down"
"CENPK1137D_5173","down"
"CENPK1137D_3157","up"
"CENPK1137D_4877","up"
"CENPK1137D_1128","down"
"CENPK1137D_4057","down"
"CENPK1137D_1919","up"
"CENPK1137D_5253","down"
"CENPK1137D_675","down"
"CENPK1137D_3217","down"
"CENPK1137D_5177","up"
"CENPK1137D_4664","down"
"CENPK1137D_377","down"
"CENPK1137D_380","down"
"CENPK1137D_5133","up"
"CENPK1137D_1086","down"
"CENPK1137D_4570","up"
"CENPK1137D_28","down"
"CENPK1137D_378","up"
"CENPK1137D_1988","up"
"CENPK1137D_720","up"
"CENPK1137D_2301","down"
"CENPK1137D_2477","up"
"CENPK1137D_233","down"
"CENPK1137D_5294","down"
"CENPK1137D_4400","up"
"CENPK1137D_1436","up"
"CENPK1137D_4601","down"
"CENPK1137D_4343","up"
"CENPK1137D_4970","up"
"CENPK1137D_2105","down"
"CENPK1137D_4806","down"
"CENPK1137D_528","up"
"CENPK1137D_3954","down"
"CENPK1137D_276","up"
"CENPK1137D_4797","down"
"CENPK1137D_766","up"
"CENPK1137D_1841","down"
"CENPK1137D_320","down"
"CENPK1137D_2042","down"
"CENPK1137D_4591","down"
"CENPK1137D_361","down"
"CENPK1137D_5219","up"
"CENPK1137D_4150","up"
"CENPK1137D_354","up"
"CENPK1137D_1913","down"
"CENPK1137D_3166","down"
"CENPK1137D_890","down"
"CENPK1137D_3336","down"
"CENPK1137D_2061","up"
"CENPK1137D_3392","up"
"CENPK1137D_984","up"
"CENPK1137D_3355","down"
"CENPK1137D_4558","up"
"CENPK1137D_1303","down"
"CENPK1137D_3364","up"
"CENPK1137D_1470","up"
"CENPK1137D_2524","down"
"CENPK1137D_3305","down"
"CENPK1137D_2085","up"
"CENPK1137D_4307","up"
"CENPK1137D_3016","down"
"CENPK1137D_3278","up"
"CENPK1137D_3703","up"
"CENPK1137D_2420","down"
"CENPK1137D_3310","up"
"CENPK1137D_1921","down"
"CENPK1137D_5404","up"
"CENPK1137D_2198","up"
"CENPK1137D_3385","down"
"CENPK1137D_4048","down"
"CENPK1137D_58","up"
"CENPK1137D_3524","up"
"CENPK1137D_2150","down"
"CENPK1137D_4904","up"
"CENPK1137D_2908","up"
"CENPK1137D_666","down"
"CENPK1137D_366","down"
"CENPK1137D_4502","up"
"CENPK1137D_3169","down"
"CENPK1137D_1481","up"
"CENPK1137D_1108","down"
"CENPK1137D_1935","down"
"CENPK1137D_1989","up"
"CENPK1137D_1123","down"
"CENPK1137D_771","down"
"CENPK1137D_3775","up"
"CENPK1137D_3997","up"
"CENPK1137D_275","down"
"CENPK1137D_583","down"
"CENPK1137D_593","up"
"CENPK1137D_725","down"
"CENPK1137D_632","down"
"CENPK1137D_353","up"
"CENPK1137D_2430","down"
"CENPK1137D_3215","down"
"CENPK1137D_2389","down"
"CENPK1137D_2944","down"
"CENPK1137D_1159","up"
"CENPK1137D_3388","up"
"CENPK1137D_3853","down"
"CENPK1137D_348","down"
"CENPK1137D_4662","down"
"CENPK1137D_799","up"
"CENPK1137D_683","up"
"CENPK1137D_252","up"
"CENPK1137D_2236","down"
"CENPK1137D_2107","down"
"CENPK1137D_5095","down"
"CENPK1137D_161","up"
"CENPK1137D_1810","up"
"CENPK1137D_4550","down"
"CENPK1137D_3083","down"
"CENPK1137D_189","down"
"CENPK1137D_1399","down"
"CENPK1137D_1283","up"
"CENPK1137D_2549","up"
"CENPK1137D_4781","down"
"CENPK1137D_1000","down"
"CENPK1137D_3565","up"
"CENPK1137D_3554","down"
"CENPK1137D_2564","down"
"CENPK1137D_3311","up"
"CENPK1137D_3710","down"
"CENPK1137D_5068","up"
"CENPK1137D_4302","up"
"CENPK1137D_1865","down"
"CENPK1137D_4398","down"
"CENPK1137D_1248","down"
"CENPK1137D_2063","down"
"CENPK1137D_5425","down"
"CENPK1137D_3398","down"
"CENPK1137D_3314","up"
"CENPK1137D_5104","down"
"CENPK1137D_1673","down"
"CENPK1137D_1826","up"
"CENPK1137D_597","down"
"CENPK1137D_3462","up"
"CENPK1137D_239","down"
"CENPK1137D_1181","up"
"CENPK1137D_1616","down"
"CENPK1137D_1729","down"
"CENPK1137D_5390","up"
"CENPK1137D_5016","up"
"CENPK1137D_2674","up"
"CENPK1137D_1107 CENPK1137D_5109","down"
"CENPK1137D_2320","up"
"CENPK1137D_2760","down"
"CENPK1137D_769","up"
"CENPK1137D_1459","down"
"CENPK1137D_2256","up"
"CENPK1137D_1598","up"
"CENPK1137D_753","up"
"CENPK1137D_290","up"
"CENPK1137D_4748","up"
"CENPK1137D_3490","down"
"CENPK1137D_4894","down"
"CENPK1137D_1365","down"
"CENPK1137D_3826","down"
"CENPK1137D_2175","up"
"CENPK1137D_121","down"
"CENPK1137D_2180","down"
"CENPK1137D_3056","up"
"CENPK1137D_2643","down"
"CENPK1137D_4973","up"
