genes,direction
KMXK_0C01890,down
KMXK_0C05110,down
KMXK_0C02840,down
KMXK_0H01820,down
KMXK_0H04430,down
KMXK_0H04290,down
KMXK_0E00250,down
KMXK_0C06300,down
KMXK_0A03790,down
KMXK_0D06610,down
KMXK_0B00980,down
KMXK_0B04700,down
KMXK_0C04790,down
KMXK_0G02750,down
KMXK_0G01960,up
KMXK_0C01430,down
KMXK_0G03260,up
KMXK_0C00570,down
KMXK_0B03140,down
KMXK_0D02980,down
KMXK_0G01390,down
KMXK_0A03180,down
KMXK_0D00400,down
KMXK_0D05580,down
KMXK_0F04540,down
KMXK_0A01850,down
KMXK_0F03720,down
KMXK_0C03840,down
KMXK_0H03290,down
KMXK_0A06440,down
KMXK_0B02630,down
KMXK_0G00230,down
KMXK_0H02200,down
KMXK_0G03730,up
KMXK_0E04730,down
KMXK_0B03200,down
KMXK_0B01820,down
KMXK_0B05040,down
KMXK_0E02870,down
KMXK_0G03550,down
KMXK_0B04900,down
KMXK_0F03890,mixed
KMXK_0C07040,down
KMXK_0H04350,down
KMXK_0F03620,down
KMXK_0B00860,up
KMXK_0G03130,down
KMXK_0G00660,down
KMXK_0C04280,down
KMXK_0G03090,down
KMXK_0C01510,down
KMXK_0B05550,down
KMXK_0A05270,down
KMXK_0H01760,down
KMXK_0H02960,down
KMXK_0E04770,down
KMXK_0E04920,up
KMXK_0C00800,down
KMXK_0A02060,down
KMXK_0F01670,down
KMXK_0B04790,down
KMXK_0A07750,up
KMXK_0H00760,down
KMXK_0E03660,down
KMXK_0B00530,down
KMXK_0D06000,down
KMXK_0H04420,down
KMXK_0F01580,down
KMXK_0B07870,down
KMXK_0C06530,down
