genes,logFC,logCPM,PValue,FDR
YGR234W,-1.70323445558979,10.7460014907912,4.6507566856449e-61,6.07853898813788e-58
YOR100C,1.67080305048952,7.54903061931472,2.28067476843534e-39,1.4904209611725e-36
YGR175C,-1.32900690193802,10.0985779159238,4.34557173293331e-32,1.89322075164794e-29
YMR015C,-1.3849057834595,7.10930046843262,1.38886595301746e-31,4.53811950148454e-29
YLR364W,1.23874060357576,8.07031347192054,2.52764067525668e-30,6.60725272512096e-28
YOR020C,1.08224313905155,13.971001865146,7.26192447004091e-30,1.58188921372391e-27
YML004C,-1.23136163707958,6.6086230117009,8.37867611292454e-29,1.56441852565605e-26
YNL281W,1.30963421631672,6.64641574110279,1.67491472373001e-28,2.7363919298939e-26
YAL062W,1.38598175574353,5.02362286360185,2.59645138721823e-27,3.77062440343803e-25
YKL150W,-1.11810397366406,10.2962767639997,1.89332514354918e-26,2.47457596261877e-24
YER043C,-1.04952061910165,11.9324516185638,9.47726148643426e-26,1.1260709784336e-23
YLR325C,-1.18324505306263,9.61452121916395,6.19454937933623e-24,6.74689669899371e-22
YMR116C,-1.08299692357006,9.88243065859569,1.75301117956239e-23,1.76245047052926e-21
YDR047W,-1.57077648820718,6.36117544072902,7.99881845088379e-23,7.46746836807508e-21
YOL127W,-1.136378715577,10.9889002215948,2.5841664331163e-22,2.25167035205533e-20
YGL001C,-1.14111502594849,8.55416474067839,1.03601089064131e-21,8.30403705002651e-20
YLR303W,-1.07992749369499,6.48020062258563,1.08009663236764e-21,8.30403705002651e-20
YMR096W,-1.16901530671064,8.74277859513039,1.67424467735979e-21,1.21568766294958e-19
YDR470C,-1.16072753249727,8.65176969626248,6.0716915861903e-21,3.96785045157536e-19
YCR010C,1.90437924398836,11.7094692852811,6.42674810452195e-20,3.81807262391372e-18
YML008C,-1.00112128408266,6.35715671212228,9.86909074326294e-20,5.60821808758463e-18
YOR215C,-1.25356548516927,8.10595626941023,1.55004415346046e-19,8.44128211905341e-18
YJR109C,-1.07188652073786,4.59058072928657,2.58532349243854e-19,1.35160712184687e-17
YGL147C,-1.86493620574425,8.53927599741426,4.51028904526245e-19,2.26728760852232e-17
YNL015W,2.48002689613405,9.1084972824182,1.03925295128737e-18,5.03075410123182e-17
YNL067W,-1.30445687856278,8.66064609077306,1.00308016055333e-17,4.5207785167007e-16
YHR007C,-1.30163446984868,5.38328861804573,1.39359603290128e-17,6.0714333833399e-16
YOL140W,-1.08534015747353,9.67036385714549,1.53301219939281e-17,6.46337724066583e-16
YIL138C,1.01763723221255,7.60560017439282,6.60748771751069e-17,2.6169655899353e-15
YAL046C,-1.25154915205154,6.25921702552633,1.18255267657452e-16,4.41598956652256e-15
YNR050C,-1.15964192713351,5.33333735396234,9.00295078768499e-16,2.94171416987607e-14
YIL043C,-1.10155590217473,6.93442571927103,8.06220202840085e-15,2.29071696763476e-13
YML126C,-1.02010654291627,9.7585403687057,9.66762829374258e-15,2.6884234425365e-13
YDR070C,1.33877770328915,12.7874067833277,1.80668289538603e-14,4.72266908853908e-13
YFR011C,-1.14225580683186,6.903922843,8.51945480629033e-14,2.02453226033118e-12
YLR347C,1.15492127935928,5.97649863834375,9.79851570664591e-14,2.28690357653325e-12
YOR054C,1.1040970287907,4.23515322867878,8.03495076896583e-13,1.64088760234974e-11
YER067W,1.04239567958742,7.78541305543715,9.94080103796114e-13,1.9685798419114e-11
YOL084W,-1.07811105744437,7.24908212103654,2.53651938046587e-12,4.66933919756182e-11
YGL055W,-1.18185434072579,7.84263756075535,6.68125216467003e-12,1.14899954989786e-10
YHR190W,-1.13323687599306,5.79119841664012,1.046770618551e-11,1.7540117928797e-10
YDR051C,-1.16410116510435,7.34209077701784,1.75160901787053e-11,2.75825661006841e-10
YOR243C,-1.41512607745751,4.87632700226303,6.89390191960281e-11,9.90146132848448e-10
YDR033W,1.10530727477271,8.19676385069744,8.88063877514602e-11,1.20258106922204e-09
YJL052W,-1.07120362593494,8.14365862883573,1.97186244221417e-10,2.4608156625852e-09
YCR076C,1.11846819012856,5.80629547246624,3.18648186085348e-10,3.71851052869241e-09
YEL026W,-1.01210953761028,10.594244641134,1.02634935790982e-09,1.03987489208382e-08
YLR056W,-1.18101469953467,7.00194584319935,2.17381474934456e-09,1.97303880374538e-08
YCR005C,1.18560512191623,5.42591135097371,3.10388539792041e-09,2.72266994300804e-08
YPR035W,-1.3154099040892,9.25196582537068,1.07058675908012e-08,8.53205423242507e-08
YNL216W,1.4486477702928,4.12521016812243,1.14513037012069e-08,9.07082056816816e-08
YNL259C,1.04423331237017,9.33330165514444,1.29558245174151e-08,1.00793230025366e-07
YMR011W,-1.10606274376634,8.14284535231344,1.53221824275559e-07,1.02949698555443e-06
YGR231C,-1.0033769353137,5.79212090432673,1.27197536204442e-06,6.9559489464103e-06
YML081C-A,-1.2563494165355,10.0600606580541,1.40977036544386e-06,7.49680057065117e-06
YPR167C,-1.46390160796125,8.86077375662035,1.53209634117048e-06,8.00979967163928e-06
YJL125C,-1.59661257963048,9.40161146722635,1.82732917456948e-06,9.40283161874928e-06
YBR230C,-1.34756263253226,7.14877645523941,2.76902632666826e-06,1.36570468262468e-05
YNL005C,-1.05520854592693,4.1394463294101,4.17445439771527e-06,1.98400432647776e-05
YDR178W,1.21763413641204,8.25906835208401,1.98870224644216e-05,8.25251811160134e-05
YIL116W,-1.15660815852147,9.07963832757713,2.4495213699619e-05,0.000100047638454381
YLR163C,1.04384257546731,6.68740522994299,4.40371500518349e-05,0.000172090723009393
YMR203W,-1.12120596170684,5.83108186337976,0.001973942323072,0.00509234723038247
YLR093C,1.02558912170957,7.62737006265363,0.00197537876496091,0.00509234723038247
YPL143W,-1.22775323233985,9.90309030388364,0.00234947052253461,0.00593957054729736
