genes,HiT,LpH,Osm
YGL147C,-1.86493620574425,-1.19573088293195,-1.21871326907065
YJL052W,-1.07120362593494,-1.99804252653542,-1.28125554549174
YBR230C,-1.34756263253226,-1.10923757298089,-1.16553364610717
YNL005C,-1.05520854592693,-1.00064244381773,-1.23996454767597
YIL116W,-1.15660815852147,-1.4351089472305,-1.25088699601491
YMR203W,-1.12120596170684,-1.20597083318059,-1.21684819853457
