,logFC,-log10Pval
KMXK0H04040,-1.05175855081652,19.6336150798572
KMXK0A04840,-2.85525931802052,19.4506219767765
KMXK0A06760,1.50718413393941,18.8158744660213
KMXK0D01390,-1.96690021656298,17.6875190613247
KMXK0B08170,2.39073671145808,17.1041948014449
KMXK0D01050,4.99844306747073,16.402974255394
KMXK0A03190,4.5406749510067,16.227429481963
KMXK0H03090,-1.57214664515865,14.3205150293428
KMXK0D03570,0.970206282905432,14.258398574305
KMXK0A00200,2.08985290763402,14.0214816282108
KMXK0F02400,-1.27269487756355,12.9260079084835
KMXK0C07290,-1.10953180976696,12.6506142157394
KMXK0E02790,-1.02887779450639,12.0617756934397
KMXK0A01850,-1.73687814400489,11.7419181784557
KMXK0A02460,-1.29130351650148,11.7081384780061
KMXK0E05010,2.76322099595461,11.588108872727
KMXK0A07740,-1.47305495993265,11.2804607564924
KMXK0F01440,-2.47100071053993,11.0266263786282
KMXK0C05790,-0.851496842529945,10.8692287283601
KMXK0E06310,2.49621298328037,10.7358418590749
KMXK0A01430,-1.14275348046338,10.5868487603939
KMXK0C04630,1.07653099105845,10.4503186203237
KMXK0C05760,-1.01195392164314,10.1749860709885
KMXK0B02900,-0.915785421587779,10.0186465169937
KMXK0B08160,0.945677896568981,9.85143629690385
KMXK0D02250,-3.52485459398803,9.77400109773048
KMXK0E03530,-1.18082128882661,9.60386150095012
KMXK0G00230,-1.48983776377643,8.7981533123386
KMXK0C06160,1.16173400525238,8.65605840585705
KMXK0C06530,-1.11234993442334,8.60903653758157
KMXK0D03400,-1.06012836037031,8.60836003021326
KMXK0G00550,-0.947649644675187,8.56056140940596
KMXK0A07780,-1.91901230556167,8.23307513240758
KMXK0D05590,-2.33035027434494,8.16475219988889
KMXK0C03640,-0.855802412676575,8.10523678647734
KMXK0F00160,0.940637708813979,8.03015713585148
KMXK0D03110,1.02906740018425,7.89574784534055
KMXK0C02480,-1.23495927976139,7.88541881615447
KMXK0E03360,-1.82377829225088,7.8609684287278
KMXK0D01780,-1.16653434300421,7.65265971648411
KMXK0B01780,-4.07296549807023,7.55217719324382
KMXK0F04480,-1.06125927070623,7.41147241631622
KMXK0F00180,1.07205698982115,7.24640146844132
KMXK0F00170,0.794754276432144,7.24640146844132
KMXK0A04140,-1.00642747055312,7.24640146844132
KMXK0F05010,-2.94648198582951,7.15435256312829
KMXK0E03520,0.935806009252658,7.1387525126928
KMXK0D00130,-1.72694339240277,6.98975269744764
KMXK0G01980,-1.75726299036451,6.85098377271703
KMXK0H04350,0.802965989779063,6.81394315288091
KMXK0C01550,1.64187124122637,6.5180701609382
KMXK0H03370,0.769170848304738,6.50998911831392
KMXK0D03850,0.992192780430045,6.50298685498507
KMXK0A05660,1.27095275348371,6.40724609453786
KMXK0B08060,0.786990300809368,6.37440152658813
KMXK0F05380,0.778719021790873,6.33332157498319
KMXK0G01990,-0.93164310464868,6.23913463804912
KMXK0B07320,-2.28411070238478,6.23276001558403
KMXK0B01680,-1.06417346208054,6.17624353674913
KMXK0C00560,-0.934158443608738,6.16288354176994
KMXK0C03260,-0.992972827662975,6.08227285870469
KMXK0D02420,-1.4386214967027,5.98013639499726
KMXK0E03420,-2.23147671732203,5.98013639499726
KMXK0E01380,-1.12904259149491,5.96135039927775
KMXK0F01910,-1.86400851358165,5.95377128703663
KMXK0A05650,1.29444812009968,5.93428224787086
KMXK0E02630,-1.88278446867562,5.90730812069762
KMXK0A05150,-0.962854851613112,5.81422668064598
KMXK0G02070,-1.05526208130356,5.69890345832705
KMXK0D00630,-1.44652638027622,5.61703528480407
KMXK0C06280,-1.4767955983171,5.61703528480407
KMXK0G00160,-1.36119373593148,5.61703528480407
