"","genes","logFC","logCPM","PValue","FDR"
"2349","KMXK0C07260",1.3853409968931,5.68077952423499,6.18660367691522e-37,3.11804825316527e-33
"2687","KMXK0D03410",2.28392115577648,7.85020810029798,8.23199496258147e-36,2.07446273057053e-32
"3938","KMXK0F03310",1.34673057103951,5.98617476787236,1.59829249114008e-34,2.68513138511533e-31
"4197","KMXK0G00220",-0.994201423803732,7.36860896148838,2.04760083085072e-31,2.57997704687191e-28
"2638","KMXK0D02910",1.13082173205447,6.87406076622571,3.26289889191395e-25,3.28900208304926e-22
"1130","KMXK0B03310",-3.27447416959714,8.17664641722398,8.53945315959647e-25,7.17314065406104e-22
"2478","KMXK0D01300",1.18135997483703,5.60622434333981,1.30773729798832e-23,9.41570854551589e-21
"4684","KMXK0H00910",-2.25347708400983,7.28883996247146,1.86732372571399e-23,1.17641394719981e-20
"2812","KMXK0D04670",-1.26790436191602,8.06598358941114,3.85324206904924e-23,2.15781555866757e-20
"3394","KMXK0E04050",1.6057598802797,4.12984523982267,1.23085176067257e-21,6.20349287378975e-19
"1936","KMXK0C03100",1.51340706405081,5.60886605881815,3.19664493429577e-21,1.46464458807733e-18
"2250","KMXK0C06270",1.0815025222146,5.46813602609398,2.28159902345834e-20,9.58271589852502e-18
"4921","KMXK0H03280",-1.33789705982709,6.25333930597041,2.49793327043951e-20,9.68429514078088e-18
"3260","KMXK0E02690",1.05920692735697,6.3884954096806,1.1380360187483e-19,4.09692966749387e-17
"2642","KMXK0D02960",1.53879684821726,7.05409401541974,4.39209266198282e-19,1.47574313442623e-16
"2520","KMXK0D01720",-2.45272458644357,8.59636749910605,1.9182951471739e-18,6.04262971359778e-16
"1266","KMXK0B04700",-1.51524247006916,9.25306512496475,2.55865657111751e-18,7.27817573953439e-16
"4905","KMXK0H03120",-1.42175256376951,11.7371120455762,2.59934847840514e-18,7.27817573953439e-16
"4425","KMXK0G02530",-1.00225897426227,7.98787602299579,6.55152442983885e-18,1.73787805928357e-15
"1664","KMXK0C00370",-1.1014514207873,8.30020978735005,7.88971314504155e-18,1.98820771255047e-15
"2474","KMXK0D01260",-1.33195559097403,8.12206030165788,1.60349792733282e-17,3.84839502559877e-15
"3521","KMXK0E05350",-1.00998729674918,8.38763673635157,1.95567880435977e-17,4.48028235180602e-15
"2500","KMXK0D01520",4.76243851411811,6.70649794638627,2.57221855571396e-17,5.63651370469493e-15
"663","KMXK0A06810",0.840893209926778,6.01111287659111,2.99733930911494e-17,6.12844749752198e-15
"4543","KMXK0G03730",1.49415538020212,9.94416590466592,3.03990451265971e-17,6.12844749752198e-15
"3661","KMXK0F00530",1.15193868126546,7.70389337368586,3.64467432453203e-17,7.06506099832362e-15
