"genes","direction"
"KMXK0B01780","down"
"KMXK0F02400","down"
"KMXK0D02250","down"
"KMXK0D03570","up"
"KMXK0A07780","down"
"KMXK0E04700","down"
"KMXK0H04290","down"
"KMXK0G01980","down"
"KMXK0F03890","up"
"KMXK0F05010","down"
"KMXK0B00180","down"
"KMXK0B04680","down"
"KMXK0G00390","down"
"KMXK0A01430","down"
"KMXK0C05760","down"
"KMXK0C02810","down"
"KMXK0E02630","down"
"KMXK0E03750","up"
"KMXK0C05790","down"
"KMXK0G00160","down"
"KMXK0B07870","down"
"KMXK0H01020","down"
"KMXK0G00230","down"
"KMXK0F02610","up"
"KMXK0A00810","down"
"KMXK0A08360","up"
"KMXK0A07770","down"
"KMXK0G00130","down"
"KMXK0B03320","down"
"KMXK0C02480","down"
"KMXK0E06300","up"
"KMXK0C02800","down"
"KMXK0E06310","up"
"KMXK0H04430","down"
"KMXK0B00170","down"
"KMXK0F04480","down"
"KMXK0A01850","down"
"KMXK0G00200","down"
"KMXK0F00180","up"
"KMXK0E02790","down"
"KMXK0A05660","up"
"KMXK0A00380","up"
"KMXK0E03360","down"
"KMXK0A00530","down"
"KMXK0B07880","down"
"KMXK0C03640","down"
"KMXK0B06870","up"
"KMXK0B08060","up"
"KMXK0H03570","down"
"KMXK0D00940","up"
"KMXK0G00640","down"
"KMXK0G00180","down"
"KMXK0D03050","up"
"KMXK0A01440","down"
"KMXK0C00960","down"
"KMXK0D00630","down"
"KMXK0E05010","up"
"KMXK0F04160","down"
"KMXK0H03020","down"
"KMXK0C06160","up"
"KMXK0A08350","up"
"KMXK0A02950","down"
"KMXK0C06020","down"
"KMXK0B01010","up"
"KMXK0H01830","up"
"KMXK0A05150","down"
"KMXK0B08460","up"
"KMXK0D06600","up"
"KMXK0D03110","up"
"KMXK0A06760","up"
"KMXK0F05320","down"
"KMXK0E03090","down"
"KMXK0C07290","down"
"KMXK0A04630","up"
"KMXK0A05650","up"
"KMXK0H04420","down"
"KMXK0C03250","down"
"KMXK0D00170","up"
"KMXK0B07320","down"
"KMXK0B05620","up"
"KMXK0D00650","down"
"KMXK0F01240","down"
"KMXK0H04350","up"
"KMXK0A08370","up"
"KMXK0A03510","down"
"KMXK0H04500","down"
"KMXK0H03370","up"
"KMXK0B02720","down"
"KMXK0G00150","down"
"KMXK0B08160","up"
"KMXK0D04350","down"
"KMXK0F03410","down"
"KMXK0C01550","up"
"KMXK0B07330","down"
"KMXK0F05050","up"
"KMXK0A05990","down"
"KMXK0D03850","up"
"KMXK0A00200","up"
"KMXK0E05360","down"
"KMXK0G03130","down"
"KMXK0F00160","up"
"KMXK0D01060","down"
"KMXK0A03540","down"
"KMXK0E06320","up"
"KMXK0E02550","up"
"KMXK0C06530","down"
"KMXK0E05380","up"
"KMXK0C06690","down"
"KMXK0D02710","up"
"KMXK0D05380","down"
"KMXK0H00420","down"
"KMXK0C00790","up"
"KMXK0E01380","down"
"KMXK0F05380","up"
"KMXK0C04630","up"
"KMXK0E03520","up"
"KMXK0F03820","up"
"KMXK0C00130","up"
"KMXK0H04340","up"
"KMXK0B08350","down"
"KMXK0D01050","up"
"KMXK0H04040","down"
"KMXK0A02050","down"
"KMXK0C00990","down"
"KMXK0B03600","up"
"KMXK0A04660","down"
"KMXK0E02590","down"
"KMXK0D02670","up"
"KMXK0F01570","up"
"KMXK0A05330","up"
"KMXK0F01540","up"
"KMXK0F01560","up"
"KMXK0C06080","up"
"KMXK0H02310","down"
"KMXK0G00730","down"
"KMXK0G00720","up"
"KMXK0E05850","down"
"KMXK0H00860","down"
"KMXK0H03810","down"
"KMXK0B01020","down"
"KMXK0B08300","up"
"KMXK0C00160","up"
"KMXK0D00150","up"
"KMXK0E03330","up"
"KMXK0A01620","up"
