genes,HiT,LpH,Osm
CENPK1137D_2827,-1.82155083509173,-1.08716174530907,-1.27515992215401
CENPK1137D_1249,-1.02632678048356,-1.17223169747053,-1.33820215678009
CENPK1137D_2671,-1.01173427362509,-1.18461728652954,-1.29572702713301
CENPK1137D_4784,-1.29970225512616,-1.41240032107119,-1.22130209084854
