genes,direction
CENPK1137D_3199,down
CENPK1137D_2041,up
CENPK1137D_4927,up
CENPK1137D_2119,up
CENPK1137D_3444,down
CENPK1137D_2759,up
CENPK1137D_44,down
CENPK1137D_1157,mixed
CENPK1137D_735,up
CENPK1137D_283,down
CENPK1137D_2971,down
CENPK1137D_2237,down
CENPK1137D_148,down
CENPK1137D_3141,down
CENPK1137D_136,up
CENPK1137D_1403,down
CENPK1137D_3867,down
CENPK1137D_25,mixed
CENPK1137D_127,down
CENPK1137D_676,down
CENPK1137D_2104,down
CENPK1137D_2232,down
CENPK1137D_5399,down
CENPK1137D_5118,up
CENPK1137D_4296,down
CENPK1137D_5017,down
CENPK1137D_4507,mixed
CENPK1137D_203,mixed
CENPK1137D_697,down
CENPK1137D_1111,up
CENPK1137D_2074,up
CENPK1137D_2661,up
CENPK1137D_5240,up
CENPK1137D_3854,up
CENPK1137D_2919,down
CENPK1137D_4427,up
CENPK1137D_877,down
CENPK1137D_717,up
CENPK1137D_3870,down
CENPK1137D_4500,up
CENPK1137D_5153,up
CENPK1137D_2258,down
CENPK1137D_2729,down
CENPK1137D_3393,down
CENPK1137D_2315 CENPK1137D_2659,down
CENPK1137D_40,mixed
CENPK1137D_5342,down
CENPK1137D_2827,down
CENPK1137D_442,down
CENPK1137D_4932,down
CENPK1137D_1249,down
CENPK1137D_3415 CENPK1137D_5041,down
CENPK1137D_2780,mixed
CENPK1137D_3847,down
CENPK1137D_2433,down
CENPK1137D_625,up
CENPK1137D_1508,down
CENPK1137D_2468,up
CENPK1137D_5279,up
CENPK1137D_289,up
CENPK1137D_2671,down
CENPK1137D_2612,down
CENPK1137D_1859,down
CENPK1137D_5143,down
CENPK1137D_4002,up
CENPK1137D_1737,down
CENPK1137D_3890,mixed
CENPK1137D_3475,mixed
CENPK1137D_480,up
CENPK1137D_369,down
CENPK1137D_4784,down
CENPK1137D_3054,up
CENPK1137D_4049,down
CENPK1137D_694,up
CENPK1137D_923,down
CENPK1137D_206,up
CENPK1137D_334,up
CENPK1137D_1305,down
CENPK1137D_4331,down
CENPK1137D_2647 CENPK1137D_4553,down
CENPK1137D_4841,up
CENPK1137D_4047,down
CENPK1137D_1,up
CENPK1137D_4693,down
CENPK1137D_3325,down
CENPK1137D_4259,up
CENPK1137D_2277,down
CENPK1137D_3821,up
CENPK1137D_4361,mixed
CENPK1137D_426 CENPK1137D_4276,up
CENPK1137D_4925,down
CENPK1137D_3852,down
CENPK1137D_891,down
CENPK1137D_3635,down
CENPK1137D_1583,down
CENPK1137D_3628,down
CENPK1137D_2964,up
CENPK1137D_240,down
CENPK1137D_3682,down
CENPK1137D_3668,down
CENPK1137D_3979,down
CENPK1137D_1339,down
CENPK1137D_2140,down
CENPK1137D_1664,down
CENPK1137D_4052,down
CENPK1137D_2563,down
CENPK1137D_3530 CENPK1137D_4643,down
CENPK1137D_2409,up
CENPK1137D_3509,down
CENPK1137D_1007,down
CENPK1137D_966,down
CENPK1137D_3231,down
CENPK1137D_5323,down
CENPK1137D_3804,up
CENPK1137D_4473,up
CENPK1137D_5141,up
CENPK1137D_2246,down
CENPK1137D_5411,down
CENPK1137D_1993,up
CENPK1137D_382,up
CENPK1137D_138,down
CENPK1137D_1962,down
CENPK1137D_3368,down
CENPK1137D_3646,down
CENPK1137D_4663,up
CENPK1137D_2676,up
CENPK1137D_1902,down
CENPK1137D_1851,down
CENPK1137D_3477,down
CENPK1137D_5249,up
CENPK1137D_1304,up
CENPK1137D_2677,down
CENPK1137D_1055,down
CENPK1137D_1389,down
CENPK1137D_5102,down
CENPK1137D_1665,down
CENPK1137D_3146,down
CENPK1137D_3841,down
CENPK1137D_2712,up
CENPK1137D_2071,up
CENPK1137D_673,down
CENPK1137D_3469,up
CENPK1137D_808,down
CENPK1137D_4353,up
CENPK1137D_1444,down
CENPK1137D_2766,up
CENPK1137D_699,down
CENPK1137D_208,down
CENPK1137D_5134,down
CENPK1137D_4778,up
CENPK1137D_4464,down
CENPK1137D_20,down
CENPK1137D_1528,down
CENPK1137D_1697,down
CENPK1137D_3483,down
CENPK1137D_5006,up
CENPK1137D_4617,down
CENPK1137D_3590,down
CENPK1137D_2713,down
CENPK1137D_5420,down
CENPK1137D_3622,down
CENPK1137D_1639,up
CENPK1137D_3353,up
CENPK1137D_899,down
CENPK1137D_1274,down
CENPK1137D_1572,down
CENPK1137D_4346,down
CENPK1137D_4926,down
CENPK1137D_5284,down
CENPK1137D_557,down
CENPK1137D_3873,down
CENPK1137D_3279,down
CENPK1137D_4929,down
CENPK1137D_2980,down
CENPK1137D_225,down
CENPK1137D_3481,down
CENPK1137D_3610,up
CENPK1137D_2662,down
CENPK1137D_4997,down
CENPK1137D_2384,down
CENPK1137D_3006,down
CENPK1137D_1163,down
CENPK1137D_4280,down
CENPK1137D_3741,down
CENPK1137D_3209,up
CENPK1137D_3234,down
CENPK1137D_2642,up
CENPK1137D_1151,down
CENPK1137D_3643,down
CENPK1137D_232,down
CENPK1137D_4488,down
CENPK1137D_3701,down
CENPK1137D_1941,down
CENPK1137D_3856,down
CENPK1137D_2854,down
CENPK1137D_1084,down
CENPK1137D_5314,down
CENPK1137D_3693,down
CENPK1137D_1214,down
CENPK1137D_4431,down
CENPK1137D_4571,down
CENPK1137D_3299,up
CENPK1137D_4572,down
CENPK1137D_3443,down
CENPK1137D_633,down
CENPK1137D_2666,down
CENPK1137D_1321,down
CENPK1137D_5151,up
CENPK1137D_5103,down
CENPK1137D_746,down
CENPK1137D_4185,up
CENPK1137D_4769,down
CENPK1137D_5424,down
CENPK1137D_2511,down
CENPK1137D_4934,down
CENPK1137D_2280,down
CENPK1137D_1398,down
CENPK1137D_2491,up
CENPK1137D_3361,up
CENPK1137D_207,down
CENPK1137D_972,down
CENPK1137D_700,up
CENPK1137D_3094,down
CENPK1137D_3636,up
CENPK1137D_4774,down
CENPK1137D_4858,up
CENPK1137D_5285,down
CENPK1137D_1563,up
CENPK1137D_1820,up
CENPK1137D_4815,down
CENPK1137D_71,up
CENPK1137D_2508,down
CENPK1137D_2305,down
CENPK1137D_4057,down
CENPK1137D_4951,down
CENPK1137D_4664,down
CENPK1137D_1087,down
CENPK1137D_1086,down
CENPK1137D_4814,down
CENPK1137D_1919,up
CENPK1137D_4637,down
CENPK1137D_377,down
CENPK1137D_1128,down
CENPK1137D_3016,down
CENPK1137D_5199,down
CENPK1137D_2820,down
CENPK1137D_2826,down
CENPK1137D_890,down
CENPK1137D_4806,down
CENPK1137D_3166,down
CENPK1137D_1987,up
CENPK1137D_4207,up
CENPK1137D_4405,down
CENPK1137D_5446,up
CENPK1137D_1303,down
CENPK1137D_5395,up
CENPK1137D_4048,down
CENPK1137D_1841,down
CENPK1137D_2623,down
CENPK1137D_4498,up
CENPK1137D_2524,down
CENPK1137D_4342,up
CENPK1137D_770,down
CENPK1137D_2544,down
CENPK1137D_2502,up
CENPK1137D_3188,up
CENPK1137D_3278,up
CENPK1137D_5242,down
CENPK1137D_3215,down
CENPK1137D_3294,up
CENPK1137D_4781,down
CENPK1137D_1000,down
CENPK1137D_3710,down
CENPK1137D_1939,down
CENPK1137D_5058,down
CENPK1137D_239,down
CENPK1137D_1729,down
CENPK1137D_229,down
