Ref_1	Ref_2	Ref_3	HiT_1	HiT_2	HiT_3	LpH_1	LpH_2	LpH_3	Osm_1	Osm_2	Osm_3
CENPK1137D_2476	7.77566102345293e-05	8.2135849263256e-05	7.21795493733403e-05	0.000125026204518878	0.000103404024321512	0.000139423804338178	9.45886932189222e-05	9.88980091366498e-05	0.000113361157099907	6.45078265525618e-05	6.25493153162839e-05	7.0905697439885e-05
CENPK1137D_619	1.84538645637106e-05	1.05588074957286e-05	8.56513436213161e-06	2.92227093014526e-06	5.90795315532039e-06	3.77333565392323e-06	1.43054795185936e-05	1.27136329574892e-05	9.20394543569215e-06	6.03103475873141e-06	3.21636014158669e-06	3.3145956754844e-06
CENPK1137D_3512	3.74300083131866e-06	3.2124673748797e-06	0	1.06690457543983e-05	2.1569602557632e-05	1.83683131832489e-05	6.96379946376823e-06	1.93403142867466e-05	7.46735195725967e-06	7.33965550826747e-06	1.17427488188118e-05	1.21014011925704e-05
CENPK1137D_62	4.51824157289427e-05	4.72609968959171e-05	3.80096887885342e-05	5.36616298916354e-05	5.15316483405348e-05	5.19672917462025e-05	5.38517303728411e-05	4.81511881672879e-05	6.33794819148196e-05	4.42991307545254e-05	3.6913741838495e-05	3.19545896259333e-05
CENPK1137D_3336	0.000117152978775525	0.000104569607305139	0.000121800257149683	8.01438555094169e-05	7.20119014522517e-05	7.47387861216054e-05	6.53884319727843e-05	0.000106539243110298	0.000107512228770467	9.18901752609864e-05	9.31098272483739e-05	7.57528657330195e-05
CENPK1137D_3	0.000351088092364983	0.000257228502751159	0.000198723441135787	0.000170858243520076	0.000254955805771146	0.000199606741462572	0.000167281484960591	0.000185833983894811	0.000213544777195016	0.000201497305176609	0.000197007843492584	0.000230710166620947
CENPK1137D_4292	2.88901520475566e-06	4.9590515786978e-06	5.36360355686882e-06	0	0	0	0	2.98554366174049e-06	5.76363573400139e-06	5.66507391172101e-06	3.02119265726711e-06	9.34040189135289e-06
CENPK1137D_1913	8.75201664970098e-06	1.50230091942904e-05	1.42174932518471e-05	1.03944747239542e-05	6.30435074754317e-06	2.68433988615494e-06	1.01768760545878e-05	9.04444109291972e-06	1.52778726625552e-05	4.290460389024e-06	2.288109144842e-06	7.07398084418638e-06
CENPK1137D_4080	7.62700014055495e-05	6.54594808388109e-05	5.79269184141833e-05	5.27030143673576e-05	7.3252883249123e-05	6.80519253468718e-05	5.80496914523437e-05	5.73224383054174e-05	5.7636357340014e-05	4.98526504231449e-05	4.35051742646464e-05	4.23431552407998e-05
CENPK1137D_3279	1.79181072054093e-05	2.19691317249838e-05	2.13852064396447e-05	1.45925012898867e-05	9.83388331659781e-06	1.57019451405192e-05	1.42870208353438e-05	1.32262794477106e-05	1.02134104189616e-05	7.52906597299695e-06	8.03052499867129e-06	8.27579694459654e-06
CENPK1137D_494	0	0	2.25031024992867e-07	6.90989114032311e-07	2.3282870377892e-07	0	9.02031865367941e-07	5.01036247917345e-07	0	0	1.01403777987295e-06	1.56751347423112e-06
CENPK1137D_5026	0	8.23842439686892e-06	2.97016756106177e-06	0	0	3.92548628512981e-06	0	0	0	3.13711082208206e-06	3.34605208277971e-06	1.03447461807457e-05
CENPK1137D_3305	2.85753747676294e-05	3.1128007970441e-05	2.85662652964168e-05	3.13273919658232e-05	2.53338268266924e-05	3.10124290448483e-05	2.76044239131644e-05	2.61228178565585e-05	2.63115559269648e-05	2.69391788045828e-05	1.72400467422999e-05	1.53977200769732e-05
CENPK1137D_455	1.40768309845388e-05	9.39678367474668e-06	7.25954226488159e-06	1.9319244480369e-05	1.80266323609119e-05	1.91889736934072e-05	1.30948712649834e-05	1.13144650728772e-05	9.36117446415995e-06	6.13406163371631e-06	8.1782613324182e-06	1.01136546103479e-05
CENPK1137D_2372	2.82949508167829e-05	2.59033819388081e-05	2.27634395012594e-05	1.25458509504968e-05	1.63053889381782e-05	1.38853968120598e-05	2.10569403753879e-05	1.55948524708346e-05	1.50530454669323e-05	2.40428968868286e-05	1.38084304652272e-05	1.21972918517825e-05
CENPK1137D_1466	8.79179854356326e-05	8.41629946907404e-05	9.10288853657226e-05	6.10439151970401e-05	6.17062209532256e-05	7.46734550148557e-05	6.29115974283607e-05	8.03721924393547e-05	7.4206810075268e-05	5.96764035927883e-05	6.71872048894516e-05	5.83067512005665e-05
CENPK1137D_4055	0	0	0	6.1798844260449e-06	0	7.97967703862453e-06	6.05051428819207e-06	6.72155185047585e-06	0	1.27541554733828e-05	1.36036215824486e-05	1.40191095782783e-05
CENPK1137D_2890	0	5.27940374786432e-06	0	0	0	0	0	6.35681647874461e-06	0	6.03103475873141e-06	6.43272028317339e-06	6.62919135096881e-06
CENPK1137D_4208	8.62114537269611e-05	9.06996629860896e-05	7.22833301776154e-05	7.66276790864959e-05	9.08140743197496e-05	7.50611676577158e-05	6.46754739917727e-05	6.61004947164787e-05	7.21262453068025e-05	0.000111792556678494	9.88805297733591e-05	0.00011089181186276
CENPK1137D_5219	1.27438358068451e-06	1.64062841308096e-06	1.77446841442448e-06	1.8162508297102e-06	6.11985511538809e-07	1.56346991227868e-06	4.14920171476126e-06	5.92633613369043e-06	1.90681310685913e-06	3.1236756579618e-06	1.99903325716389e-06	3.43348106641452e-06
CENPK1137D_2542	7.34737200221811e-06	1.68158786043086e-05	6.82038476984554e-06	6.98098055534701e-06	0	3.00469320590183e-06	0	5.06190941825959e-06	4.88604510783657e-06	9.60498128242409e-06	7.68352700490155e-06	5.2788005202159e-06
CENPK1137D_80	1.4749371305568e-05	1.13929140358187e-05	1.91680702081904e-05	1.12110914494792e-05	5.66636399283517e-06	7.23807136588991e-06	1.92086959186469e-05	1.67663988537892e-05	1.47126265328908e-05	1.44610312988169e-05	1.38817625441716e-05	1.27162183535312e-05
CENPK1137D_2661	0.000222184529347076	0.000245175510050819	0.000220980466542996	0.000376972949988739	0.000320092901955259	0.000272585767639414	0.00032479160699015	0.000229608211212255	0.000269123364539638	0.000233401045162905	0.000165964183305873	0.000136826509483996
CENPK1137D_1178	1.87150041565933e-06	2.40935053115978e-06	1.73726781873424e-06	3.55634858479942e-06	3.59493375960533e-06	3.44405872185917e-06	4.35237466485514e-06	2.90104714301198e-06	2.80025698397238e-06	1.83491387706687e-06	0	0
CENPK1137D_674	2.65686219723066e-05	2.73633381753146e-05	2.71292983479124e-05	3.28168416284839e-05	2.29658491517644e-05	2.2816889032317e-05	1.73006892927992e-05	1.64738034192466e-05	1.59014593018431e-05	2.60492237905028e-05	4.44546919569304e-05	4.29491694111316e-05
CENPK1137D_4405	5.89775536394265e-05	6.44229943827227e-05	6.96785254865301e-05	5.60365195929206e-05	5.14949970970493e-05	7.23562607150955e-05	4.48882749218574e-05	3.32444321253265e-05	5.8830624203816e-05	4.20542423716947e-05	2.80344904232894e-05	2.88907325768573e-05
CENPK1137D_4516	3.58516344686546e-06	1.23080075326716e-05	3.3280190744427e-06	3.40638207821149e-06	6.88668033466564e-06	4.39843643996473e-06	3.33507263475647e-06	3.70495177300326e-06	3.57623181085629e-06	0	0	0
CENPK1137D_1399	0.000115526619776053	0.000111170268037749	0.000110490233271498	0.000126396812643283	0.000100869611960691	0.000124553370717589	9.11848094491063e-05	0.000112151069552204	0.000101270470220366	8.92415760916992e-05	8.05414418984386e-05	7.54557956713214e-05
CENPK1137D_3443	5.82199368436631e-05	6.66237799051139e-05	7.20588477857594e-05	7.99018752693522e-05	4.34908834178341e-05	7.93630922863201e-05	6.61939416420143e-05	6.68502167737544e-05	6.45276609350156e-05	4.43969379385961e-05	2.02945332846856e-05	3.48572969133822e-05
CENPK1137D_3653	1.66084781073395e-05	1.66301218057726e-05	2.31258627777554e-05	7.8901315113922e-06	1.59514735193651e-05	1.01880062655927e-05	2.57498631334686e-05	3.14662415697858e-05	1.38059181535382e-05	1.35698282071457e-05	1.15788965097121e-05	8.94940832380789e-06
CENPK1137D_4400	2.1732535725662e-05	1.72173813237935e-05	1.70701203087988e-05	2.22371683982121e-05	1.28448195006123e-05	1.23057379050699e-05	2.33267720801787e-05	2.24586683318568e-05	1.33405501258909e-05	2.95029411020527e-05	3.14679280144563e-05	3.06274226811965e-05
CENPK1137D_3856	6.75561068960703e-05	7.73075932592673e-05	7.76417855421336e-05	6.41872860791636e-05	6.48836963422822e-05	5.52538718188002e-05	5.6858481567686e-05	6.98133074631857e-05	6.41788627677993e-05	5.04650908460336e-05	4.70979439111262e-05	4.85364307291203e-05
CENPK1137D_5249	3.27598421383303e-05	4.99848134660181e-05	4.05468745950451e-05	5.53354788974295e-05	6.64238219435334e-05	5.80539806571491e-05	4.74049468084039e-05	4.51392289408103e-05	5.08327995622631e-05	7.49452897312082e-05	9.1356431177545e-05	7.0610010628209e-05
CENPK1137D_1581	5.78739512654457e-06	8.27848156573538e-06	1.43261242491407e-05	9.16465842760305e-06	1.85281837204943e-05	1.42004625419931e-05	1.07673657835249e-05	3.98717662443138e-06	5.77297712092846e-06	3.78283703667594e-06	4.03478565573436e-06	6.23702687072511e-06
CENPK1137D_3367	1.6305126909032e-05	1.59931839563483e-05	2.37845903324164e-05	2.65577812125139e-05	3.35574051532631e-05	2.28615404785642e-05	4.33363645690469e-06	9.628524372893e-06	2.09115081229718e-05	1.82701405215582e-05	1.94869882550928e-05	2.51027108886979e-05
CENPK1137D_3171	1.64175760601287e-05	1.7613183193306e-05	2.66700563069133e-05	2.72980412060811e-05	2.36521848735413e-05	2.51772568632464e-05	1.14542494628188e-05	4.24153099530028e-06	2.04708441586946e-05	1.60966238043383e-05	8.58435430892449e-06	0
CENPK1137D_1505	1.78184770113673e-06	3.05857672219086e-06	1.65404540825595e-06	1.69299229036859e-06	0	2.18604924860522e-06	4.97265320990635e-06	3.68276643304515e-06	5.33222587367195e-06	8.73506905549796e-06	5.59011096464394e-06	5.76084667550508e-06
CENPK1137D_2669	0	0	3.64654235219465e-06	0	0	0	0	0	3.91851142311646e-06	0	8.21604867850859e-06	1.27004804595293e-05
CENPK1137D_3636	0	1.82422254502097e-06	0	0	2.04140881349017e-06	0	0	0	0	6.25181370972068e-06	2.22273459784652e-06	2.29062236859369e-06
CENPK1137D_1958	4.44132188193781e-06	0	0	4.21984645509782e-06	0	0	1.23945236724531e-05	9.17943275102299e-06	0	0	0	0
CENPK1137D_4996	2.00046094850308e-06	3.43383067298066e-06	3.71395742089068e-06	3.8014078990461e-06	5.76397782632519e-06	9.81701444079523e-06	1.86091447855319e-06	2.06730082123879e-06	4.98869311430373e-06	1.96135332069668e-06	2.09198550385555e-06	1.07793993816173e-06
CENPK1137D_134	3.5163198356258e-06	7.54479043730979e-06	6.52822648576058e-06	1.16934002212164e-05	1.18202696438426e-05	8.62795213038871e-06	4.90654703724881e-06	3.63380794279788e-06	7.01511941627349e-06	1.72378910755469e-06	3.67719756216854e-06	3.78950820210477e-06
CENPK1137D_4940	4.42481139167039e-06	1.51905520477583e-05	0	4.20415929355471e-06	1.27493189838791e-05	5.42855352441743e-06	4.11614912542434e-06	4.5726542328516e-06	8.82757591973448e-06	0	0	0
CENPK1137D_2549	8.71995798065446e-06	7.48398992829118e-06	1.21417838759888e-05	8.28511977997228e-06	1.67500210337655e-05	1.60470428359153e-05	8.1116784962575e-06	9.01131127206653e-06	8.69823414801676e-06	3.41979553352242e-05	2.2797277926631e-05	2.3493562754807e-05
CENPK1137D_3125	5.75011721912722e-05	4.44158532700759e-05	5.87146167143225e-05	4.64386967377432e-05	3.31359111754926e-05	3.52724854605867e-05	5.08155511595261e-05	4.75379319280031e-05	6.30937129142375e-05	7.89278896686154e-05	5.71253529494854e-05	6.19685278460127e-05
CENPK1137D_3565	2.61025057973538e-06	5.60068325225738e-06	3.63454714708874e-06	2.48008519729433e-06	2.50699327972477e-06	6.40474078100127e-06	6.07041729571901e-06	5.39492977472404e-06	5.20749544387845e-06	7.6776659593061e-06	1.36483703376541e-05	8.43913504218726e-06
CENPK1137D_3403	2.38054852871867e-06	4.08625850084698e-06	4.41960933085991e-06	2.26183769993243e-06	2.28637787110899e-06	2.92056179613658e-06	0	0	0	2.33401045162905e-06	0	0
CENPK1137D_3940	1.54983628171788e-06	2.66032454482225e-06	2.87734982477859e-06	0	1.48852725983658e-06	0	0	1.6016197768712e-06	3.09195041980283e-06	0	0	0
CENPK1137D_5442	0	1.82422254502097e-06	0	0	0	0	3.95444326692553e-06	2.19650712256622e-06	0	0	4.44546919569304e-06	6.87186710578106e-06
CENPK1137D_4417	0	0	1.01928259475551e-06	1.04328307192455e-06	2.10920467814483e-06	2.69424519938799e-06	1.02144291027597e-06	2.26945385357395e-06	0	0	0	0
CENPK1137D_4236	2.22481170908287e-05	1.43209994188562e-05	1.54892850380604e-05	1.58540025696198e-05	1.60260131152499e-05	3.4118712571689e-05	1.55221137580254e-05	1.72436073173423e-05	1.66445181477237e-05	0	1.16330035027481e-05	0
CENPK1137D_1620	0.000185980353806146	0.000121310799243895	0.000117395872850966	7.06824281228885e-05	0.000107173962708234	9.12675561292681e-05	9.68838600396754e-05	9.22532991477811e-05	0.000111310215112902	0.000123994305242794	0.000116693566386942	0.000136292030931324
CENPK1137D_3361	1.51627294822845e-05	1.95203431569123e-05	2.81503779035663e-05	1.44066095537098e-05	7.28145818824519e-06	9.30115221699548e-06	2.11575308548882e-05	2.35040252605812e-05	1.51249549197998e-05	3.71657715227556e-05	4.75693519029573e-05	4.08518638984861e-05
CENPK1137D_2897	1.13792950703569e-05	7.81311376834987e-06	8.45049585250461e-06	4.32473747597023e-06	4.37165940938622e-06	5.58424817616937e-06	1.48197109047305e-05	1.41114033113241e-05	1.3621135310183e-05	8.92547017831378e-06	9.51993403284169e-06	2.45267404667775e-06
CENPK1137D_1220	8.14141083693115e-06	2.7949784547517e-06	4.53448289759909e-06	1.23766768806152e-05	1.25109596230314e-05	3.99529657474224e-06	3.02939566276101e-06	3.36537342992361e-06	3.24845133024429e-06	4.78935113193376e-06	3.40555779697415e-06	3.50957189168937e-06
CENPK1137D_2119	3.63998245981448e-06	6.24810168325227e-06	6.75781243250751e-06	1.0375402293268e-05	1.74799531430351e-05	2.23284540989035e-05	6.77213525834341e-06	0	7.26182850889472e-06	1.07064699616012e-05	1.90325898286552e-05	1.56911134729353e-05
CENPK1137D_3805	0	3.28477371450722e-06	7.10548123932462e-06	1.45455800638742e-05	1.10275460021334e-05	1.4086310913842e-05	0	7.91025073078509e-06	0	3.75242837882485e-06	0	8.24918666503192e-06
CENPK1137D_5444	1.39050731817679e-05	2.02880825100464e-05	2.32339275570907e-05	1.71751694504215e-05	1.86970153011249e-05	2.38830988001823e-05	1.81091327176963e-05	2.01175418702326e-05	1.94186045056776e-05	9.54326703353001e-06	1.01788780649046e-05	1.4985379981454e-05
CENPK1137D_290	0	0	0	6.93815245378047e-06	0	0	1.35858173587626e-05	0	0	1.43190825253316e-05	1.5272777604835e-05	7.86962286142616e-06
CENPK1137D_4072	0	1.05861619192927e-05	1.7174647658782e-05	0	0	0	1.14740322770896e-05	0	0	6.04665920111154e-06	0	0
CENPK1137D_1397	8.23719214089504e-06	1.06044770783226e-05	1.72043615820671e-05	2.34792840823436e-05	1.7800519757769e-05	3.03172504789264e-05	1.1493883544005e-05	1.70248302925548e-05	1.84875097765373e-05	1.41332812814908e-05	1.07675724463153e-05	6.65786432394012e-06
CENPK1137D_3870	3.56369540227345e-06	9.17573016657257e-06	0	0	0	0	6.63020427987514e-06	3.68276643304515e-06	7.10963449822927e-06	6.98805524439837e-06	0	0
CENPK1137D_3614	6.89348029551738e-06	3.94426496220751e-06	0	0	0	0	4.27507380208165e-06	4.74920458933236e-06	0	4.50581168268157e-06	0	0
CENPK1137D_1805	1.34191010638031e-06	1.15170758197491e-06	2.49132431277334e-06	0	0	0	0	0	2.67713407261395e-06	3.9470300760356e-06	2.806609638769e-06	0
CENPK1137D_2789	1.0350210994429e-05	7.10653652321214e-06	7.68627709714767e-06	7.86726156498237e-06	5.96446401158867e-06	1.0158475812649e-05	5.77692581603034e-06	4.27841387352028e-06	1.2389310899523e-05	0	0	6.69260100736938e-06
CENPK1137D_447	0.000137717683479592	9.2869511382886e-05	0.000100445666610453	6.54250574360621e-05	4.72392122129957e-05	6.03421858705905e-05	7.32062224620924e-05	9.14908751878821e-05	4.90623537687722e-05	6.75126990140636e-05	7.20092530872591e-05	9.54110474191089e-05
CENPK1137D_3974	0	0	0	8.53523660351861e-06	0	1.6531481864924e-05	1.25348390347828e-05	4.64167542881918e-06	0	0	9.39419905504944e-06	9.68112095405633e-06
CENPK1137D_5287	3.65114805018201e-06	6.26726763933586e-06	6.7785419184968e-06	6.93815245378047e-06	3.50671452624078e-06	4.47938925787819e-06	1.01893630190719e-05	0	3.64205202823401e-06	0	0	0
CENPK1137D_1077	1.60198420505967e-05	1.78739436443509e-05	1.63579080213523e-05	1.8265176580881e-05	1.84633475459676e-05	2.16192326766503e-05	2.38437494425658e-05	1.98661209470323e-05	1.59799321830994e-05	1.09946656537035e-05	6.70111103523042e-06	1.38115588308206e-05
CENPK1137D_4052	2.62753700741575e-06	1.35306572875728e-05	9.75631198865323e-06	7.48952880772328e-06	1.0094383536905e-05	6.44715628286221e-06	4.88849498781081e-06	2.71532889323859e-06	7.86297325300852e-06	0	0	5.66334890248328e-06
CENPK1137D_259	1.58351343373747e-05	2.26511003372893e-05	1.95991544605761e-05	1.25379029929736e-05	1.77435089775642e-05	1.94272403290682e-05	4.91017345782327e-06	1.3636851315267e-05	5.26522820933165e-06	1.03503789429226e-05	1.37996826473842e-05	1.42211588294065e-05
CENPK1137D_418	0	5.04476358129257e-06	4.09223086190733e-06	9.77337277748582e-06	5.64537745952837e-06	1.8028159235411e-06	4.10090412866351e-06	0	0	4.32224157709084e-06	6.14682160392124e-06	7.91820078032385e-06
CENPK1137D_3068	6.18860102786482e-06	1.06228557214393e-05	1.1489452333258e-05	1.17599880412431e-05	2.17938965183699e-05	1.51848966870186e-05	5.7569018097356e-06	6.39537602410961e-06	6.17318350712801e-06	4.04507877232072e-06	1.07862337503817e-05	8.89253744480044e-06
CENPK1137D_4890	1.38002813259053e-05	5.92211376934345e-06	6.40523091428973e-06	3.27802565207599e-06	0	4.23269825527041e-06	3.20940323112797e-06	0	0	3.38262384294066e-06	3.60791702838855e-06	3.71811167076076e-06
CENPK1137D_2305	0	1.22099357595029e-05	1.3206003976673e-05	1.35169583661301e-05	1.36636127755517e-05	1.7453556550617e-05	1.32339934032567e-05	4.90057365990869e-06	9.46062917294253e-06	0	4.95908914260578e-06	0
CENPK1137D_2153	5.16108082107028e-05	4.42954851040323e-05	5.0903359501774e-05	5.51667731690837e-05	4.3373021945157e-05	5.14462105010509e-05	4.80105849209387e-05	5.00017881559789e-05	4.1829312996357e-05	7.5902778914766e-05	7.08383709232386e-05	8.34307984658513e-05
CENPK1137D_4822	4.37243607315674e-05	6.04599472064094e-05	5.18627625560092e-05	4.1543957753861e-05	3.9661656947809e-05	4.47024764714783e-05	4.74533192031063e-05	4.5185289378505e-05	5.0884669765898e-05	4.76328663597766e-05	2.28624130064213e-05	3.6649957897499e-05
CENPK1137D_378	3.17791672523123e-05	2.72747836828379e-05	2.14544142274753e-05	1.37247433248327e-05	1.10989217044126e-05	2.48105977827137e-05	2.95623428692491e-05	1.79132619704429e-05	2.01727250690049e-05	3.3990443470326e-05	4.22966972017396e-05	2.4907738376941e-05
CENPK1137D_4601	2.13821724136407e-05	1.83514603331451e-05	2.20539387767461e-05	2.0315907484423e-05	2.50999566688612e-05	3.206205564621e-05	2.21006809329171e-05	1.71862433542107e-05	1.89590253286114e-05	1.16467587406639e-05	1.49069625723838e-05	7.68112890067344e-06
CENPK1137D_1688	4.84639358452498e-06	5.82325112091386e-06	6.29830319951535e-06	3.68377475559028e-06	1.86187123054478e-06	3.56746147736553e-06	7.21331670839836e-06	8.01331588688652e-06	7.73491179937647e-06	5.70197993068987e-06	3.04087469412227e-06	7.31208443394727e-06
CENPK1137D_4815	4.50103713413193e-05	3.86305950710324e-05	1.85697871044534e-05	2.85105592428458e-05	3.36232039868969e-05	3.06781701274851e-05	1.86091447855319e-05	2.06730082123879e-05	1.49660793429112e-05	1.96135332069668e-05	1.56898912789166e-05	1.07793993816173e-05
CENPK1137D_3689	3.22567551316893e-06	8.30540345700606e-06	2.99431526481024e-06	3.06482073161576e-06	3.09807299608264e-06	7.91480161554629e-06	0	6.66690508746386e-06	3.21763946125823e-06	0	0	0
CENPK1137D_3310	9.52219411487467e-06	1.0896689335592e-05	1.17856248822931e-05	3.01578359990991e-06	3.04850382814532e-06	3.89408239484877e-06	2.95265097263773e-06	6.56023460606443e-06	9.4984716896343e-06	1.86720836130324e-05	9.9578509983524e-06	1.02619882112997e-05
CENPK1137D_2199	0	0	5.23650394651648e-06	0	3.61197136036175e-06	4.61384170005779e-06	3.49840162634802e-06	1.94319745440297e-06	3.75137112544799e-06	0	0	0
CENPK1137D_894	0	6.61206877159706e-06	3.57573570457922e-06	3.65993155328872e-06	1.47985622725501e-05	0	7.16662857436342e-06	3.98072488232065e-06	3.8424238226676e-06	0	0	0
CENPK1137D_4925	0.000372528586555211	0.000249542503868518	0.000227727961704614	0.000241723112969878	0.000305432158354254	0.000289826743128058	0.000228210619068374	0.000272299814278438	0.000235649106803904	0.000204894047280413	0.000180533558176236	0.000235007363617551
CENPK1137D_3710	3.19108381865773e-06	5.47755831212732e-06	4.4433069680227e-06	6.06390804271429e-06	1.5324248465878e-06	0	2.9684828813382e-06	3.29770506337019e-06	1.59156697212371e-06	1.56435016865218e-06	0	0
CENPK1137D_2801	6.0300238062257e-05	6.07538433495972e-05	5.59752283093491e-05	6.72572884341142e-05	6.79870071805537e-05	6.7546032730031e-05	4.8777273777055e-05	4.3349567881483e-05	5.23043595244179e-05	4.36984335657422e-05	4.66088840781913e-05	4.52069965255494e-05
CENPK1137D_372	2.96088125462521e-05	2.03296442828208e-05	2.74851326546014e-05	3.37587716407826e-05	1.70625214261865e-05	2.90603163794685e-05	2.75433859387848e-05	2.44784873360613e-05	2.3628039028941e-05	2.32239845933239e-05	0	0
CENPK1137D_1233	7.96170076494538e-06	1.36664163907926e-05	7.39065105494968e-06	2.26940237451415e-05	2.2940246198418e-05	1.46516478067053e-05	1.11094727231353e-05	8.227718987539e-06	7.94186596123269e-06	7.80605502217075e-06	4.16298118660218e-06	4.29012885087781e-06
CENPK1137D_4660	2.46433595105452e-06	4.23008126381675e-06	8.00653864286216e-06	9.36578757735997e-06	1.18342539912474e-05	9.07006768986515e-06	1.37545852762627e-05	1.52800495482867e-05	7.37458982114464e-06	9.66463955125903e-06	7.73125077511833e-06	7.96738215163021e-06
CENPK1137D_1726	4.78021792915395e-06	5.47022557007628e-06	7.39559794320601e-06	9.08368554189732e-06	7.65186703851737e-06	1.17291638399059e-05	7.41127252168104e-06	9.87987139467535e-06	7.94718180190286e-06	1.56225599171958e-05	1.49967635517355e-05	1.54548015230417e-05
CENPK1137D_4625	6.28113068263501e-06	1.07816846988047e-05	1.02035835474998e-05	1.64117511208818e-05	1.20653185810501e-05	1.73384275496235e-05	1.16859537175636e-05	1.46047439284086e-05	1.40973359509744e-05	1.84750167675123e-05	2.13476357154652e-05	2.369192528994e-05
CENPK1137D_4280	0.000108206751305394	6.55549492114489e-05	6.49942548655869e-05	7.25723326181529e-05	6.72464079737938e-05	8.58988763569582e-05	4.14476406586847e-05	6.57777534030525e-05	7.61909493820933e-05	5.61660269108596e-05	3.32815875613382e-05	4.11577067298117e-05
CENPK1137D_5294	2.55972960077276e-05	1.97722185524854e-05	1.90090723907953e-05	2.67529190314589e-05	2.7043179120644e-05	2.82635012529346e-05	2.14305312530158e-05	2.3807303005879e-05	2.04268208379232e-05	1.25484432883283e-05	1.33842083311188e-05	1.10343959261287e-05
CENPK1137D_3684	8.62517582869082e-06	7.40264221167932e-06	8.00653864286216e-06	4.09753206509499e-06	4.14198889693658e-06	0	4.01175403890996e-06	4.45668111825029e-06	4.30184406233437e-06	8.45655960735165e-06	1.35296888564571e-05	2.32381979422548e-05
CENPK1137D_1727	0	1.68714223816969e-06	9.12388383744821e-07	3.73548753085455e-06	3.77601630240956e-06	4.82338859807858e-06	9.14322142641741e-07	1.01572583702484e-06	1.96087359406158e-06	2.89101212010205e-06	2.05570829858638e-06	2.11849467615601e-06
CENPK1137D_4224	0	0	2.34089477270122e-06	3.59402176896043e-06	2.42201045668325e-06	3.09381546200909e-06	3.51878426294221e-06	2.60602539965483e-06	0	6.18117174689898e-06	3.9557141148116e-06	4.07653133393792e-06
CENPK1137D_3752	0.000337068818225652	0.000226009872834457	0.000195557934993801	0.000170138234065714	0.000171984176145367	0.000180919757282797	0.000225368271141596	0.000195936210579358	0.000189128861076789	0.000206549597489297	0.000209291116115814	0.000204331623676322
CENPK1137D_2792	2.00769153024466e-05	1.23080075326716e-05	2.12993220764333e-05	1.09004226502768e-05	5.50934426773251e-06	7.03749830394357e-06	1.60083486468311e-05	2.07477299288182e-05	1.71659126921102e-05	1.40603039254762e-05	2.6994174393124e-05	1.85457618276501e-05
CENPK1137D_4433	0	0	0	0	0	3.47272508458571e-06	1.31658039802515e-06	2.92519378986226e-06	2.82356471154408e-06	0	0	4.57579735937859e-06
CENPK1137D_3468	2.692928199908e-06	2.31123218373698e-06	2.49977903329181e-06	5.11727986410052e-06	5.17280061336876e-06	3.30380293680609e-06	0	0	0	5.28056663264492e-06	0	0
CENPK1137D_1886	7.62996323307265e-06	0	1.41654145219869e-05	0	0	0	1.41954373684506e-05	7.88489736305821e-06	1.52219097590293e-05	0	7.97904727432084e-06	8.22274696418246e-06
CENPK1137D_1828	1.28400675766918e-06	1.10201146193284e-06	3.57573570457922e-06	1.21997718442957e-06	0	1.57527604969611e-06	0	2.65381658821377e-06	1.2808079408892e-06	0	0	0
CENPK1137D_3568	0	0	0	5.62646194013043e-06	0	0	2.75433859387848e-06	6.11962183401533e-06	0	2.90299807416549e-06	9.28904011040336e-06	3.19091673236931e-06
CENPK1137D_2142	0	1.60623368743985e-06	2.60590172810136e-06	0	0	0	0	0	1.86683798931492e-06	9.17456938533433e-07	9.7856240156765e-07	1.00845009938087e-06
CENPK1137D_4239	1.04716210940704e-05	1.49789534488526e-05	1.62009139694278e-05	6.63295513176666e-06	1.00573806647023e-05	8.56469734937413e-06	9.74115056955262e-06	0	1.04455333830289e-05	3.42230271499861e-06	3.65023863575968e-06	3.76172588390752e-06
CENPK1137D_2502	1.07879842691178e-05	2.16040857295535e-05	1.66903675636704e-05	1.36666930509512e-05	1.72687150385875e-05	1.32351743027337e-05	1.33805935315909e-05	1.48645799231067e-05	2.51092529559819e-05	2.46798688238722e-05	3.38446597376026e-05	4.26291051073629e-05
CENPK1137D_2105	6.02162359709612e-06	6.89082377883134e-06	7.4529668311297e-06	3.81422883631101e-06	4.81951490537308e-06	4.92506205082054e-06	6.53516762493595e-06	9.33422925609927e-06	6.0066220634281e-06	1.96796834032804e-06	3.14856165630873e-06	5.40787743006941e-06
CENPK1137D_1935	1.03889274944082e-05	1.01901708250548e-05	1.37768370662715e-05	2.39720953234734e-05	1.42542261291084e-05	1.63871921229609e-05	1.79478472463952e-05	1.53372068408614e-05	1.33239160234895e-05	1.01858311480071e-05	6.20813653263866e-06	1.11960594574654e-05
CENPK1137D_1138	1.95126928583497e-05	2.15318070887722e-05	2.07007462803743e-05	1.32426094843819e-05	1.60635447618899e-05	1.36794463519278e-05	2.59307755208231e-05	1.72839904726522e-05	1.6683498283901e-05	3.27963997886987e-05	2.91506176766757e-05	3.30450440059417e-05
CENPK1137D_700	8.90479499520699e-06	5.09508541252741e-06	5.51073482650862e-06	8.46073952593179e-06	1.71050713549301e-05	7.28319649909371e-06	1.38060363433809e-05	6.13488273634454e-06	1.18434809097685e-05	2.03716622960142e-05	1.55203413315966e-05	2.55909930456352e-05
