genes,HiT,LpH,Osm
KMXK_0H02920,-2.05676594872553,-1.59146884945036,-1.70997400312542
KMXK_0B01120,-3.13319611238861,-2.15636199270141,-2.8056595652655
KMXK_0C03250,-2.59030702926466,-0.931270987471692,-1.4296898464209
KMXK_0G00390,-1.21013809964483,-1.42883103102667,-1.89058980695025
