,logFC,-log10Pval
CENPK1137D_2759,1.53864656049517,9.92718903329501
CENPK1137D_3890,2.03456533557115,9.48190817866847
CENPK1137D_5275,1.009050087364,9.48190817866847
CENPK1137D_289,1.71893236867541,7.74065065992749
CENPK1137D_735,1.24453321630912,7.32595322020487
CENPK1137D_2895,2.28239297798519,4.4851968776139
CENPK1137D_3475,1.51047418419127,4.38318039693574
CENPK1137D_5153,2.09135139829254,4.24725110494162
CENPK1137D_3367,1.04090101538594,3.60865027332483
CENPK1137D_5118,1.693606630914,3.55080617960309
CENPK1137D_4560,2.0963613024514,3.52103680045072
CENPK1137D_730,1.222134918811,3.24870744376341
CENPK1137D_4578,-1.50322444383985,3.16309740041576
CENPK1137D_1257,1.3181989266101,3.06723639052386
CENPK1137D_1129,1.08348780257086,2.77773751502177
CENPK1137D_340,-1.14431323920379,2.64290342679902
CENPK1137D_2971,-1.15433799627655,2.64290342679902
CENPK1137D_1903,1.75412411262315,2.55741490290661
CENPK1137D_1510,1.1358813372742,2.52742278584758
CENPK1137D_5399,-1.18360620200449,2.49375417956507
CENPK1137D_2572,1.48674214189326,2.40853177201522
CENPK1137D_4095,-1.22281636257034,2.18207508794492
CENPK1137D_4224,1.57548343592497,2.03932682522686
