genes,direction
KMXK0D00940,up
KMXK0C02800,down
KMXK0A07770,down
KMXK0A02940,down
KMXK0C02830,down
KMXK0G00240,down
KMXK0B08460,up
KMXK0B03410,down
KMXK0D00180,up
KMXK0E00120,up
KMXK0F05360,up
KMXK0A03540,down
KMXK0C00960,down
KMXK0E03660,down
KMXK0A04630,up
KMXK0C03560,down
KMXK0C00130,up
KMXK0G00640,down
KMXK0E00370,up
KMXK0A08300,up
KMXK0C06690,down
KMXK0C03570,down
KMXK0H04420,down
KMXK0A03640,up
KMXK0F00450,up
KMXK0C00140,up
KMXK0B00390,up
KMXK0A03220,up
KMXK0A03510,down
KMXK0A03230,down
KMXK0F05160,down
KMXK0D04680,down
KMXK0C01000,down
KMXK0B02980,up
KMXK0E01650,up
KMXK0B03130,up
KMXK0A02280,up
KMXK0E04140,up
